[10:02:08]	LightRinger has connected.
[14:08:01]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to dodge it.
[14:08:06]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[14:08:09]	Sergeant LS-7979 has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[14:08:33]	[ME] Crewman Third Class Reylow Trustok: picks the droid up
[14:08:34]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[14:08:39]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[14:08:49]	[ME] Sergeant LS-7979: attempts to kick him in the nose with a jumping front kick.
[14:08:56]	Lieutenant Shunk Tump has taken 10 damage from lift_plat3.
[14:08:56]	Lieutenant Shunk Tump has taken 10 damage from lift_plat3.
[14:08:57]	Agent Zeak Rold has taken 10 damage from lift_plat3.
[14:08:57]	Agent Zeak Rold has taken 10 damage from lift_plat3.
[14:08:57]	Agent Zeak Rold has taken 10 damage from lift_plat3.
[14:08:57]	lift_plat3 has killed Agent Zeak Rold.
[14:08:58]	Lieutenant Shunk Tump used command '/ToggleRaise'.
[14:09:00]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to tank it head on.
[14:09:00]	LightRinger created the character 'AI-84'
[14:09:04]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[14:09:08]	LightRinger loaded the character 'R4-i5'
[14:09:16]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would swing for the Scouts face.
[14:09:26]	[ME] Sergeant LS-7979: attempts to duck under the punch,
[14:09:30]	Sergeant LS-7979 has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[14:09:31]	[ME] Agent Zeak Rold: hits droid
[14:09:32]	[LOOC] R4-i5: Iam NOW IN IC
[14:09:37]	[LOOC] R4-i5: deactivated
[14:09:47]	[OOC] Lieutenant Shunk Tump: bin qiling
[14:09:52]	[IT] R4-i5: would appear to be broken
[14:10:03]	[ME] Sergeant LS-7979: attempts to sweep his legs so he falls.
[14:10:33]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to hit his leg with his own.
[14:10:39]	[ME] Crewman Third Class Reylow Trustok: takes the droid
[14:10:39]	Lieutenant Shunk Tump used the 'Supply Locker' vendor.
[14:10:41]	Lieutenant Shunk Tump has gained 0 credits.
[14:10:41]	Lieutenant Shunk Tump has gained a 'Tibanna Cartridge' #2620.
[14:10:54]	[ME] Sergeant LS-7979: attempts to kick him in the face.
[14:11:14]	[ME] Crewman Third Class Reylow Trustok: plugs the droid into the terminal
[14:11:17]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to hit his knee.
[14:11:22]	[ME] Crewman Third Class Reylow Trustok: would grab the bucket
[14:11:24]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[14:11:40]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would 
[14:11:44]	Doughnut loaded the character 'Petty Officer Second Class Arnold Jackson'
[14:11:45]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[14:11:52]	[ME] Sergeant LS-7979: attempts to chop him in the throat.
[14:11:55]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[14:11:58]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[14:11:59]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[14:12:02]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to hit his arm.
[14:12:06]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[14:12:28]	[ME] Crewman Third Class Reylow Trustok: would look into the files with terminal
[14:12:32]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would send a quick swipe at the Scouts head.
[14:12:36]	[ME] Crewman Third Class Reylow Trustok: would run a diagnosis
[14:12:40]	[ME] Sergeant LS-7979: attempts to just tank it.
[14:12:54]	[ME] Sergeant LS-7979: attempts to punch him in the abdomen.
[14:13:08]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to headbutt the Scout.
[14:13:10]	[ME] Crewman Third Class Reylow Trustok: would start to edit the OS
[14:13:14]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[14:13:18]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[14:13:20]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[14:13:21]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 9 damage from Petty Officer Second Class Arnold Jackson.
[14:13:21]	Petty Officer Second Class Arnold Jackson has killed Lance Corporal Lastimosa 'Marauder' Oldblood with ix_hands.
[14:13:22]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[14:13:24]	[ME] Crewman Third Class Reylow Trustok: would program the droid to follow orders of Navy Crewman Yelow Trustok
[14:13:39]	[ME] Crewman Third Class Reylow Trustok: would disable any safety protools
[14:13:46]	[ME] Agent Zeak Rold: restrains
[14:13:51]	[ME] Agent Zeak Rold: restrains
[14:13:55]	Agent Zeak Rold rolled 13 out of 100.
[14:13:55]	Agent Zeak Rold used command '/Roll'.
[14:13:58]	Petty Officer Second Class Arnold Jackson rolled 81 out of 100.
[14:13:58]	Petty Officer Second Class Arnold Jackson used command '/Roll'.
[14:14:00]	[ME] Agent Zeak Rold: tackle
[14:14:06]	Agent Zeak Rold rolled 53 out of 100.
[14:14:06]	Agent Zeak Rold used command '/Roll'.
[14:14:12]	Agent Zeak Rold ran 'Equip' on item 'E-11 Stun Blaster' (#2398)
[14:14:18]	Petty Officer Second Class Arnold Jackson has taken 2 damage from Agent Zeak Rold.
[14:14:22]	[ME] Agent Zeak Rold: cuffs
[14:14:24]	[ME] Crewman Third Class Reylow Trustok: would cut its connections with other terminals
[14:14:25]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'drop' on item 'DH-17 Blaster' (#1727)
[14:14:25]	Lance Corporal Lastimosa 'Marauder' Oldblood has lost a 'DH-17 Blaster' #1727.
[14:14:26]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'take' on item 'T-21 Blaster' (#2455)
[14:14:26]	Lance Corporal Lastimosa 'Marauder' Oldblood has gained a 'T-21 Blaster' #2455.
[14:14:29]	[ME] Agent Zeak Rold: grabs arm
[14:14:31]	[ME] Crewman Third Class Reylow Trustok: and only keep the conenction with the terminal in general systems
[14:14:36]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[14:14:43]	Lance Corporal Lastimosa 'Marauder' Oldblood rolled 26 out of 100.
[14:14:43]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/Roll'.
[14:14:44]	Sergeant LS-7979 rolled 48 out of 100.
[14:14:44]	Sergeant LS-7979 used command '/Roll'.
[14:14:58]	[ME] Sergeant LS-7979: attempts to kick his knee to off balance him.
[14:15:08]	[ME] Crewman Third Class Reylow Trustok: Would turn the Locator In-Active
[14:15:09]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attepmt to kick his knee.
[14:15:13]	Sergeant LS-7979 has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[14:15:18]	[ME] Crewman Third Class Reylow Trustok: would now give power to the Droid
[14:15:25]	[ME] Crewman Third Class Reylow Trustok: would unplug the droid
[14:15:27]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to punch the Scout in his face.
[14:15:59]	[ME] R4-i5: would play something from its database via Speakers
[14:16:08]	[ME] Agent Zeak Rold: cuffs to bed
[14:16:31]	[ME] Sergeant LS-7979: attempts to dodge the punch.
[14:16:31]	Doughnut loaded the character 'Lieutenant Shunk Tump'
[14:16:55]	[ME] Sergeant LS-7979: attempts to jab him in the nose.
[14:16:58]	Doughnut loaded the character 'Petty Officer Second Class Arnold Jackson'
[14:17:09]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[14:17:12]	Agent Zeak Rold has taken 2 damage from Petty Officer Second Class Arnold Jackson.
[14:17:13]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[14:17:20]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would send a quick swipe at his arm.
[14:17:25]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[14:17:33]	[ME] Crewman Third Class Reylow Trustok: would input a command for it to be able to open consoles and send its data to general systems
[14:17:38]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to uppercut the Scout.
[14:17:42]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[14:17:45]	Agent Zeak Rold has taken 2 damage from Petty Officer Second Class Arnold Jackson.
[14:17:45]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[14:18:03]	[Y] Crewman Third Class Reylow Trustok: Yo.
[14:18:05]	[ME] Sergeant LS-7979: leans back momentarily to dodge the uppercut.
[14:18:07]	[OOC] R4-i5: zaaaake
[14:18:07]	[Y] Crewman Third Class Reylow Trustok: ISB guy?
[14:18:09]	[OOC] R4-i5: where are you
[14:18:10]	Sergeant LS-7979 has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[14:18:15]	Agent Zeak Rold used command '/c AOS Petty Officer Second Class Arlnold Jackson'.
[14:18:20]	Petty Officer Second Class Arnold Jackson used command '/c False'.
[14:18:46]	[ME] Sergeant LS-7979: performs a spinning hook kick to his jaw.
[14:19:05]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would kick his backing knee to send him off balance.
[14:19:11]	Sergeant LS-7979 has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[14:19:23]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would swing for his head.
[14:19:33]	[ME] Sergeant LS-7979: ducks under the head.
[14:19:38]	[LOOC] Sergeant LS-7979: punch
[14:19:46]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would swing again.
[14:19:59]	[ME] Sergeant LS-7979: attempts to duck again.
[14:20:02]	Sergeant LS-7979 has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[14:20:15]	[ME] Sergeant LS-7979: attempts to sweep a leg to knock him off balance.
[14:20:30]	Petty Officer Second Class Arnold Jackson used command '/ToggleRaise'.
[14:20:32]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to kick his backing leg to send him off balance.
[14:20:37]	Sergeant LS-7979 has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[14:20:45]	[ME] Agent Zeak Rold: cuffs
[14:20:45]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to headbutt the scout.
[14:20:55]	[ME] Sergeant LS-7979: attempts to jab him in the face.
[14:21:00]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[14:21:06]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to headbutt him again.
[14:21:17]	[ME] Sergeant LS-7979: jabs him in the face.
[14:21:29]	Sergeant LS-7979 has taken 17 damage from Lance Corporal Lastimosa 'Marauder' Oldblood.
[14:21:45]	Crewman Third Class Reylow Trustok used command '/comm Uh, Captain?'.
[14:21:55]	Crewman Third Class Reylow Trustok used command '/comm Captain Thadeus, Do you read?'.
[14:21:57]	[ME] Sergeant LS-7979: performs a spinning hook kick to his temple.
[14:22:11]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to kick his backing leg to send him off balance.
[14:22:17]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[14:22:18]	[ME] Agent Zeak Rold: takec osmm
[14:22:21]	[ME] Agent Zeak Rold: comms
[14:23:01]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would send a quick jab to his knee, attempting to sent it off balance.
[14:23:14]	[ME] Sergeant LS-7979: attempts to kick him in the abdomen to push him away.
[14:23:16]	[ME] R4-i5: would say words via its build-in speker
[14:23:19]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[14:23:34]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to headbutt the Scout.
[14:23:44]	[ME] Agent Zeak Rold: Verifys
[14:24:16]	[ME] Agent Zeak Rold: plugs into brigs terminal
[14:24:25]	[ME] Agent Zeak Rold: updates 
[14:24:32]	[IT] Agent Zeak Rold: Update 10%
[14:24:39]	[IT] Agent Zeak Rold: Update 23%
[14:24:44]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would close the distance.
[14:24:51]	[ME] Sergeant LS-7979: jabs him in the face.
[14:24:51]	[IT] Agent Zeak Rold: Update 3\3%
[14:25:00]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to duck under it.y
[14:25:01]	[IT] Agent Zeak Rold: Update 45%
[14:25:05]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 11 damage from Sergeant LS-7979.
[14:25:06]	[IT] Agent Zeak Rold: Update 67%
[14:25:14]	[IT] Agent Zeak Rold: Update 70%
[14:25:18]	[IT] Agent Zeak Rold: Update 75%
[14:25:23]	[IT] Agent Zeak Rold: Update 82%
[14:25:28]	[IT] Agent Zeak Rold: Update 95%
[14:25:34]	[IT] Agent Zeak Rold: Update 100% Complete
[14:25:42]	[ME] Agent Zeak Rold: unplugs
[14:25:43]	[ME] Sergeant LS-7979: attempts to perform another front kick in the abdomen, same as prior.
[14:25:53]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to kick his backing leg to send him off balance.
[14:25:58]	R4-i5 has taken 1 damage from door65.
[14:25:59]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[14:26:11]	Agent Zeak Rold ran 'Equip' on item 'DH-17 Blaster' (#2442)
[14:26:19]	Petty Officer Second Class Arnold Jackson has taken 181 damage from Agent Zeak Rold.
[14:26:19]	Agent Zeak Rold has killed Petty Officer Second Class Arnold Jackson with rw_sw_dh17.
[14:26:25]	R4-i5 used the 'Supply Locker' vendor.
[14:26:35]	R4-i5 used the 'Supply Locker' vendor.
[14:27:00]	R4-i5 has gained 0 credits.
[14:27:00]	R4-i5 has gained a 'Training E-11 Blaster (no scope)' #2621.
[14:27:02]	R4-i5 has gained 0 credits.
[14:27:04]	R4-i5 has gained 0 credits.
[14:27:04]	R4-i5 has gained a 'E-11 Stun Blaster' #2621.
[14:27:06]	R4-i5 has gained 0 credits.
[14:27:06]	R4-i5 has gained a 'Flashlight' #2622.
[14:27:08]	R4-i5 has gained 0 credits.
[14:27:08]	R4-i5 has gained a 'Tibanna Cartridge' #2623.
[14:27:10]	R4-i5 has gained 0 credits.
[14:27:10]	R4-i5 has gained a 'Comlink' #2624.
[14:27:11]	R4-i5 has gained 0 credits.
[14:27:11]	R4-i5 has gained a 'Tibanna Cartridge' #2625.
[14:27:15]	R4-i5 ran 'use' on item 'Tibanna Cartridge' (#2623)
[14:27:16]	R4-i5 ran 'use' on item 'Tibanna Cartridge' (#2625)
[14:27:17]	R4-i5 ran 'Equip' on item 'E-11 Stun Blaster' (#2621)
[14:27:18]	R4-i5 ran 'Power' on item 'Comlink' (#2624)
[14:28:06]	[ME] Agent Zeak Rold: corrupts imperial footage
[14:28:17]	Petty Officer Second Class Arnold Jackson has spawned 'models/kriegsyntax/imperial/navy/navytroopers/enlisted/npc_male_01.mdl'.
[14:28:25]	Petty Officer Second Class Arnold Jackson has spawned 'models/kriegsyntax/imperial/navy/deathstartroopers/officer/playermodel_male_01.mdl'.
[14:28:32]	[LOOC] Lance Corporal Lastimosa 'Marauder' Oldblood: Are you staff?
[14:28:36]	[LOOC] R4-i5: No
[14:28:43]	[LOOC] Lance Corporal Lastimosa 'Marauder' Oldblood: Actual monkey noises.
[14:28:54]	[Y] R4-i5: BEEEP !
[14:29:21]	Petty Officer Second Class Arnold Jackson has spawned 'models/kriegsyntax/imperial/navy/navytroopers/enlisted/playermodel_male_01.mdl'.
[14:29:30]	[Y] R4-i5: BEEP.
[14:29:42]	[ME] Lance Corporal Lastimosa 'Marauder' Oldblood: would attempt to kick the droid.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:43]	Agent Zeak Rold has taken 1 damage from door16.
[14:29:45]	R4-i5 rolled 37 out of 100.
[14:29:45]	R4-i5 used command '/Roll'.
[14:29:57]	Petty Officer Second Class Arnold Jackson ran 'Equip' on item 'E-11 Stun Blaster' (#790)
[14:30:02]	[LOOC] Lance Corporal Lastimosa 'Marauder' Oldblood: Do /rollstat agi
[14:30:17]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[14:30:18]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/ToggleRaise'.
[14:30:36]	[Y] R4-i5: BEEP.
[14:30:44]	[Y] R4-i5: BEEP BEEP BEEP BEEP.
[14:30:48]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'Equip' on item 'E-11 Blaster' (#1623)
[14:30:52]	Lance Corporal Lastimosa 'Marauder' Oldblood ran 'use' on item 'Tibanna Cartridge' (#2599)
[14:30:55]	[ME] R4-i5: would say something over the speaker
[14:31:06]	Petty Officer Second Class Arnold Jackson used command '/c Has he been apprehended?'.
[14:31:26]	[LOOC] Lance Corporal Lastimosa 'Marauder' Oldblood: We're solving it OOC 
[14:31:28]	[LOOC] Lance Corporal Lastimosa 'Marauder' Oldblood: It's chill
[14:31:30]	[Y] R4-i5: PROTOCOL, UPDATE, REQUIRED.
[14:31:31]	[LOOC] Crewman Third Class Reylow Trustok: ah 
[14:31:35]	[LOOC] Crewman Third Class Reylow Trustok: well shit
[14:31:38]	Crewman Third Class Reylow Trustok used command '/comm Who?'.
[14:31:44]	[Y] R4-i5: ASAP.
[14:31:46]	Petty Officer Second Class Arnold Jackson used command '/c The petty officer that had the AOS'.
[14:32:00]	Crewman Third Class Reylow Trustok used command '/comm I believe he is in the Brig.'.
[14:32:00]	[Y] R4-i5: ISB ENTRANCE, BLOCKED.
[14:32:24]	Agent Zeak Rold has taken 22 damage from worldspawn.
[14:32:26]	Lance Corporal Lastimosa 'Marauder' Oldblood used command '/c ISB, you are needed to report to the Mess hall. (The door leading to the ISB Wing.)'.
[14:32:33]	Agent Zeak Rold has taken 53 damage from worldspawn.
[14:32:33]	worldspawn has killed Agent Zeak Rold.
[14:33:00]	Agent Zeak Rold used command '/c on the way!'.
[14:33:05]	Petty Officer Second Class Arnold Jackson used command '/c He's not in the brig'.
[14:33:09]	Petty Officer Second Class Arnold Jackson used command '/c Despite being arrested'.
[14:33:10]	Crewman Third Class Reylow Trustok used command '/comm Oh..'.
[14:34:03]	Lance Corporal Lastimosa 'Marauder' Oldblood has taken 77 damage from worldspawn.
[14:34:03]	worldspawn has killed Lance Corporal Lastimosa 'Marauder' Oldblood.
[14:34:08]	Crewman Third Class Reylow Trustok used command '/comm Well, Then I do not know Sir.'.
[14:34:36]	[OOC] Petty Officer Second Class Arnold Jackson: im just gonna void this cause this is complete fail rp
[14:34:51]	[OOC] Crewman Third Class Reylow Trustok: I dunno the situation tbh
[14:35:02]	[OOC] Petty Officer Second Class Arnold Jackson: it was fail rp so it's whatever
