[00:00:00]	[OOC] Unknown: rejoin*
[17:25:17]	Tunk Shump has lost a 'Low quality crystal' #874.
[17:25:21]	Parkuda Londa ran 'take' on item 'Low quality crystal' (#874)
[17:25:21]	Parkuda Londa has gained a 'Low quality crystal' #874.
[17:25:22]	Tunk Shump exited observer at their location.
[17:25:28]	[ME] Tunk Shump: mines the crystal
[17:25:33]	Vutta loaded the character 'Flight Sub-Lieutenant Erik Crogour'
[17:26:01]	Tunk Shump has gained a 'High quality crystal' #875.
[17:26:01]	Tunk Shump used command '/CreateCustomItem High quality crystal models/ataman/crystals/crystal.mdl A crystal with little flaws'.
[17:26:15]	Tunk Shump has gained a 'High quality crystal' #876.
[17:26:15]	Tunk Shump used command '/CreateCustomItem High quality crystal models/ataman/crystals/crystal.mdl A crystal with little flaws'.
[17:26:17]	[ME] Parkuda Londa: mines krystal
[17:26:23]	Tunk Shump ran 'drop' on item 'crystal' (#862)
[17:26:23]	Tunk Shump has lost a 'crystal' #862.
[17:26:24]	Tunk Shump ran 'drop' on item 'crystal' (#861)
[17:26:24]	Tunk Shump has lost a 'crystal' #861.
[17:26:25]	Tunk Shump ran 'drop' on item 'crystal' (#866)
[17:26:25]	Tunk Shump has lost a 'crystal' #866.
[17:26:28]	Tunk Shump ran 'drop' on item 'crystal' (#863)
[17:26:28]	Tunk Shump has lost a 'crystal' #863.
[17:26:49]	Tunk Shump has gained a 'High quality crystal' #877.
[17:26:49]	Tunk Shump used command '/CreateCustomItem High quality crystal models/ataman/crystals/crystal.mdl A crystal with no flaws at all'.
[17:26:52]	Tunk Shump ran 'drop' on item 'High quality crystal' (#877)
[17:26:52]	Tunk Shump has lost a 'High quality crystal' #877.
[17:26:56]	Parkuda Londa ran 'take' on item 'High quality crystal' (#877)
[17:26:56]	Parkuda Londa has gained a 'High quality crystal' #877.
[17:27:25]	[ME] Tunk Shump: mines the crystal
[17:27:27]	[ME] Parkuda Londa: mines krystal
[17:27:29]	Flight Sub-Lieutenant Erik Crogour used command '/comm Deploying'.
[17:27:32]	Tunk Shump has gained a 'High quality crystal' #878.
[17:27:32]	Tunk Shump used command '/CreateCustomItem High quality crystal models/ataman/crystals/crystal.mdl A crystal with no flaws at all'.
[17:27:33]	Corporal IN-3331 used command '/c Copy.'.
[17:27:53]	Tunk Shump has gained a 'Medium quality crystal' #879.
[17:27:53]	Tunk Shump used command '/CreateCustomItem Medium quality crystal models/ataman/crystals/crystal.mdl A crystal with some flaws'.
[17:27:54]	Tunk Shump entered observer.
[17:27:56]	Tunk Shump exited observer at their location.
[17:27:58]	Tunk Shump ran 'drop' on item 'Medium quality crystal' (#879)
[17:27:58]	Tunk Shump has lost a 'Medium quality crystal' #879.
[17:28:01]	Parkuda Londa ran 'take' on item 'Medium quality crystal' (#879)
[17:28:01]	Parkuda Londa has gained a 'Medium quality crystal' #879.
[17:28:07]	[ME] Tunk Shump: mines the crystal
[17:28:16]	Corporal IN-3331 entered observer.
[17:28:16]	Corporal IN-3331 exited observer at their location.
[17:28:18]	Tunk Shump has gained a 'High quality crystal' #880.
[17:28:18]	Tunk Shump used command '/CreateCustomItem High quality crystal models/ataman/crystals/crystal.mdl A crystal with a couple flaws'.
[17:28:55]	Corporal IN-3331 used command '/c So far so secure.'.
[17:29:10]	[ME] Tunk Shump: mines the crystal
[17:29:14]	Tunk Shump has gained a 'High quality crystal' #881.
[17:29:14]	Tunk Shump used command '/CreateCustomItem High quality crystal models/ataman/crystals/crystal.mdl A crystal with a couple flaws'.
[17:29:21]	[ME] Parkuda Londa: mines krystal
[17:29:28]	Tunk Shump has gained a 'Medium quality crystal' #882.
[17:29:28]	Tunk Shump used command '/CreateCustomItem Medium quality crystal models/ataman/crystals/crystal.mdl A crystal with some flaws'.
[17:29:30]	Tunk Shump ran 'drop' on item 'Medium quality crystal' (#882)
[17:29:30]	Tunk Shump has lost a 'Medium quality crystal' #882.
[17:29:32]	Parkuda Londa ran 'take' on item 'Medium quality crystal' (#882)
[17:29:32]	Parkuda Londa has gained a 'Medium quality crystal' #882.
[17:29:38]	[ME] Tunk Shump: mines the crystal
[17:29:51]	Tunk Shump has gained a 'High quality crystal' #883.
[17:29:51]	Tunk Shump used command '/CreateCustomItem High quality crystal models/ataman/crystals/crystal.mdl A crystal with very few flaws'.
[17:29:54]	Corporal IN-3331 used command '/adminspawnmenu'.
[17:30:11]	Corporal IN-3331 used command '/adminspawnmenu'.
[17:31:19]	Parkuda Londa used command '/uk let us go craft these'.
[17:31:21]	Tunk Shump used command '/uk Alright lets see if those cunts blew up our speeder'.
[17:31:55]	[ME] Corporal IN-3331: looks at the buttons, thinking before moving away.
[17:32:05]	Flight Sub-Lieutenant Erik Crogour used command '/comm Speeder.'.
[17:32:10]	Flight Sub-Lieutenant Erik Crogour used command '/comm At the cave.'.
[17:32:12]	Corporal IN-3331 used command '/c It's just the natives.'.
[17:32:17]	Flight Sub-Lieutenant Erik Crogour used command '/comm Are we sure?'.
[17:32:19]	Corporal IN-3331 used command '/c Ignore them. They aren't harming anyone.'.
[17:32:26]	Flight Sub-Lieutenant Erik Crogour used command '/comm I might have to destroy this speeder too.'.
[17:32:30]	Corporal IN-3331 used command '/c I'm sure. Do not.'.
[17:32:44]	[LOOC] Corporal IN-3331: imagine being AFK
[17:32:49]	[LOOC] Lance Corporal LS-7979: idiot
[17:32:50]	Parkuda Londa used command '/uk let us go back to the shack'.
[17:33:14]	Corporal IN-3331 entered observer.
[17:33:21]	[LOOC] Parkuda Londa: occly can our base be the jedi temple then just go in one room
[17:33:34]	Corporal IN-3331 exited observer at their location.
[17:33:36]	Flight Sub-Lieutenant Erik Crogour ran 'join' on item 'Squad Identification Device' (#849)
[17:35:10]	Tunk Shump entered observer.
[17:35:10]	Tunk Shump exited observer at their location.
[17:35:18]	Corporal IN-3331 used command '/c Dead end.'.
[17:35:19]	Tunk Shump used command '/uk Oh hey their trade post is open'.
[17:35:25]	Parkuda Londa used command '/uk wow'.
[17:35:26]	Tunk Shump used command '/uk Uh- fucking mean'.
[17:35:30]	Private First Class TX-7062 used command '/comm More fucking Natives.'.
[17:35:34]	Corporal IN-3331 used command '/c Copy.'.
[17:35:38]	Parkuda Londa used command '/uk assholes'.
[17:35:49]	Corporal IN-3331 used command '/c If they're here to trade, leave em be.'.
[17:35:58]	[Y] Parkuda Londa: You buy crystals now!
[17:36:07]	Tunk Shump used command '/uk Hey be nice'.
[17:36:08]	[ME] Private First Class TX-7062: Just kinda ignores them.
[17:36:21]	Tunk Shump used command '/uk He don't speak common?'.
[17:36:26]	Parkuda Londa used command '/uk hmmm'.
[17:37:06]	Tunk Shump used command '/uk I know one of those words'.
[17:37:18]	[Y] Private First Class TX-7062: GET THE FUCK OUT OF HERE!
[17:37:50]	Corporal IN-3331 used command '/c Returning to base. Sector clear.'.
[17:38:40]	DRD has connected.
[17:40:04]	DRD loaded the character 'R2-M3'
[17:40:14]	Tunk Shump used command '/CharSetModel park models/npc_hcn/starwars/bf/ishitib/ishitib_2.mdl'.
[17:40:23]	Tunk Shump used command '/CharSetModel park models/npc_hcn/starwars/bf/ishitib/ishitib_4.mdl'.
[17:40:49]	[OOC] R2-M3: can i make a native char too
[17:40:52]	Tunk Shump used command '/CharSetSkin park 2'.
[17:41:02]	Tunk Shump used command '/CharSetBodygroup park stuff 1'.
[17:41:07]	Tunk Shump used command '/CharSetBodygroup park stuf 1'.
[17:41:15]	Corporal IN-3331 used command '/c Someone open up the front gates.'.
[17:41:16]	Tunk Shump used command '/CharSetBodygroup londa stuff 1'.
[17:41:20]	Corporal IN-3331 used command '/c We're tryin to enter.'.
[17:41:24]	Tunk Shump used command '/CharSetBodygroup londa suff 1'.
[17:41:58]	Flight Sub-Lieutenant Erik Crogour used command '/comm Can someone open the gate?'.
[17:42:03]	Lance Corporal LS-7979 used command '/c I got it.\'.
[17:42:06]	Corporal IN-3331 used command '/c Don't worry, I boosted up a scout.'.
[17:42:24]	R2-M3 used command '/PM tunk ok hear me out, i make another astromech and im one of the natives droids'.
[17:42:58]	Corporal IN-3331 used command '/c Heading to the cantina.'.
[17:43:06]	R2-M3 used command '/PM tunk yes? okay cool'.
[17:43:19]	Corporal IN-3331 has spawned a 'Entity [1419][lfs_speederbike]'.
[17:43:42]	Tunk Shump used command '/PM r2 is q alright with it or did he have any problems?'.
[17:43:58]	R2-M3 used command '/PM tunk i didnt ask him, should i?'.
[17:44:01]	Tunk Shump used command '/CharSetModel park models/npc_hcn/starwars/bf/ishitib/ishitib.mdl'.
[17:44:05]	Lance Corporal LS-7979 used command '/c Going out on a speeder bike patrol.'.
[17:44:08]	Tunk Shump used command '/PM r2 yeah rq'.
[17:45:00]	[OOC] Flight Sub-Lieutenant Erik Crogour: VOID
[17:45:04]	[ME] Corporal IN-3331: takes off his backpack.
[17:45:06]	Corporal IN-3331 ran 'drop' on item 'Incinerator Backpack' (#625)
[17:45:06]	Corporal IN-3331 has lost a 'Incinerator Backpack' #625.
[17:45:07]	R2-M3 used command '/PM tunk i asked, waiting for a response'.
[17:45:14]	Tunk Shump used command '/PM r2 wack'.
[17:45:26]	R2-M3 used command '/PM tunk ofc it wouldnt be this droid, i'd make a different one if he said yes'.
[17:45:33]	Tunk Shump used command '/PM r2 i know'.
[17:45:38]	Corporal IN-3331 rolled 48 out of 100.
[17:45:38]	Corporal IN-3331 used command '/Roll'.
[17:45:40]	Tunk Shump used command '/uk What the fuck'.
[17:45:41]	Private First Class TX-7062 rolled 72 out of 100.
[17:45:41]	Private First Class TX-7062 used command '/Roll'.
[17:45:51]	[ME] Private First Class TX-7062: Goes for a tackle.
[17:45:53]	[ME] Tunk Shump: holds out a crystal
[17:46:07]	[ME] Corporal IN-3331: attempts to avoid, by moving to the left.
[17:46:47]	[ME] Tunk Shump: holds out a high quality and puts up all 5 fingers 4 times indicating 20 for 1 high quality
[17:47:04]	[ME] Lance Corporal LS-7979: motions him to step back.
[17:47:12]	[ME] Corporal IN-3331: attempts to just punch the left side of the TX unit.
[17:47:12]	[LOOC] Tunk Shump: it goes like 20 - 10 -5 for qualities
[17:47:21]	[ME] Parkuda Londa: holds out necklace with white crystal holding up 5 fingers
[17:47:23]	[ME] Private First Class TX-7062: Attempts to catch the fist.
[17:47:38]	[ME] Lance Corporal LS-7979: steps off his bike.
[17:47:54]	[ME] Private First Class TX-7062: Attempts to fucking flip the man over his shoulders using the captured arm.
[17:48:10]	[ME] Lance Corporal LS-7979: looks into a pouch.
[17:48:13]	Lance Corporal LS-7979 rolled 71 out of 100.
[17:48:13]	Lance Corporal LS-7979 used command '/Roll'.
[17:48:15]	Vutta loaded the character 'KX-0512'
[17:48:15]	[Y] Corporal IN-3331: HOW THE FUCK>!
[17:48:40]	[ME] Corporal IN-3331: attempts to grab the man's legs, to pull him down.
[17:48:58]	[ME] Lance Corporal LS-7979: points to the native with a necklace. He says, "I buy."
[17:49:00]	[ME] Private First Class TX-7062: Fucking switches on his cloak.
[17:49:14]	[LOOC] R2-M3: you look like a stand mixer
[17:49:24]	[LOOC] R2-M3: or a pug
[17:49:26]	[ME] Lance Corporal LS-7979: nods his head.
[17:49:31]	[LOOC] KX-0512: You look like a trashcan
[17:49:36]	[LOOC] R2-M3: i know :(
[17:49:42]	[LOOC] R2-M3: im a cute trashcan, tho
[17:49:46]	[LOOC] KX-0512: " "
[17:49:49]	[ME] Lance Corporal LS-7979: takes out 30 credits. He sets it onto the ground in front of him.
[17:49:50]	R2-M3 used command '/dr Understood.'.
[17:49:58]	Parkuda Londa ran 'drop' on item 'crystal' (#865)
[17:49:58]	Parkuda Londa has lost a 'crystal' #865.
[17:50:02]	Tunk Shump ran 'take' on item 'crystal' (#865)
[17:50:02]	Tunk Shump has gained a 'crystal' #865.
[17:50:04]	[ME] Parkuda Londa: takes tokens
[17:50:05]	Tunk Shump ran 'drop' on item 'crystal' (#865)
[17:50:05]	Tunk Shump has lost a 'crystal' #865.
[17:50:12]	[IT] Corporal IN-3331:  The IN troop silently hates his life as the TX unit goes cloaked, but he stilled managed to find the man's legs and pull.
[17:50:21]	[ME] Private First Class TX-7062: Rolls to the right attempting to confuse the IN and disguise where he is..
[17:50:39]	[ME] Lance Corporal LS-7979: points at the necklace and then onto the ground. He motions to set it down.
[17:50:41]	Corporal IN-3331 rolled 59 out of 100.
[17:50:41]	Corporal IN-3331 used command '/Roll'.
[17:50:59]	Tunk Shump has gained a 'Crystal necklace' #884.
[17:50:59]	Tunk Shump used command '/CreateCustomItem Crystal necklace models/ataman/crystals/crystal.mdl Crude-ish crystal necklace made with medium quality crystals'.
[17:51:03]	Tunk Shump ran 'drop' on item 'Crystal necklace' (#884)
[17:51:03]	Tunk Shump has lost a 'Crystal necklace' #884.
[17:51:40]	[ME] Lance Corporal LS-7979: swiftly takes the necklace. He then steps back.
[17:51:41]	Lance Corporal LS-7979 ran 'take' on item 'Crystal necklace' (#884)
[17:51:41]	Lance Corporal LS-7979 has gained a 'Crystal necklace' #884.
[17:51:47]	[ME] Corporal IN-3331: attempts to tackle from the ground, at least around the general area the IN thought he heard them move too.
[17:52:12]	Tunk Shump used command '/CharSetCredits park 30'.
[17:52:13]	[LOOC] Parkuda Londa: 30 credits
[17:52:17]	[ME] Tunk Shump: waves
[17:52:21]	[ME] Private First Class TX-7062: Fucking attempts to kick the man while he's attempting to find the Shadow trooper.
[17:52:30]	Tunk Shump used command '/uk Did that idiot really give you 30 for that?'.
[17:52:30]	Parkuda Londa used command '/uk First sell'.
[17:52:38]	Parkuda Londa used command '/uk Haha yea'.
[17:52:42]	[ME] Lance Corporal LS-7979: waves. He turns and leaves.
[17:52:49]	Tunk Shump used command '/uk Jeez these people aren't native around here are they'.
[17:52:53]	[ME] Private First Class TX-7062: Attempts to shove the IN trooper off.
[17:53:10]	[LOOC] KX-0512: are the*'
[17:53:23]	[OOC] KX-0512: *the reason
[17:53:34]	[ME] Corporal IN-3331: attempts to just punch generally where he felt some sort of pressure from the TX unit.
[17:54:09]	[ME] KX-0512: inspects the backpack
[17:54:13]	[Y] Corporal IN-3331: DON'T TOUCH MY BACKPACK!
[17:54:35]	Lance Corporal LS-7979 used command '/c I've returned from patrol. Requesting someone to open this gate.'.
[17:55:01]	[ME] Private First Class TX-7062: attempts to throw a punch at the IN troopers face while he's confused.
[17:55:37]	[IT] Private First Class TX-7062: Your visor might be a little cracked, you have a pretty good idea of where the cloaked Shadow Trooper is.
[17:55:40]	Corporal IN-3331 has taken 5 damage from Private First Class TX-7062.
[17:55:56]	[ME] Parkuda Londa: drinks water
[17:56:06]	[ME] Tunk Shump: scoops some water off the top and drinks it
[17:56:34]	[ME] Private First Class TX-7062: Throws another punch while the Trooper is recovering from the last punch.
[17:56:58]	Tunk Shump has spawned 'models/starwars/syphadias/props/sw_tor/bioware_ea/items/harvesting/crystals/crystal_sheen_small.mdl'.
[17:56:59]	Tunk Shump has taken 5 damage from prop_physics.
[17:56:59]	Tunk Shump has taken 5 damage from prop_physics.
[17:57:02]	Tunk Shump has spawned 'models/starwars/syphadias/props/sw_tor/bioware_ea/items/harvesting/crystals/crystal_solid_small.mdl'.
[17:57:03]	Tunk Shump has spawned 'models/starwars/syphadias/props/sw_tor/bioware_ea/items/harvesting/crystals/crystal_solid_large.mdl'.
[17:57:05]	Tunk Shump has spawned 'models/starwars/syphadias/props/sw_tor/bioware_ea/items/harvesting/crystals/crystal_polychromic.mdl'.
[17:57:08]	Tunk Shump has spawned 'models/starwars/syphadias/props/sw_tor/bioware_ea/items/harvesting/crystals/crystal_lucent.mdl'.
[17:57:08]	Vutta loaded the character 'Crewman Second Class Vutta Crogour'
[17:57:11]	Tunk Shump has spawned 'models/starwars/syphadias/props/sw_tor/bioware_ea/items/harvesting/crystals/crystal_clear_large.mdl'.
[17:57:13]	Tunk Shump has spawned 'models/starwars/syphadias/props/sw_tor/bioware_ea/items/harvesting/crystals/crystal_amorphous.mdl'.
[17:57:13]	[ME] Corporal IN-3331: attempts his best to deflect it by moving his arms towards the punch.
[17:57:16]	Tunk Shump has spawned 'models/statua/starwars/crystals/blue.mdl'.
[17:57:26]	[OOC] Private First Class TX-7062: btb
[17:57:27]	Vutta loaded the character 'Flight Sub-Lieutenant Erik Crogour'
[17:58:07]	[OOC] Private First Class TX-7062: back
[17:58:23]	[LOOC] Private First Class TX-7062: Uhhh, do con vs str, me str of course.
[17:59:17]	[IT] Private First Class TX-7062: The IN trooper attempts to block the punch but he's slightly off from attempting to block a invisible fucking punch and he's hit in the face.
[17:59:26]	[IT] Private First Class TX-7062: Do be dazed.
[17:59:36]	[LOOC] Private First Class TX-7062: Your turn.
[18:00:16]	Corporal IN-3331 has taken 5 damage from Private First Class TX-7062.
[18:00:20]	Tunk Shump entered observer.
[18:00:24]	Tunk Shump exited observer at their location.
[18:00:26]	[ME] Corporal IN-3331: since he probably was inaccurate to actually throw a accurate punch, his next action was to hopefully pin down the TX unit, maybe prevent attacks altogether.
[18:00:27]	Tunk Shump entered observer.
[18:00:41]	Tunk Shump exited observer at their location.
[18:00:44]	[ME] Private First Class TX-7062: Attempts to dodge the IN trooper.
[18:01:11]	[IT] Private First Class TX-7062: The Shadow trooper is given a wonderful bear hug from the IN trooper.
[18:01:37]	[ME] Private First Class TX-7062: Attempts to fucking push the IN trooper away.
[18:01:55]	[LOOC] Private First Class TX-7062: Gonna counter or are you gonna take it?
[18:02:08]	[LOOC] Private First Class TX-7062: If not then it will be STR vs STR.
[18:02:13]	[ME] Corporal IN-3331: tries to keep his grip onto the TX unit.
[18:02:19]	[LOOC] Private First Class TX-7062: Yeah
