[00:10:52]	_--Ashley--_ has connected.
[09:02:20]	execution_fire_2 destroyed a 'Broken Computer Monitor' #27212.
[09:02:20]	execution_fire_2 destroyed a 'Broken Keyboard' #27209.
[09:02:20]	execution_fire_2 destroyed a 'Old Newspaper' #27216.
[09:02:20]	execution_fire_2 destroyed a 'Boot' #27234.
[09:02:20]	execution_fire_2 destroyed a 'Scrap Metal' #27251.
[09:02:20]	execution_fire_2 destroyed a 'Nylon Cord' #27255.
[09:02:20]	execution_fire_2 destroyed a 'Circuit Board' #27254.
[09:02:20]	execution_fire_2 destroyed a 'Rock' #27252.
[09:02:20]	execution_fire_2 destroyed a 'Scrap Metal' #27258.
[09:02:20]	execution_fire_2 destroyed a 'Spark Plug' #27245.
[09:02:20]	execution_fire_2 destroyed a 'Insulating Tape' #27238.
[09:02:20]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:02:21]	Andrew Cloverman entered observer.
[09:02:21]	execution_hurt_2 destroyed a 'Minimum Grade Supplements (No Flavor)' #27206.
[09:02:21]	execution_hurt_2 destroyed a 'Scrap Electronics' #27231.
[09:02:21]	execution_hurt_2 destroyed a 'Scrap Glass' #27232.
[09:02:21]	execution_hurt_2 destroyed a 'Rock' #27240.
[09:02:21]	execution_hurt_2 destroyed a 'Light Bulb' #27239.
[09:02:21]	execution_hurt_2 destroyed a 'Empty Bleach Bottle' #27225.
[09:02:21]	execution_hurt_2 destroyed a 'Empty Tin Can' #27244.
[09:02:21]	execution_hurt_2 destroyed a 'Capacitors' #27247.
[09:02:21]	execution_hurt_2 destroyed a 'Electric Motor' #27227.
[09:02:21]	execution_hurt_2 destroyed a 'Wires' #27246.
[09:02:21]	execution_hurt_2 destroyed a 'Light Bulb' #27242.
[09:02:21]	execution_hurt_2 destroyed a 'Pack of Nails' #27224.
[09:02:21]	execution_hurt_2 destroyed a 'Bar of Soap' #27241.
[09:02:21]	execution_hurt_2 destroyed a 'Military Circuit Board' #27249.
[09:02:21]	execution_hurt_2 destroyed a 'Scrap Metal' #27243.
[09:02:21]	execution_hurt_2 destroyed a 'Cloth Scrap' #27229.
[09:02:21]	execution_hurt_2 destroyed a 'Empty Pill Bottle' #27253.
[09:02:21]	execution_hurt_2 destroyed a 'Shovel' #27214.
[09:02:21]	execution_hurt_2 destroyed a 'Silicone Tube' #27268.
[09:02:21]	execution_hurt_2 destroyed a 'Silicone Tube' #27267.
[09:02:21]	execution_hurt_2 destroyed a 'Scrap Plastic' #27271.
[09:02:21]	execution_hurt_2 destroyed a 'Scrap Metal' #27270.
[09:02:21]	execution_hurt_2 destroyed a 'Circuit Board' #27269.
[09:02:21]	execution_hurt_2 destroyed a 'Human Science Eye Poster' #27262.
[09:02:21]	execution_hurt_2 destroyed a 'Capacitors' #27228.
[09:02:21]	execution_hurt_2 destroyed a 'Pin' #27248.
[09:02:21]	execution_hurt_2 destroyed a 'Radio Case' #27223.
[09:02:21]	execution_hurt_2 destroyed a 'Cyclopic Citizen Suit' #27233.
[09:02:21]	execution_hurt_2 destroyed a 'Paper' #27257.
[09:02:21]	execution_hurt_2 destroyed a 'Minimum Grade Food Product (Liver Flavor)' #27261.
[09:02:21]	execution_hurt_2 destroyed a 'Capacitors' #27263.
[09:02:21]	execution_hurt_2 destroyed a 'Empty Soda Bottle' #27265.
[09:02:21]	execution_hurt_2 destroyed a 'Bolts' #27266.
[09:02:21]	execution_hurt_2 destroyed a 'Graphics Card' #27259.
[09:02:21]	execution_hurt_2 destroyed a 'Money Case' #25162.
[09:02:21]	execution_hurt_2 destroyed a 'Pin' #27235.
[09:02:21]	execution_hurt_2 destroyed a 'Corrugated Hose' #27207.
[09:02:21]	execution_hurt_2 destroyed a 'Broken Computer Monitor' #27250.
[09:02:21]	execution_hurt_2 destroyed a 'Piece of Plexiglass' #27256.
[09:02:21]	execution_hurt_2 destroyed a 'Light Bulb' #27226.
[09:02:21]	execution_hurt_2 destroyed a 'Roubles' #27213.
[09:02:21]	execution_hurt_2 destroyed a 'Circuit Board' #27210.
[09:02:21]	execution_hurt_2 destroyed a 'AA Battery' #27208.
[09:02:21]	execution_hurt_2 destroyed a 'Bolts' #27215.
[09:02:22]	Andrew Cloverman exited observer at their location.
[09:02:28]	Andrew Cloverman entered observer.
[09:02:33]	Andrew Cloverman has gained a 'Boot' #27273.
[09:02:40]	Andrew Cloverman has gained a 'Boot' #27274.
[09:02:46]	Andrew Cloverman has gained a 'Empty Glass Bottle' #27275.
[09:02:50]	Andrew Cloverman has gained a 'Old Newspaper' #27276.
[09:02:52]	Andrew Cloverman has gained a 'Reinforced Padlock' #27277.
[09:02:58]	Andrew Cloverman has gained a 'Shovel' #27278.
[09:03:22]	Andrew Cloverman has gained a 'Insulating Tape' #27279.
[09:03:24]	Andrew Cloverman has gained a 'Boot' #27280.
[09:03:40]	Andrew Cloverman has gained a 'Piece of Plexiglass' #27281.
[09:03:52]	Andrew Cloverman has gained a 'Horse Statue' #27282.
[09:03:58]	Andrew Cloverman has gained a 'Cloth Scrap' #27283.
[09:04:01]	Andrew Cloverman has gained a 'Military Circuit Board' #27284.
[09:04:11]	Andrew Cloverman has gained a 'Scrap Glass' #27285.
[09:04:13]	Andrew Cloverman has gained a 'Empty Paint Can' #27286.
[09:04:18]	Andrew Cloverman has gained a 'Scrap Glass' #27287.
[09:04:35]	Andrew Cloverman exited observer at their location.
[09:04:35]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:04:36]	Andrew Cloverman entered observer.
[09:04:37]	Andrew Cloverman ran 'drop' on item 'Cloth Scrap' (#27283)
[09:04:37]	Andrew Cloverman has lost a 'Cloth Scrap' #27283.
[09:04:38]	Andrew Cloverman ran 'drop' on item 'Shovel' (#27278)
[09:04:38]	Andrew Cloverman has lost a 'Shovel' #27278.
[09:04:39]	Andrew Cloverman ran 'drop' on item 'Boot' (#27274)
[09:04:39]	Andrew Cloverman has lost a 'Boot' #27274.
[09:04:39]	Andrew Cloverman ran 'drop' on item 'Empty Glass Bottle' (#27275)
[09:04:39]	Andrew Cloverman has lost a 'Empty Glass Bottle' #27275.
[09:04:40]	Andrew Cloverman ran 'drop' on item 'Old Newspaper' (#27276)
[09:04:40]	Andrew Cloverman has lost a 'Old Newspaper' #27276.
[09:04:42]	Andrew Cloverman ran 'drop' on item 'Boot' (#27273)
[09:04:42]	Andrew Cloverman has lost a 'Boot' #27273.
[09:04:43]	Andrew Cloverman ran 'drop' on item 'Reinforced Padlock' (#27277)
[09:04:43]	Andrew Cloverman has lost a 'Reinforced Padlock' #27277.
[09:04:43]	Andrew Cloverman ran 'drop' on item 'Military Circuit Board' (#27284)
[09:04:43]	Andrew Cloverman has lost a 'Military Circuit Board' #27284.
[09:04:44]	Andrew Cloverman ran 'drop' on item 'Scrap Glass' (#27285)
[09:04:44]	Andrew Cloverman has lost a 'Scrap Glass' #27285.
[09:04:45]	Andrew Cloverman ran 'drop' on item 'Empty Paint Can' (#27286)
[09:04:45]	Andrew Cloverman has lost a 'Empty Paint Can' #27286.
[09:04:46]	Andrew Cloverman ran 'drop' on item 'Scrap Glass' (#27287)
[09:04:46]	Andrew Cloverman has lost a 'Scrap Glass' #27287.
[09:04:48]	Andrew Cloverman ran 'drop' on item 'Piece of Plexiglass' (#27281)
[09:04:48]	Andrew Cloverman has lost a 'Piece of Plexiglass' #27281.
[09:04:49]	Andrew Cloverman ran 'drop' on item 'Insulating Tape' (#27279)
[09:04:49]	Andrew Cloverman has lost a 'Insulating Tape' #27279.
[09:04:50]	Andrew Cloverman ran 'drop' on item 'Boot' (#27280)
[09:04:50]	Andrew Cloverman has lost a 'Boot' #27280.
[09:04:51]	Andrew Cloverman ran 'drop' on item 'Horse Statue' (#27282)
[09:04:51]	Andrew Cloverman has lost a 'Horse Statue' #27282.
[09:05:06]	Andrew Cloverman has gained a 'Pin' #27289.
[09:05:14]	Andrew Cloverman has gained a 'Rock' #27290.
[09:05:19]	Andrew Cloverman has gained a 'Graphics Card' #27291.
[09:05:34]	Andrew Cloverman has gained a 'Corrugated Hose' #27292.
[09:05:44]	Andrew Cloverman has gained a 'Small Thermos' #27293.
[09:05:47]	Andrew Cloverman has gained a 'Empty Combine Air Tank' #27294.
[09:05:56]	Andrew Cloverman has gained a 'Scrap Glass' #27295.
[09:06:03]	Andrew Cloverman exited observer at their location.
[09:06:05]	Andrew Cloverman entered observer.
[09:06:11]	Andrew Cloverman has gained a 'Scrap Electronics' #27297.
[09:06:17]	Andrew Cloverman has gained a 'Roubles' #27298.
[09:06:23]	Andrew Cloverman has gained a 'Citizen Filter' #27299.
[09:06:29]	Andrew Cloverman has gained a 'Spark Plug' #27300.
[09:06:36]	Andrew Cloverman has gained a 'Bar of Soap' #27301.
[09:07:28]	Andrew Cloverman exited observer at their location.
[09:07:29]	Andrew Cloverman entered observer.
[09:07:29]	Andrew Cloverman exited observer at their location.
[09:07:30]	Andrew Cloverman ran 'drop' on item 'Rock' (#27290)
[09:07:30]	Andrew Cloverman has lost a 'Rock' #27290.
[09:07:30]	Andrew Cloverman ran 'drop' on item 'Scrap Glass' (#27295)
[09:07:30]	Andrew Cloverman has lost a 'Scrap Glass' #27295.
[09:07:31]	Andrew Cloverman ran 'drop' on item 'Graphics Card' (#27291)
[09:07:31]	Andrew Cloverman has lost a 'Graphics Card' #27291.
[09:07:31]	Andrew Cloverman ran 'drop' on item 'Pin' (#27289)
[09:07:31]	Andrew Cloverman has lost a 'Pin' #27289.
[09:07:35]	Andrew Cloverman ran 'drop' on item 'Corrugated Hose' (#27292)
[09:07:35]	Andrew Cloverman has lost a 'Corrugated Hose' #27292.
[09:07:36]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:07:37]	Andrew Cloverman ran 'drop' on item 'Small Thermos' (#27293)
[09:07:37]	Andrew Cloverman has lost a 'Small Thermos' #27293.
[09:07:37]	Andrew Cloverman ran 'drop' on item 'Scrap Electronics' (#27297)
[09:07:37]	Andrew Cloverman has lost a 'Scrap Electronics' #27297.
[09:07:38]	Andrew Cloverman ran 'drop' on item 'Roubles' (#27298)
[09:07:38]	Andrew Cloverman has lost a 'Roubles' #27298.
[09:07:38]	Andrew Cloverman ran 'drop' on item 'Empty Combine Air Tank' (#27294)
[09:07:38]	Andrew Cloverman has lost a 'Empty Combine Air Tank' #27294.
[09:07:39]	Andrew Cloverman ran 'drop' on item 'Citizen Filter' (#27299)
[09:07:39]	Andrew Cloverman has lost a 'Citizen Filter' #27299.
[09:07:39]	Andrew Cloverman ran 'drop' on item 'Spark Plug' (#27300)
[09:07:39]	Andrew Cloverman has lost a 'Spark Plug' #27300.
[09:07:40]	Andrew Cloverman ran 'drop' on item 'Bar of Soap' (#27301)
[09:07:40]	Andrew Cloverman has lost a 'Bar of Soap' #27301.
[09:07:51]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:07:53]	Andrew Cloverman entered observer.
[09:07:57]	Andrew Cloverman has gained a 'Scrap Electronics' #27306.
[09:08:01]	Andrew Cloverman has gained a 'Circuit Board' #27307.
[09:08:06]	Andrew Cloverman has gained a 'Silicone Tube' #27308.
[09:08:15]	Andrew Cloverman has gained a 'Pliers' #27309.
[09:08:21]	Andrew Cloverman exited observer at their location.
[09:08:22]	Andrew Cloverman entered observer.
[09:08:23]	Andrew Cloverman has gained a 'Empty Pill Bottle' #27310.
[09:09:49]	Andrew Cloverman has gained a 'Bar of Soap' #27312.
[09:10:02]	Andrew Cloverman has gained a 'Graphics Card' #27313.
[09:10:05]	Andrew Cloverman has gained a 'Silicone Tube' #27314.
[09:10:39]	Andrew Cloverman has gained a 'Pack of Nails' #27315.
[09:10:47]	Andrew Cloverman has gained a 'Empty Pill Bottle' #27316.
[09:10:51]	Andrew Cloverman has gained a 'Broken LCD Monitor' #27317.
[09:11:03]	Andrew Cloverman has gained a 'Empty Combine Air Tank' #27318.
[09:13:45]	Andrew Cloverman has spawned 'models/props/vidphone01a.mdl'.
[09:13:53]	Andrew Cloverman exited observer at their location.
[09:14:06]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:14:21]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:14:36]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:14:51]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:15:06]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:15:22]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:15:37]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:15:52]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:16:07]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:16:22]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:16:37]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:16:52]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:17:07]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:17:22]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:17:33]	Andrew Cloverman entered observer.
[09:17:39]	Andrew Cloverman exited observer at their location.
[09:17:52]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:18:07]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:18:22]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:18:37]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:18:52]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:19:07]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:19:22]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:19:37]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:19:52]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:20:07]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:20:22]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:20:37]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:20:52]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:21:07]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:21:22]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:21:37]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:21:52]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:22:07]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:22:22]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:22:37]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:22:52]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:23:07]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:23:22]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:23:38]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:23:53]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:24:08]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:24:23]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:24:38]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:24:53]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:25:08]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:25:23]	Andrew Cloverman has taken 2 damage from Andrew Cloverman.
[09:25:35]	Andrew Cloverman entered observer.
[09:25:39]	Andrew Cloverman exited observer at their location.
[09:25:46]	matt saton loaded the character 'CCA.C17-GRID.i3.08313'
[09:25:46]	CCA.C17-GRID.i3.08313 entered observer.
[09:25:51]	CCA.C17-GRID.i3.08313 exited observer at their location.
[09:25:57]	CCA.C17-GRID.i3.08313 used command '/AddTenant grid'.
[09:28:09]	matt saton (STEAM_0:1:53097688) has disconnected.
[09:59:48]	cytoplasm has connected.
[10:04:54]	cytoplasm loaded the character 'CCA.C17-HELIX.i3.39867'
[10:05:04]	CCA.C17-HELIX.i3.39867 ran 'drop' on item 'Axe' (#27131)
[10:05:04]	CCA.C17-HELIX.i3.39867 has lost a 'Axe' #27131.
[10:05:09]	CCA.C17-HELIX.i3.39867 used command '/ToggleRaise'.
[10:05:15]	CCA.C17-HELIX.i3.39867 destroyed a 'Axe' #27131.
[10:06:36]	CCA.C17-HELIX.i3.39867 used command '/ToggleRaise'.
[10:24:54]	CCA.C17-HELIX.i3.39867 has gained 10 tokens.
[10:33:41]	matt saton has connected.
[10:36:03]	Q-35 has connected.
[10:37:15]	_--Ashley--_ has connected.
[10:37:47]	_--Ashley--_ loaded the character 'Ashley Adams'
[10:38:04]	Ashley Adams has gained a 'Bolts' #27319.
[10:38:18]	Ashley Adams has gained a 'Circuit Board' #27320.
[10:38:21]	Ashley Adams ran 'drop' on item 'Circuit Board' (#27320)
[10:38:21]	Ashley Adams has lost a 'Circuit Board' #27320.
[10:38:22]	Ashley Adams ran 'drop' on item 'Bolts' (#27319)
[10:38:22]	Ashley Adams has lost a 'Bolts' #27319.
[10:38:53]	Ashley Adams has gained a 'Pan' #27321.
[10:38:56]	Ashley Adams has gained a 'Empty Flavored Consulate Water Can' #27322.
[10:39:04]	Ashley Adams opened the '' #239 container.
[10:39:07]	Ashley Adams closed the '' #239 container.
[10:39:44]	Ashley Adams has gained a 'Combat Knife' #27323.
[10:39:45]	Ashley Adams opened the '' #253 container.
[10:39:48]	Ashley Adams closed the '' #253 container.
[10:39:58]	[OOC] CCA.C17-HELIX.i3.39867: hi ashley 
[10:39:59]	[OOC] Ashley Adams: oh shit found a knife in the bin XD
[10:40:07]	[OOC] Ashley Adams: my fuckin luck
[10:40:11]	Ashley Adams has gained a 'Broken Clock' #27324.
[10:40:38]	[OOC] CCA.C17-HELIX.i3.39867: q is here?
[10:40:41]	Ashley Adams has gained a 'Empty Glass Bottle' #27325.
[10:40:48]	[OOC] Ashley Adams: dont see him?
[10:40:49]	Amon Hoffmen has gained a 'Green Citizen Suit' #27326.
[10:40:49]	Amon Hoffmen has gained a 'Citizen Filter' #27327.
[10:40:49]	Q-35 created the character 'Amon Hoffmen'
[10:40:49]	Amon Hoffmen has gained a 'Suitcase' #27328.
[10:40:49]	Amon Hoffmen has gained a 'Relocation Coupon' #27329.
[10:40:49]	Q-35 loaded the character 'Amon Hoffmen'
[10:40:51]	Ashley Adams has gained a 'Minimum Grade Food Product (Liver Flavor)' #27330.
[10:40:52]	Ashley Adams opened the '' #2551 container.
[10:40:54]	Amon Hoffmen has taken 1 damage from worldspawn.
[10:40:55]	Amon Hoffmen has taken 1 damage from worldspawn.
[10:40:56]	Amon Hoffmen has taken 1 damage from worldspawn.
[10:40:57]	Amon Hoffmen has taken 1 damage from worldspawn.
[10:40:58]	Amon Hoffmen has taken 1 damage from worldspawn.
[10:40:59]	Ashley Adams closed the '' #2551 container.
[10:41:03]	Amon Hoffmen ran 'Equip' on item 'Green Citizen Suit' (#27326)
[10:41:11]	Amon Hoffmen has taken 1 damage from worldspawn.
[10:41:12]	Amon Hoffmen has taken 1 damage from worldspawn.
[10:41:20]	Ashley Adams has gained a 'Insulating Tape' #27331.
[10:41:23]	Ashley Adams has gained a 'Pack of Nails' #27332.
[10:41:23]	Amon Hoffmen ran 'equip' on item 'Citizen Filter' (#27327)
[10:41:25]	cytoplasm (STEAM_0:0:38537787) has disconnected (timed out).
[10:41:28]	Ashley Adams ran 'take' on item 'Scrap Plastic' (#27052)
[10:41:28]	Ashley Adams has gained a 'Scrap Plastic' #27052.
[10:41:41]	Ashley Adams has gained a 'Graphics Card' #27333.
[10:41:45]	Ashley Adams has gained a 'Scrap Glass' #27334.
[10:41:46]	Ashley Adams opened the '' #250 container.
[10:41:47]	Amon Hoffmen opened the '' #2585 container.
[10:41:52]	Amon Hoffmen has gained a 'Citizen ID' #26925.
[10:41:52]	Ashley Adams closed the '' #250 container.
[10:41:53]	Ashley Adams opened the '' #251 container.
[10:41:57]	Ashley Adams ran 'drop' on item 'Scrap Plastic' (#27052)
[10:41:57]	Ashley Adams has lost a 'Scrap Plastic' #27052.
[10:41:57]	Amon Hoffmen has gained a 'Relocation Coupon' #24243.
[10:41:58]	Ashley Adams closed the '' #251 container.
[10:42:00]	Amon Hoffmen has gained a 'Relocation Coupon' #24072.
[10:42:01]	Amon Hoffmen closed the '' #2585 container.
[10:42:08]	Amon Hoffmen opened the '' #2585 container.
[10:42:08]	Amon Hoffmen closed the '' #2585 container.
[10:42:09]	Amon Hoffmen ran 'take' on item 'Citizen ID' (#27335)
[10:42:09]	Amon Hoffmen has gained a 'Citizen ID' #27335.
[10:42:19]	Ashley Adams has gained a 'Bar of Soap' #27337.
[10:42:24]	Ashley Adams ran 'drop' on item 'Bar of Soap' (#27337)
[10:42:24]	Ashley Adams has lost a 'Bar of Soap' #27337.
[10:42:29]	Ashley Adams destroyed a 'Circuit Board' #25871.
[10:42:33]	Ashley Adams destroyed a 'Bar of Soap' #27337.
[10:44:23]	Amon Hoffmen has lost 5 tokens.
[10:44:40]	Q-35 (STEAM_0:0:514122183) has disconnected.
[10:44:42]	cytoplasm has connected.
[10:44:50]	[OOC] Ashley Adams: welcome back.
[10:45:23]	cytoplasm loaded the character 'CCA.C17-HELIX.i3.39867'
[10:45:26]	[OOC] CCA.C17-HELIX.i3.39867: god damn crashes
[10:45:34]	[OOC] CCA.C17-HELIX.i3.39867: did the new guy leave
[10:45:38]	[OOC] CCA.C17-HELIX.i3.39867: rip
[10:45:43]	CCA.C17-HELIX.i3.39867 ran 'View' on item 'Paper' (#26871)
[10:45:54]	[OOC] Ashley Adams: yep
[10:46:07]	[OOC] Ashley Adams: they also were running amock in the city
[10:47:18]	[W] Ashley Adams: Welp im getting arrested arnt I.
[10:47:34]	[ME] CCA.C17-HELIX.i3.39867: pivots on their heel.
[10:47:55]	Ashley Adams ran 'drop' on item 'Combat Knife' (#27323)
[10:47:55]	Ashley Adams has lost a 'Combat Knife' #27323.
[10:48:03]	[ME] CCA.C17-HELIX.i3.39867: swipes the knife from the ground.
