[00:13:47]	beansman67 has connected.
[21:19:18]	Jim Bostello ran 'drop' on item 'Gloves' (#10808)
[21:19:18]	Jim Bostello has lost a 'Gloves' #10808.
[21:19:19]	Dimitri Makarovicz ran 'DrawBlood' on item 'Blood Collecting Syringe' (#13874)
[21:19:19]	Ethan King ran 'take' on item 'LCD Monitor' (#12959)
[21:19:20]	Jim Bostello ran 'take' on item 'Gloves' (#10808)
[21:19:20]	Jim Bostello has gained a 'Gloves' #10808.
[21:19:23]	[LOOC] Dimitri Makarovicz: for my collection
[21:19:27]	Ethan King ran 'EquipUn' on item 'Flashbang' (#14077)
[21:19:28]	Jim Bostello ran 'drop' on item 'Black Beanie' (#10806)
[21:19:28]	Jim Bostello has lost a 'Black Beanie' #10806.
[21:19:32]	Ethan King ran 'take' on item 'LCD Monitor' (#12959)
[21:19:40]	[LOOC] Drake Salvador: Oh, I wasn't even that far
[21:19:50]	CCA.C08-UNION.i1.51023 used command '/Event Everybody get the map?'.
[21:19:57]	[OOC] 1LT Samuel Brody: ive got it
[21:20:02]	[OOC] Dimitri Makarovicz: well i hope i have it or fastdl wtill save my ass
[21:20:02]	[OOC] Drake Salvador: Pretty sure we have to restart for the map to work or did they fix that
[21:20:03]	[OOC] Andrew 'Razor' Gonzalez: Yes but it requires a client restart I believe
[21:20:08]	[OOC] CCA.C08-UNION.i1.51023: it shouldn't
[21:20:12]	[OOC] CCA.C08-UNION.i1.51023: but no the server is restarting
[21:20:16]	[OOC] Andrew 'Razor' Gonzalez: Oh, lovely
[21:20:17]	[OOC] CCA.C08-UNION.i1.51023: so get the map during that time
[21:20:22]	[OOC] CCA.C08-UNION.i1.51023: won't take long
[21:20:48]	Dimitri Makarovicz ran 'drop' on item 'Suitcase' (#13730)
[21:20:48]	Dimitri Makarovicz has lost a 'Suitcase' #13730.
[21:21:01]	CCA.C08-UNION.i1.51023 used command '/Event Restarting!'.
[21:33:10]	matt saton has connected.
[21:33:15]	hnbug01 has connected.
[21:33:38]	Sgt. Salvador has connected.
[21:33:43]	Michλel's World has connected.
[21:33:49]	hnbug01 loaded the character 'Feng Yi 'Eric' Hseuh'
[21:33:50]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:33:50]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:33:51]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:33:52]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:33:52]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:33:53]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:33:54]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:33:55]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:33:55]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:33:56]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:33:57]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:33:58]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:33:58]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:33:59]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:00]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:01]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:01]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:02]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:03]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:04]	FB|| light ROOM has connected.
[21:34:04]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:04]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:05]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:06]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:07]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:07]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:08]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:09]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:10]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:10]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:11]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:12]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:13]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:14]	Michλel's World loaded the character '1LT Samuel Brody'
[21:34:14]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:14]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:15]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:16]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:17]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:17]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:18]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:19]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:20]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:20]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:21]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:22]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:23]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:23]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:24]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:24]	matt saton loaded the character 'CCA.C08-UNION.i1.51023'
[21:34:25]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:25]	CCA.C08-UNION.i1.51023 entered observer.
[21:34:26]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:26]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:27]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:28]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:29]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:29]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:30]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:31]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:32]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:32]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:33]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:34]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:35]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:35]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:36]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:37]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:38]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:38]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:39]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:40]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:41]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:41]	FB|| light ROOM loaded the character 'Ethan King'
[21:34:42]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:42]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:43]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:44]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:45]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:45]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:46]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:47]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:48]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:48]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:49]	CCA.C08-UNION.i1.51023 exited observer at their location.
[21:34:49]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:50]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:51]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:51]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:52]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:53]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:54]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:54]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:55]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:56]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:57]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:57]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:58]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:34:59]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:00]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:00]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:01]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:02]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:03]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:03]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:04]	DRD has connected.
[21:35:04]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:04]	worldspawn has killed Feng Yi 'Eric' Hseuh.
[21:35:05]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:06]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:07]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:07]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:08]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:09]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:10]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:10]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:11]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:12]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:13]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:13]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:14]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:15]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:16]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:16]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:17]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:18]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:19]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:19]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:20]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:21]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:22]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:22]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:23]	[OOC] 1LT Samuel Brody: petition for me to get a new CID because someone took it
[21:35:23]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:24]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:25]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:25]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:26]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:27]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:28]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:28]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:29]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:30]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:31]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:32]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:32]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:33]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:34]	[OOC] CCA.C08-UNION.i1.51023: petition for you to get it back like a man
[21:35:34]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:35]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:35]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:36]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:37]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:38]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:38]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:39]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:40]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:41]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:41]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:42]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:43]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:44]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:44]	[OOC] 1LT Samuel Brody: if i do im dead
[21:35:44]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:45]	CCA.C08-UNION.i1.51023 entered observer.
[21:35:45]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:45]	[OOC] Ethan King: Listen man, desperate times call for desperate actions.
[21:35:46]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:47]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:47]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:48]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:49]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:50]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:50]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:51]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:52]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:53]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:53]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:54]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:55]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:56]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:57]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:57]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:58]	[OOC] 1LT Samuel Brody: one of the people in his group has a fucking crossbow
[21:35:58]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:35:59]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:00]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:00]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:01]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:02]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:03]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:03]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:04]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:05]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:06]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:06]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:07]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:08]	[OOC] CCA.C08-UNION.i1.51023: watch your fucking mouth
[21:36:08]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:09]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:09]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:10]	[OOC] CCA.C08-UNION.i1.51023: cunt
[21:36:10]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:11]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:12]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:12]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:13]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:14]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:15]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:15]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:16]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:17]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:18]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:18]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:19]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:20]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:21]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:22]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:22]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:23]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:24]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:25]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:25]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:26]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [184][ix_airvent]'.
[21:36:27]	[OOC] 1LT Samuel Brody: alright BUDDY
[21:36:28]	Feng Yi 'Eric' Hseuh has taken 1 damage from worldspawn.
[21:36:29]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [185][ix_airvent]'.
[21:36:30]	deantheone has connected.
[21:36:35]	[OOC] 1LT Samuel Brody: im going to shit yourself
[21:36:37]	[OOC] CCA.C08-UNION.i1.51023: i'm not your BUDDY, dickhead
[21:37:06]	[OOC] Ethan King: I will put Melotonin in your gamer fuel.
[21:37:20]	[OOC] CCA.C08-UNION.i1.51023: joke's on you my gamer fuel is 300mg of caffeine
[21:37:33]	[OOC] Ethan King: Do you hate yourself?
[21:37:43]	[OOC] CCA.C08-UNION.i1.51023: 300mg doesn't do much to me
[21:37:50]	[OOC] Ethan King: I say again, do you hate yourself?
[21:37:52]	deantheone loaded the character 'Jim Bostello'
[21:38:00]	[OOC] 1LT Samuel Brody: shut
[21:38:01]	[OOC] CCA.C08-UNION.i1.51023: i hate myself so fucking much
[21:38:04]	[OOC] 1LT Samuel Brody: do not
[21:38:05]	CCA.C08-UNION.i1.51023 exited observer at their location.
[21:38:08]	[OOC] 1LT Samuel Brody: do not qoute that
[21:38:08]	CCA.C08-UNION.i1.51023 entered observer.
[21:38:18]	DRD loaded the character 'Paul-Henri Cartier'
[21:38:30]	[OOC] 1LT Samuel Brody: bro imagine drinking caffeine laced gamer fuel
[21:38:39]	DRD (STEAM_0:0:193599766) has disconnected.
[21:38:41]	[OOC] Ethan King: DRD is rejoining
[21:38:42]	[OOC] Jim Bostello: hello kidney failure?
[21:38:46]	[OOC] CCA.C08-UNION.i1.51023: no my gamer fuel is advertised as pre-workout
[21:38:49]	[OOC] CCA.C08-UNION.i1.51023: it's reign
[21:38:57]	[OOC] 1LT Samuel Brody: this post was made by caffeine laced meth ggange
[21:39:04]	[OOC] Jim Bostello: O___O
[21:39:11]	[OOC] Jim Bostello: father?
[21:39:11]	Death Razor has connected.
[21:39:24]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[21:39:26]	[OOC] CCA.C08-UNION.i1.51023: my fucking ass, he's playingESO
[21:39:32]	[OOC] Ethan King: He has the launcher open
[21:39:35]	[OOC] Ethan King: He is getting back on
[21:39:37]	[OOC] CCA.C08-UNION.i1.51023: okay
[21:39:42]	Death Razor loaded the character 'Andrew 'Razor' Gonzalez'
[21:39:46]	[OOC] CCA.C08-UNION.i1.51023: i'm pretty sure the meth does the heavy lifting
[21:39:51]	[OOC] Andrew 'Razor' Gonzalez: Hi
[21:39:53]	Jim Bostello used command '/CharDesc'.
[21:39:55]	CCA.C08-UNION.i1.51023 exited observer at their location.
[21:40:00]	[LOOC] CCA.C08-UNION.i1.51023: hello
[21:40:00]	Jim Bostello used command '/CharDesc A 6 figure showing true American strength. He is dirty and bears an unkempt beard and short straight hair. He seems to be in his mid thirties to fourties.'.
[21:40:02]	CCA.C08-UNION.i1.51023 entered observer.
[21:40:04]	Jim Bostello used command '/CharDesc'.
[21:40:10]	[LOOC] Andrew 'Razor' Gonzalez: Hola
[21:40:11]	Jim Bostello used command '/CharDesc A 6'5" figure showing true American strength. He is dirty and bears an unkempt beard and short straight hair. He seems to be in his mid thirties to fourties.'.
