[04:54:45]	Dakoda has connected.
[21:54:39]	[ME] CCA.C17-HELIX.i2.13412: connects the stethescope to his helmet and puts the metal piece on the unit's heart.
[21:54:39]	Alfred Langenberg has taken 10 damage from npc_zombine.
[21:54:40]	[OOC] Alfred Langenberg: oh thatsa thing
[21:54:51]	[OOC] CCA.C17-UNION.SqL.72633: Imagine getting your spine severed by a guy with the nick name "the long living king"
[21:54:54]	[OOC] Alfred Langenberg: big boy
[21:55:02]	[ME] CCA.C17-RCT.37117: would take a calm, deep, breath slowly and hold it for a few moments
[21:55:20]	[ME] CCA.C17-RCT.37117: would slowly exhale on command
[21:55:28]	CCA.C17-HELIX.i2.13412 used command '/ToggleRaise'.
[21:55:46]	[ME] CCA.C17-RCT.37117: inhales once again, similar to the first holding it for a few moments
[21:55:52]	[OOC] Alfred Langenberg: are you sue you hid cereal ion see non
[21:55:57]	[OOC] CCA.C17-HELIX.i2.13412: 100% positive
[21:56:02]	[OOC] Alfred Langenberg: deceipt
[21:56:04]	[OOC] CCA.C17-HELIX.i2.13412: i hid 2
[21:56:07]	[OOC] CCA.C17-HELIX.i2.13412: hand to God
[21:56:09]	[OOC] Alfred Langenberg: any get found yet?
[21:56:09]	[ME] CCA.C17-RCT.37117: would then exhale and return to his normal breathing pattern
[21:56:18]	[OOC] CCA.C17-HELIX.i2.13412: not to my knowledge, but i haven't checked in a few hours
[21:56:19]	[OOC] CCA.C17-HELIX.i2.13412: unlikely
[21:56:24]	[OOC] CCA.C17-HELIX.i2.13412: i'm in RP so i'll check here soon
[21:56:25]	CCA.C17-HELIX.i2.13412 used command '/ToggleRaise'.
[21:56:49]	CCA.C17-UNION.SqL.72633 used command '/Radio UNION.SqL.72633 is 10-8, standing by.'.
[21:57:17]	[ME] CCA.C17-RCT.37117: rolls up his uniform's sleeves
[21:57:32]	[OOC] Alfred Langenberg: yo why an i2 got an i5 uniform doe
[21:57:34]	CCA.C17-HELIX.i2.13412 has gained 10 tokens.
[21:57:36]	Alfred Langenberg ran 'EquipUn' on item 'Blue and White Coat' (#37000)
[21:57:42]	Alfred Langenberg ran 'Equip' on item 'Yellow Loyalist Armband' (#37637)
[21:57:45]	CCA.C17-HELIX.i2.13412 entered observer.
[21:57:51]	[OOC] CCA.C17-UNION.SqL.72633: He doesn't.
[21:57:51]	CCA.C17-HELIX.i2.13412 exited observer at their location.
[21:57:52]	[OOC] CCA.C17-HELIX.i2.13412: wat
[21:57:58]	[OOC] Alfred Langenberg: in your desc
[21:58:00]	[ME] CCA.C17-HELIX.i2.13412: puts his stethoscope... bit... I'm not a medical RPer, on the guy's arm.
[21:58:01]	[OOC] CCA.C17-HELIX.i2.13412: ah 
[21:58:01]	[OOC] CCA.C17-UNION.SqL.72633: oh
[21:58:06]	[OOC] CCA.C17-HELIX.i2.13412: because this is not at all my perma helix
[21:58:10]	[OOC] CCA.C17-HELIX.i2.13412: i made this for biosignal transplants
[21:58:12]	CCA.C17-HELIX.i2.13412 used command '/CharDesc'.
[21:58:18]	[OOC] Alfred Langenberg: okie dokie then
[21:58:18]	CCA.C17-HELIX.i2.13412 used command '/CharDesc 5'9" | Muddy Combat Boots | Clean Mask | Small Red Stain on Medic Armband | Helix i2 Uniform'.
[21:58:25]	[OOC] CCA.C17-HELIX.i2.13412: i mean implants, fuck
[21:58:28]	[ME] CCA.C17-RCT.37117: with his adjacent hand, he would reach for his t-shirt holding it close to him as the unit works 
[21:58:31]	DRD has connected.
[21:58:46]	[OOC] CCA.C17-RCT.37117: hot
[21:58:48]	[OOC] Alfred Langenberg: ngl I really want to be a fuckin charger. They're cool as shit.
[21:58:50]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[21:59:03]	[OOC] Alfred Langenberg: also fuck yeah music
[21:59:03]	[OOC] CCA.C17-UNION.SqL.72633: Bruh what
[21:59:10]	[OOC] Alfred Langenberg: the chargers from alyx
[21:59:17]	[OOC] CCA.C17-HELIX.i2.13412: wallhammer
[21:59:20]	[OOC] Alfred Langenberg: ye
[21:59:27]	[ME] CCA.C17-HELIX.i2.13412: wraps the arm bit around the man's bicep and begins tightening it, fills it, waits, releases some air, and then takes off the band
[21:59:45]	[OOC] CCA.C17-UNION.SqL.72633: Hammer units are cool as shit
[21:59:49]	[OOC] Alfred Langenberg: damn right
[21:59:53]	[ME] CCA.C17-HELIX.i2.13412: hands the unit a medical gown.
[22:00:05]	[OOC] Alfred Langenberg: but if I tried to somehow get one I hope not many share the same interest
[22:00:11]	[OOC] Alfred Langenberg: being generic can be cringe sometimes
[22:00:12]	CCA.C17-HELIX.i2.13412 entered observer.
[22:00:31]	[OOC] CCA.C17-HELIX.i2.13412: nope, cereal hasn't been found
[22:00:35]	CCA.C17-HELIX.i2.13412 exited observer at their location.
[22:00:37]	CCA.C17-HELIX.i2.13412 entered observer.
[22:00:47]	[ME] CCA.C17-RCT.37117: steps off and would being to change his clothes into the new medical gown
[22:00:47]	[OOC] CCA.C17-UNION.SqL.72633: We have like....two actually earned OTA so....me and Chief.
[22:00:48]	[OOC] Alfred Langenberg: when i find it im gonna eat it
[22:00:49]	CCA.C17-HELIX.i2.13412 exited observer at their location.
[22:00:58]	[OOC] CCA.C17-UNION.SqL.72633: Me with KILO and Chief with Ordinal.
[22:01:03]	DRD (STEAM_0:0:193599766) has disconnected.
[22:01:11]	[OOC] Alfred Langenberg: I will earn OTA through my manly charms
[22:01:18]	[OOC] CCA.C17-UNION.SqL.72633: no
[22:01:27]	[OOC] Alfred Langenberg: Matt I will extort you again if I don't get OTA
[22:01:28]	[OOC] Alfred Langenberg: owned
[22:01:37]	[OOC] Alfred Langenberg: I'm kidding i love you son
[22:01:42]	[OOC] Alfred Langenberg: I am very tired
[22:01:47]	[OOC] CCA.C17-UNION.SqL.72633: I noticed
[22:01:53]	[ME] CCA.C17-RCT.37117: hops onto the operating table, "Well-...? Oh... wouldn't be the first time then."
[22:02:10]	Alfred Langenberg ran 'take' on item 'Crispy Nut Clusters' (#37627)
[22:02:10]	Alfred Langenberg has gained a 'Crispy Nut Clusters' #37627.
[22:02:15]	[OOC] Alfred Langenberg: matt you sneaky bitch
[22:02:19]	[OOC] CCA.C17-HELIX.i2.13412: you fonud it?
[22:02:22]	[OOC] Alfred Langenberg: maybe
[22:02:25]	[OOC] CCA.C17-HELIX.i2.13412: nice
[22:02:32]	[OOC] CCA.C17-UNION.SqL.72633: MaYbE
[22:02:34]	CCA.C17-HELIX.i2.13412 has gained 10 tokens.
[22:02:35]	[ME] CCA.C17-HELIX.i2.13412: pulls a nose and mouth mask off a nearby tank and places it over the man's head.
[22:02:41]	[OOC] Alfred Langenberg: Damn bruh okay I found it
[22:02:43]	[OOC] CCA.C17-UNION.SqL.72633: six players pog.
[22:02:49]	[ME] CCA.C17-HELIX.i2.13412: fastens it with a strap around his head.
[22:03:00]	[ME] CCA.C17-RCT.37117: adjusts the mask on himself making it more comfortable
[22:03:11]	[ME] CCA.C17-RCT.37117: gives the unit a thumbs up
[22:03:50]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[22:04:03]	CCA.C17-HELIX.i2.13412 entered observer.
[22:04:04]	CCA.C17-HELIX.i2.13412 exited observer at their location.
[22:04:04]	[ME] CCA.C17-RCT.37117: exhales a bit
[22:04:12]	[ME] CCA.C17-HELIX.i2.13412: unscrews a stop from the tube.
[22:04:29]	Alfred Langenberg ran 'drop' on item 'Crispy Nut Clusters' (#37627)
[22:04:29]	Alfred Langenberg has lost a 'Crispy Nut Clusters' #37627.
[22:04:30]	[ME] CCA.C17-RCT.37117: inhales, and would start counting as fast as possible
[22:04:46]	[LOOC] CCA.C17-RCT.37117: want me to roll? lol
[22:04:49]	CCA.C17-UNION.SqL.72633 used command '/Radio Ugh......UNION.SqL.72633 to the Adminstrator: I have one of those cereal boxes you wanted.'.
[22:04:50]	[LOOC] CCA.C17-HELIX.i2.13412: lmao no
[22:04:54]	[OOC] CCA.C17-UNION.SqL.72633: Q check radio
[22:04:59]	[OOC] CCA.C17-HELIX.i2.13412: radio sin't working, hold on
[22:05:05]	[OOC] Alfred Langenberg: whoops
[22:05:06]	[OOC] CCA.C17-UNION.SqL.72633: I'll just Pm you
[22:05:09]	[OOC] CCA.C17-HELIX.i2.13412: grazi
[22:05:09]	Alfred Langenberg ran 'take' on item 'Crispy Nut Clusters' (#37627)
[22:05:09]	Alfred Langenberg has gained a 'Crispy Nut Clusters' #37627.
[22:05:15]	CCA.C17-UNION.SqL.72633 used command '/PM HELIX CCA.C17-UNION.SqL.72633 radios in: Ugh......UNION.SqL.72633 to the Adminstrator: I have one of those cereal boxes you wanted.'.
[22:05:26]	CCA.C17-HELIX.i2.13412 used command '/PM sql hold on'.
[22:05:28]	[ME] Alfred Langenberg: checks his watch.
[22:06:15]	[ME] CCA.C17-RCT.37117: his eyes would slowly close and he would lose consciousness over the anesthesia 
[22:06:31]	[ME] CCA.C17-HELIX.i2.13412: puts a clip over the man's finger and monitors his pulse.
[22:06:49]	[ME] CCA.C17-HELIX.i2.13412: doctor.
[22:06:52]	[LOOC] CCA.C17-HELIX.i2.13412: i'm not a helix
[22:06:56]	[LOOC] CCA.C17-HELIX.i2.13412: i'm doing this out of necessity
[22:07:01]	[ME] Alfred Langenberg: internally jej's.
[22:07:03]	matt saton loaded the character 'Cave Johnson'
[22:07:04]	[LOOC] CCA.C17-RCT.37117: fair enough lol
[22:07:08]	[LOOC] CCA.C17-UNION.SqL.72633: Lmao
[22:07:11]	Cave Johnson used command '/Radio Deliver it to my desk and give him 50 tokens.'.
[22:07:13]	Cave Johnson entered observer.
[22:07:15]	CCA.C17-UNION.SqL.72633 used command '/Radio Copy'.
[22:07:17]	Cave Johnson exited observer at their location.
[22:07:23]	[ME] CCA.C17-UNION.SqL.72633: Holds out 50 tokens to the civvie.
[22:07:24]	matt saton loaded the character 'CCA.C17-HELIX.i2.13412'
[22:07:25]	[OOC] Alfred Langenberg: oh no mister johnson is an error
[22:07:28]	CCA.C17-UNION.SqL.72633 has lost 50 tokens.
[22:07:28]	CCA.C17-UNION.SqL.72633 used command '/DropTokens 50'.
[22:07:30]	Alfred Langenberg has gained 50 tokens.
[22:07:34]	[LOOC] CCA.C17-RCT.37117: /me does healrp things
[22:07:40]	[ME] Alfred Langenberg: counts out the coins, handing over the box.
[22:07:41]	[LOOC] CCA.C17-HELIX.i2.13412: lmao
[22:07:43]	Alfred Langenberg ran 'drop' on item 'Crispy Nut Clusters' (#37627)
[22:07:43]	Alfred Langenberg has lost a 'Crispy Nut Clusters' #37627.
[22:07:45]	CCA.C17-UNION.SqL.72633 ran 'take' on item 'Crispy Nut Clusters' (#37627)
[22:07:45]	CCA.C17-UNION.SqL.72633 has gained a 'Crispy Nut Clusters' #37627.
[22:07:46]	CCA.C17-HELIX.i2.13412 entered observer.
[22:07:48]	CCA.C17-HELIX.i2.13412 exited observer at their location.
[22:07:52]	CCA.C17-UNION.SqL.72633 used command '/Radio 10-76'.
[22:07:59]	[IT] CCA.C17-HELIX.i2.13412: You come to a couple hours later in a recovery bed.
[22:08:12]	[OOC] Alfred Langenberg: I'll leave the other box for someone else even if I find it
[22:08:15]	[LOOC] Alfred Langenberg: I'm fair like that
[22:08:16]	[ME] CCA.C17-RCT.37117: his eyes widen regaining conscious
[22:08:19]	[OOC] Alfred Langenberg: I'm fair like that
[22:08:23]	[OOC] CCA.C17-HELIX.i2.13412: my man
[22:08:31]	[OOC] Alfred Langenberg: and it's why i deserve to keep my owner status which I already have
[22:08:50]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[22:08:52]	CCA.C17-HELIX.i2.13412 used command '/DoorSetHidden true'.
[22:08:53]	[OOC] CCA.C17-UNION.SqL.72633: I deserve a promotion for giving Cave Johnson his shitty cereal boxes.
[22:09:15]	[OOC] Alfred Langenberg: only if the second one gets turned into you specifically, soldier.
[22:09:15]	CCA.C17-HELIX.i2.13412 used command '/PlyWhitelist rct civil'.
[22:09:25]	CCA.C17-HELIX.i2.13412 used command '/PlyTransfer rct authority'.
[22:09:25]	Alfred Langenberg used the 'Resin Deposit' vendor.
[22:09:27]	[OOC] CCA.C17-UNION.SqL.72633: Militant police officer*
[22:09:36]	[OOC] Alfred Langenberg: I'm calling you it as a nickname not a title.
[22:09:39]	[OOC] CCA.C17-UNION.SqL.72633: okay
[22:09:44]	[OOC] Alfred Langenberg: rekt
[22:09:44]	[LOOC] CCA.C17-RCT.37117: woah cool HUD
[22:09:48]	[OOC] CCA.C17-UNION.SqL.72633: no u
[22:09:52]	[OOC] Alfred Langenberg: oh dear
[22:10:18]	CCA.C17-UNION.SqL.72633 ran 'drop' on item 'Crispy Nut Clusters' (#37627)
[22:10:18]	CCA.C17-UNION.SqL.72633 has lost a 'Crispy Nut Clusters' #37627.
[22:10:24]	CCA.C17-UNION.SqL.72633 used command '/Radio It's been delivered.'.
[22:10:42]	[OOC] CCA.C17-HELIX.i2.13412: i miss i17 :(\
[22:10:52]	[OOC] CCA.C17-UNION.SqL.72633: why?
[22:10:55]	[OOC] CCA.C17-HELIX.i2.13412: goodm ap
[22:10:55]	CCA.C17-HELIX.i2.13412 entered observer.
[22:10:56]	[OOC] Alfred Langenberg: i17 cringe. embrace c17
[22:10:58]	CCA.C17-HELIX.i2.13412 exited observer at their location.
[22:11:02]	[OOC] CCA.C17-UNION.SqL.72633: Embrace C17
[22:11:03]	[OOC] CCA.C17-HELIX.i2.13412: embrace c18
[22:11:08]	[OOC] Alfred Langenberg: YUCK
[22:11:15]	[ME] CCA.C17-RCT.37117: grabs the rest of his clothes from his side, and would change into the armour / attire he had on previously.
[22:11:21]	[OOC] CCA.C17-HELIX.i2.13412: lmao
[22:11:26]	[OOC] CCA.C17-HELIX.i2.13412: then immediately change back to a better map
[22:11:30]	[OOC] CCA.C17-HELIX.i2.13412: also city 45 is underrated as shit
[22:11:35]	[ME] CCA.C17-RCT.37117: places the old medical clothing on the bed
[22:11:40]	[OOC] CCA.C17-HELIX.i2.13412: the lighting is kinda wack, but city45, not the 2020 version ,si dope
[22:11:41]	[OOC] Alfred Langenberg: isnt that the really big white and red one?
[22:11:46]	[OOC] CCA.C17-HELIX.i2.13412: no, that's 24
[22:11:49]	[OOC] Alfred Langenberg: right right
[22:12:05]	[OOC] Alfred Langenberg: 24 is dope too it's just laggy and bad for small communities
[22:12:16]	[OOC] CCA.C17-HELIX.i2.13412: it's a dope ass map, so fucking beautiful, but yeah.
[22:12:19]	[OOC] CCA.C17-HELIX.i2.13412: optimization is garbage
[22:12:24]	CCA.C17-HELIX.i2.13412 has gained 10 tokens.
[22:12:38]	[LOOC] CCA.C17-HELIX.i2.13412: just tap e on it
[22:12:40]	DRD has connected.
[22:12:59]	CCA.C17-RCT.37117 ran 'take' on item 'Civil Protection Functionary Grade Ration' (#37731)
[22:12:59]	CCA.C17-RCT.37117 has gained a 'Civil Protection Functionary Grade Ration' #37731.
[22:13:03]	CCA.C17-RCT.37117 ran 'Open' on item 'Civil Protection Functionary Grade Ration' (#37731)
[22:13:03]	CCA.C17-RCT.37117 has gained a 'Civil Protection Functionary Grade Food Product' #37732.
[22:13:04]	CCA.C17-RCT.37117 has gained a 'Civil Protection Functionary Grade Supplements' #37733.
[22:13:04]	CCA.C17-RCT.37117 has gained a 'Civil Protection Functionary Grade Drink' #37734.
[22:13:44]	matt saton loaded the character 'Ryan Marnett'
[22:13:47]	Ryan Marnett entered observer.
[22:13:50]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[22:13:54]	Ryan Marnett exited observer at their location.
[22:13:54]	Ryan Marnett used command '/DoorSetHidden true'.
[22:13:55]	Ryan Marnett entered observer.
[22:13:55]	Ryan Marnett exited observer at their location.
[22:14:28]	matt saton loaded the character 'Rodriguo Ouh'
[22:14:34]	matt saton loaded the character 'Ryan Marnett'
[22:15:03]	DRD loaded the character 'CCA.C17-GRID.i2.36307'
[22:15:07]	Ryan Marnett used command '/CharSetModel ryan models/props_c17/oildrum001.mdl'.
[22:15:11]	[OOC] Ryan Marnett: hmm it seems my pac is broken
[22:15:15]	matt saton (STEAM_0:1:53097688) has disconnected.
[22:15:31]	[OOC] Alfred Langenberg: okay guess well never know how it was broken
[22:16:47]	matt saton has connected.
[22:16:53]	[OOC] CCA.C17-GRID.i2.36307: ugh he's back
[22:16:57]	[OOC] CCA.C17-UNION.SqL.72633: lmao
[22:17:02]	[OOC] Alfred Langenberg: the fuckin minge is back
[22:17:10]	[OOC] CCA.C17-GRID.i2.36307: when will that guy get banned
[22:17:15]	[OOC] CCA.C17-UNION.SqL.72633: no clue
[22:17:38]	[LOOC] Alfred Langenberg: hnng
[22:17:51]	matt saton loaded the character 'Ryan Marnett'
[22:17:54]	Ryan Marnett entered observer.
[22:17:59]	Ryan Marnett exited observer at their location.
[22:18:00]	[LOOC] Ryan Marnett: hey look
[22:18:01]	Ryan Marnett used command '/DoorSetHidden true'.
[22:18:02]	[LOOC] Ryan Marnett: hey
[22:18:04]	[OOC] Alfred Langenberg: why overwatch voice no work
[22:18:04]	[LOOC] Ryan Marnett: look
[22:18:07]	[LOOC] Ryan Marnett: i'm a mimic
[22:18:12]	[LOOC] CCA.C17-GRID.i2.36307: whjat
[22:18:12]	[LOOC] Alfred Langenberg: barrel boy
[22:18:16]	[LOOC] Ryan Marnett: i'm a mimic
[22:18:18]	[LOOC] CCA.C17-GRID.i2.36307: WHAT
[22:18:20]	[LOOC] CCA.C17-GRID.i2.36307: WAIT
[22:18:39]	Ryan Marnett used command '/CharSetModel ryan models/player/zelpa/male_05_extended.mdl'.
[22:18:40]	Ryan Marnett entered observer.
[22:18:41]	Ryan Marnett exited observer at their location.
[22:18:42]	Ryan Marnett has taken 5 damage from worldspawn.
[22:18:44]	Ryan Marnett ran 'EquipUn' on item 'CWU Commerce Shirt' (#27301)
[22:18:44]	Ryan Marnett ran 'Equip' on item 'CWU Commerce Shirt' (#27301)
[22:18:45]	Ryan Marnett ran 'EquipUn' on item 'Gray Jeans' (#27304)
[22:18:46]	Ryan Marnett ran 'Equip' on item 'Gray Jeans' (#27304)
[22:18:47]	Ryan Marnett entered observer.
[22:18:50]	CCA.C17-UNION.SqL.72633 has gained 10 tokens.
[22:18:59]	Ryan Marnett exited observer at their location.
[22:19:05]	Ryan Marnett used command '/ToggleRaise'.
[22:19:06]	Ryan Marnett entered observer.
[22:19:33]	[OOC] CCA.C17-UNION.SqL.72633: Did you mean to hurt that camera?
[22:19:43]	[OOC] Ryan Marnett: no, that was a snark
[22:19:45]	Ryan Marnett used command '/ToggleRaise'.
[22:19:56]	Ryan Marnett exited observer at their location.
[22:19:56]	Ryan Marnett entered observer.
[22:20:03]	CCA.C17-GRID.i2.36307 has gained 10 tokens.
[22:20:18]	CCA.C17-UNION.SqL.72633 used command '/Radio GRID coagulate at 10-20 Plaza with me, we're investigating that.'.
[22:20:29]	Ryan Marnett exited observer at their location.
[22:20:36]	[OOC] CCA.C17-GRID.i2.36307: wtf
[22:20:36]	CCA.C17-RCT.37117 opened the '' #2369 container.
[22:20:36]	CCA.C17-GRID.i2.36307 used command '/ToggleRaise'.
[22:20:38]	CCA.C17-RCT.37117 closed the '' #2369 container.
[22:20:41]	[OOC] CCA.C17-GRID.i2.36307: nvm
[22:20:42]	[OOC] Ryan Marnett: what
[22:20:51]	Ryan Marnett has spawned 'models/props_c17/FurnitureFridge001a.mdl'.
[22:20:56]	CCA.C17-RCT.37117 ran 'Consume' on item 'Civil Protection Functionary Grade Drink' (#37734)
[22:20:59]	CCA.C17-RCT.37117 ran 'Consume' on item 'Civil Protection Functionary Grade Supplements' (#37733)
[22:21:01]	Ryan Marnett entered observer.
[22:21:01]	Ryan Marnett exited observer at their location.
[22:21:04]	CCA.C17-RCT.37117 ran 'Eat' on item 'Civil Protection Functionary Grade Food Product' (#37732)
[22:21:11]	[LOOC] CCA.C17-GRID.i2.36307: what
[22:21:15]	[LOOC] CCA.C17-GRID.i2.36307: i was looking in pac3
[22:21:20]	[LOOC] CCA.C17-UNION.SqL.72633: FUCK
[22:21:20]	[LOOC] CCA.C17-GRID.i2.36307: what happened
[22:21:30]	[LOOC] CCA.C17-UNION.SqL.72633: Something attacked the camera in a Checkpoint.
[22:21:37]	Ryan Marnett entered observer.
[22:21:37]	[OOC] CCA.C17-UNION.SqL.72633: Chicken made a CCA app just now
[22:21:38]	Ryan Marnett exited observer at their location.
[22:21:39]	Ryan Marnett entered observer.
[22:21:39]	Ryan Marnett exited observer at their location.
[22:21:40]	Ryan Marnett has spawned 'models/sickness/fridge_01.mdl'.
[22:21:41]	Ryan Marnett has spawned 'models/sickness/stove_01.mdl'.
[22:21:45]	[OOC] CCA.C17-GRID.i2.36307: OH HO HO
[22:21:49]	[OOC] Jason Delly: :-;
[22:21:53]	[OOC] CCA.C17-GRID.i2.36307: so uh
[22:22:01]	[OOC] CCA.C17-GRID.i2.36307: does pac3 work for everyone, asking for a friend
[22:22:05]	[OOC] Alfred Langenberg: yes
[22:22:13]	Ryan Marnett has spawned 'models/props_wasteland/kitchen_stove001a.mdl'.
[22:22:17]	[OOC] Ryan Marnett: yes
[22:22:20]	Ryan Marnett has spawned 'models/props_wasteland/kitchen_stove002a.mdl'.
[22:22:24]	Ryan Marnett has spawned 'models/props_wasteland/kitchen_shelf001a.mdl'.
[22:22:34]	[ME] Jason Delly: takes a scooch on the seat staring at the cps
[22:22:40]	[OOC] CCA.C17-GRID.i2.36307: did it work
[22:22:41]	Ryan Marnett has spawned 'models/sickness/stove_01.mdl'.
[22:22:43]	Ryan Marnett has spawned 'models/props/cs_office/microwave.mdl'.
[22:22:49]	[LOOC] Alfred Langenberg: your headcrab is a little uh
[22:22:50]	[LOOC] Alfred Langenberg: off
[22:22:57]	CCA.C17-UNION.SqL.72633 used command '/Radio Updating 10-20 to Nexus.'.
[22:23:01]	Ryan Marnett used command '/ToggleRaise'.
[22:23:02]	Ryan Marnett entered observer.
[22:23:03]	Ryan Marnett has spawned 'models/props_interiors/trashcankitchen01.mdl'.
[22:23:06]	Ryan Marnett exited observer at their location.
[22:23:08]	Ryan Marnett has spawned 'models/props_interiors/dining_table_round.mdl'.
[22:23:13]	Ryan Marnett has spawned 'models/props_c17/FurnitureTable002a.mdl'.
[22:23:22]	Ryan Marnett entered observer.
[22:23:23]	[OOC] CCA.C17-GRID.i2.36307: what
[22:23:24]	Ryan Marnett exited observer at their location.
