[05:11:20]	Mr.Ganar has connected.
[21:27:48]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[21:28:01]	[Y] CCA.C17-GRID.i3.08313: <:: You don't take orders from a mad gunman. ::>
[21:28:01]	OTA.C17-WALLHAMMER.OSS.34736 ran 'Equip' on item 'SG1 Combine Heavy Shotgun' (#10733)
[21:28:02]	OTA.C17-WALLHAMMER.OSS.34736 ran 'Equip' on item 'USP Match' (#10734)
[21:28:04]	OTA.C17-WALLHAMMER.OSS.34736 ran 'Equip' on item 'SG1 Combine Heavy Shotgun' (#10733)
[21:28:05]	OTA.C17-WALLHAMMER.OSS.34736 ran 'EquipUn' on item 'USP Match' (#10734)
[21:28:06]	OTA.C17-WALLHAMMER.OSS.34736 ran 'Equip' on item 'SG1 Combine Heavy Shotgun' (#10733)
[21:28:10]	[W] Alex Palovichov: We gotta do something...
[21:28:12]	OTA.C17-WALLHAMMER.OSS.34736 ran 'drop' on item 'USP Match' (#10734)
[21:28:12]	OTA.C17-WALLHAMMER.OSS.34736 has lost a 'USP Match' #10734.
[21:28:13]	OTA.C17-WALLHAMMER.OSS.34736 ran 'drop' on item 'SG1 Combine Heavy Shotgun' (#10733)
[21:28:13]	OTA.C17-WALLHAMMER.OSS.34736 has lost a 'SG1 Combine Heavy Shotgun' #10733.
[21:28:14]	[ME] Matthew Fredrickson ODonovan: Guns the cop down aiming for his head steadily.
[21:28:17]	OTA.C17-WALLHAMMER.OSS.34736 ran 'take' on item 'SG1 Combine Heavy Shotgun' (#10733)
[21:28:17]	OTA.C17-WALLHAMMER.OSS.34736 has gained a 'SG1 Combine Heavy Shotgun' #10733.
[21:28:18]	OTA.C17-WALLHAMMER.OSS.34736 ran 'Equip' on item 'SG1 Combine Heavy Shotgun' (#10733)
[21:28:22]	FB|| light ROOM loaded the character 'OTA.C17-KILO.OSS.66124'
[21:28:22]	OTA.C17-WALLHAMMER.OSS.34736 ran 'take' on item 'USP Match' (#10734)
[21:28:22]	OTA.C17-WALLHAMMER.OSS.34736 has gained a 'USP Match' #10734.
[21:28:34]	[W] Wilfred Goodfield: We'll see.
[21:28:41]	[LOOC] Matthew Fredrickson ODonovan: I am shooting you boy
[21:28:44]	[ME] Alex Palovichov: Takes out his Request device, quietly speaking into it
[21:28:46]	OTA.C17-KILO.OSS.66124 ran 'EquipUn' on item 'HMG2 (Overwatch Suppression Issue HMG)' (#10294)
[21:28:47]	OTA.C17-KILO.OSS.66124 ran 'Equip' on item 'HMG2 (Overwatch Suppression Issue HMG)' (#10294)
[21:28:49]	[W] Jonathan Jackson: I have a pipe and I am not afraid to use it.
[21:28:51]	Alex Palovichov used command '/Request A man with a gun...In the Diordna...'.
[21:28:52]	OTA.C17-KILO.OSS.66124 ran 'Equip' on item 'HMG2 (Overwatch Suppression Issue HMG)' (#10294)
[21:28:54]	Matthew Fredrickson ODonovan rolled 77 (71 + 6) out of 100 on Guns.
[21:28:54]	Matthew Fredrickson ODonovan used command '/RollSkill Guns'.
[21:28:55]	OTA.C17-KILO.OSS.66124 ran 'Equip' on item 'HMG2 (Overwatch Suppression Issue HMG)' (#10294)
[21:28:59]	OTA.C17-KILO.OSS.66124 ran 'Equip' on item 'HMG2 (Overwatch Suppression Issue HMG)' (#10294)
[21:29:00]	[LOOC] CCA.C17-GRID.i3.08313: oh you said you're shooting me
[21:29:02]	[LOOC] CCA.C17-GRID.i3.08313: alright
[21:29:05]	CCA.C17-GRID.i3.08313 rolled 30 (24 + 6) out of 100 on Agility.
[21:29:05]	CCA.C17-GRID.i3.08313 used command '/RollAttribute agility'.
[21:29:07]	[LOOC] Matthew Fredrickson ODonovan: 77 to the head
[21:29:08]	[ME] CCA.C17-GRID.i3.08313: would be hit
[21:29:09]	[LOOC] CCA.C17-GRID.i3.08313: alright
[21:29:10]	[LOOC] CCA.C17-GRID.i3.08313: roll 3
[21:29:10]	[OOC] OTA.C17-KILO.OSS.66124: yo 
[21:29:17]	Matthew Fredrickson ODonovan rolled 0 out of 3.
[21:29:17]	Matthew Fredrickson ODonovan used command '/Roll 3'.
[21:29:18]	[OOC] Jonathan Jackson: I want my OTA whitelist rn
[21:29:20]	CCA.C17-GRID.i3.08313 used command '/PM oss swep go bye bye'.
[21:29:25]	[LOOC] CCA.C17-GRID.i3.08313: shoot me 5 times
[21:29:26]	[OOC] Matthew Fredrickson ODonovan: Still to the head
[21:29:28]	[OOC] Jonathan Jackson: bimch
[21:29:29]	CCA.C17-GRID.i3.08313 has taken 12 damage from Matthew Fredrickson ODonovan.
[21:29:29]	OTA.C17-WALLHAMMER.OSS.34736 has spawned a 'Weapon [4406][weapon_ar2]'.
[21:29:29]	CCA.C17-GRID.i3.08313 has taken 12 damage from Matthew Fredrickson ODonovan.
[21:29:30]	CCA.C17-GRID.i3.08313 has taken 12 damage from Matthew Fredrickson ODonovan.
[21:29:30]	CCA.C17-GRID.i3.08313 has taken 12 damage from Matthew Fredrickson ODonovan.
[21:29:30]	CCA.C17-GRID.i3.08313 has taken 12 damage from Matthew Fredrickson ODonovan.
[21:29:37]	[LOOC] Matthew Fredrickson ODonovan: You gotta be knocked out
[21:29:38]	[LOOC] OTA.C17-WALLHAMMER.OSS.34736: just for now
[21:29:40]	[LOOC] OTA.C17-KILO.OSS.66124: bruh 
[21:29:45]	[LOOC] Matthew Fredrickson ODonovan: or danm near dead my boy
[21:29:50]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[21:29:52]	[LOOC] CCA.C17-GRID.i3.08313: my brother in christ you have like 24 guns skill
[21:29:54]	[LOOC] Matthew Fredrickson ODonovan: Just so I don't kill you
[21:30:04]	[ME] CCA.C17-GRID.i3.08313: would be knocked back onto his ass. He's bleeding from his chest.
[21:30:07]	[LOOC] Matthew Fredrickson ODonovan: STILL head shot = knocked out
[21:30:13]	[LOOC] CCA.C17-GRID.i3.08313: who said it was a head shot
[21:30:22]	[LOOC] Matthew Fredrickson ODonovan: ME I said it in the /me
[21:30:28]	[ME] Alex Palovichov: Would slowly raise his crowbar
[21:30:30]	[LOOC] CCA.C17-GRID.i3.08313: right but you don't just get a headshot becuase you will it into existence
[21:30:37]	[LOOC] OTA.C17-WALLHAMMER.OSS.34736: too tired to funny ota talk
[21:30:42]	[LOOC] Matthew Fredrickson ODonovan: Okay then reacyt
[21:30:43]	[ME] CCA.C17-GRID.i3.08313: , as his last action before dying, would reach to his radio.
[21:30:46]	[LOOC] CCA.C17-GRID.i3.08313: on it
[21:30:59]	[LOOC] OTA.C17-WALLHAMMER.OSS.34736: just gonna tp us to the surface
[21:31:00]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[21:31:03]	[ME] Matthew Fredrickson ODonovan: Runs off leaving the MPF alive.
[21:31:05]	CCA.C17-GRID.i3.08313 used command '/Radio He's... at the.. Diordna. Choke the.. ceiling...'.
[21:31:05]	[LOOC] OTA.C17-WALLHAMMER.OSS.34736: they've been waiting a bit
[21:31:14]	[ME] CCA.C17-GRID.i3.08313: would fall over, likely dead.
[21:31:15]	[ME] Alex Palovichov: Dashes around the corner, crowbar raised
[21:31:15]	[OOC] Matthew Fredrickson ODonovan: Can I go?
[21:31:17]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[21:31:18]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[21:31:20]	[OOC] CCA.C17-GRID.i3.08313: go off queen
[21:31:20]	OTA.C17-KILO.OSS.66124 used command '/Radio Unit is active, loud contaminants will be culled, cognitive dissonance will not be tolerated'.
[21:31:22]	OTA.C17-WALLHAMMER.OSS.34736 used command '/ToggleRaise'.
[21:31:27]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:27]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:28]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:28]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:29]	Matthew Fredrickson ODonovan has taken 16 damage from OTA.C17-WALLHAMMER.OSS.34736.
[21:31:29]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:29]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:29]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:29]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:29]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:30]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:30]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:30]	Matthew Fredrickson ODonovan has taken 48 damage from OTA.C17-WALLHAMMER.OSS.34736.
[21:31:30]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:30]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:30]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:30]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:30]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:30]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:30]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:30]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:30]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:31]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:31]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:31]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:31]	Matthew Fredrickson ODonovan has taken 24 damage from OTA.C17-WALLHAMMER.OSS.34736.
[21:31:31]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:31]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:31]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:31]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:32]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:32]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:32]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:32]	OTA.C17-WALLHAMMER.OSS.34736 has taken 4 damage from Matthew Fredrickson ODonovan.
[21:31:33]	[ME] Alex Palovichov: Would grab the officer under his arm
[21:31:33]	Matthew Fredrickson ODonovan has taken 28 damage from OTA.C17-WALLHAMMER.OSS.34736.
[21:31:33]	OTA.C17-WALLHAMMER.OSS.34736 has killed Matthew Fredrickson ODonovan with weapon_shotgun.
[21:31:35]	[OOC] OTA.C17-KILO.OSS.66124: we not doing S2RP lmao
[21:31:39]	[OOC] Matthew Fredrickson ODonovan: WHELP
[21:31:42]	[OOC] Matthew Fredrickson ODonovan: Mission completed
[21:31:45]	[OOC] OTA.C17-WALLHAMMER.OSS.34736: appearantly not
[21:31:48]	[OOC] CCA.C17-GRID.i3.08313: hold up
[21:31:49]	[OOC] OTA.C17-KILO.OSS.66124: bruh 
[21:31:49]	[OOC] CCA.C17-GRID.i3.08313: hold up
[21:31:51]	[OOC] OTA.C17-WALLHAMMER.OSS.34736: would you like to redo that
[21:31:53]	[OOC] CCA.C17-GRID.i3.08313: alright
[21:31:54]	[OOC] CCA.C17-GRID.i3.08313: yes
[21:31:55]	[OOC] OTA.C17-KILO.OSS.66124: yes?????
[21:31:55]	[OOC] CCA.C17-GRID.i3.08313: let's redo that
[21:31:56]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[21:31:56]	CCA.C17-GRID.i3.08313 entered observer.
[21:31:59]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[21:32:00]	[OOC] Matthew Fredrickson ODonovan: Nah I didmy shit, unless you wanna
[21:32:04]	[OOC] Matthew Fredrickson ODonovan: I dont mind
[21:32:10]	[OOC] CCA.C17-GRID.i3.08313: you odn't mind it being S2K?
[21:32:12]	[OOC] OTA.C17-KILO.OSS.66124: I want to
[21:32:20]	Matthew Fredrickson ODonovan ran 'Equip' on item 'MP7' (#28502)
[21:32:24]	[OOC] CCA.C17-GRID.i3.08313: it having been S2K rather
[21:32:24]	[LOOC] OTA.C17-WALLHAMMER.OSS.34736: got ammo?
[21:32:34]	[OOC] CCA.C17-GRID.i3.08313: do both of you consent to S2K
[21:32:36]	[OOC] Matthew Fredrickson ODonovan: nah I was down here wanna say we start here?
[21:32:47]	[OOC] OTA.C17-KILO.OSS.66124: I'm saying we S2RP this 
[21:32:54]	[OOC] OTA.C17-KILO.OSS.66124: S2K is bad 
[21:32:57]	[OOC] Matthew Fredrickson ODonovan: Actually nah I gotta sleep
[21:32:58]	[OOC] CCA.C17-GRID.i3.08313: alright both parties do not agree, we're s2rping
[21:33:02]	[OOC] CCA.C17-GRID.i3.08313: f
[21:33:02]	[OOC] Matthew Fredrickson ODonovan: Work in the morning S2k counted
[21:33:06]	[OOC] OTA.C17-KILO.OSS.66124: Gotcha 
[21:33:10]	Gunnar King has taken 1 damage from worldspawn.
[21:33:11]	[OOC] CCA.C17-GRID.i3.08313: alright f
[21:33:11]	Gunnar King has taken 1 damage from worldspawn.
[21:33:11]	Gunnar King has taken 1 damage from worldspawn.
[21:33:12]	Gunnar King has taken 1 damage from worldspawn.
[21:33:13]	CCA.C17-GRID.i3.08313 used command '/CharBan fred'.
[21:33:13]	Gunnar King has taken 1 damage from worldspawn.
[21:33:14]	Gunnar King has taken 1 damage from worldspawn.
[21:33:14]	[OOC] OTA.C17-WALLHAMMER.OSS.34736: sad
[21:33:15]	Gunnar King has taken 1 damage from worldspawn.
[21:33:15]	Gunnar King has taken 1 damage from worldspawn.
[21:33:16]	Gunnar King ran 'Equip' on item 'Green Citizen Suit' (#28496)
[21:33:20]	[LOOC] OTA.C17-WALLHAMMER.OSS.34736: welp, there goes that
[21:33:24]	[LOOC] OTA.C17-WALLHAMMER.OSS.34736: forgive me
[21:33:31]	[LOOC] OTA.C17-WALLHAMMER.OSS.34736: we can still clear the building :)
[21:33:38]	[OOC] Alex Palovichov: Are we restarting the RP?
[21:33:42]	CCA.C17-GRID.i3.08313 has spawned 'models/police_nemez.mdl'.
[21:33:45]	CCA.C17-GRID.i3.08313 has spawned 'models/police_nemez.mdl'.
[21:33:47]	[OOC] CCA.C17-GRID.i3.08313: nah he gone
[21:33:50]	OTA.C17-KILO.OSS.66124 used command '/Radio Loud Contaminants delt with, APF reports sector is..... *negative secure* moving to clear.'.
[21:33:58]	Peppermint (STEAM_0:1:115933392) deleted character 'Matthew Fredrickson ODonovan'
[21:34:00]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[21:34:01]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[21:34:01]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[21:34:02]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[21:34:03]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[21:34:03]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[21:34:05]	[OOC] Alex Palovichov: Wait you dead? orrrrr....
[21:34:10]	[OOC] Jonathan Jackson: he is
[21:34:13]	OTA.C17-WALLHAMMER.OSS.34736 used command '/kickdoor'.
[21:34:13]	[OOC] OTA.C17-KILO.OSS.66124: He is in fact dead 
[21:34:14]	[OOC] Alex Palovichov: Shucks
[21:34:16]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[21:34:17]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[21:34:18]	[OOC] CCA.C17-GRID.i3.08313: we're both dead
[21:34:20]	[OOC] Alex Palovichov: Ill still try do some medical RP
[21:34:21]	[OOC] Jonathan Jackson: I do not want to be here
[21:34:28]	Gunnar King ran 'View' on item 'Paper' (#26871)
[21:34:29]	[OOC] CCA.C17-GRID.i3.08313: i got shot in the worst place to get shot like several times
[21:34:34]	[OOC] Alex Palovichov: ILL STILL TRY
[21:34:41]	OTA.C17-WALLHAMMER.OSS.34736 used command '/kickdoor'.
[21:34:44]	temp char has gained a 'Green Citizen Suit' #28514.
[21:34:44]	temp char has gained a 'Citizen Filter' #28515.
[21:34:44]	Peppermint created the character 'temp char'
[21:34:44]	temp char has gained a 'Suitcase' #28516.
[21:34:44]	temp char has gained a 'Relocation Coupon' #28517.
[21:34:45]	Peppermint loaded the character 'temp char'
[21:34:46]	[OOC] CCA.C17-GRID.i3.08313: bro's gonna put bandaids on my punctured lungs
[21:34:48]	temp char ran 'Equip' on item 'Green Citizen Suit' (#28514)
[21:34:49]	temp char ran 'equip' on item 'Citizen Filter' (#28515)
[21:34:54]	Jonathan Jackson ran 'EquipUn' on item 'Pipe' (#25364)
[21:35:03]	[OOC] temp char: Real talk who was the owner man I was talkin too
[21:35:08]	OTA.C17-WALLHAMMER.OSS.34736 used command '/kickdoor'.
[21:35:09]	[OOC] temp char: before I went on a rampage
[21:35:11]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[21:35:11]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[21:35:21]	[OOC] CCA.C17-GRID.i3.08313: me
[21:35:29]	OTA.C17-WALLHAMMER.OSS.34736 used command '/kickdoor'.
[21:35:31]	[OOC] CCA.C17-GRID.i3.08313: matt saton/QIncarnate. no relation to the conspiracy theory
[21:35:31]	OTA.C17-WALLHAMMER.OSS.34736 entered observer.
[21:35:32]	OTA.C17-WALLHAMMER.OSS.34736 exited observer at their location.
[21:35:32]	Gunnar King opened the '' #308 container.
[21:35:34]	Gunnar King closed the '' #308 container.
[21:35:34]	[OOC] temp char: Mind if we DM for a second
[21:35:36]	Peppermint (STEAM_0:1:115933392) has disconnected.
[21:35:38]	Gunnar King opened the '' #2374 container.
[21:35:40]	Gunnar King closed the '' #2374 container.
[21:35:42]	Gunnar King ran 'View' on item 'Paper' (#5259)
[21:35:55]	OTA.C17-KILO.OSS.66124 ran 'ApplyOther' on item 'Health Kit' (#23701)
[21:36:09]	OTA.C17-WALLHAMMER.OSS.34736 used command '/ToggleRaise'.
[21:36:13]	[ME] Jonathan Jackson: puts his hands in the air
[21:36:15]	[LOOC] Alex Palovichov: messed that up a bit
[21:36:17]	CCA.C17-GRID.i3.08313 has gained 10 tokens.
[21:36:30]	matt saton loaded the character 'OTA.C17-ECHO:OHZ.19343'
[21:36:30]	[LOOC] OTA.C17-WALLHAMMER.OSS.34736: oh, afk?
[21:36:32]	OTA.C17-ECHO:OHZ.19343 entered observer.
[21:36:39]	[ME] OTA.C17-KILO.OSS.66124: the unit would look over the MPF, his orange visors lightly glowing. "This unit is....... status red."
[21:36:45]	matt saton loaded the character 'CCA.C17-GRID.i3.08313'
[21:36:47]	CCA.C17-GRID.i3.08313 entered observer.
[21:37:01]	OTA.C17-KILO.OSS.66124 used command '/Radio This is APF, HELIX *MPF UNITS, HOW COPY?*'.
[21:37:20]	[W] Alex Palovichov: The one time I didn't bring medical supplies...
[21:37:22]	[W] Alex Palovichov: Damnit...
[21:37:29]	[W] Alex Palovichov: I could've saved him...
[21:37:31]	CCA.C17-GRID.i3.08313 used command '/Radio There are no HELIX units available.'.
[21:38:04]	[LOOC] Alex Palovichov: HOLY SHIT YOU ARE TALL
[21:38:07]	[ME] OTA.C17-WALLHAMMER.OSS.34736: would bend down, taking the CPs pistol from the holster and stowing it in a pouch or something.
[21:38:09]	[LOOC] Alex Palovichov: 9' 10"
[21:38:17]	[LOOC] OTA.C17-KILO.OSS.66124: this is realistic 7 foot height 
[21:38:21]	[LOOC] OTA.C17-KILO.OSS.66124: WHY AM I GROWING 
[21:38:26]	[LOOC] Alex Palovichov: HE IS GROWING
[21:38:28]	[LOOC] OTA.C17-WALLHAMMER.OSS.34736: surprise
[21:38:32]	[W] Jonathan Jackson: I just wanted a nice dinner...
[21:38:39]	[LOOC] Alex Palovichov: Holy fuck...
[21:38:47]	[LOOC] Alex Palovichov: Man is up to the roof...
[21:38:48]	[W] Wilfred Goodfield: We all do, that's why there's so many civil protection...
[21:38:55]	[LOOC] OTA.C17-WALLHAMMER.OSS.34736: he must be taller
[21:38:57]	[ME] OTA.C17-KILO.OSS.66124: grabs a large IFAK pack, shoving it into the loyalist before him. "APF orders you to assist the unit."
[21:39:01]	OTA.C17-KILO.OSS.66124 ran 'drop' on item 'Health Kit' (#23701)
[21:39:01]	OTA.C17-KILO.OSS.66124 has lost a 'Health Kit' #23701.
[21:39:03]	Alex Palovichov ran 'take' on item 'Health Kit' (#23701)
[21:39:03]	Alex Palovichov has gained a 'Health Kit' #23701.
[21:39:11]	Gunnar King ran 'View' on item 'Notepad' (#25191)
[21:39:20]	Gunnar King ran 'EquipUn' on item 'Green Citizen Suit' (#28496)
[21:39:25]	Gunnar King has taken 1 damage from worldspawn.
[21:39:26]	Gunnar King has taken 1 damage from worldspawn.
[21:39:27]	Gunnar King has taken 1 damage from worldspawn.
[21:39:27]	Gunnar King has taken 1 damage from worldspawn.
[21:39:28]	Gunnar King has taken 1 damage from worldspawn.
[21:39:29]	Gunnar King has taken 1 damage from worldspawn.
[21:39:30]	Gunnar King has taken 1 damage from worldspawn.
[21:39:30]	Gunnar King has taken 1 damage from worldspawn.
[21:39:30]	Gunnar King ran 'Equip' on item 'Green Citizen Suit' (#28496)
[21:39:31]	[OOC] OTA.C17-WALLHAMMER.OSS.34736: what the fuck
[21:39:40]	[ME] OTA.C17-KILO.OSS.66124: turns around, the behemoth rolling it's shoulders, slightly ticking of what sounded like metal can be heard. "You will gain loyalty points for this, human."
[21:39:44]	[OOC] OTA.C17-WALLHAMMER.OSS.34736: 1. did i hallucinate those booms
[21:39:47]	[OOC] OTA.C17-WALLHAMMER.OSS.34736: 2. were they ic
[21:39:50]	OTA.C17-WALLHAMMER.OSS.34736 used command '/Radio Secondary egress point secured-'.
