[04:20:12]	Avi has connected.
[16:23:32]	[ME] Justin Bail: attempts a home fucking run on his head
[16:23:33]	Ethan King rolled 86 out of 100.
[16:23:33]	Ethan King used command '/Roll'.
[16:23:41]	[OOC] John Rowan: currently my number one enemy is Franz
[16:23:44]	[ME] Justin Bail: attempts a home fucking run on his head
[16:23:47]	[OOC] Alexei Stravolsky: Ferdinand
[16:23:52]	Justin Bail used command '/RollStat str'.
[16:24:01]	CCA.C08-GRID.i4.69192 rolled 86 out of 100.
[16:24:01]	CCA.C08-GRID.i4.69192 used command '/Roll'.
[16:24:02]	[LOOC] Ethan King: lmao
[16:24:04]	[ME] CCA.C08-GRID.i4.69192: dodges it.
[16:24:12]	[LOOC] Ethan King: FUCK
[16:24:37]	[ME] Ethan King: Attempts to bash the Cp into the wall.
[16:24:43]	Ethan King used command '/RollStat str'.
[16:24:55]	Ethan King used command '/RollStat agi'.
[16:24:59]	CCA.C08-GRID.i4.69192 rolled 67 out of 100.
[16:24:59]	CCA.C08-GRID.i4.69192 used command '/Roll'.
[16:25:05]	[ME] CCA.C08-GRID.i4.69192: is finally fucking bashed into the wall.
[16:25:13]	[ME] Justin Bail: HITS WITH PIPE
[16:25:20]	[LOOC] Ethan King: OOGA BOOGA
[16:25:22]	Justin Bail used command '/RollStat str'.
[16:25:38]	[ME] Alexei Stravolsky: tries to grab GRID's stunstuck out of his hand.
[16:25:40]	Apollo7771FO3 created the character 'Elizabeth Smith'
[16:25:40]	Apollo7771FO3 loaded the character 'Elizabeth Smith'
[16:25:45]	[LOOC] CCA.C08-GRID.i4.69192: roll strength
[16:25:48]	[LOOC] CCA.C08-GRID.i4.69192: yanking strength
[16:25:50]	Alexei Stravolsky used command '/RollStat str'.
[16:25:57]	CCA.C08-GRID.i4.69192 used command '/RollStat str'.
[16:25:58]	[OOC] John Rowan: Low key I trying to get Dr Ordinal to Judge DvL I starting to think him as of a Senpai in the MPF
[16:26:18]	Apollo7771FO3 (STEAM_0:1:40787669) has disconnected.
[16:26:28]	[ME] CCA.C08-GRID.i4.69192: has his stunstick yanked out of his hand, but doe to the citizen not having a biosignal, it's basically just a blunt weapon.
[16:26:31]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[16:26:33]	CCA.C08-GRID.i4.69192 entered observer.
[16:26:34]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:26:56]	[OOC] John Rowan: ah yes now the entire server is quiet
[16:27:04]	[OOC] CCA.C08-GRID.i4.69192: i'm busy getting mugged
[16:27:05]	[LOOC] Ethan King: Justin it's your turn you trogladyte!
[16:27:18]	[OOC] John Rowan: I am trying to help 
[16:27:23]	[ME] Justin Bail: kicks in nuts
[16:27:25]	[OOC] CCA.C08-GRID.i4.69192: no you are not you metagaming bitch
[16:27:28]	[LOOC] Ethan King: FUCK YOU
[16:27:30]	Justin Bail used command '/RollStat str'.
[16:27:37]	[LOOC] CCA.C08-GRID.i4.69192: we get a fuckin jock strap bruh
[16:27:50]	[OOC] John Rowan: Fuck it I going to the knowledge center
[16:27:54]	[LOOC] Ethan King: Holy shit you could have done anything else
[16:27:55]	[LOOC] CCA.C08-GRID.i4.69192: yeah, i feel something, it'll still roll with disadvantage
[16:28:00]	[LOOC] CCA.C08-GRID.i4.69192: but
[16:28:01]	[OOC] CCA.C08-GRID.i4.69192: also
[16:28:04]	[LOOC] CCA.C08-GRID.i4.69192: jock strop
[16:28:05]	[LOOC] CCA.C08-GRID.i4.69192: strap
[16:28:10]	[LOOC] Justin Bail: no
[16:28:12]	[LOOC] CCA.C08-GRID.i4.69192: yes
[16:28:13]	[OOC] John Rowan: Nein
[16:28:16]	Dragonbrother7 has connected.
[16:28:19]	[LOOC] CCA.C08-GRID.i4.69192: counting it as a normal hit
[16:28:24]	CCA.C08-GRID.i4.69192 used command '/RollStat con'.
[16:28:27]	[ME] CCA.C08-GRID.i4.69192: takes a hit
[16:28:29]	[LOOC] CCA.C08-GRID.i4.69192: punch me once
[16:28:39]	[ME] Justin Bail: punches the fuck out of in the face
[16:28:44]	Justin Bail used command '/RollStat str'.
[16:28:50]	[LOOC] Ethan King: AGGHGHGHGGHGGHGHGHGGHHG
[16:28:50]	CCA.C08-GRID.i4.69192 has taken 7 damage from Justin Bail.
[16:28:51]	CCA.C08-GRID.i4.69192 has taken 7 damage from Justin Bail.
[16:28:53]	CCA.C08-GRID.i4.69192 entered observer.
[16:28:57]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:29:00]	CCA.C08-GRID.i4.69192 has taken 7 damage from Justin Bail.
[16:29:10]	[ME] John Rowan: walks into this
[16:29:16]	[ME] Ethan King: Bashes the cp's head.
[16:29:21]	[LOOC] CCA.C08-GRID.i4.69192: roll strength
[16:29:23]	Ethan King used command '/RollStat str'.
[16:29:28]	CCA.C08-GRID.i4.69192 rolled 27 out of 100.
[16:29:28]	CCA.C08-GRID.i4.69192 used command '/Roll'.
[16:29:34]	CCA.C08-GRID.i4.69192 has taken 5 damage from Ethan King.
[16:29:35]	[ME] John Rowan: moves into interve
[16:29:37]	CCA.C08-GRID.i4.69192 has taken 5 damage from Ethan King.
[16:29:51]	[LOOC] Ethan King: Knock him out please
[16:30:00]	[ME] Alexei Stravolsky: smacks GRID in the head with the rock.
[16:30:04]	[LOOC] John Rowan: I am on the MPF side
[16:30:09]	[LOOC] Ethan King: OOGA BOOOGA
[16:30:12]	Alexei Stravolsky used command '/RollStat str'.
[16:30:16]	[LOOC] CCA.C08-GRID.i4.69192: oo oo aa aa black guy noises
[16:30:17]	CCA.C08-GRID.i4.69192 rolled 11 out of 100.
[16:30:17]	CCA.C08-GRID.i4.69192 used command '/Roll'.
[16:30:17]	[OOC] Justin Bail: ooga chocka
[16:30:22]	[ME] CCA.C08-GRID.i4.69192: is bashed in the fuckin head.
[16:30:22]	[LOOC] Ethan King: YESSSS
[16:30:24]	CCA.C08-GRID.i4.69192 used command '/RollStat con'.
[16:30:34]	[ME] John Rowan: Moves into tried to help MPF
[16:30:35]	[ME] CCA.C08-GRID.i4.69192: isn't knocked out becasue WHY DO I KEEP GETTING GOOD ROLLS FUCKING DMANIT
[16:30:43]	[LOOC] CCA.C08-GRID.i4.69192: i just want to fucking LOSE
[16:30:47]	CCA.C08-GRID.i4.69192 entered observer.
[16:30:47]	Lamello has connected.
[16:30:47]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:30:57]	[ME] John Rowan: Reachs for axe
[16:30:59]	John Rowan rolled 68 out of 100.
[16:30:59]	John Rowan used command '/Roll'.
[16:31:09]	[LOOC] John Rowan: I stealing your axe
[16:31:12]	[LOOC] Ethan King: Why can't this fucking cp get knocked out
[16:31:14]	John Rowan used command '/RollStat str'.
[16:31:17]	Alexei Stravolsky used command '/RollStat str'.
[16:31:27]	[LOOC] John Rowan: MY ROCK NOW
[16:31:31]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[16:31:31]	[LOOC] John Rowan: Axe
[16:31:33]	[LOOC] John Rowan: I mean
[16:31:35]	[ME] Justin Bail: hits in head
[16:31:36]	CCA.C08-GRID.i4.69192 entered observer.
[16:31:37]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:31:39]	[ME] Justin Bail: with pipe
[16:31:43]	[LOOC] John Rowan: Isn't your turn
[16:32:03]	[LOOC] John Rowan: my turn?
[16:32:08]	[LOOC] John Rowan: k
[16:32:08]	CCA.C08-GRID.i4.69192 entered observer.
[16:32:09]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:32:25]	[ME] Justin Bail: fucking kicks in the damn face so hard
[16:32:41]	[LOOC] Ethan King: He has a pipe and /me's him kicking the guy
[16:32:48]	[ME] Justin Bail: fucking kicks in the damn face so hard
[16:32:58]	[LOOC] Ethan King: AGHGHGGGHHHGGHGHGHGHGHGGGGHGGGHGHGHGHG
[16:33:00]	[LOOC] CCA.C08-GRID.i4.69192: can you hear me
[16:33:07]	[OOC] CCA.C08-GRID.i4.69192: chicken
[16:33:10]	[OOC] CCA.C08-GRID.i4.69192: can you hear me
[16:33:13]	[LOOC] Justin Bail: yes
[16:33:22]	[ME] Justin Bail: fucking kicks in the damn face so hard
[16:33:29]	Justin Bail used command '/RollStat str'.
[16:33:30]	[LOOC] Ethan King: WHY KICK
[16:33:44]	[LOOC] John Rowan: Lets see were this goes
[16:33:50]	[LOOC] Ethan King: HHAHAHAHAAHAHHAAHAHAHAAHAHHAAH
[16:33:57]	[OOC] Justin Bail: karate
[16:34:02]	[LOOC] John Rowan: Yoink boy
[16:34:05]	[LOOC] Ethan King: I wanna fucking die
[16:34:06]	Jimmy 'Watcher 3' John exited observer at their location.
[16:34:09]	[ME] Justin Bail: hit knee 
[16:34:10]	Jimmy 'Watcher 3' John entered observer.
[16:34:20]	[LOOC] Ethan King: WHY NOT THE FACE
[16:34:21]	[ME] Justin Bail: with pipe
[16:34:29]	Justin Bail used command '/RollStat str'.
[16:34:47]	[LOOC] Justin Bail: k
[16:34:49]	CCA.C08-GRID.i4.69192 rolled 43 out of 100.
[16:34:49]	CCA.C08-GRID.i4.69192 used command '/Roll'.
[16:35:03]	CCA.C08-GRID.i4.69192 used command '/CharSetModel grid models/dpfilms/metropolice/playermodels/pm_resistance_police.mdl'.
[16:35:11]	CCA.C08-GRID.i4.69192 used command '/CharSetModel grid models/dpfilms/metropolice/playermodels/pm_retrocop.mdl'.
[16:35:54]	[ME] Ethan King: Attempts to punch the Cp's face as hard as he can.
[16:36:04]	Ethan King used command '/RollStat str'.
[16:36:07]	[LOOC] Ethan King: WHYYYY
[16:36:20]	[LOOC] Ethan King: What the FUCKKCKCKKKCKCKCKCKCKCKKCKCCCK
[16:36:26]	Jimmy 'Watcher 3' John rolled 41 out of 100.
[16:36:26]	Jimmy 'Watcher 3' John used command '/Roll'.
[16:36:29]	[LOOC] Ethan King: I just wanna die
[16:36:31]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[16:36:42]	[OOC] John Rowan: D&D be really like that dog
[16:36:47]	[OOC] Justin Bail: omfg
[16:36:52]	[OOC] Justin Bail: i lov that\
[16:37:02]	Justin Bail has taken 40 damage from Alexei Stravolsky.
[16:37:02]	Alexei Stravolsky has killed Justin Bail with weapon_stunstick.
[16:37:07]	[LOOC] Ethan King: HAHAHAHAHHA
[16:37:12]	[OOC] Justin Bail: tp back plz
[16:37:50]	Jimmy 'Watcher 3' John ran 'EquipUn' on item 'AR2' (#6320)
[16:37:53]	[IT] CCA.C08-GRID.i4.69192: Upon trying to punch the unit, Ethan goes full retard and punches the wall. He hurts his knuckle and takes 1 HP of damage, D&D style. Now you punch with disadvantage.
[16:37:56]	CCA.C08-GRID.i4.69192 entered observer.
[16:37:59]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:38:10]	[LOOC] Ethan King: I hate existence
[16:38:13]	Dragonbrother7 created the character 'Francis Bellmont'
[16:38:13]	Dragonbrother7 loaded the character 'Francis Bellmont'
[16:38:34]	[ME] Alexei Stravolsky: hits John in the head with the stunstick.
[16:38:36]	John Rowan has taken 40 damage from Alexei Stravolsky.
[16:38:50]	[LOOC] CCA.C08-GRID.i4.69192: wait
[16:38:50]	[LOOC] Ethan King: We've just given up at this point.
[16:38:52]	[LOOC] CCA.C08-GRID.i4.69192: weait
[16:38:53]	[LOOC] CCA.C08-GRID.i4.69192: wait
[16:38:54]	[LOOC] CCA.C08-GRID.i4.69192: so
[16:38:57]	[LOOC] CCA.C08-GRID.i4.69192: roll str
[16:39:00]	Alexei Stravolsky used command '/RollStat str'.
[16:39:04]	[LOOC] CCA.C08-GRID.i4.69192: and then rowan, do a regular flat roll
[16:39:06]	John Rowan used command '/RollStat str'.
[16:39:13]	John Rowan rolled 25 out of 100.
[16:39:13]	John Rowan used command '/Roll'.
[16:39:17]	[LOOC] Ethan King: lmao
[16:39:33]	[IT] CCA.C08-GRID.i4.69192: Rowan gets hit, but since the stunstick is deactivated.
[16:39:40]	[IT] CCA.C08-GRID.i4.69192: They take a hit.
[16:39:49]	CCA.C08-GRID.i4.69192 entered observer.
[16:39:49]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:39:56]	Francis Bellmont used command '/CharFallOver 1'.
[16:39:58]	John Rowan has taken 25 damage from Alexei Stravolsky.
[16:40:01]	CCA.C08-GRID.i4.69192 entered observer.
[16:40:01]	Francis Bellmont has lost 1 token.
[16:40:01]	Francis Bellmont used command '/DropTokens 1'.
[16:40:01]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:40:04]	Francis Bellmont has gained 1 token.
[16:40:13]	[W] Francis Bellmont: Don't forget Hawaii.
[16:40:22]	Francis Bellmont has lost 1 token.
[16:40:22]	Francis Bellmont used command '/DropTokens 1'.
[16:40:25]	Francis Bellmont has gained 1 token.
[16:40:31]	[LOOC] Ethan King: I jsut wanna die
[16:40:35]	[W] Francis Bellmont: Don't forget Hawaii.
[16:40:36]	[W] Francis Bellmont: Don't forget Hawaii.
[16:40:37]	[W] Francis Bellmont: Don't forget Hawaii.
[16:40:46]	[LOOC] John Rowan: who turn is it?
[16:40:50]	[W] Francis Bellmont: Don't forget Hawaii.
[16:40:51]	[W] Francis Bellmont: Don't forget Hawaii.
[16:40:58]	[W] Francis Bellmont: Don't forget Hawaii.
[16:40:59]	[W] Francis Bellmont: Don't forget Hawaii.
[16:40:59]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:00]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:01]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:02]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:03]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:14]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:15]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:16]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:17]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:18]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:19]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:21]	[ME] John Rowan: Uses Stone Axe and hits person right between his eyes using the sharp point
[16:41:22]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:23]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:24]	[OOC] CCA.C08-GRID.i4.69192: What's up francis, welcome to the server. Do you need the content?
[16:41:24]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:29]	[OOC] Francis Bellmont: mhmm
[16:41:30]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:30]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:31]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[16:41:31]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:33]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:33]	[1K-85] J.Heat (STEAM_0:0:143523274) has disconnected (timed out).
[16:41:33]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:34]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:35]	John Rowan used command '/RollStat str'.
[16:41:35]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:36]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:36]	[W] Francis Bellmont: Don't forget Hawaii.
[16:41:40]	CCA.C08-GRID.i4.69192 entered observer.
[16:41:40]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:41:47]	[OOC] CCA.C08-GRID.i4.69192: ightr one sec
[16:41:50]	[LOOC] Ethan King: This is fucked
[16:41:53]	[LOOC] CCA.C08-GRID.i4.69192: /rollstat con
[16:41:56]	Alexei Stravolsky used command '/RollStat con'.
[16:42:04]	[IT] CCA.C08-GRID.i4.69192: He takes a good hit.
[16:42:05]	[LOOC] Ethan King: What a good roll
[16:42:05]	CCA.C08-GRID.i4.69192 entered observer.
[16:42:09]	[W] Francis Bellmont: Don't forget Hawaii.
[16:42:09]	[W] Francis Bellmont: Don't forget Hawaii.
[16:42:10]	[W] Francis Bellmont: Don't forget Hawaii.
[16:42:12]	Alexei Stravolsky has taken 20 damage from John Rowan.
[16:42:12]	[W] Francis Bellmont: Don't forget Hawaii.
[16:42:14]	[W] Francis Bellmont: Don't forget Hawaii.
[16:42:15]	[W] Francis Bellmont: Don't forget Hawaii.
[16:42:15]	[W] Francis Bellmont: Don't forget Hawaii.
[16:42:16]	Alexei Stravolsky has taken 10 damage from John Rowan.
[16:42:16]	[W] Francis Bellmont: Don't forget Hawaii.
[16:42:17]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:42:17]	CCA.C08-GRID.i4.69192 entered observer.
[16:42:17]	[W] Francis Bellmont: Don't forget Hawaii.
[16:42:18]	[W] Francis Bellmont: Don't forget Hawaii.
[16:42:19]	Alexei Stravolsky has taken 10 damage from John Rowan.
[16:42:21]	Alexei Stravolsky has taken 20 damage from John Rowan.
[16:42:22]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:42:23]	CCA.C08-GRID.i4.69192 entered observer.
[16:42:25]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:42:26]	CCA.C08-GRID.i4.69192 entered observer.
[16:42:27]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:42:28]	CCA.C08-GRID.i4.69192 entered observer.
[16:42:29]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:42:43]	[LOOC] Ethan King: This is the biggest retard fest
[16:43:01]	[ME] Ethan King: Tries one more time to bash the Cp in the head.
[16:43:06]	[LOOC] Ethan King: this is my last time
[16:43:10]	[IT] CCA.C08-GRID.i4.69192: BTW alex you're all woozy from being hit so roll with disadvantage.
[16:43:23]	[LOOC] CCA.C08-GRID.i4.69192: roll strength
[16:43:34]	Ethan King used command '/RollStat str'.
[16:43:37]	CCA.C08-GRID.i4.69192 used command '/RollStat con'.
[16:43:47]	[ME] CCA.C08-GRID.i4.69192: is out cold.
[16:43:51]	CCA.C08-GRID.i4.69192 entered observer.
[16:43:51]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:44:04]	[LOOC] Ethan King: wait a minute
[16:44:15]	[LOOC] Ethan King: YOur turn is used up when you come near me.
[16:44:25]	[LOOC] Ethan King: YEE
[16:44:35]	[W] Francis Bellmont: Don't forget Hawaii.
[16:44:35]	[W] Francis Bellmont: Don't forget Hawaii.
[16:44:36]	[LOOC] CCA.C08-GRID.i4.69192: this is true. you have to take a move to go towards him ro to run away
[16:44:37]	[W] Francis Bellmont: Don't forget Hawaii.
[16:44:38]	[W] Francis Bellmont: Don't forget Hawaii.
[16:44:41]	[ME] John Rowan: moves into combat range
[16:44:53]	[ME] Ethan King: Attempts to bash the mans face in.
[16:44:57]	[LOOC] John Rowan: your in combat range now boy
[16:45:03]	Ethan King used command '/RollStat str'.
[16:45:05]	[LOOC] John Rowan: what to roll
[16:45:09]	John Rowan used command '/RollStat str'.
[16:45:20]	[LOOC] Ethan King: I hate life
[16:45:20]	[W] Francis Bellmont: Don't forget Hawaii.
[16:45:23]	[W] Francis Bellmont: Don't forget Hawaii.
[16:45:24]	[W] Francis Bellmont: Don't forget Hawaii.
[16:45:30]	[ME] John Rowan: Trys to hit him out using blunt end of stun stick
[16:45:37]	Ethan King rolled 81 out of 100.
[16:45:37]	Ethan King used command '/Roll'.
[16:45:40]	John Rowan used command '/RollStat str'.
[16:45:46]	[LOOC] John Rowan: roll
[16:45:54]	Ethan King rolled 18 out of 100.
[16:45:54]	Ethan King used command '/Roll'.
[16:45:57]	CCA.C08-GRID.i4.69192 used command '/ToggleRaise'.
[16:46:02]	[LOOC] CCA.C08-GRID.i4.69192: ROWAN
[16:46:04]	[LOOC] CCA.C08-GRID.i4.69192: ROLL NORMAL
[16:46:09]	John Rowan rolled 29 out of 100.
[16:46:09]	John Rowan used command '/Roll'.
[16:46:22]	[LOOC] Ethan King: When did you get the stunstick
[16:46:29]	[1K-85] J.Heat has connected.
[16:46:31]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[16:46:42]	[LOOC] John Rowan: it has blunt ends
[16:46:43]	[LOOC] CCA.C08-GRID.i4.69192: you never got a stunstick bud
[16:46:58]	[LOOC] John Rowan: At the end of the hachet it has a blunt end
[16:47:06]	[LOOC] CCA.C08-GRID.i4.69192: you said stunstick but oh
[16:47:06]	[1K-85] J.Heat loaded the character 'Justin Bail'
[16:47:08]	[LOOC] Ethan King: Guess i dodged and now i attack
[16:47:55]	CCA.C08-GRID.i4.69192 entered observer.
[16:47:55]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:47:56]	CCA.C08-GRID.i4.69192 entered observer.
[16:47:56]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:47:58]	CCA.C08-GRID.i4.69192 entered observer.
[16:48:01]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:48:02]	CCA.C08-GRID.i4.69192 entered observer.
[16:48:02]	[LOOC] John Rowan: Abort Abort
[16:48:03]	Francis Bellmont used command '/CharFallOver 1'.
[16:48:05]	[OOC] Alexei Stravolsky: im back and i still hate all of you
[16:48:06]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:48:08]	[W] Francis Bellmont: Don't forget Hawaii.
[16:48:09]	[W] Francis Bellmont: Don't forget Hawaii.
[16:48:13]	[OOC] CCA.C08-GRID.i4.69192: welcome to the club
[16:48:25]	[ME] Ethan King: After dodging the blunt end of his attack, Ethan again tries to knock him out.
[16:48:37]	[LOOC] Ethan King: YEE
[16:48:38]	[LOOC] John Rowan: wait stat do we use
[16:49:08]	CCA.C08-GRID.i4.69192 entered observer.
[16:49:08]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:49:09]	CCA.C08-GRID.i4.69192 entered observer.
[16:49:10]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:49:26]	[LOOC] Ethan King: lmao
[16:49:31]	[ME] Alexei Stravolsky: tries to hit John in the kneecap with the crowbar
[16:49:44]	[ME] Alexei Stravolsky: stunstick*
[16:49:53]	Francis Bellmont ran 'take' on item 'Nails' (#6631)
[16:49:53]	Francis Bellmont has gained a 'Nails' #6631.
[16:49:56]	Francis Bellmont ran 'take' on item 'Battered Scrap' (#6630)
[16:49:56]	Francis Bellmont has gained a 'Battered Scrap' #6630.
[16:49:56]	Alexei Stravolsky used command '/RollStat str'.
[16:49:58]	Francis Bellmont ran 'take' on item 'Battered Scrap' (#6629)
[16:49:58]	Francis Bellmont has gained a 'Battered Scrap' #6629.
[16:50:00]	John Rowan rolled 25 out of 100.
[16:50:00]	John Rowan used command '/Roll'.
[16:50:03]	Francis Bellmont ran 'take' on item 'Rock' (#6633)
[16:50:03]	Francis Bellmont has gained a 'Rock' #6633.
[16:50:09]	Francis Bellmont ran 'Equip' on item 'Rock' (#6633)
[16:50:10]	John Rowan used command '/RollStat con'.
[16:50:29]	Francis Bellmont ran 'EquipUn' on item 'Rock' (#6633)
[16:50:34]	[OOC] John Rowan: WTF DOES CON FUCKING DO
[16:50:37]	Alexei Stravolsky has taken 5 damage from prop_ragdoll.
[16:50:40]	CCA.C08-GRID.i4.69192 entered observer.
[16:50:40]	CCA.C08-GRID.i4.69192 exited observer at their location.
[16:50:51]	[W] Francis Bellmont: Don't forget Hawaii.
[16:50:52]	[W] Francis Bellmont: Don't forget Hawaii.
[16:50:53]	[W] Francis Bellmont: Don't forget Hawaii.
[16:50:53]	[ME] Justin Bail: stomps on head
[16:50:54]	[W] Francis Bellmont: Don't forget Hawaii.
[16:50:55]	[W] Francis Bellmont: Don't forget Hawaii.
[16:50:56]	[W] Francis Bellmont: Don't forget Hawaii.
[16:50:57]	[W] Francis Bellmont: Don't forget Hawaii.
[16:51:00]	[LOOC] Ethan King: I wanna die
[16:51:03]	Justin Bail used command '/RollStat str'.
[16:51:06]	[LOOC] CCA.C08-GRID.i4.69192: rowan roll con
[16:51:15]	[LOOC] Jimmy 'Watcher 3' John: sad ending
[16:51:28]	[LOOC] John Rowan: what did he roll?
[16:51:31]	CCA.C08-GRID.i4.69192 used command '/RollStat con'.
[16:51:31]	CCA.C08-GRID.i4.69192 has gained 10 tokens.
[16:51:40]	[OOC] John Rowan: what did he roll?
[16:51:41]	[W] Francis Bellmont: Don't forget Hawaii.
[16:51:42]	[W] Francis Bellmont: Don't forget Hawaii.
[16:51:43]	[W] Francis Bellmont: Don't forget Hawaii.
[16:51:44]	[W] Francis Bellmont: Don't forget Hawaii.
[16:51:45]	[LOOC] CCA.C08-GRID.i4.69192: oh you're back
[16:51:45]	[W] Francis Bellmont: Don't forget Hawaii.
