[03:57:41]	PhilipIsBored has connected.
[19:03:12]	Karl Von Habsburg exited observer at their location.
[19:03:12]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[19:03:22]	[OOC] Morgan Beck: Ngl, I had a shitton of fun fucking around with you and that one i5 during a patrol
[19:03:33]	[OOC] CCA.C14-QrM.98240: It was kinda fucky
[19:03:34]	[OOC] Morgan Beck: fucking... just closing and pressing combine locks in observer
[19:03:36]	Morgan Beck has spawned 'models/props_junk/garbage_glassbottle003a.mdl'.
[19:03:42]	Morgan Beck has spawned 'models/props_junk/garbage_glassbottle003a.mdl'.
[19:03:46]	Morgan Beck has spawned 'models/props_junk/garbage_glassbottle003a.mdl'.
[19:03:48]	[OOC] CCA.C14-QrM.98240: PROBABLY JUST THE WIND
[19:03:59]	[OOC] Janet Fraiser: i need my b o o k s
[19:04:02]	[OOC] Morgan Beck: "Probably"
[19:04:06]	Morgan Beck has spawned 'models/props_junk/watermelon01.mdl'.
[19:04:12]	Morgan Beck has spawned 'models/props_junk/glassjug01.mdl'.
[19:04:21]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[19:04:38]	[OOC] Morgan Beck: i really need to figure out a gambling system that isn't just rolling 
[19:04:44]	Morgan Beck has spawned 'models/props_lab/Cleaver.mdl'.
[19:04:46]	Karl Von Habsburg has spawned a 'NPC [2845][npc_combine_s]'.
[19:04:51]	Morgan Beck has spawned 'models/props_lab/chess.mdl'.
[19:04:52]	Karl Von Habsburg has taken 6 damage from npc_combine_s.
[19:04:53]	Karl Von Habsburg has taken 10 damage from npc_combine_s.
[19:04:55]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[19:05:02]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[19:05:03]	Karl Von Habsburg has taken 25 damage from npc_grenade_frag.
[19:05:05]	Karl Von Habsburg entered observer.
[19:05:11]	Karl Von Habsburg has spawned a 'NPC [2569][npc_combine_s]'.
[19:05:13]	Karl Von Habsburg exited observer at their location.
[19:05:25]	Karl Von Habsburg has taken 0 damage from npc_combine_s.
[19:05:27]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[19:05:28]	Karl Von Habsburg has taken 0 damage from npc_combine_s.
[19:05:31]	Morgan Beck entered observer.
[19:05:38]	Karl Von Habsburg has taken 2 damage from npc_combine_s.
[19:05:38]	Morgan Beck used the 'Storage' vendor.
[19:05:41]	CCA.C14-QrM.98240 used command '/Radio Unit going 10-7, database has been manually updated to fit the resupply'.
[19:05:46]	FB|| light ROOM loaded the character 'Gordo Kin'
[19:05:51]	Gordo Kin ran 'EquipUn' on item 'Combine Hazmat Worker Outfit' (#18600)
[19:05:54]	Karl Von Habsburg has taken 0 damage from npc_combine_s.
[19:05:55]	Karl Von Habsburg has taken 2 damage from npc_combine_s.
[19:06:01]	Karl Von Habsburg has taken 0 damage from npc_combine_s.
[19:06:02]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[19:06:02]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[19:06:02]	npc_combine_s has killed Karl Von Habsburg.
[19:06:05]	[OOC] Gordo Kin: that moment when you spawn in the trainstation wearing your Hazmat suit
[19:06:07]	Karl Von Habsburg entered observer.
[19:06:12]	[OOC] Karl Von Habsburg: lmao
[19:06:13]	[OOC] Morgan Beck: F, I can get ya
[19:06:22]	Karl Von Habsburg exited observer at their location.
[19:06:24]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[19:06:24]	Morgan Beck exited observer at their location.
[19:06:24]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[19:06:27]	Morgan Beck entered observer.
[19:06:31]	[OOC] Gordo Kin: Eh, no problem.
[19:06:31]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[19:06:32]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[19:06:39]	Karl Von Habsburg has taken 2 damage from npc_combine_s.
[19:06:43]	Karl Von Habsburg has taken 2 damage from npc_combine_s.
[19:06:44]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[19:06:44]	Karl Von Habsburg has taken 2 damage from npc_combine_s.
[19:06:44]	[OOC] Gordo Kin: Nobody saw me atleast ;-;
[19:06:45]	Karl Von Habsburg has taken 0 damage from npc_combine_s.
[19:06:45]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[19:06:46]	Karl Von Habsburg has taken 2 damage from npc_combine_s.
[19:06:50]	[OOC] Morgan Beck: You sure?
[19:07:16]	Karl Von Habsburg has spawned a 'NPC [2569][npc_combine_s]'.
[19:07:17]	Karl Von Habsburg has spawned a 'NPC [2876][npc_combine_s]'.
[19:07:17]	Karl Von Habsburg has taken 18 damage from npc_combine_s.
[19:07:18]	Karl Von Habsburg has taken 18 damage from npc_combine_s.
[19:07:18]	Karl Von Habsburg has spawned a 'NPC [2878][npc_combine_s]'.
[19:07:20]	Karl Von Habsburg has taken 3 damage from npc_combine_s.
[19:07:21]	[OOC] Gordo Kin: I won't amswer that qustion
[19:07:23]	Karl Von Habsburg has taken 2 damage from npc_combine_s.
[19:07:27]	[OOC] Gordo Kin: Question*
[19:07:28]	Karl Von Habsburg has taken 18 damage from npc_grenade_frag.
[19:07:31]	Karl Von Habsburg has taken 18 damage from npc_combine_s.
[19:07:31]	npc_combine_s has killed Karl Von Habsburg.
[19:07:32]	[OOC] Morgan Beck: I meant like, you sure you don't want a TP?
[19:07:35]	Karl Von Habsburg entered observer.
[19:07:55]	[OOC] Gordo Kin: Yeah no problem, i was gonna go topside either way so this just makes my job easier
[19:07:58]	Karl Von Habsburg has spawned a 'NPC [2852][npc_combine_s]'.
[19:07:59]	Karl Von Habsburg has spawned a 'NPC [2864][npc_combine_s]'.
[19:07:59]	[OOC] Morgan Beck: Kk
[19:08:02]	Karl Von Habsburg has spawned a 'NPC [2875][npc_zombie]'.
[19:08:03]	Karl Von Habsburg has spawned a 'NPC [2876][npc_zombie]'.
[19:08:05]	Karl Von Habsburg has spawned a 'NPC [2877][npc_zombie]'.
[19:08:34]	Karl Von Habsburg has spawned a 'NPC [2852][npc_combine_s]'.
[19:08:35]	Karl Von Habsburg has spawned a 'NPC [2872][npc_combine_s]'.
[19:08:40]	Morgan Beck exited observer at their location.
[19:08:43]	Morgan Beck entered observer.
[19:08:44]	Morgan Beck exited observer at their location.
[19:08:47]	Morgan Beck entered observer.
[19:08:48]	Morgan Beck exited observer at their location.
[19:09:16]	Morgan Beck entered observer.
[19:09:20]	[OOC] Gordo Kin: Wasn't Q making a seperate edited variant of this map?
[19:09:20]	Morgan Beck exited observer at their location.
[19:09:21]	Morgan Beck entered observer.
[19:09:21]	Morgan Beck exited observer at their location.
[19:09:23]	Karl Von Habsburg has spawned a 'NPC [2872][npc_zombie]'.
[19:09:26]	[OOC] Morgan Beck: He is.
[19:09:34]	[OOC] Morgan Beck: Nothing major tho
[19:09:37]	[OOC] Gordo Kin: Noice
[19:09:45]	[OOC] Morgan Beck: He just wants to add in some things for RP. Xen, possibly Race-X area
[19:09:53]	[OOC] Gordo Kin: Sounds pretty gamer
[19:09:58]	[OOC] Morgan Beck: Yee
[19:10:15]	Morgan Beck entered observer.
[19:10:15]	Morgan Beck exited observer at their location.
[19:10:20]	Morgan Beck entered observer.
[19:10:23]	Morgan Beck exited observer at their location.
[19:10:32]	Karl Von Habsburg exited observer at their location.
[19:10:34]	Karl Von Habsburg entered observer.
[19:10:46]	Karl Von Habsburg has spawned a 'NPC [2852][npc_combine_s]'.
[19:10:49]	Karl Von Habsburg has spawned a 'NPC [2872][npc_combine_s]'.
[19:10:50]	Ollie Garner loaded the character 'OTA.C14-ECHO.OWC.13228'
[19:10:53]	Karl Von Habsburg has spawned a 'NPC [2841][npc_combine_s]'.
[19:11:06]	Karl Von Habsburg exited observer at their location.
[19:11:09]	OTA.C14-ECHO.OWC.13228 used command '/Radio Unit is out of stasis, resuming QZ guarding.'.
[19:11:12]	OTA.C14-ECHO.OWC.13228 used command '/adminspawnmenu'.
[19:11:17]	Karl Von Habsburg entered observer.
[19:11:18]	OTA.C14-ECHO.OWC.13228 has spawned "XM31 OICW"
[19:11:20]	Karl Von Habsburg exited observer at their location.
[19:11:25]	OTA.C14-ECHO.OWC.13228 entered observer.
[19:11:26]	Karl Von Habsburg entered observer.
[19:11:27]	Karl Von Habsburg exited observer at their location.
[19:11:35]	Karl Von Habsburg used command '/adminspawnmenu'.
[19:11:40]	Karl Von Habsburg has spawned "Health Kit"
[19:11:42]	Karl Von Habsburg ran 'take' on item 'Health Kit' (#22150)
[19:11:42]	Karl Von Habsburg has gained a 'Health Kit' #22150.
[19:11:53]	OTA.C14-ECHO.OWC.13228 used command '/CharGiveItem 13228 XM31 OICW 1'.
[19:11:57]	OTA.C14-ECHO.OWC.13228 ran 'EquipUn' on item 'AR2' (#8992)
[19:12:13]	Karl Von Habsburg has spawned a 'NPC [2842][npc_turret_floor]'.
[19:12:21]	OTA.C14-ECHO.OWC.13228 used command '/CharGiveItem ECHO XM31 OICW 1'.
[19:12:36]	Karl Von Habsburg entered observer.
[19:12:58]	OTA.C14-ECHO.OWC.13228 ran 'drop' on item 'AR2' (#8992)
[19:12:58]	OTA.C14-ECHO.OWC.13228 has lost a 'AR2' #8992.
[19:13:00]	Karl Von Habsburg exited observer at their location.
[19:13:01]	OTA.C14-ECHO.OWC.13228 destroyed a 'AR2' #8992.
[19:13:06]	Karl Von Habsburg entered observer.
[19:13:14]	Gordo Kin ran 'Equip' on item 'Combine Hazmat Worker Outfit' (#18600)
[19:13:20]	OTA.C14-ECHO.OWC.13228 has gained a 'XM31 OICW' #22151.
[19:13:20]	OTA.C14-ECHO.OWC.13228 used command '/CharGiveItem ECHO XM31 OICW 1'.
[19:13:22]	OTA.C14-ECHO.OWC.13228 ran 'Equip' on item 'XM31 OICW' (#22151)
[19:13:22]	OTA.C14-ECHO.OWC.13228 exited observer at their location.
[19:13:31]	Gordo Kin used command '/CharDesc'.
[19:13:32]	Karl Von Habsburg has spawned a 'NPC [2842][npc_combine_s]'.
[19:13:33]	Janet Fraiser ran 'take' on item 'The Black Cat' (#22132)
[19:13:33]	Janet Fraiser has gained a 'The Black Cat' #22132.
[19:13:35]	Karl Von Habsburg has spawned a 'NPC [1262][npc_combine_s]'.
[19:13:35]	Gordo Kin used command '/CharDesc The civvie stands before you in a light blue shirt with a beanie on. He's pretty basic with brown eyes and some messy black hair coming out of his beanie.'.
[19:13:47]	[OOC] Gordo Kin: Brb
[19:13:49]	OTA.C14-ECHO.OWC.13228 ran 'Equip' on item '.9mm Pistol' (#8989)
[19:14:14]	Janet Fraiser ran 'Read' on item 'The Black Cat' (#22132)
[19:14:29]	Karl Von Habsburg has spawned a 'Entity [2615][npc_wall_pounding_zombie]'.
[19:14:46]	Karl Von Habsburg has spawned a 'Entity [2872][npc_wall_pounding_zombie]'.
[19:14:54]	OTA.C14-ECHO.OWC.13228 used command '/Radio Beginning check of the QZ entrance, will report status.'.
[19:15:06]	[OOC] Janet Fraiser: oh jesus
[19:15:09]	[OOC] Gordo Kin: ?
[19:15:12]	Karl Von Habsburg has spawned a 'NPC [2877][npc_zombie]'.
[19:15:15]	OTA.C14-ECHO.OWC.13228 has taken 3 damage from npc_turret_floor.
[19:15:15]	OTA.C14-ECHO.OWC.13228 has taken 3 damage from npc_turret_floor.
[19:15:15]	OTA.C14-ECHO.OWC.13228 has taken 3 damage from npc_turret_floor.
[19:15:15]	OTA.C14-ECHO.OWC.13228 has taken 3 damage from npc_turret_floor.
[19:15:15]	OTA.C14-ECHO.OWC.13228 has taken 3 damage from npc_turret_floor.
[19:15:16]	OTA.C14-ECHO.OWC.13228 has taken 3 damage from npc_turret_floor.
[19:15:16]	OTA.C14-ECHO.OWC.13228 has taken 3 damage from npc_turret_floor.
[19:15:19]	[OOC] Janet Fraiser: zombie
[19:15:22]	OTA.C14-ECHO.OWC.13228 used command '/Radio Shit'.
[19:15:24]	[OOC] Gordo Kin: truly
[19:15:33]	OTA.C14-ECHO.OWC.13228 used command '/Radio Turrets appears to be dysfuntional.'.
[19:15:46]	[OOC] Janet Fraiser: fucker is trying to get into my shop
[19:15:54]	Gordo Kin ran 'EquipUn' on item 'Combine Hazmat Worker Outfit' (#18600)
[19:15:55]	OTA.C14-ECHO.OWC.13228 used command '/Radio Removal of turrets starting now.'.
[19:15:59]	[OOC] Gordo Kin: NICE
[19:16:23]	Karl Von Habsburg has spawned a 'NPC [2877][npc_zombie]'.
[19:16:25]	Karl Von Habsburg exited observer at their location.
[19:16:26]	Karl Von Habsburg entered observer.
[19:16:34]	Karl Von Habsburg has spawned a 'NPC [2175][npc_zombie]'.
[19:16:37]	OTA.C14-ECHO.OWC.13228 used command '/Radio QZ status is...'.
[19:16:39]	OTA.C14-ECHO.OWC.13228 used command '/Radio Green.'.
[19:16:57]	[Y] Janet Fraiser: HELP.
[19:16:57]	Gordo Kin has taken 10 damage from npc_zombie.
[19:17:01]	OTA.C14-ECHO.OWC.13228 entered observer.
[19:17:05]	[OOC] Gordo Kin: Why isn't he dying?
[19:17:13]	[OOC] Gordo Kin: Finally
[19:17:14]	OTA.C14-ECHO.OWC.13228 exited observer at their location.
[19:17:17]	[LOOC] Gordo Kin: Bruh
[19:17:18]	Karl Von Habsburg has spawned a 'NPC [2175][npc_headcrab]'.
[19:17:21]	Karl Von Habsburg exited observer at their location.
[19:17:22]	Karl Von Habsburg entered observer.
[19:17:25]	Gordo Kin has taken 5 damage from npc_headcrab.
[19:17:27]	Gordo Kin has taken 5 damage from npc_headcrab.
[19:17:36]	[Y] Janet Fraiser: THERE'S A ZOMBIE BY THE TRAINSTATION.
[19:17:38]	[OOC] OTA.C14-ECHO.OWC.13228: By the way, since Q is the only CP, go ahead and flag up since he's AFK
[19:17:43]	[OOC] Gordo Kin: BET
[19:17:47]	FB|| light ROOM loaded the character 'CCA.C14-UNION.EpU.72633'
[19:18:00]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit is 10-8, status is green. Updating 10-20 to Plaza'.
[19:18:12]	OTA.C14-ECHO.OWC.13228 used command '/Radio Citizen just said there's a zombie near the trainstation'.
[19:18:15]	[OOC] Janet Fraiser: why
[19:18:23]	CCA.C14-UNION.EpU.72633 used command '/Radio Copy, investigating'.
[19:18:24]	[OOC] Janet Fraiser: why is there a dead zombie in my shop
[19:18:30]	OTA.C14-ECHO.OWC.13228 used command '/Radio Go check it out. I'm keeping my guard at the QZ.'.
[19:18:45]	CCA.C14-UNION.EpU.72633 used command '/Radio I'll need a resupply afterwards'.
[19:19:00]	OTA.C14-ECHO.OWC.13228 used command '/Radio 10-4. I'll call up a QrM in a few moments.'.
[19:19:04]	CCA.C14-UNION.EpU.72633 used command '/Radio Good'.
[19:19:23]	Karl Von Habsburg has spawned 'models/props_interiors/Furniture_chair01a.mdl'.
[19:19:24]	[OOC] CCA.C14-UNION.EpU.72633: Pain can you spawn the actual corpses
[19:19:37]	[OOC] CCA.C14-UNION.EpU.72633: So a headcrab and a Xombie
[19:19:41]	[OOC] CCA.C14-UNION.EpU.72633: Zombie*
[19:19:45]	[OOC] Karl Von Habsburg: Ok 
[19:19:50]	[OOC] CCA.C14-UNION.EpU.72633: Good
[19:19:54]	Karl Von Habsburg has spawned 'models/Zombie/Classic.mdl'.
[19:20:01]	Janet Fraiser ran 'take' on item 'Chicken Nugget' (#18614)
[19:20:01]	Janet Fraiser has gained a 'Chicken Nugget' #18614.
[19:20:06]	[OOC] Janet Fraiser: i found nuggets
[19:20:08]	Janet Fraiser ran 'take' on item 'Chicken Nugget' (#18619)
[19:20:08]	Janet Fraiser has gained a 'Chicken Nugget' #18619.
[19:20:09]	[OOC] OTA.C14-ECHO.OWC.13228: honestly, I can't wait for the day where I get damaged as a OTA for my mask to breach.
[19:20:19]	[OOC] OTA.C14-ECHO.OWC.13228: It looks so genuienly cool
[19:20:19]	[OOC] CCA.C14-UNION.EpU.72633: That would be kinda fucked
[19:20:44]	Karl Von Habsburg has spawned a 'Entity [686][npc_attacking_slumped_zambo]'.
[19:20:47]	OTA.C14-ECHO.OWC.13228 used command '/Radio Status?'.
[19:20:54]	OTA.C14-ECHO.OWC.13228 entered observer.
[19:21:03]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit reporting, one dead necrotic in a shop. And a parasitic near a broken oil-tank'.
[19:21:09]	OTA.C14-ECHO.OWC.13228 exited observer at their location.
[19:21:10]	Karl Von Habsburg has spawned a 'Entity [686][npc_attacking_slumped_zambo]'.
[19:21:11]	OTA.C14-ECHO.OWC.13228 used command '/Radio 10-4'.
[19:21:15]	[LOOC] CCA.C14-UNION.EpU.72633: It's their IC
[19:21:27]	Janet Fraiser ran 'drop' on item 'The Black Cat' (#22132)
[19:21:27]	Janet Fraiser has lost a 'The Black Cat' #22132.
[19:21:37]	Janet Fraiser ran 'drop' on item 'Chicken Nugget' (#18614)
[19:21:37]	Janet Fraiser has lost a 'Chicken Nugget' #18614.
[19:21:38]	Janet Fraiser ran 'drop' on item 'Chicken Nugget' (#18619)
[19:21:38]	Janet Fraiser has lost a 'Chicken Nugget' #18619.
[19:21:46]	[OOC] OTA.C14-ECHO.OWC.13228: ngl, I find it terrifying that zombines don't speak in backwards like the normal zombies do.
[19:21:54]	[OOC] Karl Von Habsburg: yes
[19:22:00]	CCA.C14-UNION.EpU.72633 used command '/Radio I have viscon on a Necrotic 10-20 Plaza. Amputating'.
[19:22:05]	OTA.C14-ECHO.OWC.13228 used command '/Radio 10-4.'.
[19:22:14]	Karl Von Habsburg has spawned a 'Entity [689][npc_citizen_with_luggage_walking]'.
[19:22:15]	CCA.C14-UNION.EpU.72633 used command '/Radio Amputated'.
[19:22:18]	Karl Von Habsburg exited observer at their location.
[19:22:23]	OTA.C14-ECHO.OWC.13228 used command '/Radio Copy'.
[19:22:27]	Karl Von Habsburg entered observer.
[19:22:39]	Karl Von Habsburg has spawned a 'Entity [2886][npc_wall_pounding_zombie]'.
[19:22:47]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit moving for a resupply'.
[19:22:55]	Ollie Garner loaded the character 'CCA.C14-QrM.90322'
[19:22:58]	CCA.C14-QrM.90322 entered observer.
[19:23:04]	CCA.C14-QrM.90322 exited observer at their location.
[19:23:16]	CCA.C14-QrM.90322 used command '/Radio Ugh, 10-4.'.
[19:23:49]	CCA.C14-QrM.90322 used the 'Armory Supply' vendor.
[19:24:01]	CCA.C14-QrM.90322 has gained 0 tokens.
[19:24:01]	CCA.C14-QrM.90322 has gained a '9mm Pistol Magazine' #22152.
[19:24:01]	CCA.C14-QrM.90322 has gained 0 tokens.
[19:24:01]	CCA.C14-QrM.90322 has gained a '9mm Pistol Magazine' #22153.
[19:24:02]	CCA.C14-QrM.90322 has gained 0 tokens.
[19:24:02]	CCA.C14-QrM.90322 has gained a '9mm Pistol Magazine' #22154.
[19:24:07]	CCA.C14-QrM.90322 has gained 0 tokens.
[19:24:07]	CCA.C14-QrM.90322 has gained a 'Pulse Ammunition' #22155.
[19:24:07]	CCA.C14-QrM.90322 has gained 0 tokens.
[19:24:07]	CCA.C14-QrM.90322 has gained a 'Pulse Ammunition' #22156.
[19:24:08]	CCA.C14-QrM.90322 has gained 0 tokens.
[19:24:08]	CCA.C14-QrM.90322 has gained a 'Pulse Ammunition' #22157.
[19:24:09]	CCA.C14-QrM.90322 has gained 0 tokens.
[19:24:09]	CCA.C14-QrM.90322 has gained a 'Pulse Ammunition' #22158.
[19:24:20]	CCA.C14-QrM.90322 ran 'drop' on item 'Pulse Ammunition' (#22155)
[19:24:20]	CCA.C14-QrM.90322 has lost a 'Pulse Ammunition' #22155.
[19:24:21]	CCA.C14-QrM.90322 ran 'drop' on item 'Pulse Ammunition' (#22156)
[19:24:21]	CCA.C14-QrM.90322 has lost a 'Pulse Ammunition' #22156.
[19:24:21]	CCA.C14-UNION.EpU.72633 ran 'take' on item 'Pulse Ammunition' (#22155)
[19:24:21]	CCA.C14-UNION.EpU.72633 has gained a 'Pulse Ammunition' #22155.
[19:24:22]	CCA.C14-QrM.90322 ran 'drop' on item 'Pulse Ammunition' (#22157)
[19:24:22]	CCA.C14-QrM.90322 has lost a 'Pulse Ammunition' #22157.
[19:24:23]	CCA.C14-UNION.EpU.72633 ran 'take' on item 'Pulse Ammunition' (#22156)
[19:24:23]	CCA.C14-UNION.EpU.72633 has gained a 'Pulse Ammunition' #22156.
[19:24:23]	CCA.C14-QrM.90322 ran 'drop' on item 'Pulse Ammunition' (#22158)
[19:24:23]	CCA.C14-QrM.90322 has lost a 'Pulse Ammunition' #22158.
[19:24:26]	CCA.C14-UNION.EpU.72633 ran 'take' on item 'Pulse Ammunition' (#22158)
[19:24:26]	CCA.C14-UNION.EpU.72633 has gained a 'Pulse Ammunition' #22158.
[19:24:28]	CCA.C14-UNION.EpU.72633 ran 'take' on item 'Pulse Ammunition' (#22157)
[19:24:28]	CCA.C14-UNION.EpU.72633 has gained a 'Pulse Ammunition' #22157.
[19:24:29]	CCA.C14-QrM.90322 ran 'drop' on item '9mm Pistol Magazine' (#22154)
[19:24:29]	CCA.C14-QrM.90322 has lost a '9mm Pistol Magazine' #22154.
[19:24:30]	CCA.C14-QrM.90322 ran 'drop' on item '9mm Pistol Magazine' (#22152)
[19:24:30]	CCA.C14-QrM.90322 has lost a '9mm Pistol Magazine' #22152.
[19:24:31]	CCA.C14-QrM.90322 ran 'drop' on item '9mm Pistol Magazine' (#22153)
[19:24:31]	CCA.C14-QrM.90322 has lost a '9mm Pistol Magazine' #22153.
[19:24:35]	CCA.C14-QrM.90322 used the 'Armory Supply' vendor.
[19:24:36]	[OOC] CCA.C14-UNION.EpU.72633: I wish we had calibers for pulse ammo ;-;
[19:24:38]	CCA.C14-UNION.EpU.72633 ran 'take' on item '9mm Pistol Magazine' (#22152)
[19:24:38]	CCA.C14-UNION.EpU.72633 has gained a '9mm Pistol Magazine' #22152.
[19:24:40]	CCA.C14-UNION.EpU.72633 ran 'take' on item '9mm Pistol Magazine' (#22154)
[19:24:40]	CCA.C14-UNION.EpU.72633 has gained a '9mm Pistol Magazine' #22154.
[19:24:41]	CCA.C14-UNION.EpU.72633 ran 'take' on item '9mm Pistol Magazine' (#22153)
[19:24:41]	CCA.C14-UNION.EpU.72633 has gained a '9mm Pistol Magazine' #22153.
[19:24:50]	CCA.C14-QrM.90322 has gained 0 tokens.
[19:24:50]	CCA.C14-QrM.90322 has gained a 'Grenade' #22159.
[19:24:58]	[OOC] CCA.C14-UNION.EpU.72633: So the pulse ammo for OICW is smaller than the AR2's pulse ammo
[19:25:04]	CCA.C14-QrM.90322 ran 'drop' on item 'Grenade' (#22159)
[19:25:04]	CCA.C14-QrM.90322 has lost a 'Grenade' #22159.
[19:25:07]	CCA.C14-UNION.EpU.72633 ran 'take' on item 'Grenade' (#22159)
[19:25:07]	CCA.C14-UNION.EpU.72633 has gained a 'Grenade' #22159.
[19:25:18]	Karl Von Habsburg has spawned a 'Entity [1262][npc_wall_pounding_zombie]'.
[19:25:22]	CCA.C14-UNION.EpU.72633 ran 'use' on item 'Pulse Ammunition' (#22158)
[19:25:22]	CCA.C14-UNION.EpU.72633 ran 'use' on item 'Pulse Ammunition' (#22157)
[19:25:23]	CCA.C14-UNION.EpU.72633 ran 'use' on item 'Pulse Ammunition' (#22156)
[19:25:24]	CCA.C14-UNION.EpU.72633 ran 'use' on item 'Pulse Ammunition' (#22155)
[19:25:24]	CCA.C14-UNION.EpU.72633 ran 'use' on item '9mm Pistol Magazine' (#22152)
[19:25:25]	CCA.C14-UNION.EpU.72633 ran 'use' on item '9mm Pistol Magazine' (#22154)
[19:25:25]	CCA.C14-UNION.EpU.72633 ran 'use' on item '9mm Pistol Magazine' (#22153)
[19:25:30]	Ollie Garner loaded the character 'OTA.C14-ECHO.OWC.13228'
[19:25:31]	OTA.C14-ECHO.OWC.13228 entered observer.
[19:25:41]	OTA.C14-ECHO.OWC.13228 exited observer at their location.
[19:26:15]	Ollie Garner loaded the character 'Morgan Beck'
