[00:00:00]	[OOC] Rodriguo Ouh: early
[23:21:25]	[LOOC] CCA.C14-UNION.i5.36307: how the fuck do i work anything in there
[23:21:30]	[LOOC] CCA.C14-UNION.EpU.72633: IC
[23:21:31]	Dispatch used command '/Dispatch Attention, please. All able-bodied citizens are to report to the metalworking factory immedaiately.'.
[23:21:32]	Dispatch entered observer.
[23:21:33]	[OOC] Emily Brown: i didnt hear
[23:21:34]	[OOC] Dispatch: i can spell
[23:21:34]	[OOC] Emily Brown: oh ok
[23:21:37]	[LOOC] CCA.C14-UNION.i5.36307: /me?
[23:21:46]	[OOC] Emily Brown: immedaiately
[23:21:49]	[OOC] CCA.C14-UNION.EpU.72633: One sec I gotta switch chars
[23:21:52]	FB|| light ROOM loaded the character 'CCA.C14-QrM.98240'
[23:21:53]	matt saton loaded the character 'James Albright'
[23:21:54]	James Albright entered observer.
[23:22:03]	[OOC] CCA.C14-QrM.98240: Because I have to give the worker suits
[23:22:04]	CCA.C14-QrM.98240 used the 'Armory Supply' vendor.
[23:22:05]	[OOC] Emily Brown: have the i5 oversee it
[23:22:11]	James Albright exited observer at their location.
[23:22:12]	James Albright entered observer.
[23:22:12]	James Albright exited observer at their location.
[23:22:15]	[OOC] Emily Brown: deliver the suits go back to nexus and switch to citizen
[23:22:18]	James Albright has spawned a 'Entity [2862][ix_station_airpressurizer]'.
[23:22:19]	[LOOC] CCA.C14-QrM.98240: One sec
[23:22:24]	[LOOC] CCA.C14-QrM.98240: now tlak
[23:22:32]	[LOOC] CCA.C14-QrM.98240: Fuck
[23:22:57]	James Albright entered observer.
[23:22:58]	James Albright exited observer at their location.
[23:22:59]	James Albright entered observer.
[23:23:03]	CCA.C14-UNION.i5.36307 has gained 10 tokens.
[23:23:07]	James Albright exited observer at their location.
[23:24:03]	[LOOC] CCA.C14-QrM.98240: Yes or no?
[23:24:11]	James Albright has spawned 'models/props_canal/mattpipe.mdl'.
[23:24:28]	James Albright entered observer.
[23:24:41]	CCA.C14-QrM.98240 has taken 100 damage from gmod_wheel.
[23:24:41]	CCA.C14-QrM.98240 has taken 100 damage from gmod_wheel.
[23:24:41]	gmod_wheel has killed CCA.C14-QrM.98240.
[23:24:44]	[OOC] CCA.C14-QrM.98240: FU-
[23:24:51]	[OOC] James Albright: that is why i sadi to watch out
[23:24:51]	[OOC] CCA.C14-UNION.i5.36307: what the fuck
[23:24:55]	[OOC] Harrison Godswilk: nice work.
[23:24:59]	[OOC] James Albright: to get props through the uh
[23:25:00]	[OOC] CCA.C14-QrM.98240: I was moving ;-;
[23:25:00]	[OOC] Harrison Godswilk: AJ ACTIVATED. RUN.
[23:25:09]	[OOC] James Albright: through the forcefield
[23:25:15]	[OOC] CCA.C14-QrM.98240: You gave me like three seconds to move ;-;
[23:25:52]	James Albright used command '/adminspawnmenu'.
[23:25:57]	[OOC] Harrison Godswilk: 3 seconds is a lot more than the human reaction time
[23:26:04]	[ME] CCA.C14-QrM.98240: Grabs onto his and hurls it up onto the platform
[23:26:07]	James Albright used command '/CharGiveItem james empty combine air tank'.
[23:26:11]	James Albright used command '/CharGiveItem james empty combine air tank'.
[23:26:13]	[LOOC] CCA.C14-QrM.98240: It* I can grammer right I swear
[23:26:14]	James Albright ran 'Eat' on item 'Chicken Nugget' (#21132)
[23:26:16]	James Albright ran 'Eat' on item 'Chicken Nugget' (#21137)
[23:26:16]	James Albright ran 'Eat' on item 'Chicken Nugget' (#21143)
[23:26:18]	James Albright has gained a 'Empty Combine Air Tank' #21184.
[23:26:18]	James Albright used command '/CharGiveItem james empty combine air tank'.
[23:26:20]	James Albright ran 'Eat' on item 'Chicken Nugget' (#21133)
[23:26:21]	James Albright has gained a 'Empty Combine Air Tank' #21185.
[23:26:21]	James Albright used command '/CharGiveItem james empty combine air tank'.
[23:26:24]	James Albright ran 'Eat' on item 'UU Brand Cigarette' (#18992)
[23:26:25]	James Albright ran 'Eat' on item 'Chicken Nugget' (#21142)
[23:26:27]	James Albright has gained a 'Empty Combine Air Tank' #21186.
[23:26:27]	James Albright used command '/CharGiveItem james empty combine air tank'.
[23:26:30]	[LOOC] Harrison Godswilk: grammar
[23:26:36]	James Albright opened the '' #1828 container.
[23:26:43]	James Albright closed the '' #1828 container.
[23:26:52]	CCA.C14-QrM.98240 has gained 10 tokens.
[23:26:53]	James Albright ran 'drop' on item 'Empty Combine Air Tank' (#21184)
[23:26:53]	James Albright has lost a 'Empty Combine Air Tank' #21184.
[23:26:54]	James Albright ran 'drop' on item 'Empty Combine Air Tank' (#21186)
[23:26:54]	James Albright has lost a 'Empty Combine Air Tank' #21186.
[23:26:55]	James Albright ran 'drop' on item 'Empty Combine Air Tank' (#21185)
[23:26:55]	James Albright has lost a 'Empty Combine Air Tank' #21185.
[23:26:58]	James Albright entered observer.
[23:27:00]	James Albright has gained a 'Empty Combine Air Tank' #21187.
[23:27:00]	James Albright used command '/CharGiveItem james empty combine air tank'.
[23:27:01]	James Albright has gained a 'Empty Combine Air Tank' #21188.
[23:27:01]	James Albright used command '/CharGiveItem james empty combine air tank'.
[23:27:02]	James Albright has gained a 'Empty Combine Air Tank' #21189.
[23:27:02]	James Albright used command '/CharGiveItem james empty combine air tank'.
[23:27:02]	James Albright used command '/CharGiveItem james empty combine air tank'.
[23:27:03]	James Albright used command '/CharGiveItem james empty combine air tank'.
[23:27:04]	James Albright used command '/CharGiveItem james empty combine air tank'.
[23:27:04]	James Albright used command '/CharGiveItem james empty combine air tank'.
[23:27:06]	James Albright used command '/CharGiveItem james empty combine air tank'.
[23:27:08]	[ME] Emily Brown: grips the thing, pulling it across
[23:27:34]	[W] Emily Brown: Fucking idiots.
[23:27:50]	James Albright used command '/CharAddAttribute i5 eng 5'.
[23:27:52]	[ME] CCA.C14-QrM.98240: Picks it up right and gets it onto its wheels
[23:28:03]	CCA.C14-UNION.i5.36307 has gained 10 tokens.
[23:28:09]	[LOOC] CCA.C14-UNION.i5.36307: wtf
[23:28:09]	[OOC] CCA.C14-QrM.98240: Q I'm getting it onto its wheels you cuck
[23:28:48]	[OOC] James Albright: if you hear a giant explosion
[23:28:50]	[OOC] James Albright: don't worry
[23:28:52]	[OOC] James Albright: it's normal
[23:28:59]	[OOC] Harrison Godswilk: nuked the nexus btw
[23:29:11]	FB|| light ROOM loaded the character 'CCA.C14-UNION.EpU.72633'
[23:29:16]	James Albright used command '/PM i5 there's suits in the cabient'.
[23:29:20]	CCA.C14-UNION.i5.36307 opened the '' #1828 container.
[23:29:23]	CCA.C14-UNION.i5.36307 has gained a 'Combine Worker Outfit' #19160.
[23:29:25]	CCA.C14-UNION.i5.36307 has gained a 'Combine Worker Outfit' #19163.
[23:29:26]	CCA.C14-UNION.i5.36307 closed the '' #1828 container.
[23:29:32]	[LOOC] Harrison Godswilk: aye aye, captain!
[23:29:40]	CCA.C14-UNION.i5.36307 ran 'drop' on item 'Combine Worker Outfit' (#19160)
[23:29:40]	CCA.C14-UNION.i5.36307 has lost a 'Combine Worker Outfit' #19160.
[23:29:40]	James Albright ran 'drop' on item 'Empty Combine Air Tank' (#21187)
[23:29:40]	James Albright has lost a 'Empty Combine Air Tank' #21187.
[23:29:42]	James Albright ran 'drop' on item 'Empty Combine Air Tank' (#21188)
[23:29:42]	James Albright has lost a 'Empty Combine Air Tank' #21188.
[23:29:42]	James Albright ran 'drop' on item 'Empty Combine Air Tank' (#21189)
[23:29:42]	James Albright has lost a 'Empty Combine Air Tank' #21189.
[23:29:45]	CCA.C14-UNION.i5.36307 ran 'drop' on item 'Combine Worker Outfit' (#19163)
[23:29:45]	CCA.C14-UNION.i5.36307 has lost a 'Combine Worker Outfit' #19163.
[23:29:45]	James Albright entered observer.
[23:29:46]	[ME] Emily Brown: places her suitcases down
[23:29:49]	Emily Brown ran 'drop' on item 'Suitcase' (#19117)
[23:29:49]	Emily Brown has lost a 'Suitcase' #19117.
[23:29:50]	Emily Brown ran 'drop' on item 'Suitcase' (#18903)
[23:29:50]	Emily Brown has lost a 'Suitcase' #18903.
[23:29:57]	[OOC] CCA.C14-UNION.i5.36307: wtf was that
[23:30:15]	[OOC] James Albright: ?
[23:30:16]	[LOOC] Emily Brown: not resisting
[23:30:18]	[LOOC] Emily Brown: btw
[23:30:19]	[ME] CCA.C14-UNION.i5.36307: attempts to tie the woman, does she resist?
[23:30:20]	[LOOC] Emily Brown: by default
[23:30:24]	CCA.C14-UNION.i5.36307 ran 'Use' on item 'Zip Tie' (#21181)
[23:30:34]	CCA.C14-UNION.EpU.72633 used command '/PM James is this the normal type of Metal Work cycle?'.
[23:30:37]	[ME] CCA.C14-UNION.i5.36307: pats the woman down
[23:30:39]	CCA.C14-UNION.i5.36307 used command '/CharSearch'.
[23:30:41]	James Albright used command '/PM epu yes'.
[23:30:53]	[ME] CCA.C14-UNION.i5.36307: attempts to tie the man, does he resist?
[23:30:54]	[ME] Harrison Godswilk: doesn't resist.
[23:30:55]	CCA.C14-UNION.EpU.72633 used command '/Reply So they just refine it, Alright cool'.
[23:30:59]	CCA.C14-UNION.i5.36307 ran 'Use' on item 'Zip Tie' (#21180)
[23:31:00]	James Albright used command '/PM epu yes'.
[23:31:08]	[ME] CCA.C14-UNION.i5.36307: pats down the man
[23:31:09]	CCA.C14-UNION.i5.36307 used command '/CharSearch'.
[23:31:29]	[ME] CCA.C14-UNION.i5.36307: cuts the ties
[23:31:54]	Harrison Godswilk ran 'drop' on item 'Suitcase' (#21153)
[23:31:54]	Harrison Godswilk has lost a 'Suitcase' #21153.
[23:31:54]	Harrison Godswilk has lost a 'Sewn Cloth' #21148.
[23:31:54]	Harrison Godswilk has lost a 'Scrap Metal' #21151.
[23:32:00]	Harrison Godswilk ran 'take' on item 'Combine Worker Outfit' (#19163)
[23:32:00]	Harrison Godswilk has gained a 'Combine Worker Outfit' #19163.
[23:32:04]	[ME] CCA.C14-UNION.i5.36307: cuts the ties
[23:32:09]	CCA.C14-UNION.EpU.72633 used the 'Charred Metal' vendor.
[23:32:17]	Harrison Godswilk ran 'Equip' on item 'Combine Worker Outfit' (#19163)
[23:32:25]	Emily Brown ran 'take' on item 'Combine Worker Outfit' (#19160)
[23:32:25]	Emily Brown has gained a 'Combine Worker Outfit' #19160.
[23:32:28]	Emily Brown ran 'Equip' on item 'Combine Worker Outfit' (#19160)
[23:32:45]	[Y] CCA.C14-UNION.EpU.72633: <:: Hurry it up in their, on the wall as well. ::>
[23:32:52]	James Albright used command '/PM union did yOU MAKE HIM DROP HIS SUTICASE'.
[23:32:59]	James Albright used command '/PM EPU THE GUY HARRISON'.
[23:32:59]	Harrison Godswilk ran 'take' on item 'Empty SMG Shells' (#19141)
[23:32:59]	Harrison Godswilk has gained a 'Empty SMG Shells' #19141.
[23:33:00]	CCA.C14-UNION.EpU.72633 used command '/Reply No why?'.
[23:33:03]	CCA.C14-UNION.i5.36307 has gained 10 tokens.
[23:33:04]	Harrison Godswilk ran 'take' on item 'Gunpowder' (#19144)
[23:33:04]	Harrison Godswilk has gained a 'Gunpowder' #19144.
[23:33:04]	James Albright used command '/PM EPU YOU HAV ETO'.
[23:33:05]	Harrison Godswilk ran 'take' on item 'Gunpowder' (#19145)
[23:33:05]	Harrison Godswilk has gained a 'Gunpowder' #19145.
[23:33:06]	Harrison Godswilk ran 'take' on item 'Nails' (#19150)
[23:33:06]	Harrison Godswilk has gained a 'Nails' #19150.
[23:33:09]	James Albright used command '/PM EPU MAKE HIM DROP HIS SUTICASE NOOOOOWWW'.
[23:33:12]	CCA.C14-UNION.EpU.72633 used command '/Reply The i5 did it'.
[23:33:14]	Harrison Godswilk ran 'drop' on item 'Nails' (#19150)
[23:33:14]	Harrison Godswilk has lost a 'Nails' #19150.
[23:33:15]	Harrison Godswilk ran 'drop' on item 'Gunpowder' (#19145)
[23:33:15]	Harrison Godswilk has lost a 'Gunpowder' #19145.
[23:33:16]	Harrison Godswilk ran 'drop' on item 'Gunpowder' (#19144)
[23:33:16]	Harrison Godswilk has lost a 'Gunpowder' #19144.
[23:33:17]	Harrison Godswilk ran 'drop' on item 'Empty SMG Shells' (#19141)
[23:33:17]	Harrison Godswilk has lost a 'Empty SMG Shells' #19141.
[23:33:25]	James Albright used command '/PM i5 tell the dude harrison to drop his suticase right nowe'.
[23:33:35]	CCA.C14-UNION.i5.36307 used command '/PM james it's outside'.
[23:33:36]	[Y] CCA.C14-UNION.EpU.72633: <:: DROP IT AND GET ON THE WALL. ::>
[23:33:40]	[Y] CCA.C14-UNION.EpU.72633: <:: BOTH OF YOU. ::>
[23:33:46]	James Albright used command '/PM i5 nvm i see it'.
[23:34:10]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[23:34:30]	CCA.C14-UNION.i5.36307 used command '/PM james were you telling me to fill tanks or for them to fill 10 tanks'.
[23:34:52]	James Albright used command '/DoorSetHidden true'.
[23:34:56]	James Albright used command '/PM i5 you fill tanks. they do emtakl'.
[23:35:03]	CCA.C14-UNION.i5.36307 opened the '' #1828 container.
[23:35:07]	CCA.C14-UNION.i5.36307 closed the '' #1828 container.
[23:35:18]	[OOC] Emily Brown: the cabinets gone we cant
[23:35:23]	[OOC] Emily Brown: Q we need help
[23:35:29]	[OOC] Emily Brown: oh wait
[23:35:29]	[OOC] Emily Brown: nvm
[23:35:32]	[OOC] Emily Brown: crates here
[23:35:33]	Emily Brown used the 'Charred Metal' vendor.
[23:35:34]	Harrison Godswilk used the 'Charred Metal' vendor.
[23:35:36]	Harrison Godswilk has gained 0 tokens.
[23:35:36]	Harrison Godswilk has gained a 'Empty Combine Air Tank' #21190.
[23:35:38]	CCA.C14-UNION.i5.36307 ran 'take' on item 'Empty Combine Air Tank' (#21187)
[23:35:38]	CCA.C14-UNION.i5.36307 has gained a 'Empty Combine Air Tank' #21187.
[23:35:40]	CCA.C14-UNION.i5.36307 ran 'take' on item 'Empty Combine Air Tank' (#21188)
[23:35:40]	CCA.C14-UNION.i5.36307 has gained a 'Empty Combine Air Tank' #21188.
[23:35:42]	CCA.C14-UNION.i5.36307 ran 'take' on item 'Empty Combine Air Tank' (#21189)
[23:35:42]	CCA.C14-UNION.i5.36307 has gained a 'Empty Combine Air Tank' #21189.
[23:35:43]	CCA.C14-UNION.i5.36307 ran 'take' on item 'Empty Combine Air Tank' (#21184)
[23:35:43]	CCA.C14-UNION.i5.36307 has gained a 'Empty Combine Air Tank' #21184.
[23:35:45]	Harrison Godswilk used the 'Charred Metal' vendor.
[23:35:46]	CCA.C14-UNION.i5.36307 ran 'take' on item 'Empty Combine Air Tank' (#21185)
[23:35:47]	Harrison Godswilk has gained 0 tokens.
[23:35:48]	CCA.C14-UNION.i5.36307 ran 'take' on item 'Empty Combine Air Tank' (#21186)
[23:35:48]	Harrison Godswilk has gained 0 tokens.
[23:35:48]	Harrison Godswilk has gained a 'Charred Metal' #21190.
[23:35:50]	Harrison Godswilk has gained 0 tokens.
[23:35:50]	Harrison Godswilk has gained a 'Charred Metal' #21191.
[23:35:53]	Harrison Godswilk has gained 0 tokens.
[23:35:53]	Harrison Godswilk has gained a 'Charred Metal' #21192.
[23:35:53]	Harrison Godswilk has gained 0 tokens.
[23:35:53]	Harrison Godswilk has gained a 'Charred Metal' #21193.
[23:35:54]	Harrison Godswilk has gained 0 tokens.
[23:35:54]	Harrison Godswilk has gained a 'Charred Metal' #21194.
[23:36:14]	Harrison Godswilk ran 'take' on item 'Charred Metal' (#21120)
[23:36:14]	Harrison Godswilk has gained a 'Charred Metal' #21120.
[23:36:16]	Harrison Godswilk ran 'take' on item 'Charred Metal' (#21121)
[23:36:16]	Harrison Godswilk has gained a 'Charred Metal' #21121.
[23:36:19]	[ME] CCA.C14-UNION.i5.36307: turns the compressor on
[23:36:25]	Emily Brown used the 'Charred Metal' vendor.
[23:36:28]	Emily Brown has gained 0 tokens.
[23:36:28]	Emily Brown has gained a 'Charred Metal' #21195.
[23:36:30]	Emily Brown has gained 0 tokens.
[23:36:30]	Emily Brown has gained a 'Charred Metal' #21196.
[23:36:30]	Harrison Godswilk used the 'Refined Metal Deposit' vendor.
[23:36:30]	Emily Brown has gained 0 tokens.
[23:36:30]	Emily Brown has gained a 'Charred Metal' #21197.
[23:36:31]	[ME] CCA.C14-UNION.i5.36307: fills an airtank
[23:36:33]	Emily Brown has gained 0 tokens.
[23:36:33]	Emily Brown has gained a 'Charred Metal' #21198.
[23:36:34]	Emily Brown has gained 0 tokens.
[23:36:34]	Emily Brown has gained a 'Charred Metal' #21199.
[23:36:34]	Emily Brown has gained 0 tokens.
[23:36:34]	Emily Brown has gained a 'Charred Metal' #21200.
[23:36:35]	Emily Brown has gained 0 tokens.
[23:36:35]	Emily Brown has gained a 'Charred Metal' #21201.
[23:36:35]	Emily Brown has gained 0 tokens.
[23:36:35]	Emily Brown has gained a 'Charred Metal' #21202.
[23:36:36]	Emily Brown has gained 0 tokens.
[23:36:36]	Emily Brown has gained a 'Charred Metal' #21203.
[23:36:36]	Emily Brown has gained 0 tokens.
[23:36:36]	Emily Brown has gained a 'Charred Metal' #21204.
[23:36:37]	CCA.C14-UNION.i5.36307 has lost a 'Empty Combine Air Tank' #21187.
[23:36:37]	CCA.C14-UNION.i5.36307 has gained a 'Combine Air Tank' #21205.
[23:36:37]	Harrison Godswilk has taken 60 damage from CCA.C14-UNION.i5.36307.
[23:36:37]	Emily Brown has taken 105 damage from CCA.C14-UNION.i5.36307.
[23:36:37]	CCA.C14-UNION.i5.36307 has killed Emily Brown with ix_stunstick.
[23:36:37]	CCA.C14-UNION.i5.36307 has taken 195 damage from CCA.C14-UNION.i5.36307.
[23:36:37]	Emily Brown has gained 0 tokens.
[23:36:37]	Emily Brown has gained a 'Charred Metal' #21206.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Charred Metal' #21085.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Scrap Metal' #21108.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Wrench' #19152.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Empty Combine Air Tank' #21185.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Empty Combine Air Tank' #21186.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Chunk of Plastic' #19146.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Gunpowder' #19144.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Empty SMG Shells' #19140.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Empty SMG Shells' #19141.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Nails' #19150.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Gunpowder' #19145.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Suitcase' #21153.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Wrench' #19153.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Wrench' #19154.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Wrench' #19155.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Wrench' #19151.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Refined Electronics' #19148.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Refined Electronics' #19147.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Cables' #19142.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Empty SMG Shells' #19139.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Nails' #19149.
[23:36:37]	CCA.C14-UNION.i5.36307 destroyed a 'Blowtorch' #19156.
[23:36:37]	CCA.C14-UNION.i5.36307 has taken 1 damage from CCA.C14-UNION.i5.36307.
[23:36:37]	Emily Brown has gained 0 tokens.
[23:36:37]	Emily Brown has gained a 'Charred Metal' #21207.
[23:36:40]	[OOC] Emily Brown: nice
[23:36:40]	CCA.C14-UNION.i5.36307 has taken 1 damage from CCA.C14-UNION.i5.36307.
[23:36:41]	CCA.C14-UNION.i5.36307 has killed CCA.C14-UNION.i5.36307.
[23:36:42]	[OOC] CCA.C14-UNION.i5.36307: what the fuck
[23:36:43]	[Y] CCA.C14-UNION.EpU.72633: <:: FUCK. ::>
[23:36:44]	[OOC] Harrison Godswilk: LMAO
[23:36:48]	[OOC] Emily Brown: we just got blown the fuck up
[23:36:52]	James Albright has spawned 'models/gibs/humans/eye_gib.mdl'.
[23:36:54]	James Albright has spawned 'models/gibs/humans/eye_gib.mdl'.
[23:36:54]	James Albright has spawned 'models/gibs/humans/sgib_02.mdl'.
[23:36:56]	James Albright has spawned 'models/gibs/humans/mgib_02.mdl'.
[23:37:04]	James Albright has spawned 'models/dpfilms/metropolice/zombie_police.mdl'.
[23:37:05]	[OOC] CCA.C14-UNION.i5.36307: what just happened
[23:37:05]	[LOOC] CCA.C14-UNION.EpU.72633: Was it a PK?
[23:37:08]	[LOOC] James Albright: no
[23:37:10]	[OOC] James Albright: you uh
[23:37:11]	[OOC] Emily Brown: i was blown up somehow
[23:37:11]	[OOC] James Albright: you rolled to low
[23:37:12]	[OOC] James Albright: too*
[23:37:17]	[OOC] Emily Brown: is that a pk
[23:37:20]	[OOC] James Albright: negative
[23:37:23]	Emily Brown used the 'Charred Metal' vendor.
[23:37:25]	Emily Brown has gained 0 tokens.
[23:37:25]	Emily Brown has gained a 'Charred Metal' #21208.
[23:37:26]	Emily Brown has gained 0 tokens.
[23:37:26]	Emily Brown has gained a 'Charred Metal' #21209.
[23:37:26]	[OOC] CCA.C14-UNION.EpU.72633: Just come back
[23:37:26]	Emily Brown has gained 0 tokens.
[23:37:26]	Emily Brown has gained a 'Charred Metal' #21210.
[23:37:27]	Emily Brown has gained 0 tokens.
[23:37:27]	Emily Brown has gained a 'Charred Metal' #21211.
[23:37:27]	Emily Brown has gained 0 tokens.
[23:37:27]	Emily Brown has gained a 'Charred Metal' #21212.
