[06:08:40]	Weaponized Turtles has connected.
[18:52:33]	[LOOC] Ava Carter: ARE WE FINALLY DOING OTTO SIDE QUEST?!?!!?
[18:54:59]	Ava Carter has taken 1 damage from worldspawn.
[18:54:59]	Ava Carter has taken 1 damage from worldspawn.
[18:55:00]	Ava Carter has taken 1 damage from worldspawn.
[18:55:01]	Ava Carter has taken 1 damage from worldspawn.
[18:55:02]	Ava Carter has taken 1 damage from worldspawn.
[18:55:02]	Ava Carter has taken 1 damage from worldspawn.
[18:55:03]	Ava Carter ran 'Equip' on item 'Respirator' (#37249)
[18:55:08]	[LOOC] Ava Carter: fucking resps
[18:55:14]	James Diamond used command '/RollSkill agility'.
[18:55:14]	Ava Carter has gained a 'Boot' #39663.
[18:55:17]	Jacob Desmone rolled 70 (50 + 20) out of 100 on Engineering.
[18:55:17]	Jacob Desmone used command '/RollSkill engineering'.
[18:55:18]	Ava Carter ran 'drop' on item 'Boot' (#39663)
[18:55:18]	Ava Carter has lost a 'Boot' #39663.
[18:55:18]	James Diamond used command '/RollSkill 1'.
[18:55:21]	Painevan loaded the character 'Otto Von Habsburg'
[18:55:44]	[OOC] Otto Von Habsburg: Otto-Ing time.
[18:56:06]	Jacob Desmone used command '/RollSkill aiming'.
[18:56:08]	Jacob Desmone used command '/RollSkill gun'.
[18:56:11]	James Diamond used command '/RollSkill aiming'.
[18:56:13]	James Diamond used command '/RollSkill hand'.
[18:56:15]	James Diamond used command '/RollSkill gun'.
[18:56:16]	Jacob Desmone rolled 20 (15 + 5) out of 100 on Guns.
[18:56:16]	Jacob Desmone used command '/RollSkill guns'.
[18:56:17]	Ava Carter used command '/PM jacob gun'.
[18:56:17]	James Diamond rolled 18 (13 + 5) out of 100 on Guns.
[18:56:17]	James Diamond used command '/RollSkill guns'.
[18:56:29]	Jacob Desmone used command '/RollAttribute constituion'.
[18:56:33]	James Diamond used command '/RollSkill consititution'.
[18:56:39]	[Y] Ava Carter: Cmon you can do it!
[18:56:44]	[Y] Ava Carter: There we go!
[18:56:47]	[LOOC] Qul'jal: thing is bugg as hell
[18:56:49]	Otto Von Habsburg opened the 'File Cabinet' #2827 container.
[18:56:51]	Otto Von Habsburg has gained a 'USP Match' #35906.
[18:56:52]	[W] Jacob Desmone: 2317.
[18:56:53]	Otto Von Habsburg has gained a '9mm Pistol Magazine' #37668.
[18:56:53]	Otto Von Habsburg has gained a '9mm Pistol Magazine' #37669.
[18:56:55]	Otto Von Habsburg closed the 'File Cabinet' #2827 container.
[18:56:55]	[LOOC] Jacob Desmone: not  sure
[18:57:22]	James Diamond has taken 1 damage from worldspawn.
[18:57:22]	James Diamond has taken 1 damage from worldspawn.
[18:57:23]	James Diamond has taken 1 damage from worldspawn.
[18:57:27]	James Diamond ran 'Equip' on item 'Cyclopic Citizen Suit' (#30829)
[18:57:37]	James Diamond opened the 'Trash Bin' #2551 container.
[18:57:39]	James Diamond closed the 'Trash Bin' #2551 container.
[18:57:42]	Dilly_ has connected.
[18:58:02]	Ava Carter has gained 10 tokens.
[18:58:11]	Otto Von Habsburg has spawned 'models/props_wasteland/controlroom_storagecloset001b.mdl'.
[18:58:13]	Qul'jal has gained 10 tokens.
[18:58:21]	Otto Von Habsburg opened the 'Metal Cabinet' #3100 container.
[18:58:23]	Otto Von Habsburg closed the 'Metal Cabinet' #3100 container.
[18:58:27]	Otto Von Habsburg opened the 'Metal Cabinet' #3100 container.
[18:58:28]	Ava Carter has taken 1 damage from npc_antlion.
[18:58:28]	Qul'jal has taken 5 damage from npc_antlion.
[18:58:29]	Otto Von Habsburg closed the 'Metal Cabinet' #3100 container.
[18:59:03]	[LOOC] Qul'jal: let me try this
[18:59:05]	James Diamond opened the 'Dumpster' #2736 container.
[18:59:05]	James Diamond closed the 'Dumpster' #2736 container.
[18:59:06]	James Diamond opened the 'Dumpster' #2736 container.
[18:59:08]	Qul'jal has taken 5 damage from npc_antlion.
[18:59:09]	James Diamond closed the 'Dumpster' #2736 container.
[18:59:10]	Qul'jal has taken 5 damage from npc_antlion.
[18:59:12]	Qul'jal has taken 5 damage from npc_antlion.
[18:59:14]	Qul'jal has taken 5 damage from npc_antlion.
[18:59:17]	James Diamond ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#30829)
[18:59:18]	Qul'jal has taken 5 damage from npc_antlion.
[18:59:20]	Qul'jal has taken 5 damage from npc_antlion.
[18:59:22]	Qul'jal has taken 5 damage from npc_antlion.
[18:59:30]	James Diamond ran 'drop' on item 'Horse Statue' (#35805)
[18:59:30]	James Diamond has lost a 'Horse Statue' #35805.
[18:59:41]	[OOC] Otto Von Habsburg: otto cool :)
[18:59:51]	[OOC] James Diamond: time to pk otto
[18:59:51]	[LOOC] Qul'jal: thats suppose to be a ground slam and it did nothing lol
[18:59:58]	[LOOC] Ava Carter: ah
[19:00:01]	James Diamond ran 'Equip' on item 'Cyclopic Citizen Suit' (#30829)
[19:00:23]	James Diamond has gained a 'Rubber Tire' #39665.
[19:00:25]	James Diamond opened the 'Trash Bin' #251 container.
[19:00:28]	Ava Carter ran 'use' on item '.357 Rounds' (#39305)
[19:00:28]	James Diamond has gained a 'Screw Nuts' #38352.
[19:00:30]	James Diamond has gained a 'Scrap Glass' #38096.
[19:00:31]	James Diamond closed the 'Trash Bin' #251 container.
[19:00:31]	James Diamond opened the 'Trash Bin' #250 container.
[19:00:34]	James Diamond closed the 'Trash Bin' #250 container.
[19:00:40]	Ava Carter ran 'unloadAmmo' on item '357' (#39316)
[19:00:40]	Ava Carter has gained a '.357 Rounds' #39666.
[19:00:49]	Ava Carter ran 'unloadAmmo' on item '357' (#39316)
[19:00:50]	Ava Carter has gained a '.357 Rounds' #39667.
[19:00:56]	James Diamond used the 'Shopkeeper Jim' vendor.
[19:00:59]	[ME] Otto Von Habsburg: whistles.
[19:01:02]	James Diamond has lost 50 tokens.
[19:01:02]	James Diamond has gained a 'Respirator' #39668.
[19:01:06]	James Diamond ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#30829)
[19:01:07]	James Diamond ran 'Equip' on item 'Respirator' (#39668)
[19:01:16]	Ava Carter has spawned 'models/props_c17/door01_left.mdl'.
[19:01:16]	James Diamond used the 'Shopkeeper Jim' vendor.
[19:01:33]	James Diamond used the 'Shopkeeper Jim' vendor.
[19:01:46]	[LOOC] Qul'jal: ranged is the only thing that works for combat besides my melee
[19:02:34]	Jacob Desmone opened the 'Metal Cabinet' #3100 container.
[19:02:36]	Jacob Desmone closed the 'Metal Cabinet' #3100 container.
[19:02:40]	[OOC] Ava Carter: yep ladders ARE STILL BROKEN FOR ME
[19:02:42]	[ME] Otto Von Habsburg: takes it out of my pocket.
[19:02:49]	[OOC] Ava Carter: even though im not a zombie
[19:02:53]	[OOC] Ava Carter: omg!
[19:03:12]	James Diamond opened the 'Dumpster' #239 container.
[19:03:14]	James Diamond closed the 'Dumpster' #239 container.
[19:03:27]	[ME] Otto Von Habsburg: takes a pistol out of his pocket, examining it.
[19:03:29]	Otto Von Habsburg ran 'Equip' on item 'USP Match' (#35906)
[19:03:32]	Otto Von Habsburg ran 'EquipUn' on item 'Crowbar' (#29274)
[19:03:33]	Otto Von Habsburg ran 'Equip' on item 'USP Match' (#35906)
[19:03:36]	Qul'jal ran 'take' on item 'UU Brand Cheese' (#35015)
[19:03:36]	Qul'jal has gained a 'UU Brand Cheese' #35015.
[19:03:38]	Qul'jal ran 'Eat' on item 'UU Brand Cheese' (#35015)
[19:03:40]	Qul'jal ran 'take' on item 'Minimum Grade Supplements (Beet Flavor)' (#34784)
[19:03:40]	Qul'jal has gained a 'Minimum Grade Supplements (Beet Flavor)' #34784.
[19:03:41]	Qul'jal ran 'Consume' on item 'Minimum Grade Supplements (Beet Flavor)' (#34784)
[19:03:43]	James Diamond opened the 'Trash Bin' #2551 container.
[19:03:44]	[OOC] Ava Carter: brb
[19:03:44]	Qul'jal ran 'take' on item 'UU Brand Bread' (#35013)
[19:03:44]	Qul'jal has gained a 'UU Brand Bread' #35013.
[19:03:45]	[ME] Otto Von Habsburg: places it back in his pocket.
[19:03:45]	Qul'jal ran 'Eat' on item 'UU Brand Bread' (#35013)
[19:03:45]	James Diamond closed the 'Trash Bin' #2551 container.
[19:03:48]	Qul'jal ran 'take' on item 'Sewing Kit' (#34960)
[19:03:48]	Qul'jal has gained a 'Sewing Kit' #34960.
[19:03:49]	Qul'jal ran 'take' on item 'A Set of Tools' (#34465)
[19:03:49]	Qul'jal has gained a 'A Set of Tools' #34465.
[19:03:50]	Qul'jal ran 'take' on item 'Cloth Scrap' (#34940)
[19:03:50]	Qul'jal has gained a 'Cloth Scrap' #34940.
[19:03:51]	Qul'jal ran 'take' on item 'Citizen Filter' (#35096)
[19:03:51]	Qul'jal has gained a 'Citizen Filter' #35096.
[19:03:52]	Qul'jal ran 'take' on item 'Refined Metal' (#34683)
[19:03:52]	Qul'jal has gained a 'Refined Metal' #34683.
[19:03:53]	Qul'jal ran 'take' on item 'Refined Metal' (#34699)
[19:03:53]	Qul'jal has gained a 'Refined Metal' #34699.
[19:03:54]	Qul'jal ran 'take' on item 'Wires' (#34703)
[19:03:54]	Qul'jal has gained a 'Wires' #34703.
[19:03:55]	Qul'jal ran 'take' on item 'Refined Metal' (#34633)
[19:03:55]	Qul'jal has gained a 'Refined Metal' #34633.
[19:03:56]	Qul'jal ran 'take' on item 'UU Brand Cereal' (#35014)
[19:03:56]	Qul'jal has gained a 'UU Brand Cereal' #35014.
[19:03:57]	Qul'jal ran 'take' on item 'Citizen Filter' (#34786)
[19:03:57]	Qul'jal has gained a 'Citizen Filter' #34786.
[19:03:58]	Qul'jal ran 'take' on item 'Pack of Nails' (#34782)
[19:03:58]	Qul'jal has gained a 'Pack of Nails' #34782.
[19:03:58]	James Diamond opened the 'Dumpster' #2549 container.
[19:03:59]	Qul'jal ran 'take' on item 'Nylon Cord' (#35028)
[19:03:59]	Qul'jal has gained a 'Nylon Cord' #35028.
[19:04:01]	James Diamond closed the 'Dumpster' #2549 container.
[19:04:01]	James Diamond opened the 'Dumpster' #240 container.
[19:04:02]	Qul'jal ran 'Eat' on item 'UU Brand Cereal' (#35014)
[19:04:04]	Qul'jal opened the 'Crate' #244 container.
[19:04:05]	James Diamond has gained a 'Refined Metal' #39463.
[19:04:06]	James Diamond closed the 'Dumpster' #240 container.
[19:04:08]	Qul'jal ran 'Consume' on item 'Standard Grade Food Product (Mushroom Flavor)' (#35242)
[19:04:13]	Qul'jal has gained a 'AI-2 Medikit' #34983.
[19:04:14]	Qul'jal has gained a 'Scrap Electronics' #34772.
[19:04:15]	Qul'jal has gained a 'Military Circuit Board' #34048.
[19:04:16]	Qul'jal has gained a 'Screwdriver' #37914.
[19:04:18]	Qul'jal has gained a 'Cables' #32312.
[19:04:18]	Qul'jal closed the 'Crate' #244 container.
[19:04:21]	Qul'jal ran 'take' on item 'Car Battery' (#34651)
[19:04:25]	Qul'jal opened the 'Crate' #214 container.
[19:04:27]	[OOC] Otto Von Habsburg: lol
[19:04:28]	Qul'jal has gained a 'Saltpeter' #37769.
[19:04:29]	Qul'jal has gained a 'Ammonium Nitrate' #37770.
[19:04:34]	[OOC] James Diamond: fix it
[19:04:35]	Qul'jal closed the 'Crate' #214 container.
[19:04:35]	Qul'jal opened the 'Crate' #214 container.
[19:04:40]	[ME] Otto Von Habsburg: opens the cabinet.
[19:04:41]	Qul'jal closed the 'Crate' #214 container.
[19:04:47]	James Diamond has taken 23 damage from worldspawn.
[19:04:47]	James Diamond has taken 100 damage from worldspawn.
[19:04:47]	worldspawn has killed James Diamond.
[19:05:19]	[ME] Otto Von Habsburg: closes it again.
[19:05:27]	[OOC] James Diamond: NOOO
[19:05:47]	DRD has connected.
[19:05:54]	[ME] Jacob Desmone: Would point to the north of C17
[19:06:05]	[Y] James Diamond: HELLO.
[19:06:08]	matt saton has connected.
[19:06:18]	[ME] James Diamond: jumps up on the camera looking to tear it down.
[19:06:52]	DRD loaded the character 'Paul-Henri Cartier'
[19:06:54]	Paul-Henri Cartier entered observer.
[19:06:54]	Jacob Desmone opened the 'Locker' #2395 container.
[19:06:56]	[OOC] Ava Carter: im back
[19:06:56]	[ME] Otto Von Habsburg: opens one of the lockers.
[19:06:56]	Otto Von Habsburg opened the 'Locker' #2396 container.
[19:06:58]	Jacob Desmone ran 'drop' on item 'Blue Pre-War Shirt' (#25079)
[19:06:59]	Jacob Desmone ran 'drop' on item 'Blue Pre-War Shirt' (#25214)
[19:07:00]	Jacob Desmone ran 'drop' on item 'Blue Pre-War Shirt' (#25227)
[19:07:00]	Jacob Desmone ran 'drop' on item 'Blue Pre-War Shirt' (#25073)
[19:07:01]	Jacob Desmone closed the 'Locker' #2395 container.
[19:07:01]	Otto Von Habsburg closed the 'Locker' #2396 container.
[19:07:02]	[OOC] James Diamond: wb
[19:07:02]	Jacob Desmone ran 'take' on item 'Blue Pre-War Shirt' (#25073)
[19:07:02]	Jacob Desmone has gained a 'Blue Pre-War Shirt' #25073.
[19:07:02]	Otto Von Habsburg opened the 'Locker' #2395 container.
[19:07:03]	Jacob Desmone ran 'take' on item 'Blue Pre-War Shirt' (#25227)
[19:07:03]	Jacob Desmone has gained a 'Blue Pre-War Shirt' #25227.
[19:07:04]	Jacob Desmone ran 'take' on item 'Blue Pre-War Shirt' (#25214)
[19:07:04]	Jacob Desmone has gained a 'Blue Pre-War Shirt' #25214.
[19:07:04]	Jacob Desmone ran 'take' on item 'Blue Pre-War Shirt' (#25079)
[19:07:04]	Jacob Desmone has gained a 'Blue Pre-War Shirt' #25079.
[19:07:05]	Otto Von Habsburg closed the 'Locker' #2395 container.
[19:07:06]	Otto Von Habsburg opened the 'Locker' #2396 container.
[19:07:08]	[ME] Jacob Desmone: Would grab some shirts from a locker
[19:07:13]	Otto Von Habsburg closed the 'Locker' #2396 container.
[19:07:20]	[ME] Otto Von Habsburg: takes out a small slice of bread.
[19:07:22]	Otto Von Habsburg opened the 'Filing Cabinet' #2384 container.
[19:07:24]	Otto Von Habsburg closed the 'Filing Cabinet' #2384 container.
[19:07:25]	Otto Von Habsburg opened the 'File Cabinet' #2385 container.
[19:07:27]	Otto Von Habsburg closed the 'File Cabinet' #2385 container.
[19:07:31]	Paul-Henri Cartier exited observer at their location.
[19:07:49]	Qul'jal ran 'drop' on item 'Saltpeter' (#37769)
[19:07:49]	Qul'jal has lost a 'Saltpeter' #37769.
[19:07:50]	Qul'jal ran 'drop' on item 'Ammonium Nitrate' (#37770)
[19:07:50]	Qul'jal has lost a 'Ammonium Nitrate' #37770.
[19:07:53]	Qul'jal ran 'take' on item 'Ammonium Nitrate' (#37770)
[19:07:53]	Qul'jal has gained a 'Ammonium Nitrate' #37770.
[19:07:54]	Qul'jal ran 'take' on item 'Saltpeter' (#37769)
[19:07:54]	Qul'jal has gained a 'Saltpeter' #37769.
[19:08:12]	[OOC] Jacob Desmone: drd btw the database shit
[19:08:16]	[OOC] Jacob Desmone: deleted half my resources from the base
[19:08:22]	[OOC] Paul-Henri Cartier: uhhh
[19:08:29]	Ava Carter ran 'use' on item '4.6x30 Rounds' (#39272)
[19:08:30]	[OOC] Paul-Henri Cartier: do you remember what you had
[19:08:34]	matt saton loaded the character 'Ephraim 'Loew' Harris'
[19:08:38]	[OOC] Ephraim 'Loew' Harris: EPHRAIM TIME
[19:08:59]	[OOC] Ephraim 'Loew' Harris: oh hell no i need to flag up
[19:09:05]	[ME] Otto Von Habsburg: stops and turns around.
[19:09:07]	matt saton loaded the character 'CCA.C17-GRID.i3.10945'
[19:09:09]	CCA.C17-GRID.i3.10945 entered observer.
[19:09:16]	[OOC] Jacob Desmone: oh shoot yea I can flag up soon
[19:09:18]	Paul-Henri Cartier used command '/PM ava f3 me nerd'.
[19:09:20]	CCA.C17-GRID.i3.10945 used command '/CharSetHunger grid 100'.
[19:09:23]	CCA.C17-GRID.i3.10945 used command '/CharSetThirst grid 100'.
[19:09:26]	Ava Carter used command '/PM paul gay'.
[19:09:27]	CCA.C17-GRID.i3.10945 exited observer at their location.
[19:09:42]	CCA.C17-GRID.i3.10945 used command '/PM otto hey would your unit accept a promotion if he was offered one'.
[19:09:56]	Otto Von Habsburg used command '/PM Grid No he wouldn't but I could make a seperate CP'.
[19:09:58]	[OOC] Jacob Desmone: acn I get my materials back at the base now rq
[19:10:08]	CCA.C17-GRID.i3.10945 used command '/PM otto this is my way of offering you a promotion'.
[19:10:26]	[LOOC] Qul'jal: Yee. Swep is stupid ass delayed
[19:10:31]	Otto Von Habsburg used command '/PM Grid I know, the Helix wouldn't ever take that due to the Union Washing and being very aware of what it does.'.
[19:10:32]	FilmsActionCZ (STEAM_0:1:56987960) has disconnected.
[19:10:33]	[Y] Jacob Desmone: Shit shit shit.
[19:10:34]	CCA.C17-GRID.i3.10945 used command '/PM cartier you'd definitely have a fairly high eng, and fabrication'.
[19:10:38]	[LOOC] Qul'jal: Animation plays and the attack is fucking 2 seconds after it plays completely
[19:10:44]	CCA.C17-GRID.i3.10945 used command '/PM otto right right'.
[19:10:46]	Otto Von Habsburg used command '/PM grid But OOC I want to get it to help out CCA'.
[19:10:52]	Jacob Desmone used command '/PM ava WHERE ARE YOU'.
[19:10:54]	Jacob Desmone used command '/PM AVA QUICKLY'.
[19:10:57]	Ava Carter used command '/PM jacob boat'.
[19:10:58]	Dilly_ loaded the character 'Douglas Hudson'
[19:11:00]	Otto Von Habsburg used command '/PM Grid So I think a seperate character would be the best bet'.
[19:11:12]	[ME] Paul-Henri Cartier: would pull his revolver out of it's holster. holding it out by the barrel
[19:11:13]	[OOC] Jacob Desmone: im at da base q
[19:11:16]	CCA.C17-GRID.i3.10945 used command '/PM otto whatever works'.
[19:11:23]	[OOC] CCA.C17-GRID.i3.10945: oh yeah i need to give you your siht
[19:11:24]	CCA.C17-GRID.i3.10945 entered observer.
[19:11:24]	[OOC] Douglas Hudson: what the fuck
[19:11:26]	Paul-Henri Cartier ran 'unloadAmmo' on item '357' (#24576)
[19:11:26]	Paul-Henri Cartier has gained a '.357 Rounds' #39669.
[19:11:36]	Paul-Henri Cartier ran 'drop' on item '357' (#24576)
[19:11:36]	Paul-Henri Cartier has lost a '357' #24576.
[19:11:37]	Paul-Henri Cartier ran 'drop' on item '.357 Rounds' (#39669)
[19:11:37]	Paul-Henri Cartier has lost a '.357 Rounds' #39669.
[19:11:40]	Otto Von Habsburg used command '/PM Grid I'll make it now, and what I'll do is I'll have them be inside maybe Judge instead? Something else'.
[19:11:43]	[OOC] CCA.C17-GRID.i3.10945: ?
[19:11:51]	Otto Von Habsburg used command '/PM Grid That way it isn't just two people in Medical'.
[19:11:53]	Ava Carter used command '/PM jacob what u in trouble or smth?'.
[19:12:02]	Jacob Desmone used command '/PM grid I had around 8 grenade bodies 3x scrap crossbows 1x riot shield 1x mp7 4-5x refined metal'.
[19:12:02]	CCA.C17-GRID.i3.10945 used command '/PM otto you'd still need to get into judge on that char, you can start on either union or helix'.
[19:12:03]	[OOC] Douglas Hudson: nooothin
[19:12:04]	[ME] Qul'jal: would attempt to hold the weapon. Akwardly holding it with clawed hands
[19:12:04]	CCA.C17-GRID.i3.10945 exited observer at their location.
[19:12:06]	Qul'jal ran 'take' on item '.357 Rounds' (#39669)
[19:12:06]	Qul'jal has gained a '.357 Rounds' #39669.
[19:12:07]	Qul'jal ran 'take' on item '357' (#24576)
[19:12:09]	Jacob Desmone used command '/PM grid and some random shit like ammomium nitrate salt peter'.
[19:12:10]	[OOC] Douglas Hudson: c:
[19:12:10]	CCA.C17-GRID.i3.10945 used command '/adminspawnmenu'.
[19:12:11]	Qul'jal ran 'drop' on item 'A Set of Tools' (#34465)
[19:12:11]	Qul'jal has lost a 'A Set of Tools' #34465.
[19:12:13]	Jacob Desmone used command '/PM grid and a crate right here'.
[19:12:13]	Qul'jal ran 'take' on item '357' (#24576)
[19:12:13]	Qul'jal has gained a '357' #24576.
[19:12:16]	Qul'jal ran 'Equip' on item '357' (#24576)
[19:12:17]	Ava Carter ran 'take' on item 'A Set of Tools' (#34465)
[19:12:19]	Jacob Desmone used command '/PM ava you have the key right'.
[19:12:24]	[LOOC] CCA.C17-GRID.i3.10945: the containers didn't lod?
[19:12:24]	[LOOC] Qul'jal: what
[19:12:26]	Ava Carter used command '/PM jacob yeah why'.
[19:12:26]	[LOOC] Paul-Henri Cartier: HE HOLDS IT WITH THE CENTRE HAND, YES
[19:12:27]	[LOOC] Jacob Desmone: nope
[19:12:28]	[LOOC] Qul'jal: what
[19:12:29]	Jacob Desmone used command '/PM ava making sure'.
[19:12:32]	Douglas Hudson ran 'Equip' on item 'Cyclopic Citizen Suit' (#26602)
[19:12:32]	[LOOC] CCA.C17-GRID.i3.10945: what the fuck
[19:12:33]	CCA.C17-GRID.i3.10945 entered observer.
[19:12:36]	[LOOC] Qul'jal: lol
[19:12:38]	[LOOC] Paul-Henri Cartier: wait now i'm curious
[19:12:42]	Paul-Henri Cartier ran 'drop' on item 'SPAS-12' (#10397)
[19:12:42]	Paul-Henri Cartier has lost a 'SPAS-12' #10397.
[19:12:42]	Ava Carter ran 'take' on item 'A Set of Tools' (#34465)
[19:12:42]	Ava Carter has gained a 'A Set of Tools' #34465.
[19:12:48]	CCA.C17-GRID.i3.10945 exited observer at their location.
[19:12:50]	Jacob Desmone used command '/PM ava Sewer raid soon'.
[19:12:54]	[LOOC] CCA.C17-GRID.i3.10945: oh i know why, fuck
[19:12:55]	CCA.C17-GRID.i3.10945 entered observer.
[19:12:55]	CCA.C17-GRID.i3.10945 exited observer at their location.
[19:12:55]	Painevan created the character 'CCA.C17-RCT.97018'
[19:12:55]	CCA.C17-RCT.97018 has gained a 'USP Match' #39670.
[19:12:55]	CCA.C17-RCT.97018 has gained a '9mm Pistol Magazine' #39671.
[19:12:55]	CCA.C17-RCT.97018 has gained a '9mm Pistol Magazine' #39672.
[19:12:55]	CCA.C17-RCT.97018 has gained a 'Squad Identification Device' #39673.
