[09:34:18]	GamingTheGames has connected.
[15:03:12]	Boz Hendricks has taken 1 damage from worldspawn.
[15:03:12]	Boz Hendricks has taken 1 damage from worldspawn.
[15:03:13]	Boz Hendricks ran 'Equip' on item 'Cyclopic Citizen Suit' (#3187)
[15:03:13]	Boz Hendricks has taken 1 damage from worldspawn.
[15:03:14]	Boz Hendricks has taken 1 damage from worldspawn.
[15:03:14]	[LOOC] CCA.C17-GRID.i5.41034: GAH GAH GAH GAH
[15:03:15]	Boz Hendricks has taken 1 damage from worldspawn.
[15:03:15]	Boz Hendricks has taken 1 damage from worldspawn.
[15:03:16]	Lee Maylor has spawned a 'Entity [1016][ix_airvent]'.
[15:03:16]	[LOOC] Boz Hendricks: it wont let
[15:03:22]	Lee Maylor used command '/PlySearch'.
[15:03:28]	[LOOC] Morgan Beck: ughhh.
[15:03:32]	Morgan Beck used command '/adminspawnmenu'.
[15:03:35]	CCA.C17-GRID.i5.41034 ran 'drop' on item 'Charred Metal' (#5029)
[15:03:35]	CCA.C17-GRID.i5.41034 has lost a 'Charred Metal' #5029.
[15:03:36]	CCA.C17-GRID.i5.41034 ran 'drop' on item 'Blacksmith Tongs' (#4888)
[15:03:36]	CCA.C17-GRID.i5.41034 has lost a 'Blacksmith Tongs' #4888.
[15:03:36]	CCA.C17-GRID.i5.41034 ran 'drop' on item 'Refined Metal' (#4961)
[15:03:36]	CCA.C17-GRID.i5.41034 has lost a 'Refined Metal' #4961.
[15:03:37]	CCA.C17-GRID.i5.41034 ran 'drop' on item 'Reclaimed Metal' (#5043)
[15:03:37]	CCA.C17-GRID.i5.41034 has lost a 'Reclaimed Metal' #5043.
[15:03:38]	CCA.C17-GRID.i5.41034 ran 'drop' on item 'Refined Metal' (#5047)
[15:03:38]	CCA.C17-GRID.i5.41034 has lost a 'Refined Metal' #5047.
[15:03:38]	[ME] CCA.C17-GRID.i1.59212: attempts to tie the citizen (resist?)
[15:03:42]	[ME] Artyom Kuznetsov: does not resist.
[15:03:44]	PFC Mitchell 'Lazzy' Lazarus ran 'EquipUn' on item 'Conscript Hazmat Armor' (#165)
[15:03:44]	Morgan Beck used command '/adminspawnmenu'.
[15:03:50]	Boz Hendricks ran 'Equip' on item 'Cyclopic Citizen Suit' (#3187)
[15:03:51]	Morgan Beck has spawned "Citizen Filter"
[15:03:51]	CCA.C17-GRID.i1.59212 ran 'Use' on item 'Zip Tie' (#3132)
[15:03:52]	[LOOC] CCA.C17-GRID.i5.41034: now you're not an error
[15:03:55]	Boz Hendricks ran 'take' on item 'Citizen Filter' (#5050)
[15:03:55]	Boz Hendricks has gained a 'Citizen Filter' #5050.
[15:03:55]	Lee Maylor used command '/PlySearch'.
[15:03:57]	Lee Maylor used command '/PlySearch'.
[15:03:58]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: okay
[15:03:58]	Lee Maylor ran 'drop' on item 'Cyclopic Citizen Suit' (#3187)
[15:03:58]	Boz Hendricks has lost a 'Cyclopic Citizen Suit' #3187.
[15:03:59]	[LOOC] CCA.C17-GRID.i5.41034: remain so please
[15:04:00]	PFC Mitchell 'Lazzy' Lazarus ran 'Equip' on item 'Conscript Hazmat Armor' (#165)
[15:04:01]	Boz Hendricks ran 'take' on item 'Cyclopic Citizen Suit' (#3187)
[15:04:01]	Boz Hendricks has gained a 'Cyclopic Citizen Suit' #3187.
[15:04:03]	Lee Maylor used command '/PlySearch'.
[15:04:03]	[ME] CCA.C17-GRID.i1.59212: searches the shitizen
[15:04:04]	Boz Hendricks ran 'Equip' on item 'Cyclopic Citizen Suit' (#3187)
[15:04:05]	Boz Hendricks ran 'Equip' on item 'Cyclopic Citizen Suit' (#3187)
[15:04:05]	Lee Maylor used command '/PlySearch'.
[15:04:05]	[LOOC] CCA.C17-GRID.i5.41034: now you're an error again
[15:04:06]	Lee Maylor ran 'drop' on item 'Cyclopic Citizen Suit' (#3187)
[15:04:06]	Boz Hendricks has lost a 'Cyclopic Citizen Suit' #3187.
[15:04:07]	CCA.C17-GRID.i1.59212 used command '/CharSearch'.
[15:04:11]	Lee Maylor used command '/adminspawnmenu'.
[15:04:12]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: lmao
[15:04:17]	Lee Maylor has spawned "Green Citizen Suit"
[15:04:17]	CCA.C17-GRID.i1.59212 used command '/CharSearch'.
[15:04:17]	[LOOC] CCA.C17-GRID.i5.41034: unerror yourself
[15:04:19]	Boz Hendricks ran 'take' on item 'Green Citizen Suit' (#5051)
[15:04:19]	Boz Hendricks has gained a 'Green Citizen Suit' #5051.
[15:04:20]	PFC Mitchell 'Lazzy' Lazarus ran 'EquipUn' on item 'Conscript Hazmat Armor' (#165)
[15:04:24]	Boz Hendricks ran 'drop' on item 'Green Citizen Suit' (#5051)
[15:04:24]	Boz Hendricks has lost a 'Green Citizen Suit' #5051.
[15:04:31]	Boz Hendricks ran 'take' on item 'Green Citizen Suit' (#5051)
[15:04:31]	Boz Hendricks has gained a 'Green Citizen Suit' #5051.
[15:04:33]	Boz Hendricks ran 'Equip' on item 'Green Citizen Suit' (#5051)
[15:04:38]	[OOC] Morgan Beck: si
[15:04:38]	[OOC] CCA.C17-GRID.i1.59212: tess
[15:04:39]	[LOOC] Boz Hendricks: wont let me put it on
[15:04:40]	[OOC] PFC Mitchell 'Lazzy' Lazarus: tes
[15:04:42]	[ME] CCA.C17-GRID.i5.41034: unties
[15:04:47]	[LOOC] Boz Hendricks: void
[15:04:47]	Boz Hendricks used command '/Radio 10-4'.
[15:04:49]	[OOC] Boz Hendricks: tes
[15:04:54]	Boz Hendricks ran 'Equip' on item 'Green Citizen Suit' (#5051)
[15:04:56]	Morgan Beck ran 'take' on item 'Suitcase' (#145)
[15:04:56]	Morgan Beck has gained a 'Suitcase' #145.
[15:04:56]	Morgan Beck has gained a 'Consulate Water' #3121.
[15:04:56]	Morgan Beck has gained a 'AI-2 Medikit' #3199.
[15:04:56]	Morgan Beck has gained a 'Bottled Coca-Cola' #1955.
[15:04:56]	Morgan Beck has gained a 'Resin' #1966.
[15:04:56]	Morgan Beck has gained a 'Citizen Filter' #3194.
[15:04:56]	Morgan Beck has gained a 'Pan' #3126.
[15:04:56]	Morgan Beck has gained a 'Standard Grade Citizen Food Product' #3120.
[15:04:56]	Morgan Beck has gained a 'Citizen Filter' #3190.
[15:05:00]	[ME] CCA.C17-GRID.i1.59212: unties the citizen
[15:05:01]	Lee Maylor ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#6)
[15:05:01]	Lee Maylor ran 'Equip' on item 'Cyclopic Citizen Suit' (#6)
[15:05:03]	Morgan Beck ran 'equip' on item 'Citizen Filter' (#3190)
[15:05:06]	[OOC] Lee Maylor: let me fix
[15:05:23]	Artyom Kuznetsov ran 'take' on item 'Suitcase' (#3162)
[15:05:23]	Artyom Kuznetsov has gained a 'Suitcase' #3162.
[15:05:23]	Artyom Kuznetsov has gained a 'Citizen Filter' #3239.
[15:05:23]	Artyom Kuznetsov has gained a 'Citizen Filter' #3237.
[15:05:23]	Artyom Kuznetsov has gained a 'UU-Brand Chips' #3176.
[15:05:23]	[LOOC] Morgan Beck: I'll spawn you a new suit
[15:05:27]	[LOOC] Morgan Beck: What was the suit type?
[15:05:28]	Morgan Beck used command '/adminspawnmenu'.
[15:05:32]	Boz Hendricks ran 'drop' on item 'Green Citizen Suit' (#5051)
[15:05:32]	Boz Hendricks has lost a 'Green Citizen Suit' #5051.
[15:05:38]	Morgan Beck used command '/adminspawnmenu'.
[15:05:45]	Morgan Beck has spawned "Green Citizen Suit"
[15:05:45]	[OOC] CCA.C17-GRID.i1.59212: can someone charkick union
[15:05:47]	Boz Hendricks ran 'take' on item 'Green Citizen Suit' (#5051)
[15:05:47]	Boz Hendricks has gained a 'Green Citizen Suit' #5051.
[15:05:49]	Boz Hendricks ran 'Equip' on item 'Green Citizen Suit' (#5051)
[15:05:50]	Boz Hendricks ran 'Equip' on item 'Green Citizen Suit' (#5051)
[15:05:54]	[LOOC] CCA.C17-GRID.i5.41034: push me again and i'll amputate you for unit assault
[15:05:55]	[LOOC] Boz Hendricks: still dont let me put it on
[15:05:57]	[OOC] CCA.C17-GRID.i1.59212: i think he was afk the entire workcycle
[15:06:00]	[LOOC] Morgan Beck: Is it in a suitcase?
[15:06:05]	[LOOC] Boz Hendricks: no
[15:06:10]	[LOOC] Morgan Beck: Then I have no fuckin clue
[15:06:14]	[LOOC] Boz Hendricks: lmao
[15:06:16]	Morgan Beck used command '/CharKick UNION.i5'.
[15:06:18]	Boz Hendricks ran 'drop' on item 'Green Citizen Suit' (#5051)
[15:06:18]	Boz Hendricks has lost a 'Green Citizen Suit' #5051.
[15:06:22]	Boz Hendricks ran 'take' on item 'Green Citizen Suit' (#5051)
[15:06:22]	Boz Hendricks has gained a 'Green Citizen Suit' #5051.
[15:06:24]	Boz Hendricks ran 'Equip' on item 'Green Citizen Suit' (#5051)
[15:06:25]	Boz Hendricks ran 'Equip' on item 'Green Citizen Suit' (#5051)
[15:06:26]	Boz Hendricks ran 'Equip' on item 'Green Citizen Suit' (#5051)
[15:06:31]	Boz Hendricks ran 'drop' on item 'Citizen Filter' (#5050)
[15:06:31]	Boz Hendricks has lost a 'Citizen Filter' #5050.
[15:06:31]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[15:06:31]	CCA.C17-GRID.i5.41034 has gained 10 tokens.
[15:06:34]	Boz Hendricks ran 'take' on item 'Citizen Filter' (#5050)
[15:06:34]	Boz Hendricks has gained a 'Citizen Filter' #5050.
[15:06:36]	Boz Hendricks ran 'Equip' on item 'Green Citizen Suit' (#5051)
[15:06:38]	Boz Hendricks ran 'drop' on item 'Citizen Filter' (#5050)
[15:06:38]	Boz Hendricks has lost a 'Citizen Filter' #5050.
[15:06:39]	Boz Hendricks ran 'take' on item 'Citizen Filter' (#5050)
[15:06:39]	Boz Hendricks has gained a 'Citizen Filter' #5050.
[15:06:40]	Boz Hendricks ran 'drop' on item 'Green Citizen Suit' (#5051)
[15:06:40]	Boz Hendricks has lost a 'Green Citizen Suit' #5051.
[15:06:41]	Boz Hendricks ran 'take' on item 'Green Citizen Suit' (#5051)
[15:06:41]	Boz Hendricks has gained a 'Green Citizen Suit' #5051.
[15:06:42]	Boz Hendricks ran 'Equip' on item 'Green Citizen Suit' (#5051)
[15:07:06]	Hndrxx (STEAM_0:1:104824125) has disconnected.
[15:07:06]	PFC Mitchell 'Lazzy' Lazarus ran 'Equip' on item 'Conscript Hazmat Armor' (#165)
[15:07:06]	XYZ509 loaded the character 'CCA.C17-UNION.i5.01477'
[15:07:06]	[OOC] Morgan Beck: damn someone really did take my refined metal before I could turn it in for tokens
[15:07:39]	[LOOC] CCA.C17-GRID.i5.41034: wtf
[15:07:46]	Morgan Beck ran 'Equip' on item 'Pan' (#3126)
[15:07:52]	[OOC] CCA.C17-GRID.i5.41034: lagspike 
[15:08:08]	[OOC] CCA.C17-GRID.i1.59212: hes afk again
[15:08:11]	[OOC] CCA.C17-GRID.i1.59212: nvm
[15:08:13]	[OOC] CCA.C17-UNION.i5.01477: computer froze
[15:08:30]	[OOC] CCA.C17-UNION.i5.01477: also i re-made my staff application, Q
[15:08:52]	Morgan Beck ran 'drop' on item 'AI-2 Medikit' (#3199)
[15:08:52]	Morgan Beck has lost a 'AI-2 Medikit' #3199.
[15:08:53]	Artyom Kuznetsov has lost 7 tokens.
[15:08:56]	Artyom Kuznetsov ran 'Consume' on item 'Flavored Consulate Water' (#5052)
[15:09:02]	[LOOC] CCA.C17-UNION.i5.01477: thanks for that
[15:09:17]	Lee Maylor ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#6)
[15:09:19]	Lee Maylor ran 'Equip' on item 'Cyclopic Citizen Suit' (#6)
[15:09:22]	[OOC] Lee Maylor: fixed
[15:09:29]	Lee Maylor ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#6)
[15:09:30]	Lee Maylor ran 'Equip' on item 'Cyclopic Citizen Suit' (#6)
[15:09:39]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: Hold it
[15:09:41]	[LOOC] Artyom Kuznetsov: i was eatign grufkcvdifjgbi hgummy braserasrs
[15:09:47]	[LOOC] CCA.C17-GRID.i5.41034: with the gummy bears again
[15:09:58]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: Did you just run around looking for a guy who did a simple movement violation?
[15:10:05]	[LOOC] Artyom Kuznetsov: i can tell you the exact flavour of gummy bear i just ate
[15:10:09]	[LOOC] CCA.C17-GRID.i5.41034: i'm pretty sure i did and you can't do shit
[15:10:45]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: You can do it, but literally the guide itself says that if the civvie isn't within like.....15 meters just ignore it.
[15:10:54]	[LOOC] CCA.C17-GRID.i5.41034: fr?
[15:10:55]	[OOC] PFC Mitchell 'Lazzy' Lazarus: it's completely pointless to do that.
[15:11:07]	Morgan Beck opened the '' #253 container.
[15:11:09]	Morgan Beck closed the '' #253 container.
[15:11:14]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: Like nobody ever has run after a civvie like that for such a simple thing.
[15:11:24]	[LOOC] CCA.C17-GRID.i1.59212: i only enforced it once, on a malignant
[15:11:29]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: That was on the level of getting a camera detecting a gun.
[15:11:31]	Morgan Beck opened the '' #239 container.
[15:11:32]	[LOOC] CCA.C17-GRID.i5.41034: he did it 2 times
[15:11:33]	Morgan Beck closed the '' #239 container.
[15:11:35]	[LOOC] CCA.C17-GRID.i1.59212: ofc, you should get after them
[15:11:38]	[LOOC] CCA.C17-GRID.i5.41034: one now and one earlier
[15:11:41]	[LOOC] CCA.C17-GRID.i1.59212: like yell at them
[15:11:42]	[OOC] Lee Maylor: okay event time
[15:12:06]	CCA.C17-UNION.i5.01477 has gained 10 tokens.
[15:12:06]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[15:12:06]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: okay?
[15:12:15]	[LOOC] CCA.C17-UNION.i5.01477: i be violating movement 24/7
[15:12:36]	Morgan Beck opened the '' #245 container.
[15:12:38]	Morgan Beck has gained a 'Resin' #4813.
[15:12:39]	Morgan Beck closed the '' #245 container.
[15:12:45]	[ME] CCA.C17-UNION.i5.01477: itched the top of his headgear, walking off.
[15:12:49]	[OOC] CCA.C17-GRID.i1.59212: movement violations are really only to be able to get after minges
[15:13:14]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Running around the Plaza searching for a movement violater is kind of bullshit, no offense.
[15:13:22]	[LOOC] CCA.C17-GRID.i1.59212: im charging youw with a movement violation
[15:13:25]	[LOOC] CCA.C17-GRID.i1.59212: get on the wall
[15:13:28]	[LOOC] CCA.C17-UNION.i5.01477: FUCK
[15:13:37]	[OOC] CCA.C17-GRID.i5.41034: whats the event?
[15:13:45]	[OOC] Morgan Beck: a event
[15:13:45]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Find out!
[15:13:49]	[OOC] Morgan Beck: :)
[15:14:10]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Decent amount of players.
[15:14:31]	FB|| light ROOM loaded the character 'CCA.C17-QrM.19891'
[15:14:35]	Artyom Kuznetsov used the 'Shopkeeper' vendor.
[15:14:38]	Artyom Kuznetsov has lost 4 tokens.
[15:14:38]	Artyom Kuznetsov has gained a 'UU-Brand Corn' #5053.
[15:14:43]	Artyom Kuznetsov ran 'Consume' on item 'UU-Brand Corn' (#5053)
[15:15:15]	[OOC] CCA.C17-GRID.i1.59212: where the fuck is the resin terminal
[15:15:20]	[OOC] Artyom Kuznetsov: i ate it
[15:15:23]	[OOC] CCA.C17-GRID.i1.59212: oh
[15:15:25]	[OOC] Artyom Kuznetsov: i am the terminal
[15:15:35]	[OOC] CCA.C17-QrM.19891: Fair enough
[15:15:37]	[OOC] CCA.C17-UNION.i5.01477: when u union i4 on the other server but union i5 on this
[15:16:03]	CCA.C17-QrM.19891 used command '/Radio QrM is 10-8.'.
[15:16:41]	CCA.C17-QrM.19891 ran 'Frequency' on item 'Hybrid Radio' (#1446)
[15:16:42]	CCA.C17-QrM.19891 used command '/SetFreq 127.8'.
[15:16:43]	CCA.C17-QrM.19891 ran 'Channel' on item 'Hybrid Radio' (#1446)
[15:16:44]	CCA.C17-QrM.19891 used command '/SetChan 1'.
[15:17:06]	CCA.C17-UNION.i5.01477 has gained 10 tokens.
[15:17:06]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[15:17:06]	CCA.C17-GRID.i5.41034 has gained 10 tokens.
[15:17:17]	Morgan Beck entered observer.
[15:17:20]	Morgan Beck exited observer at their location.
[15:17:34]	[OOC] CCA.C17-GRID.i1.59212: fucking hell
[15:17:37]	[OOC] CCA.C17-QrM.19891: not able to fucking interact with the Armory hell.
[15:17:37]	[OOC] CCA.C17-GRID.i1.59212: the beds are gone
[15:17:45]	CCA.C17-QrM.19891 ran 'drop' on item 'Hybrid Radio' (#1446)
[15:17:45]	CCA.C17-QrM.19891 has lost a 'Hybrid Radio' #1446.
[15:17:46]	[OOC] CCA.C17-UNION.i5.01477: yeah i had that problem too lmfao
[15:17:48]	Lee Maylor used command '/CharSetClass qrm armory'.
[15:17:49]	CCA.C17-UNION.i5.01477 ran 'take' on item 'Hybrid Radio' (#1446)
[15:17:49]	CCA.C17-UNION.i5.01477 has gained a 'Hybrid Radio' #1446.
[15:17:50]	[LOOC] CCA.C17-QrM.19891: Taking my radio
[15:17:54]	CCA.C17-UNION.i5.01477 ran 'AdMode' on item 'Hybrid Radio' (#1446)
[15:17:57]	CCA.C17-UNION.i5.01477 ran 'Toggle' on item 'Hybrid Radio' (#1446)
[15:17:59]	CCA.C17-UNION.i5.01477 ran 'Activate' on item 'Hybrid Radio' (#1446)
[15:18:00]	CCA.C17-UNION.i5.01477 ran 'Activate' on item 'Hybrid Radio' (#1446)
[15:18:00]	CCA.C17-UNION.i5.01477 ran 'AdMode' on item 'Hybrid Radio' (#1446)
[15:18:03]	[OOC] Lee Maylor: only QrMs can
[15:18:13]	Lee Maylor used command '/CharSetBodygroup qrm mask 3'.
[15:18:13]	[OOC] CCA.C17-QrM.19891: And i'm a QrM
[15:18:14]	Lee Maylor used command '/CharSetBodygroup qrm mask 2'.
[15:18:17]	[OOC] Lee Maylor: try now
[15:18:19]	CCA.C17-GRID.i1.59212 has spawned 'models/props/de_inferno/bed.mdl'.
[15:18:19]	CCA.C17-UNION.i5.01477 ran 'Frequency' on item 'Hybrid Radio' (#1446)
[15:18:21]	CCA.C17-UNION.i5.01477 used command '/SetFreq 127.8'.
[15:18:25]	CCA.C17-GRID.i1.59212 has spawned 'models/props/de_inferno/bed.mdl'.
[15:18:27]	Morgan Beck entered observer.
[15:18:31]	CCA.C17-GRID.i1.59212 has spawned 'models/props/de_inferno/bed.mdl'.
[15:18:36]	CCA.C17-GRID.i1.59212 has spawned 'models/props/de_inferno/bed.mdl'.
[15:18:39]	CCA.C17-GRID.i1.59212 has spawned 'models/props/de_inferno/bed.mdl'.
[15:18:43]	FB|| light ROOM loaded the character 'PFC Mitchell 'Lazzy' Lazarus'
[15:18:58]	CCA.C17-GRID.i1.59212 has spawned 'models/props/de_inferno/bed.mdl'.
[15:19:11]	[OOC] CCA.C17-GRID.i5.41034: forgot to say cock daily today
[15:19:13]	[OOC] CCA.C17-GRID.i5.41034: so cock
[15:19:15]	[OOC] Artyom Kuznetsov: cock
[15:19:22]	[OOC] CCA.C17-GRID.i5.41034: cock
[15:19:27]	[OOC] PFC Mitchell 'Lazzy' Lazarus: cock
[15:19:54]	CCA.C17-GRID.i1.59212 has spawned 'models/props/cs_militia/bunkbed2.mdl'.
[15:19:55]	Morgan Beck exited observer at their location.
[15:20:17]	CCA.C17-GRID.i1.59212 has spawned 'models/props/de_inferno/bed.mdl'.
[15:20:22]	CCA.C17-GRID.i1.59212 has spawned 'models/props_interiors/bed_motel.mdl'.
[15:20:22]	CCA.C17-GRID.i1.59212 has taken 10 damage from prop_physics.
[15:20:49]	CCA.C17-GRID.i1.59212 has spawned 'models/env/furniture/bed_andrea/bed_andrea_1st.mdl'.
[15:20:52]	CCA.C17-GRID.i1.59212 has spawned 'models/props_downtown/bed_motel01.mdl'.
[15:20:58]	CCA.C17-GRID.i1.59212 has spawned 'models/props_furniture/cafe_barstool1.mdl'.
[15:21:01]	CCA.C17-GRID.i1.59212 has spawned 'models/props_downtown/pooltable.mdl'.
[15:21:01]	CCA.C17-GRID.i1.59212 has taken 100 damage from prop_physics.
[15:21:01]	CCA.C17-GRID.i1.59212 has taken 5 damage from prop_physics.
[15:21:09]	CCA.C17-GRID.i1.59212 has spawned 'models/props_vtmb/armchair.mdl'.
[15:21:12]	CCA.C17-GRID.i1.59212 has spawned 'models/props_interiors/sofa01.mdl'.
[15:21:19]	CCA.C17-GRID.i1.59212 has spawned 'models/props_street/awning_department_store.mdl'.
[15:21:22]	CCA.C17-GRID.i1.59212 has spawned 'models/props_c17/awning002a.mdl'.
[15:21:27]	[OOC] CCA.C17-UNION.i5.01477: what do you guys think of the application? It says I only made a single paragraph but I know its more than three paragraphs since it was longer than my last application lol
[15:21:36]	Lee Maylor exited observer at their location.
[15:21:36]	Lee Maylor entered observer.
[15:21:37]	Lee Maylor exited observer at their location.
[15:21:37]	Lee Maylor entered observer.
[15:21:37]	Lee Maylor exited observer at their location.
[15:21:38]	Lee Maylor entered observer.
[15:21:42]	[OOC] CCA.C17-GRID.i1.59212: q come to me pls
[15:21:43]	Lee Maylor exited observer at their location.
[15:21:43]	Lee Maylor entered observer.
[15:21:45]	Morgan Beck entered observer.
[15:21:47]	[OOC] PFC Mitchell 'Lazzy' Lazarus: I shall visit it at a later date.
[15:21:48]	Lee Maylor exited observer at their location.
[15:21:49]	Lee Maylor entered observer.
[15:21:50]	Lee Maylor exited observer at their location.
[15:21:54]	[LOOC] CCA.C17-GRID.i1.59212: pemraporp[pt eh beds
[15:21:58]	Lee Maylor entered observer.
[15:22:00]	Lee Maylor exited observer at their location.
[15:22:02]	Lee Maylor entered observer.
[15:22:06]	CCA.C17-UNION.i5.01477 has gained 10 tokens.
[15:22:06]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[15:22:09]	[OOC] CCA.C17-GRID.i1.59212: oh yeaH
[15:22:17]	[OOC] CCA.C17-GRID.i1.59212: reset my health and armour pls
[15:22:17]	Morgan Beck exited observer at their location.
[15:22:20]	[OOC] CCA.C17-GRID.i1.59212: a bed attacked me
[15:22:21]	[OOC] PFC Mitchell 'Lazzy' Lazarus: no
[15:22:24]	Morgan Beck entered observer.
[15:22:25]	[OOC] PFC Mitchell 'Lazzy' Lazarus: You shall die
[15:22:28]	[OOC] CCA.C17-GRID.i5.41034: ''a bed attacked me''
[15:22:29]	Morgan Beck exited observer at their location.
[15:22:43]	[OOC] CCA.C17-GRID.i5.41034: is that the event
[15:22:45]	Artyom Kuznetsov used command '/CharFallOver'.
[15:22:48]	Artyom Kuznetsov used command '/CharGetUp'.
[15:22:49]	Artyom Kuznetsov used command '/CharGetUp'.
[15:22:51]	Lee Maylor exited observer at their location.
[15:22:52]	Lee Maylor entered observer.
[15:22:52]	[OOC] CCA.C17-GRID.i1.59212: yes
[15:22:53]	Lee Maylor exited observer at their location.
[15:22:53]	Lee Maylor entered observer.
[15:22:54]	Dilly_ has connected.
[15:23:05]	Artyom Kuznetsov used command '/CharGetUp'.
[15:23:09]	[ME] CCA.C17-UNION.i5.01477: would poke the man with his stunstick, 'Wake up."
[15:23:13]	CCA.C17-GRID.i1.59212 used command '/Radio Authorizing ration cycle'.
[15:23:19]	[LOOC] Artyom Kuznetsov: i accidentally pressed my bind lmao
[15:23:20]	CCA.C17-GRID.i5.41034 used command '/Radio Copy.'.
[15:23:22]	[LOOC] CCA.C17-UNION.i5.01477: lmao
[15:23:28]	Lee Maylor has spawned 'models/half-life/kingpin_sphereshield.mdl'.
[15:23:41]	[OOC] CCA.C17-UNION.i5.01477: ...forcefield
[15:23:47]	[OOC] CCA.C17-GRID.i1.59212: what
[15:23:47]	Dilly_ loaded the character 'Carson Copper'
