[10:11:19]	LynxQueen has connected.
[13:15:20]	Uriel Akkad has gained a 'AA Battery' #14449.
[13:15:22]	Uriel Akkad ran 'drop' on item 'AA Battery' (#14449)
[13:15:22]	Uriel Akkad has lost a 'AA Battery' #14449.
[13:15:24]	Uriel Akkad opened the '' #1674 container.
[13:15:26]	Uriel Akkad closed the '' #1674 container.
[13:15:26]	Uriel Akkad opened the '' #1675 container.
[13:15:28]	Uriel Akkad closed the '' #1675 container.
[13:15:29]	Uriel Akkad opened the '' #1695 container.
[13:15:31]	Uriel Akkad closed the '' #1695 container.
[13:15:31]	Uriel Akkad opened the '' #1675 container.
[13:15:34]	Uriel Akkad closed the '' #1675 container.
[13:15:35]	Uriel Akkad opened the '' #1698 container.
[13:15:37]	Uriel Akkad closed the '' #1698 container.
[13:16:14]	[ME] Uriel Akkad: *Extracts Mixed Components of High Melting Points from some bundles of Scrap Electronics, Wire and Cables to Serve as an Inner-Insulting Layer to the Mold.*
[13:16:32]	[ME] Uriel Akkad: *Melts down the Component Scrap Metals, casing the Glass Mold in the Metal Layer.*
[13:17:24]	Death Razor (STEAM_0:1:66880501) has disconnected.
[13:17:30]	[ME] Uriel Akkad: *Giving it time to cool, Uriel would prod at the Mold to loosen it with the Earthen Ground.*
[13:17:51]	[ME] Jim 'Watcher 3' Bostello: would lay the scraps out.
[13:17:53]	Jim 'Watcher 3' Bostello ran 'drop' on item 'Armor Scraps' (#15146)
[13:17:53]	Jim 'Watcher 3' Bostello has lost a 'Armor Scraps' #15146.
[13:17:54]	Jim 'Watcher 3' Bostello ran 'drop' on item 'Armor Scraps' (#14040)
[13:17:54]	Jim 'Watcher 3' Bostello has lost a 'Armor Scraps' #14040.
[13:17:54]	Jim 'Watcher 3' Bostello ran 'drop' on item 'Armor Scraps' (#14041)
[13:17:54]	Jim 'Watcher 3' Bostello has lost a 'Armor Scraps' #14041.
[13:17:55]	Jim 'Watcher 3' Bostello ran 'drop' on item 'Armor Scraps' (#15147)
[13:17:55]	Jim 'Watcher 3' Bostello has lost a 'Armor Scraps' #15147.
[13:18:18]	[ME] Uriel Akkad: *Dumps the Armor Scraps into the Cast, focusing the Radiator Helix atop the Mold to smelt down the Armor Scrap to their burning Points.*
[13:18:32]	[ME] Uriel Akkad: *He'd observe the bounty retrieved from each scrap.*
[13:18:33]	Uriel Akkad rolled 9 out of 100.
[13:18:33]	Uriel Akkad used command '/Roll'.
[13:18:34]	Uriel Akkad rolled 96 out of 100.
[13:18:34]	Uriel Akkad used command '/Roll'.
[13:18:36]	Uriel Akkad rolled 50 out of 100.
[13:18:36]	Uriel Akkad used command '/Roll'.
[13:18:37]	Uriel Akkad rolled 50 out of 100.
[13:18:37]	Uriel Akkad used command '/Roll'.
[13:19:08]	[ME] Uriel Akkad: *One of the Scrap was rendered into a useless material, with two giving average yields and another yielding valuable Metals, all in a Liquid State.*
[13:19:10]	Uriel Akkad destroyed a 'Armor Scraps' #15147.
[13:19:11]	Uriel Akkad destroyed a 'Armor Scraps' #14040.
[13:19:12]	Uriel Akkad destroyed a 'Armor Scraps' #15146.
[13:19:13]	Uriel Akkad destroyed a 'Armor Scraps' #14041.
[13:19:46]	[ME] Uriel Akkad: *Grabs the Edges of the Cooled-Glass Mold, grabbing it our of the ground and moving to the Die Cast.*
[13:20:28]	[LOOC] Uriel Akkad: 7000 Grain in a Pound, 40 - 45 Grain per 12ga Shell, let me do some math.
[13:20:41]	[LOOC] Uriel Akkad: Alright.
[13:21:12]	[ME] Uriel Akkad: *Pours some Refined Metals into the Die Cast allowing them to fit the Mold, he'd continue this process after measuring out a Pound of Gunpowder.*
[13:21:29]	[ME] Uriel Akkad: *Repeating the Process, over a length of time Uriel would end up with ~...*
[13:21:31]	Uriel Akkad opened the '' #1803 container.
[13:21:32]	Uriel Akkad closed the '' #1803 container.
[13:21:33]	Uriel Akkad opened the '' #1796 container.
[13:21:36]	Uriel Akkad closed the '' #1796 container.
[13:21:40]	Uriel Akkad used command '/adminspawnmenu'.
[13:21:43]	Uriel Akkad has spawned "12-Gauge Shells"
[13:21:44]	Uriel Akkad ran 'take' on item '12-Gauge Shells' (#20292)
[13:21:44]	Uriel Akkad has gained a '12-Gauge Shells' #20292.
[13:21:47]	Uriel Akkad ran 'drop' on item '12-Gauge Shells' (#20292)
[13:21:47]	Uriel Akkad has lost a '12-Gauge Shells' #20292.
[13:21:50]	Uriel Akkad destroyed a '12-Gauge Shells' #20292.
[13:22:08]	[ME] Uriel Akkad: *Seventeen-Boxes worth of Shell Casings.* (Rounding down to 170).
[13:22:18]	Uriel Akkad used command '/adminspawnmenu'.
[13:23:19]	[ME] Uriel Akkad: *Moves the 17 Piles of Shotgun Shells tediously over to the table, 10 by 10. Then placing down a Pound of Gunpowder he'd begin to fill in the grain.*
[13:23:23]	Uriel Akkad ran 'drop' on item 'Smokeless Gunpowder' (#16578)
[13:23:23]	Uriel Akkad has lost a 'Smokeless Gunpowder' #16578.
[13:23:25]	Uriel Akkad destroyed a 'Smokeless Gunpowder' #16578.
[13:23:28]	Uriel Akkad used command '/adminspawnmenu'.
[13:23:43]	Uriel Akkad used command '/adminspawnmenu'.
[13:23:54]	Uriel Akkad used command '/adminspawnmenu'.
[13:23:58]	Uriel Akkad has spawned "12-Gauge Shells"
[13:23:58]	Uriel Akkad has spawned "12-Gauge Shells"
[13:23:59]	Uriel Akkad has spawned "12-Gauge Shells"
[13:24:00]	Uriel Akkad has spawned "12-Gauge Shells"
[13:24:00]	Uriel Akkad has spawned "12-Gauge Shells"
[13:24:01]	Uriel Akkad has spawned "12-Gauge Shells"
[13:24:02]	Uriel Akkad has spawned "12-Gauge Shells"
[13:24:02]	Uriel Akkad has spawned "12-Gauge Shells"
[13:24:03]	Uriel Akkad has spawned "12-Gauge Shells"
[13:24:04]	Uriel Akkad has spawned "12-Gauge Shells"
[13:24:04]	Uriel Akkad has spawned "12-Gauge Shells"
[13:24:05]	Uriel Akkad has spawned "12-Gauge Shells"
[13:24:06]	Uriel Akkad has spawned "12-Gauge Shells"
[13:24:06]	Uriel Akkad has spawned "12-Gauge Shells"
[13:24:09]	Uriel Akkad has spawned "12-Gauge Shells"
[13:24:09]	Jim 'Watcher 3' Bostello ran 'take' on item '12-Gauge Shells' (#20304)
[13:24:09]	Jim 'Watcher 3' Bostello has gained a '12-Gauge Shells' #20304.
[13:24:10]	Jim 'Watcher 3' Bostello ran 'take' on item '12-Gauge Shells' (#20302)
[13:24:10]	Jim 'Watcher 3' Bostello has gained a '12-Gauge Shells' #20302.
[13:24:13]	[LOOC] Uriel Akkad: Don't pick them up
[13:24:14]	Jim 'Watcher 3' Bostello ran 'take' on item '12-Gauge Shells' (#20303)
[13:24:14]	Jim 'Watcher 3' Bostello has gained a '12-Gauge Shells' #20303.
[13:24:16]	[LOOC] Jim 'Watcher 3' Bostello: oh
[13:24:18]	[LOOC] Uriel Akkad: I need to count them
[13:24:21]	Jim 'Watcher 3' Bostello ran 'drop' on item '12-Gauge Shells' (#20304)
[13:24:21]	Jim 'Watcher 3' Bostello has lost a '12-Gauge Shells' #20304.
[13:24:21]	Uriel Akkad ran 'take' on item '12-Gauge Shells' (#20299)
[13:24:21]	Uriel Akkad has gained a '12-Gauge Shells' #20299.
[13:24:22]	Uriel Akkad ran 'take' on item '12-Gauge Shells' (#20301)
[13:24:22]	Uriel Akkad has gained a '12-Gauge Shells' #20301.
[13:24:23]	Uriel Akkad ran 'take' on item '12-Gauge Shells' (#20297)
[13:24:23]	Uriel Akkad has gained a '12-Gauge Shells' #20297.
[13:24:24]	Uriel Akkad ran 'take' on item '12-Gauge Shells' (#20293)
[13:24:24]	Uriel Akkad has gained a '12-Gauge Shells' #20293.
[13:24:25]	Jim 'Watcher 3' Bostello ran 'drop' on item '12-Gauge Shells' (#20302)
[13:24:25]	Jim 'Watcher 3' Bostello has lost a '12-Gauge Shells' #20302.
[13:24:25]	Uriel Akkad ran 'take' on item '12-Gauge Shells' (#20296)
[13:24:25]	Uriel Akkad has gained a '12-Gauge Shells' #20296.
[13:24:27]	Uriel Akkad ran 'take' on item '12-Gauge Shells' (#20295)
[13:24:27]	Uriel Akkad has gained a '12-Gauge Shells' #20295.
[13:24:28]	Jim 'Watcher 3' Bostello ran 'drop' on item '12-Gauge Shells' (#20303)
[13:24:28]	Jim 'Watcher 3' Bostello has lost a '12-Gauge Shells' #20303.
[13:24:29]	Uriel Akkad ran 'take' on item '12-Gauge Shells' (#20305)
[13:24:29]	Uriel Akkad has gained a '12-Gauge Shells' #20305.
[13:24:30]	Uriel Akkad ran 'take' on item '12-Gauge Shells' (#20303)
[13:24:30]	Uriel Akkad has gained a '12-Gauge Shells' #20303.
[13:24:31]	Uriel Akkad ran 'take' on item '12-Gauge Shells' (#20304)
[13:24:31]	Uriel Akkad has gained a '12-Gauge Shells' #20304.
[13:24:32]	Uriel Akkad ran 'take' on item '12-Gauge Shells' (#20302)
[13:24:32]	Uriel Akkad has gained a '12-Gauge Shells' #20302.
[13:24:33]	Uriel Akkad ran 'take' on item '12-Gauge Shells' (#20294)
[13:24:33]	Uriel Akkad has gained a '12-Gauge Shells' #20294.
[13:24:34]	Uriel Akkad ran 'take' on item '12-Gauge Shells' (#20306)
[13:24:34]	Uriel Akkad has gained a '12-Gauge Shells' #20306.
[13:24:35]	Uriel Akkad ran 'take' on item '12-Gauge Shells' (#20292)
[13:24:35]	Uriel Akkad has gained a '12-Gauge Shells' #20292.
[13:24:36]	Uriel Akkad ran 'take' on item '12-Gauge Shells' (#20300)
[13:24:36]	Uriel Akkad has gained a '12-Gauge Shells' #20300.
[13:24:37]	Uriel Akkad ran 'take' on item '12-Gauge Shells' (#20298)
[13:24:37]	Uriel Akkad has gained a '12-Gauge Shells' #20298.
[13:24:39]	Uriel Akkad used command '/adminspawnmenu'.
[13:24:42]	Uriel Akkad has spawned "12-Gauge Shells"
[13:24:42]	Uriel Akkad has spawned "12-Gauge Shells"
[13:24:45]	Uriel Akkad ran 'take' on item '12-Gauge Shells' (#20307)
[13:24:45]	Uriel Akkad has gained a '12-Gauge Shells' #20307.
[13:24:46]	Uriel Akkad ran 'take' on item '12-Gauge Shells' (#20308)
[13:24:46]	Uriel Akkad has gained a '12-Gauge Shells' #20308.
[13:25:11]	[ME] Uriel Akkad: *Divides up the Shells into Small Cardboard Cartons, he'd off-set Seven of the Boxes, dropping Ten for the man to take.*
[13:25:12]	Uriel Akkad ran 'drop' on item '12-Gauge Shells' (#20298)
[13:25:12]	Uriel Akkad has lost a '12-Gauge Shells' #20298.
[13:25:13]	Uriel Akkad ran 'drop' on item '12-Gauge Shells' (#20307)
[13:25:13]	Uriel Akkad has lost a '12-Gauge Shells' #20307.
[13:25:13]	Uriel Akkad ran 'drop' on item '12-Gauge Shells' (#20308)
[13:25:13]	Uriel Akkad has lost a '12-Gauge Shells' #20308.
[13:25:14]	Uriel Akkad ran 'drop' on item '12-Gauge Shells' (#20300)
[13:25:14]	Uriel Akkad has lost a '12-Gauge Shells' #20300.
[13:25:15]	Uriel Akkad ran 'drop' on item '12-Gauge Shells' (#20292)
[13:25:15]	Uriel Akkad has lost a '12-Gauge Shells' #20292.
[13:25:15]	Uriel Akkad ran 'drop' on item '12-Gauge Shells' (#20306)
[13:25:15]	Uriel Akkad has lost a '12-Gauge Shells' #20306.
[13:25:16]	Uriel Akkad ran 'drop' on item '12-Gauge Shells' (#20295)
[13:25:16]	Uriel Akkad has lost a '12-Gauge Shells' #20295.
[13:25:16]	Uriel Akkad ran 'drop' on item '12-Gauge Shells' (#20305)
[13:25:16]	Uriel Akkad has lost a '12-Gauge Shells' #20305.
[13:25:17]	Uriel Akkad ran 'drop' on item '12-Gauge Shells' (#20297)
[13:25:17]	Uriel Akkad has lost a '12-Gauge Shells' #20297.
[13:25:17]	Uriel Akkad ran 'drop' on item '12-Gauge Shells' (#20301)
[13:25:17]	Uriel Akkad has lost a '12-Gauge Shells' #20301.
[13:25:25]	[ME] Jim 'Watcher 3' Bostello: would dig through his pre-war wallet, digging up said tokens.
[13:25:40]	Uriel Akkad has gained 100 tokens.
[13:25:40]	Jim 'Watcher 3' Bostello has lost 100 tokens.
[13:25:40]	Jim 'Watcher 3' Bostello used command '/GiveTokens 100'.
[13:25:44]	Jim 'Watcher 3' Bostello ran 'take' on item '12-Gauge Shells' (#20300)
[13:25:44]	Jim 'Watcher 3' Bostello has gained a '12-Gauge Shells' #20300.
[13:25:46]	Jim 'Watcher 3' Bostello ran 'take' on item '12-Gauge Shells' (#20292)
[13:25:46]	Jim 'Watcher 3' Bostello has gained a '12-Gauge Shells' #20292.
[13:25:47]	Jim 'Watcher 3' Bostello ran 'take' on item '12-Gauge Shells' (#20301)
[13:25:47]	Jim 'Watcher 3' Bostello has gained a '12-Gauge Shells' #20301.
[13:25:49]	Jim 'Watcher 3' Bostello ran 'take' on item '12-Gauge Shells' (#20308)
[13:25:49]	Jim 'Watcher 3' Bostello has gained a '12-Gauge Shells' #20308.
[13:25:51]	Jim 'Watcher 3' Bostello ran 'take' on item '12-Gauge Shells' (#20307)
[13:25:51]	Jim 'Watcher 3' Bostello has gained a '12-Gauge Shells' #20307.
[13:25:53]	Jim 'Watcher 3' Bostello ran 'take' on item '12-Gauge Shells' (#20305)
[13:25:53]	Jim 'Watcher 3' Bostello has gained a '12-Gauge Shells' #20305.
[13:25:54]	Jim 'Watcher 3' Bostello ran 'take' on item '12-Gauge Shells' (#20306)
[13:25:54]	Jim 'Watcher 3' Bostello has gained a '12-Gauge Shells' #20306.
[13:25:56]	Jim 'Watcher 3' Bostello ran 'take' on item '12-Gauge Shells' (#20298)
[13:25:56]	Jim 'Watcher 3' Bostello has gained a '12-Gauge Shells' #20298.
[13:25:57]	Jim 'Watcher 3' Bostello ran 'take' on item '12-Gauge Shells' (#20297)
[13:25:57]	Jim 'Watcher 3' Bostello has gained a '12-Gauge Shells' #20297.
[13:26:01]	Jim 'Watcher 3' Bostello ran 'take' on item '12-Gauge Shells' (#20295)
[13:26:01]	Jim 'Watcher 3' Bostello has gained a '12-Gauge Shells' #20295.
[13:26:28]	[ME] Uriel Akkad: *Turns off the Electric Generator, De-Sycning the Car Battery with both of the AA Batteries used up. He'd disconnect the Radiator Helix and Powercord.*
[13:27:17]	Uriel Akkad destroyed a 'AA Battery' #14812.
[13:27:18]	Uriel Akkad destroyed a 'AA Battery' #14449.
[13:27:19]	Uriel Akkad ran 'take' on item 'Radiator Helix' (#15183)
[13:27:19]	Uriel Akkad has gained a 'Radiator Helix' #15183.
[13:27:20]	Uriel Akkad ran 'take' on item 'Powercord' (#12373)
[13:27:20]	Uriel Akkad has gained a 'Powercord' #12373.
[13:27:21]	Uriel Akkad opened the '' #1675 container.
[13:27:36]	Uriel Akkad has gained a 'Radiator Helix' #15183.
[13:27:36]	Uriel Akkad closed the '' #1675 container.
[13:27:37]	Uriel Akkad opened the '' #1676 container.
[13:27:43]	deantheone (STEAM_0:1:116497963) has disconnected.
[13:27:48]	Uriel Akkad closed the '' #1676 container.
[13:27:50]	Uriel Akkad opened the '' #1803 container.
[13:27:52]	Uriel Akkad closed the '' #1803 container.
[13:27:52]	Uriel Akkad opened the '' #1796 container.
[13:28:01]	Uriel Akkad ran 'use' on item '4.6x30 Rounds' (#17776)
[13:28:02]	Uriel Akkad ran 'use' on item '4.6x30 Rounds' (#17793)
[13:28:03]	Uriel Akkad ran 'use' on item '4.6x30 Rounds' (#17772)
[13:28:03]	Uriel Akkad ran 'use' on item '4.6x30 Rounds' (#17778)
[13:28:14]	Uriel Akkad ran 'unloadAmmo' on item 'MP7' (#16597)
[13:28:14]	Uriel Akkad has gained a '4.6x30 Rounds' #20309.
[13:28:19]	Uriel Akkad ran 'drop' on item 'MP7' (#16597)
[13:28:19]	Uriel Akkad has lost a 'MP7' #16597.
[13:28:21]	Uriel Akkad closed the '' #1796 container.
[13:28:25]	Uriel Akkad ran 'take' on item 'MP7' (#16597)
[13:28:25]	Uriel Akkad has gained a 'MP7' #16597.
[13:28:27]	Uriel Akkad ran 'Equip' on item 'MP7' (#16597)
[13:28:32]	Uriel Akkad opened the '' #1803 container.
[13:28:34]	Uriel Akkad closed the '' #1803 container.
[13:28:35]	Uriel Akkad opened the '' #1796 container.
[13:28:47]	Uriel Akkad closed the '' #1796 container.
[13:29:23]	Uriel Akkad opened the '' #1795 container.
[13:29:30]	Uriel Akkad closed the '' #1795 container.
[13:29:32]	Uriel Akkad opened the '' #1802 container.
[13:29:35]	Uriel Akkad closed the '' #1802 container.
[13:29:38]	Uriel Akkad opened the '' #1796 container.
[13:29:48]	Uriel Akkad closed the '' #1796 container.
[13:29:49]	Uriel Akkad opened the '' #1803 container.
[13:29:59]	Uriel Akkad closed the '' #1803 container.
[13:30:00]	Uriel Akkad opened the '' #1803 container.
[13:30:04]	Uriel Akkad closed the '' #1803 container.
[13:30:05]	Uriel Akkad opened the '' #1673 container.
[13:30:13]	Uriel Akkad closed the '' #1673 container.
[13:30:14]	Uriel Akkad opened the '' #1695 container.
[13:30:18]	Uriel Akkad closed the '' #1695 container.
[13:30:18]	Uriel Akkad opened the '' #1698 container.
[13:30:24]	Uriel Akkad closed the '' #1698 container.
[13:30:24]	Uriel Akkad opened the '' #1675 container.
[13:30:28]	Uriel Akkad closed the '' #1675 container.
[13:30:29]	Uriel Akkad opened the '' #1674 container.
[13:30:32]	Uriel Akkad closed the '' #1674 container.
[13:30:33]	Uriel Akkad opened the '' #1676 container.
[13:30:37]	Uriel Akkad closed the '' #1676 container.
[13:30:39]	Uriel Akkad opened the '' #1697 container.
[13:30:44]	Uriel Akkad closed the '' #1697 container.
[13:31:26]	Uriel Akkad opened the '' #1796 container.
[13:31:38]	Uriel Akkad closed the '' #1796 container.
[13:31:39]	Uriel Akkad opened the '' #1802 container.
[13:31:43]	Uriel Akkad closed the '' #1802 container.
[13:31:43]	Uriel Akkad opened the '' #1803 container.
[13:31:54]	Uriel Akkad has gained a 'Armor Repair Kit' #17363.
[13:31:59]	Uriel Akkad closed the '' #1803 container.
[13:32:04]	Uriel Akkad opened the '' #1673 container.
[13:32:09]	Uriel Akkad closed the '' #1673 container.
[13:32:18]	Uriel Akkad has spawned 'models/illusion/eftcontainers/carbattery.mdl'.
[13:32:25]	Uriel Akkad entered observer.
[13:32:39]	Uriel Akkad exited observer.
[13:32:50]	Uriel Akkad opened the '' #1795 container.
[13:32:58]	Uriel Akkad closed the '' #1795 container.
[13:33:02]	Uriel Akkad opened the '' #1802 container.
[13:33:14]	Uriel Akkad closed the '' #1802 container.
[13:33:14]	Uriel Akkad opened the '' #1803 container.
[13:33:23]	Uriel Akkad closed the '' #1803 container.
[13:33:24]	Uriel Akkad opened the '' #1796 container.
[13:33:27]	Uriel Akkad closed the '' #1796 container.
[13:33:29]	Uriel Akkad opened the '' #1695 container.
[13:33:31]	Uriel Akkad closed the '' #1695 container.
[13:33:32]	Uriel Akkad opened the '' #1698 container.
[13:33:35]	Uriel Akkad closed the '' #1698 container.
[13:33:36]	Uriel Akkad opened the '' #1676 container.
[13:33:44]	Uriel Akkad closed the '' #1676 container.
[13:33:45]	Uriel Akkad opened the '' #1674 container.
[13:33:47]	Uriel Akkad closed the '' #1674 container.
[13:34:00]	[ME] Uriel Akkad: *Moves the Casting Mold over to the Die Cast, allowing it to cool off.*
[13:34:13]	Uriel Akkad has spawned 'models/illusion/eftcontainers/magnet.mdl'.
[13:34:25]	Uriel Akkad entered observer.
[13:35:14]	Uriel Akkad exited observer.
[13:35:19]	Uriel Akkad has spawned 'models/illusion/eftcontainers/grizzly.mdl'.
[13:35:36]	Uriel Akkad has spawned 'models/illusion/eftcontainers/sparkplug.mdl'.
[13:35:47]	Uriel Akkad has spawned 'models/illusion/eftcontainers/wrench.mdl'.
[13:36:03]	Uriel Akkad entered observer.
[13:36:42]	Uriel Akkad exited observer.
[13:36:51]	Uriel Akkad has spawned 'models/illusion/eftcontainers/isakalunchbox.mdl'.
[13:36:54]	Uriel Akkad has spawned 'models/illusion/eftcontainers/intel.mdl'.
[13:37:02]	Uriel Akkad has spawned 'models/illusion/eftcontainers/intel.mdl'.
[13:37:47]	Uriel Akkad has spawned 'models/illusion/eftcontainers/gasanalyser.mdl'.
[13:38:08]	Uriel Akkad has spawned 'models/illusion/eftcontainers/gyrotachometer.mdl'.
[13:38:21]	Uriel Akkad has spawned 'models/illusion/eftcontainers/moneycase.mdl'.
[13:38:43]	Uriel Akkad has spawned 'models/illusion/eftcontainers/helsingcrossbow.mdl'.
[13:38:44]	Uriel Akkad entered observer.
[13:38:45]	Uriel Akkad exited observer.
[13:39:12]	Uriel Akkad has spawned 'models/illusion/eftcontainers/wirelesstransmitter.mdl'.
[13:39:27]	Uriel Akkad entered observer.
[13:40:02]	Uriel Akkad has spawned 'models/illusion/eftcontainers/virtex.mdl'.
[13:40:27]	Uriel Akkad has spawned 'models/illusion/eftcontainers/rfidreader.mdl'.
[13:40:42]	Uriel Akkad has spawned 'models/illusion/eftcontainers/wirelesstransmitter.mdl'.
[13:41:21]	Uriel Akkad has spawned 'models/illusion/eftcontainers/phaserelay.mdl'.
[13:41:52]	Uriel Akkad exited observer.
[13:42:15]	Uriel Akkad entered observer.
[13:42:25]	Uriel Akkad exited observer.
[13:44:36]	Uriel Akkad opened the '' #1675 container.
