[07:06:13]	Haggiez has connected.
[23:23:03]	CCA.C08-UNION.i1.51023 entered observer.
[23:23:06]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:23:06]	CCA.C08-UNION.i1.51023 entered observer.
[23:23:11]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:23:12]	CCA.C08-UNION.i1.51023 entered observer.
[23:23:44]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:23:53]	CCA.C08-UNION.i1.51023 entered observer.
[23:23:58]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:24:02]	CCA.C08-UNION.i1.51023 has spawned 'models/props_trainstation/trashcan_indoor001b.mdl'.
[23:24:24]	CCA.C08-UNION.i1.51023 entered observer.
[23:24:29]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:24:32]	CCA.C08-UNION.i1.51023 has spawned 'models/props_trainstation/trashcan_indoor001b.mdl'.
[23:24:39]	CCA.C08-UNION.i1.51023 entered observer.
[23:24:44]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:24:49]	CCA.C08-UNION.i1.51023 entered observer.
[23:24:52]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:25:27]	CCA.C08-UNION.i1.51023 entered observer.
[23:25:28]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:25:28]	CCA.C08-UNION.i1.51023 entered observer.
[23:25:31]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:26:02]	CCA.C08-UNION.i1.51023 entered observer.
[23:26:03]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:26:10]	CCA.C08-UNION.i1.51023 entered observer.
[23:26:13]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:26:25]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/blocks/cube1x1x025.mdl'.
[23:26:26]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/blocks/cube1x2x025.mdl'.
[23:26:33]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/blocks/cube1x1x025.mdl'.
[23:26:43]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/blocks/cube1x1x025.mdl'.
[23:27:05]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/blocks/cube1x1x025.mdl'.
[23:27:08]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/blocks/cube1x1x025.mdl'.
[23:27:10]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/blocks/cube1x1x025.mdl'.
[23:27:16]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/blocks/cube1x1x025.mdl'.
[23:27:20]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/blocks/cube1x1x025.mdl'.
[23:27:21]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/blocks/cube1x1x025.mdl'.
[23:27:25]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/blocks/cube1x1x025.mdl'.
[23:27:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[23:27:33]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [262][ix_forcefield]'.
[23:27:34]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2954][ix_forcefield]'.
[23:27:35]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2951][ix_forcefield]'.
[23:27:35]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2952][ix_forcefield]'.
[23:27:36]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2953][ix_forcefield]'.
[23:27:37]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2951][ix_forcefield]'.
[23:27:38]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2954][ix_forcefield]'.
[23:27:40]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [262][ix_forcefield]'.
[23:27:41]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2952][ix_forcefield]'.
[23:27:41]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2956][ix_forcefield]'.
[23:27:42]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [262][ix_forcefield]'.
[23:27:43]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2952][ix_forcefield]'.
[23:27:45]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [262][ix_forcefield]'.
[23:27:45]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2952][ix_forcefield]'.
[23:27:46]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [262][ix_forcefield]'.
[23:27:47]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2952][ix_forcefield]'.
[23:27:48]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [262][ix_forcefield]'.
[23:27:55]	CCA.C08-UNION.i1.51023 entered observer.
[23:28:00]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:28:00]	CCA.C08-UNION.i1.51023 entered observer.
[23:28:00]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:28:42]	CCA.C08-UNION.i1.51023 entered observer.
[23:28:43]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:29:01]	CCA.C08-UNION.i1.51023 entered observer.
[23:29:01]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:29:04]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2951][ix_forcefield]'.
[23:29:05]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2954][ix_forcefield]'.
[23:29:06]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [262][ix_forcefield]'.
[23:29:07]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2953][ix_forcefield]'.
[23:29:07]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2955][ix_forcefield]'.
[23:29:08]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2951][ix_forcefield]'.
[23:29:09]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2952][ix_forcefield]'.
[23:29:27]	CCA.C08-UNION.i1.51023 entered observer.
[23:29:32]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:30:04]	CCA.C08-UNION.i1.51023 entered observer.
[23:30:07]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:30:20]	CCA.C08-UNION.i1.51023 entered observer.
[23:30:53]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/blocks/cube1x1x025.mdl'.
[23:30:54]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:30:56]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/blocks/cube1x1x025.mdl'.
[23:31:06]	CCA.C08-UNION.i1.51023 entered observer.
[23:31:09]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:31:40]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2951][ix_forcefield]'.
[23:31:41]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2954][ix_forcefield]'.
[23:31:42]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2946][ix_forcefield]'.
[23:31:43]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2952][ix_forcefield]'.
[23:31:44]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2946][ix_forcefield]'.
[23:31:44]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2953][ix_forcefield]'.
[23:31:45]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2951][ix_forcefield]'.
[23:31:46]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2953][ix_forcefield]'.
[23:31:47]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2951][ix_forcefield]'.
[23:31:48]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2946][ix_forcefield]'.
[23:31:49]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2951][ix_forcefield]'.
[23:31:50]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2946][ix_forcefield]'.
[23:32:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[23:32:51]	CCA.C08-UNION.i1.51023 entered observer.
[23:32:53]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:32:55]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2946][ix_forcefield]'.
[23:32:56]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2953][ix_forcefield]'.
[23:32:57]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2956][ix_forcefield]'.
[23:32:57]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2946][ix_forcefield]'.
[23:32:58]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2953][ix_forcefield]'.
[23:32:58]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2956][ix_forcefield]'.
[23:32:59]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2946][ix_forcefield]'.
[23:33:00]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2954][ix_forcefield]'.
[23:33:01]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2946][ix_forcefield]'.
[23:33:02]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2954][ix_forcefield]'.
[23:33:02]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2953][ix_forcefield]'.
[23:33:04]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2951][ix_forcefield]'.
[23:33:05]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2952][ix_forcefield]'.
[23:33:05]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2955][ix_forcefield]'.
[23:33:07]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2946][ix_forcefield]'.
[23:33:08]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2952][ix_forcefield]'.
[23:33:09]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2955][ix_forcefield]'.
[23:33:10]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2946][ix_forcefield]'.
[23:33:10]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2952][ix_forcefield]'.
[23:33:11]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2955][ix_forcefield]'.
[23:33:12]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2946][ix_forcefield]'.
[23:33:13]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2952][ix_forcefield]'.
[23:33:33]	CCA.C08-UNION.i1.51023 entered observer.
[23:34:09]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:34:16]	CCA.C08-UNION.i1.51023 entered observer.
[23:34:17]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:34:27]	CCA.C08-UNION.i1.51023 used command '/DoorSetTitle Waste Processing'.
[23:34:29]	CCA.C08-UNION.i1.51023 used command '/DoorSetTitle Waste Processing'.
[23:34:30]	CCA.C08-UNION.i1.51023 used command '/DoorSetHidden false'.
[23:34:30]	CCA.C08-UNION.i1.51023 used command '/DoorSetHidden false'.
[23:34:49]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2938][ix_forcefield]'.
[23:34:49]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2948][ix_forcefield]'.
[23:34:51]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2938][ix_forcefield]'.
[23:34:52]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2950][ix_forcefield]'.
[23:34:53]	CCA.C08-UNION.i1.51023 entered observer.
[23:34:53]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:34:58]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [264][ix_forcefield]'.
[23:34:58]	CCA.C08-UNION.i1.51023 entered observer.
[23:34:59]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:35:00]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2938][ix_forcefield]'.
[23:35:01]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2946][ix_forcefield]'.
[23:35:01]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2938][ix_forcefield]'.
[23:35:02]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2950][ix_forcefield]'.
[23:35:03]	CCA.C08-UNION.i1.51023 has spawned a 'Entity [2938][ix_forcefield]'.
[23:35:12]	CCA.C08-UNION.i1.51023 entered observer.
[23:35:17]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:35:17]	CCA.C08-UNION.i1.51023 entered observer.
[23:35:17]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:35:18]	CCA.C08-UNION.i1.51023 entered observer.
[23:35:19]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:35:38]	CCA.C08-UNION.i1.51023 has spawned 'models/xqm/boxtri.mdl'.
[23:35:44]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/misc/lift2x2.mdl'.
[23:35:45]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/misc/stair1x1.mdl'.
[23:35:46]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/misc/stair1x1inside.mdl'.
[23:35:50]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/misc/stair1x1outside.mdl'.
[23:36:28]	CCA.C08-UNION.i1.51023 entered observer.
[23:36:30]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:36:39]	CCA.C08-UNION.i1.51023 has spawned 'models/props_phx/construct/metal_wire2x2b.mdl'.
[23:36:59]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/plates/plate1x1.mdl'.
[23:37:01]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/plates/plate2x2.mdl'.
[23:37:09]	CCA.C08-UNION.i1.51023 entered observer.
[23:37:09]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:37:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[23:37:51]	CCA.C08-UNION.i1.51023 has spawned 'models/props_phx/construct/metal_wire1x2b.mdl'.
[23:37:51]	CCA.C08-UNION.i1.51023 entered observer.
[23:37:52]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:38:14]	CCA.C08-UNION.i1.51023 entered observer.
[23:39:24]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:40:06]	CCA.C08-UNION.i1.51023 has spawned 'models/props_phx/construct/metal_wire1x2b.mdl'.
[23:40:07]	CCA.C08-UNION.i1.51023 entered observer.
[23:40:08]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:40:37]	CCA.C08-UNION.i1.51023 has spawned 'models/props_phx/construct/metal_wire1x2b.mdl'.
[23:41:21]	CCA.C08-UNION.i1.51023 has spawned 'models/phxtended/bar2x.mdl'.
[23:41:48]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/plates/plate1x2.mdl'.
[23:42:10]	CCA.C08-UNION.i1.51023 entered observer.
[23:42:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
[23:42:55]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:42:57]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/plates/plate1x2.mdl'.
[23:43:07]	CCA.C08-UNION.i1.51023 entered observer.
[23:43:13]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:43:53]	CCA.C08-UNION.i1.51023 has spawned 'models/hunter/plates/plate1x2.mdl'.
[23:43:56]	CCA.C08-UNION.i1.51023 entered observer.
[23:44:31]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:47:11]	CCA.C08-UNION.i1.51023 entered observer.
[23:47:13]	CCA.C08-UNION.i1.51023 exited observer at their location.
[23:47:33]	CCA.C08-UNION.i1.51023 has gained 10 tokens.
