[02:17:34]	npaynter2 has connected.
[22:11:51]	[LOOC] OTA.C08-ECHO:OHS.69173: lmao
[22:11:54]	[OOC] OTA.WCT-ECHO:ORD.19659: they were told to be abandoned
[22:11:55]	[OOC] Private Emily Brown: bosnia rp
[22:11:57]	[OOC] OTA.WCT-ECHO:ORD.19659: they came back to the CPs
[22:11:59]	[OOC] OTA.WCT-ECHO:ORD.19659: it be like that
[22:12:01]	[OOC] Raymon Kalachya: Israel RP
[22:12:10]	[OOC] OTA.WCT-ECHO:ORD.19659: palestine RP*
[22:12:10]	[OOC] Private Emily Brown: 1942 poland rp
[22:12:23]	[OOC] Raymon Kalachya: 1942 Opposing Stalin be like
[22:12:26]	[ME] OTA.C08-ECHO:OHS.69173: would fire several rounds at the portal
[22:12:29]	Private Emily Brown used command '/ToggleRaise'.
[22:12:37]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[22:12:48]	Private Emily Brown used command '/ToggleRaise'.
[22:12:55]	[LOOC] OTA.WCT-ECHO:ORD.19659: void
[22:12:56]	Private Emily Brown used command '/ToggleRaise'.
[22:12:57]	[LOOC] OTA.WCT-ECHO:ORD.19659: :)
[22:13:01]	OTA.WCT-ECHO:ORD.19659 has spawned a 'NPC [220][monster_shocktrooper]'.
[22:13:02]	OTA.WCT-ECHO:ORD.19659 has spawned a 'NPC [362][monster_shocktrooper]'.
[22:13:02]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:13:02]	OTA.WCT-ECHO:ORD.19659 has spawned a 'NPC [445][monster_shocktrooper]'.
[22:13:02]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:13:02]	OTA.WCT-ECHO:ORD.19659 has spawned a 'NPC [484][monster_shocktrooper]'.
[22:13:02]	OTA.WCT-ECHO:ORD.19659 has spawned a 'NPC [642][monster_shocktrooper]'.
[22:13:03]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:13:03]	OTA.WCT-ECHO:ORD.19659 has spawned a 'NPC [660][monster_shocktrooper]'.
[22:13:03]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:13:03]	OTA.WCT-ECHO:ORD.19659 has spawned a 'NPC [369][monster_shocktrooper]'.
[22:13:03]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:13:04]	OTA.WCT-ECHO:ORD.19659 has spawned a 'NPC [368][monster_shocktrooper]'.
[22:13:04]	OTA.WCT-ECHO:ORD.19659 has spawned a 'NPC [448][monster_shocktrooper]'.
[22:13:04]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[22:13:04]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:13:04]	OTA.WCT-ECHO:ORD.19659 has spawned a 'NPC [647][monster_shocktrooper]'.
[22:13:04]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:13:04]	OTA.WCT-ECHO:ORD.19659 has spawned a 'NPC [662][monster_shocktrooper]'.
[22:13:05]	[Y] OTA.C08-ECHO:OHS.69173: <:: Shit! ::>
[22:13:05]	OTA.WCT-ECHO:ORD.19659 has spawned a 'NPC [591][monster_shocktrooper]'.
[22:13:05]	OTA.WCT-ECHO:ORD.19659 has spawned a 'NPC [654][monster_shocktrooper]'.
[22:13:06]	OTA.WCT-ECHO:ORD.19659 has spawned a 'NPC [659][monster_shocktrooper]'.
[22:13:06]	OTA.WCT-ECHO:ORD.19659 has spawned a 'NPC [656][monster_shocktrooper]'.
[22:13:07]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:13:07]	OTA.WCT-ECHO:ORD.19659 has spawned a 'NPC [645][monster_shocktrooper]'.
[22:13:07]	CCA.C08-GRID.i1.23710 has taken 6 damage from monster_shocktrooper.
[22:13:07]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:07]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:08]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:08]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:08]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:08]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:09]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:09]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:09]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:09]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:10]	[Y] Raymon Kalachya: BLYAT.
[22:13:11]	Private Emily Brown has taken 6 damage from monster_shocktrooper.
[22:13:14]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:14]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:15]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:16]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:16]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:18]	[Y] CCA.C08-QrM.98240: <:: FUCK SHIT! ::>
[22:13:20]	OTA.C08-ECHO:OHS.69173 has taken 75 damage from monster_shocktrooper.
[22:13:21]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:22]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:22]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:23]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:13:24]	[LOOC] CCA.C08-QrM.98240: OUT OF THE WAY GRID
[22:13:26]	[LOOC] CCA.C08-QrM.98240: HOLY SHIT
[22:13:29]	[LOOC] CCA.C08-GRID.i1.23710: IMN STUCK
[22:13:35]	[Y] OTA.C08-ECHO:OHS.69173: <:: Inside. ::>
[22:13:38]	OTA.C08-ECHO:OHS.69173 used command '/Radio ripcord'.
[22:13:40]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[22:13:42]	CCA.C08-GRID.i1.23710 has taken 12 damage from monster_shockroach.
[22:13:44]	[ME] Anastasia Ivanovich: sarc-
[22:13:48]	CCA.C08-GRID.i1.23710 has taken 7 damage from OTA.C08-ECHO:OHS.69173.
[22:13:52]	[ME] Anastasia Ivanovich: sarcastically stated
[22:13:54]	[Y] CCA.C08-QrM.98240: <:: Yeah, handled! ::>
[22:13:54]	[ME] Raymon Kalachya: covers his left ear from the bullet sounds echoing around in the small barracks
[22:13:58]	CCA.C08-QrM.98240 has taken 53 damage from monster_shocktrooper.
[22:14:02]	[Y] Raymon Kalachya: WHAT THE FUCK.
[22:14:02]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:14:04]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[22:14:25]	Raymon Kalachya used command '/ru FUCK. THIS IS NOT HOW I EXPECTED MY AFTERNOON TO GO'.
[22:14:31]	CCA.C08-GRID.i1.23710 has taken 12 damage from monster_shockroach.
[22:14:32]	CCA.C08-GRID.i1.23710 has taken 12 damage from monster_shockroach.
[22:14:32]	[ME] Kane Davis: begins to look around.
[22:14:33]	OTA.C08-ECHO:OHS.69173 has taken 12 damage from monster_shockroach.
[22:14:33]	CCA.C08-GRID.i1.23710 has taken 12 damage from monster_shockroach.
[22:14:39]	OTA.WCT-ECHO:ORD.19659 entered observer.
[22:14:39]	OTA.WCT-ECHO:ORD.19659 entered observer.
[22:14:41]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:14:41]	OTA.C08-ECHO:OHS.69173 has taken 6 damage from monster_shocktrooper.
[22:14:41]	OTA.C08-ECHO:OHS.69173 has taken 12 damage from monster_shockroach.
[22:14:43]	CCA.C08-GRID.i1.23710 has taken 12 damage from Private Emily Brown.
[22:14:43]	CCA.C08-GRID.i1.23710 has taken 12 damage from Private Emily Brown.
[22:14:43]	CCA.C08-GRID.i1.23710 has taken 12 damage from Private Emily Brown.
[22:14:44]	CCA.C08-GRID.i1.23710 has taken 12 damage from monster_shockroach.
[22:14:45]	CCA.C08-GRID.i1.23710 has taken 12 damage from monster_shockroach.
[22:14:45]	CCA.C08-GRID.i1.23710 has taken 12 damage from monster_shockroach.
[22:14:46]	CCA.C08-GRID.i1.23710 has taken 12 damage from monster_shockroach.
[22:14:48]	CCA.C08-GRID.i1.23710 has taken 12 damage from monster_shockroach.
[22:14:52]	Private Emily Brown has taken 12 damage from monster_shockroach.
[22:14:53]	[OOC] Raymon Kalachya: What the hell even happened to me
[22:14:57]	CCA.C08-QrM.98240 has taken 12 damage from monster_shockroach.
[22:14:58]	OTA.C08-ECHO:OHS.69173 has taken 12 damage from monster_shockroach.
[22:14:59]	[OOC] OTA.WCT-ECHO:ORD.19659: hit in the legs i guess?
[22:15:00]	Anastasia Ivanovich has taken 12 damage from monster_shockroach.
[22:15:01]	Anastasia Ivanovich has taken 12 damage from monster_shockroach.
[22:15:05]	Private Emily Brown used command '/ToggleRaise'.
[22:15:07]	Raymon Kalachya has taken 12 damage from monster_shockroach.
[22:15:10]	[Y] OTA.C08-ECHO:OHS.69173: <:: Status?! ::>
[22:15:11]	[Y] Raymon Kalachya: Help!
[22:15:17]	[Y] OTA.C08-ECHO:OHS.69173: <:: Inside. ::>
[22:15:19]	[Y] CCA.C08-QrM.98240: <:: Armor is fucked, but pretty good. ::>
[22:15:23]	Private Emily Brown used command '/ToggleRaise'.
[22:15:29]	Private Emily Brown used command '/ToggleRaise'.
[22:15:29]	matt saton loaded the character 'Riley Suffat'
[22:15:37]	CCA.C08-QrM.98240 has gained 10 tokens.
[22:15:38]	Riley Suffat has gained a 'Respirator' #20570.
[22:15:38]	Riley Suffat used command '/CharGiveItem riley respirator'.
[22:15:41]	Riley Suffat used command '/CharEditBodygroup riley'.
[22:15:42]	CCA.C08-QrM.98240 ran 'unloadAmmo' on item 'XM31 OICW' (#20177)
[22:15:42]	CCA.C08-QrM.98240 has gained a 'Pulse Ammunition' #20571.
[22:15:44]	Riley Suffat ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#12082)
[22:15:45]	Riley Suffat ran 'Equip' on item 'Respirator' (#20570)
[22:15:46]	Riley Suffat used command '/CharEditBodygroup riley'.
[22:15:47]	CCA.C08-QrM.98240 ran 'unloadAmmo' on item 'XM31 OICW' (#20177)
[22:15:47]	CCA.C08-QrM.98240 has gained a 'Pulse Ammunition' #20572.
[22:15:57]	Riley Suffat used command '/PlyTransfer riley citizen'.
[22:15:58]	CCA.C08-QrM.98240 ran 'unloadAmmo' on item 'XM31 OICW' (#20177)
[22:15:58]	CCA.C08-QrM.98240 has gained a 'Pulse Ammunition' #20573.
[22:16:26]	Riley Suffat used command '/CharSetModel riley models/player/zelpa/male_08_extended.mdl'.
[22:16:28]	Riley Suffat used command '/CharEditBodygroup riley'.
[22:16:36]	[ME] Anastasia Ivanovich: climbed into bed hoping to take a nap.
[22:16:49]	Riley Suffat has changed Riley Suffat's bodygroups.
[22:16:50]	Riley Suffat has changed Riley Suffat's bodygroups.
[22:16:51]	[LOOC] CCA.C08-GRID.i1.23710: OPE
[22:16:57]	Raymon Kalachya used command '/ru Oh no shit. Shut up unless you can give me a useful answer'.
[22:17:03]	OTA.C08-ECHO:OHS.69173 used command '/Radio Individual outside- Unknown.'.
[22:17:05]	Riley Suffat entered observer.
[22:17:06]	Anastasia Ivanovich used command '/ru I have no clue.'.
[22:17:08]	CCA.C08-QrM.98240 used command '/Radio Copy, I'll come out.'.
[22:17:14]	[ME] Anastasia Ivanovich: seemed honest in that regard.
[22:17:23]	Riley Suffat used command '/ToggleRaise'.
[22:17:24]	Raymon Kalachya used command '/ru Then you could've said that. This is a hopeless situation it seems'.
[22:17:27]	OTA.C08-ECHO:OHS.69173 used command '/Radio Individual is running away.'.
[22:17:29]	Riley Suffat exited observer at their location.
[22:17:33]	Riley Suffat entered observer.
[22:17:37]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[22:17:39]	[LOOC] OTA.C08-ECHO:OHS.69173: ITS THE BRITISH
[22:17:42]	[LOOC] OTA.C08-ECHO:OHS.69173: RUN
[22:17:43]	Riley Suffat has spawned a 'Entity [362][gmod_sent_vehicle_fphysics_base]'.
[22:17:43]	Riley Suffat exited observer at their location.
[22:17:44]	Riley Suffat entered observer.
[22:17:44]	[IT] CCA.C08-GRID.i1.23710: I hate my life.
[22:17:44]	Riley Suffat exited observer at their location.
[22:17:47]	[LOOC] CCA.C08-GRID.i1.23710: OOPS
[22:17:49]	Kane Davis has taken 5 damage from prop_physics.
[22:17:51]	[LOOC] CCA.C08-GRID.i1.23710: MEANT TO DO /ITA
[22:17:57]	CCA.C08-GRID.i1.23710 used command '/ita I hate my life.'.
[22:18:06]	[LOOC] Private Emily Brown: TF IS AN ITA
[22:18:07]	[Y] OTA.C08-ECHO:OHS.69173: <:: What the? ::>
[22:18:07]	[OOC] Raymon Kalachya: Man I really need to go workout and this event is taking my time
[22:18:11]	[OOC] Raymon Kalachya: What the fuck.
[22:18:12]	Private Emily Brown used command '/ToggleRaise'.
[22:18:13]	Private Emily Brown used command '/ToggleRaise'.
[22:18:15]	CCA.C08-GRID.i1.23710 used command '/ita'.
[22:18:17]	Private Emily Brown used command '/ToggleRaise'.
[22:18:18]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[22:18:19]	[Y] Riley Suffat: Who wants to live?
[22:18:22]	[Y] Raymon Kalachya: ME.
[22:18:26]	[Y] Riley Suffat: Not here to hurt any of you units, lower the guns.
[22:18:27]	[Y] CCA.C08-GRID.i1.23710: <:: DROP THE WEAPON! ::>
[22:18:29]	[ME] Anastasia Ivanovich: gets up.
[22:18:32]	[Y] Riley Suffat: Go to hell, I'm saving you.
[22:18:45]	CCA.C08-GRID.i1.23710 used command '/RadioWhisper He's armed.'.
[22:18:47]	[ME] OTA.C08-ECHO:OHS.69173: raises his weapon, keeping an eye on the door
[22:18:51]	[ME] Anastasia Ivanovich: mutters "I just wanted to nap..."
[22:18:54]	[Y] CCA.C08-GRID.i1.23710: <:: DROP IT! ::>
[22:18:58]	CCA.C08-QrM.98240 used command '/RadioWhisper We noticed, thanks.'.
[22:19:07]	CCA.C08-GRID.i1.23710 used command '/RadioWhisper Are you going to *help?*'.
[22:19:16]	CCA.C08-QrM.98240 used command '/RadioWhisper Is he threatening you?'.
[22:19:19]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[22:19:24]	Private Emily Brown used command '/ToggleRaise'.
[22:19:25]	CCA.C08-GRID.i1.23710 used command '/RadioWhisper ...No.'.
[22:19:36]	[ME] Private Emily Brown: slowly lowers the submachine gun
[22:19:39]	CCA.C08-QrM.98240 used command '/RadioWhisper Thanks, you answered your own question.'.
[22:19:47]	[OOC] Kane Davis: Admin 2 me
[22:19:51]	OTA.C08-ECHO:OHS.69173 used command '/RadioWhisper We've got a watchful eye outside'.
[22:19:52]	[ME] Anastasia Ivanovich: takes a seat on the box.
[22:19:55]	[Y] Riley Suffat: I barely know what's going on, but I need you all to have a list.
[22:19:55]	CCA.C08-GRID.i1.23710 entered observer.
[22:19:57]	[LOOC] Riley Suffat: listen.*
[22:20:09]	[LOOC] Anastasia Ivanovich: Listen*
[22:20:09]	[LOOC] CCA.C08-GRID.i1.23710: what's up
[22:20:15]	[LOOC] Raymon Kalachya: Ah void
[22:20:20]	[Y] Riley Suffat: There's some big bug out there in some kinda... purple thing. Like one of those portals.
[22:20:29]	Riley Suffat used command '/PM grid which ones'.
[22:20:35]	Riley Suffat used command '/PM grid oh uhhhh no'.
[22:20:37]	CCA.C08-QrM.98240 has gained 10 tokens.
[22:20:39]	[LOOC] Kane Davis: so i found the relay station and am making an attempt on computing how to use the equipment and contact someone, is it possible ICly?
[22:20:42]	[ME] Anastasia Ivanovich: mutters to herself "Ah shit... I know what he's going to ask." quietly.
[22:21:00]	[W] Anastasia Ivanovich: Gonna tell us we need to kill it...
[22:21:01]	Riley Suffat used command '/PM grid who are they trying to contact'.
[22:21:02]	[LOOC] CCA.C08-GRID.i1.23710: stand by
[22:21:06]	[W] OTA.C08-ECHO:OHS.69173: <:: Nice car though. For out here. ::>
[22:21:08]	[LOOC] CCA.C08-GRID.i1.23710: who are you trying to contact?
[22:21:16]	[LOOC] Riley Suffat: if* fuck me to tears
[22:21:17]	[OOC] Raymon Kalachya: SHUT UP CONSUL
[22:21:18]	[LOOC] Kane Davis: Anyone I can
[22:21:19]	[OOC] Private Emily Brown: thanks consul
[22:21:27]	[OOC] Anastasia Ivanovich: based consul
[22:21:37]	[ME] OTA.C08-ECHO:OHS.69173: he shakes his head
[22:21:38]	[OOC] Raymon Kalachya: Consul is gonna get this foot based in its ass
[22:21:38]	Riley Suffat used command '/PM grid alright but they need a specific person to contact.'.
[22:22:00]	[W] OTA.C08-ECHO:OHS.69173: <:: You see that armed individual? ::>
[22:22:08]	[LOOC] CCA.C08-GRID.i1.23710: like just a message on the combine frequency or what?
[22:22:37]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[22:22:39]	[LOOC] OTA.C08-ECHO:OHS.69173: *think he had to do admin things*
[22:22:43]	[LOOC] Private Emily Brown: oh
[22:22:53]	[LOOC] OTA.C08-ECHO:OHS.69173: ye
[22:23:02]	[LOOC] Kane Davis: My character is really just trying to look around for clues to who can he contact, who this outpost belongs to, any frequency he can find
[22:23:12]	[LOOC] Kane Davis: anyone he can contact being out here in a barren tundra
[22:23:18]	[Y] Riley Suffat: Not trying to hurt anyone, calm down.
[22:23:42]	Riley Suffat used command '/PM grid the outpost is combine run, the systems seem to have been adapted to combine technology'.
[22:24:00]	[ME] Anastasia Ivanovich: gets away from the armed outlan- She stepped away even further from the Transhuman unit.
[22:24:12]	[IT] CCA.C08-GRID.i1.23710: You can see that the systems seem to have been adapted from combine technology.
[22:25:08]	[ME] Kane Davis: inhales deeply, and tries his best to contact a fequency he can find.
[22:25:19]	[ME] OTA.C08-ECHO:OHS.69173: takes a few steps back, still keeping a diligent eye on the armed individual and would then toggle something on his facemask
[22:25:20]	[Y] Raymon Kalachya: Anastasia. You coming?
[22:25:37]	CCA.C08-QrM.98240 has gained 10 tokens.
[22:25:37]	[IT] CCA.C08-GRID.i1.23710: You manage to connect to 143.8
[22:26:03]	OTA.C08-ECHO:OHS.69173 used command '/RadioWhisper We should confiscate the citizens weapons later, if possible.'.
[22:26:11]	[ME] Kane Davis: speaks into the nearby microphone, "Hello... Hello!? Is anyone... On this... Frequency?"
[22:26:13]	[LOOC] CCA.C08-QrM.98240: good*
[22:26:27]	[LOOC] CCA.C08-QrM.98240: I still have the typo but whatever.
[22:27:05]	[ME] Anastasia Ivanovich: feels odd towering over everyone.
[22:27:17]	[LOOC] OTA.C08-ECHO:OHS.69173: holy shit you are 6ft
[22:27:21]	[IT] CCA.C08-GRID.i1.23710: You cannot find any microphone, the console seems to be research and monitering.
[22:27:22]	[LOOC] Private Emily Brown: 6'6 lol
[22:27:25]	[LOOC] OTA.C08-ECHO:OHS.69173: BRUH
[22:27:33]	[LOOC] OTA.C08-ECHO:OHS.69173: I feel smol
[22:27:37]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[22:27:40]	[LOOC] Anastasia Ivanovich: I assume this is the legal height. I can downgrade her if you wish
[22:28:31]	[ME] Kane Davis: looks around in attempt to understand the Combine technology before him. "This is hopeless!"
[22:28:31]	[ME] Anastasia Ivanovich: gets in the back.
[22:28:32]	Riley Suffat entered observer.
[22:28:40]	[ME] Private Emily Brown: would clamber into the back of the van, taking a seat next to the Quartermaster
[22:28:42]	[ME] Anastasia Ivanovich: feels very cramped.
[22:28:45]	[ME] OTA.C08-ECHO:OHS.69173: lunges in the back
[22:28:52]	[ME] CCA.C08-QrM.98240: Climbs into the vehicle and sits down, checking his ammo reserves and KIBA arms cases.
[22:28:54]	[ME] OTA.C08-ECHO:OHS.69173: / or the front
[22:29:04]	[ME] Anastasia Ivanovich: 's head is quite literally hitting the roof of the car.
[22:29:13]	[ME] OTA.C08-ECHO:OHS.69173: fits his clunky ass armor inside the vehicle taking up 2/3 of the space in the front
[22:29:21]	[ME] Kane Davis: inspects the equipment and apparatus on the otherside.
[22:29:41]	Riley Suffat has spawned a 'Entity [244][entity_tank_editable]'.
[22:29:51]	[IT] CCA.C08-GRID.i1.23710: It appears to be more research eqipment
[22:30:08]	[IT] CCA.C08-GRID.i1.23710: You can also hear the faint rumble of a care engine, going towards the directing of the door.
[22:30:10]	[ME] OTA.C08-ECHO:OHS.69173: quickly steps out of the ar
[22:30:11]	[ME] Raymon Kalachya: turns the engine off and climbs out of the car
[22:30:16]	[LOOC] CCA.C08-GRID.i1.23710: not the door, my bad
[22:30:20]	[LOOC] CCA.C08-GRID.i1.23710: the window
[22:30:21]	[LOOC] CCA.C08-GRID.i1.23710: uh
[22:30:25]	[LOOC] CCA.C08-GRID.i1.23710: i'll just show you
[22:30:26]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:30:32]	CCA.C08-GRID.i1.23710 entered observer.
[22:30:33]	[ME] Anastasia Ivanovich: picked it up with relative ease.
[22:30:37]	CCA.C08-QrM.98240 has gained 10 tokens.
[22:30:43]	[ME] Kane Davis: runs over to the wall near the window, taking a peek out.
[22:30:48]	[ME] Anastasia Ivanovich: set it in the back.
[22:30:51]	[LOOC] CCA.C08-GRID.i1.23710: this wondow
[22:30:51]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:30:52]	CCA.C08-GRID.i1.23710 entered observer.
[22:30:52]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:30:53]	CCA.C08-GRID.i1.23710 entered observer.
[22:30:53]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:30:53]	CCA.C08-GRID.i1.23710 entered observer.
[22:30:54]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:30:54]	CCA.C08-GRID.i1.23710 entered observer.
[22:30:54]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:30:54]	CCA.C08-GRID.i1.23710 entered observer.
[22:30:54]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:30:55]	CCA.C08-GRID.i1.23710 entered observer.
[22:31:01]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:31:01]	CCA.C08-GRID.i1.23710 entered observer.
[22:31:01]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:31:01]	CCA.C08-GRID.i1.23710 entered observer.
[22:31:02]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:31:02]	CCA.C08-GRID.i1.23710 entered observer.
[22:31:02]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:31:02]	CCA.C08-GRID.i1.23710 entered observer.
[22:31:02]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:31:03]	CCA.C08-GRID.i1.23710 entered observer.
[22:31:03]	CCA.C08-GRID.i1.23710 exited observer at their location.
[22:31:03]	CCA.C08-GRID.i1.23710 entered observer.
[22:31:14]	[ME] Private Emily Brown: clambers into the front seat
