[00:00:02]	[OOC] Jack Kingston: ban
[17:07:08]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:07:09]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:07:09]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:07:12]	[LOOC] Jack Kingston: to hvae input*
[17:07:15]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:07:21]	Joseph Sterling opened the 'Dumpster' #2548 container.
[17:07:21]	[LOOC] Daniel J. Cutter: wtf...
[17:07:22]	Daniel J. Cutter exited observer at their location.
[17:07:23]	Joseph Sterling closed the 'Dumpster' #2548 container.
[17:07:26]	Joseph Sterling ran 'take' on item 'Citizen Filter' (#13949)
[17:07:26]	Joseph Sterling has gained a 'Citizen Filter' #13949.
[17:07:27]	[LOOC] AWAITING ASSIGNMENT: im a hunter
[17:07:33]	[LOOC] Daniel J. Cutter: Huh...
[17:07:34]	[LOOC] AWAITING ASSIGNMENT: its unfinished
[17:07:38]	Joseph Sterling has gained a 'Empty Consulate Water Can' #45186.
[17:07:38]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:07:39]	Daniel J. Cutter entered observer.
[17:07:39]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:07:39]	Daniel J. Cutter exited observer at their location.
[17:07:39]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:07:40]	Daniel J. Cutter entered observer.
[17:07:40]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:07:41]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:07:42]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:07:42]	CCA.C17-UNION.i4.04796 has gained 10 tokens.
[17:07:43]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:07:43]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:07:43]	Leon Taylor opened the 'File Cabinet' #2387 container.
[17:07:44]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:07:46]	Leon Taylor closed the 'File Cabinet' #2387 container.
[17:07:46]	Leon Taylor opened the 'File Cabinet' #2386 container.
[17:07:49]	Leon Taylor closed the 'File Cabinet' #2386 container.
[17:07:53]	Leon Taylor opened the 'File Cabinet' #2387 container.
[17:08:00]	Jordan Holcan opened the 'Dumpster' #2552 container.
[17:08:02]	Joseph Sterling ran 'drop' on item 'Citizen Filter' (#13949)
[17:08:02]	Joseph Sterling has lost a 'Citizen Filter' #13949.
[17:08:02]	Jordan Holcan closed the 'Dumpster' #2552 container.
[17:08:04]	Joseph Sterling ran 'drop' on item 'Green Citizen Suit' (#44865)
[17:08:04]	Joseph Sterling has lost a 'Green Citizen Suit' #44865.
[17:08:11]	AWAITING ASSIGNMENT ran 'take' on item 'Green Citizen Suit' (#44865)
[17:08:11]	AWAITING ASSIGNMENT has gained a 'Green Citizen Suit' #44865.
[17:08:13]	AWAITING ASSIGNMENT ran 'Equip' on item 'Green Citizen Suit' (#44865)
[17:08:15]	Joseph Sterling ran 'take' on item 'Citizen Filter' (#13949)
[17:08:15]	Joseph Sterling has gained a 'Citizen Filter' #13949.
[17:08:16]	AWAITING ASSIGNMENT ran 'EquipUn' on item 'Green Citizen Suit' (#44865)
[17:08:16]	[OOC] CCA.C17-GRID.i3.94233: I got stirfry
[17:08:17]	[LOOC] Jack Kingston: z
[17:08:20]	Joseph Sterling ran 'drop' on item 'Citizen Filter' (#13949)
[17:08:20]	Joseph Sterling has lost a 'Citizen Filter' #13949.
[17:08:22]	[LOOC] Jack Kingston: press z
[17:08:26]	Leon Taylor ran 'Consume' on item 'Loyalist Grade Food Product (Cheese Flavor)' (#26678)
[17:08:26]	[OOC] AWAITING ASSIGNMENT: me casualy getting items as a unfinished faction
[17:08:30]	AWAITING ASSIGNMENT ran 'take' on item 'Citizen Filter' (#13949)
[17:08:30]	AWAITING ASSIGNMENT has gained a 'Citizen Filter' #13949.
[17:08:32]	Leon Taylor ran 'Consume' on item 'Standard Grade Supplements (Milk Flavor)' (#26622)
[17:08:34]	Leon Taylor has gained a 'Loyalist Grade Supplements (Cheese Flavor)' #45101.
[17:08:36]	[OOC] CCA.C17-GRID.i3.94233: maybe
[17:08:40]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:08:41]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:08:42]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:08:42]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:08:44]	[W] Daniel J. Cutter: Thank god there are no REBELS around...
[17:08:44]	Leon Taylor closed the 'File Cabinet' #2387 container.
[17:08:45]	[OOC] CCA.C17-GRID.i3.94233: don't pick up items as a stalker?
[17:08:47]	Leon Taylor opened the 'Filing Cabinet' #2384 container.
[17:08:47]	AWAITING ASSIGNMENT ran 'Equip' on item 'Green Citizen Suit' (#44865)
[17:08:50]	Leon Taylor closed the 'Filing Cabinet' #2384 container.
[17:08:50]	Leon Taylor opened the 'File Cabinet' #2415 container.
[17:08:53]	Leon Taylor closed the 'File Cabinet' #2415 container.
[17:08:53]	[OOC] Joseph Sterling: I got a burger but on my way home the bag fucking broke and spilt all over the sidewalk!!!
[17:08:54]	Leon Taylor opened the 'File Cabinet' #2383 container.
[17:08:54]	Daniel J. Cutter exited observer at their location.
[17:08:55]	[OOC] AWAITING ASSIGNMENT: IM NOT A STALKER
[17:08:57]	Leon Taylor closed the 'File Cabinet' #2383 container.
[17:08:59]	Leon Taylor opened the 'File Cabinet' #2385 container.
[17:09:00]	[OOC] CCA.C17-GRID.i3.94233: what are you
[17:09:02]	Leon Taylor closed the 'File Cabinet' #2385 container.
[17:09:02]	Leon Taylor opened the 'Metal Cabinet' #3415 container.
[17:09:03]	Leon Taylor opened the 'Metal Cabinet' #3415 container.
[17:09:04]	[OOC] AWAITING ASSIGNMENT: this is the hunter faction
[17:09:06]	Daniel J. Cutter entered observer.
[17:09:07]	Leon Taylor closed the 'Metal Cabinet' #3415 container.
[17:09:07]	[OOC] Joseph Sterling: oh no.
[17:09:10]	Daniel J. Cutter exited observer at their location.
[17:09:15]	[OOC] CCA.C17-GRID.i3.94233: why are you on a "afk" character
[17:09:15]	[OOC] Leon Taylor: You can donate for a unfinished faction?
[17:09:16]	[OOC] AWAITING ASSIGNMENT: but its aparently WIP
[17:09:16]	[ME] Daniel J. Cutter: Sniffles
[17:09:23]	[ME] Douglas Hudson: turns on his heel and eyes the area behind him raising his arms, "Great- Great cool... absolutely fine- fuck..."
[17:09:25]	[OOC] Leon Taylor: :husk:
[17:09:34]	[OOC] CCA.C17-GRID.i3.94233: yeah overwatch synthetic arm plus no point for hunters..
[17:09:35]	[Y] Douglas Hudson: MORE! WAITING.
[17:09:40]	Daniel J. Cutter entered observer.
[17:09:42]	[OOC] AWAITING ASSIGNMENT: because i got ESP
[17:09:45]	[ME] Ava Carter: would walk up to doug
[17:09:45]	[ME] Douglas Hudson: turns around with his posture a bit more calm
[17:09:48]	CCA.C17-GRID.i3.94233 has gained 10 tokens.
[17:09:52]	CCA.C17-QrM.98240 has gained 10 tokens.
[17:09:53]	[OOC] CCA.C17-GRID.i3.94233: Then don't pick up items as a "hunter"
[17:10:08]	Jordan Holcan opened the 'Large Refrigerator' #3387 container.
[17:10:08]	[LOOC] Kayly White: Ive got to go afk
[17:10:09]	[OOC] AWAITING ASSIGNMENT: it was just a default gasmask and a filter 
[17:10:12]	Jordan Holcan closed the 'Large Refrigerator' #3387 container.
[17:10:17]	[LOOC] CCA.C17-QrM.98240: sure thing
[17:10:25]	[OOC] CCA.C17-GRID.i3.94233: oh you said items as in like items lying around
[17:10:25]	Jordan Holcan ran 'Equip' on item 'Axe' (#1504)
[17:10:31]	[OOC] Daniel J. Cutter: You may notice a bit of...lag...
[17:10:32]	Jordan Holcan ran 'EquipUn' on item 'Axe' (#1504)
[17:10:33]	[LOOC] CCA.C17-QrM.98240: aight 
[17:10:46]	[OOC] Joseph Sterling: Imma eat then make a new char
[17:10:50]	[OOC] AWAITING ASSIGNMENT: chess bot 1051 entering chess
[17:10:51]	Leon Taylor has spawned 'models/props_interiors/Furniture_Vanity01a.mdl'.
[17:10:52]	[OOC] Daniel J. Cutter: It is most likely caused...maybe...from player numbers, though thats the best answer I can think of
[17:11:01]	Jack Kingston ran 'drop' on item 'Citizen Filter' (#44253)
[17:11:01]	Jack Kingston has lost a 'Citizen Filter' #44253.
[17:11:05]	Kayly White ran 'equip' on item 'Citizen Filter' (#44253)
[17:11:09]	[LOOC] Daniel J. Cutter: I can't place any, gotta wait for DRD or Q
[17:11:11]	[LOOC] CCA.C17-QrM.98240: getting a dude to put some vents in here
[17:11:14]	[LOOC] CCA.C17-QrM.98240: shit 
[17:11:23]	CCA.C17-QrM.98240 opened the 'Crate' #3351 container.
[17:11:24]	[LOOC] Jack Kingston: i can only spawn props
[17:11:26]	CCA.C17-QrM.98240 closed the 'Crate' #3351 container.
[17:11:29]	[OOC] AWAITING ASSIGNMENT: if you wanna play chess im in the main apartment building playing as black
[17:11:37]	[ME] Ava Carter: would pop her neck
[17:11:38]	Jack Kingston opened the 'Crate' #3351 container.
[17:11:40]	Jack Kingston closed the 'Crate' #3351 container.
[17:11:41]	[LOOC] CCA.C17-QrM.98240: can't 
[17:11:50]	[LOOC] Jack Kingston: damn
[17:11:53]	Daniel J. Cutter has spawned 'models/hunter/plates/plate025.mdl'.
[17:12:03]	AWAITING ASSIGNMENT ran 'EquipUn' on item 'Green Citizen Suit' (#44865)
[17:12:06]	Jordan Holcan ran 'Equip' on item 'Axe' (#1504)
[17:12:09]	[ME] Jack Kingston: bends down, looking at where he might put the desk.
[17:12:14]	[ME] Lin'Garung: Would eye both hudson and carter
[17:12:20]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:12:20]	AWAITING ASSIGNMENT used command '/CharFallOver'.
[17:12:24]	AWAITING ASSIGNMENT used command '/CharFallOver'.
[17:12:24]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:12:25]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:12:26]	[OOC] CCA.C17-QrM.98240: getting PTSD
[17:12:30]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:12:31]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:12:32]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:12:32]	[OOC] AWAITING ASSIGNMENT: just come
[17:12:32]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:12:33]	[OOC] Daniel J. Cutter: The box...
[17:12:33]	AWAITING ASSIGNMENT has taken 1 damage from worldspawn.
[17:12:34]	[ME] Ava Carter: would glare at both of them
[17:12:44]	[OOC] AWAITING ASSIGNMENT: play chess
[17:12:46]	AWAITING ASSIGNMENT used command '/CharFallOver'.
[17:12:49]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:12:49]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:12:50]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:12:51]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:12:51]	Leon_DP (STEAM_0:1:82160962) has disconnected.
[17:12:51]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:12:52]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:12:53]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:12:53]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:12:54]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:12:56]	[LOOC] Daniel J. Cutter: Wanna RP for it?
[17:13:00]	[ME] Ava Carter: would pop her finger, and knuckles
[17:13:03]	[LOOC] Jordan Holcan: oh sure
[17:13:03]	[LOOC] Daniel J. Cutter: Roll strength
[17:13:09]	Daniel Rodderson has gained a 'Green Citizen Suit' #45187.
[17:13:09]	Daniel Rodderson has gained a 'Citizen Filter' #45188.
[17:13:09]	renowned colossal gamer created the character 'Daniel Rodderson'
[17:13:09]	Daniel Rodderson has gained a 'Suitcase' #45189.
[17:13:09]	Daniel Rodderson has gained a 'Relocation Coupon' #45190.
[17:13:09]	[LOOC] Ava Carter: fingers*
[17:13:10]	renowned colossal gamer loaded the character 'Daniel Rodderson'
[17:13:10]	Daniel Rodderson has taken 1 damage from worldspawn.
[17:13:10]	[LOOC] Jordan Holcan: im new, how do i do that lol
[17:13:10]	Daniel Rodderson has taken 1 damage from worldspawn.
[17:13:11]	Daniel Rodderson has taken 1 damage from worldspawn.
[17:13:12]	Daniel Rodderson has taken 1 damage from worldspawn.
[17:13:12]	AWAITING ASSIGNMENT used command '/CharFallOver'.
[17:13:13]	Daniel Rodderson has taken 1 damage from worldspawn.
[17:13:13]	Daniel Rodderson has taken 1 damage from worldspawn.
[17:13:14]	Daniel Rodderson has taken 1 damage from worldspawn.
[17:13:15]	Daniel Rodderson has taken 1 damage from worldspawn.
[17:13:16]	Daniel Rodderson has taken 1 damage from worldspawn.
[17:13:16]	Daniel Rodderson has taken 1 damage from worldspawn.
[17:13:17]	[ME] Douglas Hudson: he gives a small wave forward, "Should we go atta' way to the stools?"
[17:13:17]	Daniel Rodderson has taken 1 damage from worldspawn.
[17:13:18]	Daniel Rodderson has taken 1 damage from worldspawn.
[17:13:19]	Daniel Rodderson has taken 1 damage from worldspawn.
[17:13:19]	Daniel Rodderson has taken 1 damage from worldspawn.
[17:13:20]	Daniel Rodderson has taken 1 damage from worldspawn.
[17:13:20]	Daniel Rodderson ran 'Equip' on item 'Green Citizen Suit' (#45187)
[17:13:20]	[OOC] AWAITING ASSIGNMENT: NGL THIS CHARACTER FUCKING FUNNY
[17:13:21]	Daniel Rodderson has taken 1 damage from worldspawn.
[17:13:22]	Daniel Rodderson has taken 1 damage from worldspawn.
[17:13:22]	Daniel Rodderson ran 'equip' on item 'Citizen Filter' (#45188)
[17:13:26]	[LOOC] Daniel J. Cutter: /rollattribute strength, 60+ will be the crate being unlocked
[17:13:28]	[ME] Ava Carter: would sit down
[17:13:34]	CCA.C17-UNION.i3.29852 has gained 10 tokens.
[17:13:34]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:13:35]	[ME] Douglas Hudson: takes a seat, placing his arms against the table
[17:13:37]	Jordan Holcan rolled 42 (37 + 5) out of 100 on Strength.
[17:13:37]	Jordan Holcan used command '/RollAttribute strength'.
[17:13:37]	[OOC] Major-General Sir Issac Brock KB: just
[17:13:42]	[LOOC] Jordan Holcan: rip
[17:13:44]	[OOC] Major-General Sir Issac Brock KB: afk on a shitizen :skull:
[17:13:45]	AWAITING ASSIGNMENT used command '/CharFallOver'.
[17:13:48]	[ME] Douglas Hudson: slides the statue aside
[17:13:49]	[IT] Daniel J. Cutter: The crates lock would be damaged, though remain intact
[17:13:56]	[OOC] AWAITING ASSIGNMENT: play chess against me yu wont
[17:13:57]	[LOOC] Jordan Holcan: cant try again im guessing
[17:13:58]	[LOOC] Douglas Hudson: o well
[17:13:59]	[ME] Ava Carter: would put her arm on the table grabbing dougs hand ready
[17:14:03]	[LOOC] Daniel J. Cutter: Mmm
[17:14:07]	[LOOC] Daniel J. Cutter: One more
[17:14:09]	[LOOC] Daniel J. Cutter: Why not
[17:14:12]	Jordan Holcan rolled 44 (39 + 5) out of 100 on Strength.
[17:14:12]	Jordan Holcan used command '/RollAttribute strength'.
[17:14:16]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:14:16]	[LOOC] Jordan Holcan: rip x2
[17:14:18]	[LOOC] Daniel J. Cutter: Yeouch
[17:14:23]	[LOOC] Daniel J. Cutter: Good try tho
[17:14:28]	[OOC] CCA.C17-GRID.i3.94233: afking on a combine character
[17:14:32]	[ME] Douglas Hudson: adjusts his posture and firmly grasps Ava's hand, "ready when you are."
[17:14:35]	[OOC] Daniel J. Cutter: Who?
[17:14:36]	[OOC] CCA.C17-GRID.i3.94233: smhhhhhhhhhhh
[17:14:39]	AWAITING ASSIGNMENT ran 'Equip' on item 'Green Citizen Suit' (#44865)
[17:14:40]	AWAITING ASSIGNMENT used command '/CharFallOver'.
[17:14:42]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:14:42]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:14:43]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:14:44]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:14:44]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:14:45]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:14:46]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:14:48]	CCA.C17-GRID.i3.94233 has gained 10 tokens.
[17:14:52]	CCA.C17-QrM.98240 has gained 10 tokens.
[17:14:54]	[LOOC] Jack Kingston: i ran out of ropes to place
[17:14:58]	[ME] Ava Carter: would attempt to push dougs hand on the table
[17:14:59]	[LOOC] CCA.C17-QrM.98240: LOL
[17:15:00]	[LOOC] Jack Kingston: i cant place any more
[17:15:02]	Daniel J. Cutter exited observer at their location.
[17:15:02]	[ME] Douglas Hudson: would attempt to pry at Ava's arm, and begin to twist his hand against her
[17:15:03]	[LOOC] Lin'Garung: lagy
[17:15:05]	AWAITING ASSIGNMENT ran 'EquipUn' on item 'Green Citizen Suit' (#44865)
[17:15:06]	CCA.C17-GRID.i3.94233 used command '/Radio Leaving checkpoint'.
[17:15:06]	Ava Carter rolled 32 (26 + 6) out of 100 on Strength.
[17:15:06]	Ava Carter used command '/RollAttribute strength'.
[17:15:09]	[LOOC] Ava Carter: lol
[17:15:10]	Douglas Hudson used command '/RollSkill strength'.
[17:15:11]	Daniel J. Cutter used command '/CharFallOver'.
[17:15:11]	AWAITING ASSIGNMENT used command '/CharFallOver'.
[17:15:12]	Daniel J. Cutter has taken 50 damage from worldspawn.
[17:15:12]	[LOOC] Lin'Garung: ZAM
[17:15:13]	[LOOC] CCA.C17-QrM.98240: asking admins 
[17:15:15]	[LOOC] CCA.C17-QrM.98240: to fix
[17:15:16]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:15:17]	Douglas Hudson rolled 24 (17 + 7) out of 100 on Strength.
[17:15:17]	Douglas Hudson used command '/RollAttribute strength'.
[17:15:17]	Daniel Rodderson used command '/Request h'.
[17:15:17]	Daniel J. Cutter used command '/CharGetUp'.
[17:15:18]	[LOOC] Jack Kingston: i could just straight up spawn the props tbh
[17:15:22]	[LOOC] Ava Carter: HAHAHAH
[17:15:22]	AWAITING ASSIGNMENT used command '/CharFallOver'.
[17:15:24]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:15:24]	[LOOC] Jack Kingston: and pretend its taped up
[17:15:25]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:15:25]	[LOOC] CCA.C17-QrM.98240: that'd be easier
[17:15:25]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:15:26]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:15:27]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:15:28]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:15:28]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:15:30]	Daniel J. Cutter entered observer.
[17:15:30]	Jack Kingston has spawned 'models/props_c17/FurnitureCouch002a.mdl'.
[17:15:36]	[OOC] CCA.C17-GRID.i3.94233: EWWW CUTTERRRR
[17:15:38]	[LOOC] CCA.C17-QrM.98240: wait wawit  wait wait 
[17:15:39]	[IT] Ava Carter: ava would win the match
[17:15:39]	CCA.C17-GRID.i3.94233 used command '/Radio 10-7'.
[17:15:40]	AWAITING ASSIGNMENT used command '/CharFallOver'.
[17:15:41]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:15:42]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:15:43]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:15:44]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:15:45]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:15:46]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:15:46]	CCA.C17-QrM.98240 has spawned 'models/props/cs_office/sofa_chair.mdl'.
[17:15:46]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:15:47]	Jordan Holcan ran 'View' on item 'Notepad' (#30681)
[17:15:47]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:15:48]	AWAITING ASSIGNMENT used command '/CharGetUp'.
[17:15:48]	Daniel J. Cutter exited observer at their location.
[17:15:48]	[LOOC] CCA.C17-QrM.98240: eh?
[17:15:54]	CCA.C17-QrM.98240 has spawned 'models/props/cs_office/sofa.mdl'.
[17:15:55]	[ME] Daniel J. Cutter: Sniffles
[17:15:59]	[ME] Douglas Hudson: gets his hand slamed against the table, "Yeah- yeah... nothin' new here... fuck man."
[17:16:00]	CCA.C17-QrM.98240 has spawned 'models/props_interiors/sofa_chair02.mdl'.
[17:16:03]	[LOOC] CCA.C17-QrM.98240: or?
[17:16:03]	[OOC] AWAITING ASSIGNMENT: can i join the combine vc. 1-playing as a literal hunter
[17:16:10]	Daniel J. Cutter entered observer.
[17:16:10]	[LOOC] Jack Kingston: yeeee, i was gonna hit css or addons nexxt, i like to mix it up
[17:16:14]	[ME] Daniel J. Cutter: Poof
[17:16:17]	[LOOC] Jack Kingston: whats that from
[17:16:17]	[OOC] CCA.C17-GRID.i3.94233: You are playing as a shitizen afak character
[17:16:19]	[OOC] AWAITING ASSIGNMENT: without every thing that makes a hunter a hunter
[17:16:22]	CCA.C17-QrM.98240 has spawned 'models/props_interiors/sofa01.mdl'.
