[00:01:09]	Mrchicken has connected.
[19:55:44]	CCA.C17-GRID.i5.80147 used command '/Radio location, union?'.
[19:55:49]	CCA.C17-GRID.i5.80147 has gained 10 tokens.
[19:55:56]	Nikolai Vorchevski used command '/PM Natalia bathroom in restaraunt'.
[19:55:56]	CCA.C17-JUDGE.i2.58102 closed the 'Crate' #459 container.
[19:55:58]	CCA.C17-JUDGE.i2.58102 opened the 'Crate' #459 container.
[19:56:00]	jenkin knight the second has taken 97 damage from worldspawn.
[19:56:00]	CCA.C17-JUDGE.i2.58102 closed the 'Crate' #459 container.
[19:56:06]	CCA.C17-JUDGE.i2.58102 has gained a 'Supplements' #2401.
[19:56:06]	CCA.C17-JUDGE.i2.58102 has gained a 'Supplements' #2402.
[19:56:06]	CCA.C17-JUDGE.i2.58102 has gained a 'Supplements' #2403.
[19:56:06]	CCA.C17-JUDGE.i2.58102 used command '/CharGiveItem judge supplements 3'.
[19:56:07]	CCA.C17-JUDGE.i2.58102 opened the 'Crate' #459 container.
[19:56:07]	Natalia Jones used command '/PM nikolai did they catch you?'.
[19:56:12]	CCA.C17-JUDGE.i2.58102 closed the 'Crate' #459 container.
[19:56:15]	CCA.C17-JUDGE.i2.58102 opened the 'Crate' #460 container.
[19:56:15]	CCA.C17-UNION.i5.91462 has gained 10 tokens.
[19:56:16]	CCA.C17-JUDGE.i2.58102 closed the 'Crate' #460 container.
[19:56:25]	CCA.C17-GRID.i5.80147 ran 'drop' on item 'Backpack' (#2163)
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a 'Backpack' #2163.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a 'Health Vial' #2244.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a '9mm Pistol Bullets' #2251.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a '9mm Pistol Bullets' #2259.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a 'Health Kit' #1765.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a '.357 Magnum Bullets' #2085.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a '9mm Pistol Bullets' #2249.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a '9mm Pistol Bullets' #2255.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a 'Zip Tie' #2201.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a '9mm Pistol Bullets' #2256.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a '9mm Pistol Bullets' #2257.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a 'Zip Tie' #1223.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a '9mm Pistol Bullets' #2138.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a 'Health Vial' #2239.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a 'Health Vial' #2241.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a 'Health Vial' #2242.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a 'Health Vial' #2245.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a '9mm Pistol Bullets' #2250.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a '9mm Pistol Bullets' #2254.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a 'Zip Tie' #2199.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a 'Zip Tie' #2202.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a '9mm Pistol Bullets' #2253.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a '9mm Pistol Bullets' #2252.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a '9mm Pistol Bullets' #2258.
[19:56:25]	CCA.C17-GRID.i5.80147 has lost a 'Health Vial' #2238.
[19:56:29]	CCA.C17-GRID.i5.80147 ran 'take' on item 'Backpack' (#2163)
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a 'Backpack' #2163.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a 'Health Vial' #2244.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a '9mm Pistol Bullets' #2251.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a '9mm Pistol Bullets' #2259.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a 'Health Kit' #1765.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a '.357 Magnum Bullets' #2085.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a '9mm Pistol Bullets' #2249.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a '9mm Pistol Bullets' #2255.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a 'Zip Tie' #2201.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a '9mm Pistol Bullets' #2256.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a '9mm Pistol Bullets' #2257.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a 'Zip Tie' #1223.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a '9mm Pistol Bullets' #2138.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a 'Health Vial' #2239.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a 'Health Vial' #2241.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a 'Health Vial' #2242.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a 'Health Vial' #2245.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a '9mm Pistol Bullets' #2250.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a '9mm Pistol Bullets' #2254.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a 'Zip Tie' #2199.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a 'Zip Tie' #2202.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a '9mm Pistol Bullets' #2253.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a '9mm Pistol Bullets' #2252.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a '9mm Pistol Bullets' #2258.
[19:56:29]	CCA.C17-GRID.i5.80147 has gained a 'Health Vial' #2238.
[19:56:29]	Steven Harris used command '/ExitAct'.
[19:56:30]	OTA-PHANTOM.OWS-97461 used command '/Radio Union where are you?'.
[19:56:31]	Nikolai Vorchevski used command '/PM natalia nope, i was doing im taking a shit trick'.
[19:56:32]	CCA.C17-JUDGE.i2.58102 has gained a 'Breen's Water' #2404.
[19:56:32]	CCA.C17-JUDGE.i2.58102 has gained a 'Breen's Water' #2405.
[19:56:32]	CCA.C17-JUDGE.i2.58102 has gained a 'Breen's Water' #2406.
[19:56:32]	CCA.C17-JUDGE.i2.58102 has gained a 'Breen's Water' #2407.
[19:56:33]	CCA.C17-JUDGE.i2.58102 has gained a 'Breen's Water' #2408.
[19:56:33]	CCA.C17-JUDGE.i2.58102 has gained a 'Breen's Water' #2409.
[19:56:33]	CCA.C17-JUDGE.i2.58102 has gained a 'Breen's Water' #2410.
[19:56:33]	CCA.C17-JUDGE.i2.58102 has gained a 'Breen's Water' #2411.
[19:56:33]	CCA.C17-JUDGE.i2.58102 has gained a 'Breen's Water' #2412.
[19:56:33]	CCA.C17-JUDGE.i2.58102 has gained a 'Breen's Water' #2413.
[19:56:33]	CCA.C17-JUDGE.i2.58102 has gained a 'Breen's Water' #2414.
[19:56:33]	CCA.C17-JUDGE.i2.58102 has gained a 'Breen's Water' #2415.
[19:56:33]	CCA.C17-JUDGE.i2.58102 has gained a 'Breen's Water' #2416.
[19:56:33]	CCA.C17-JUDGE.i2.58102 used command '/CharGiveItem judge water 16'.
[19:56:33]	CCA.C17-JUDGE.i2.58102 opened the 'Crate' #460 container.
[19:56:36]	Nikolai Vorchevski used command '/PM natalia works everytime.'.
[19:56:45]	CCA.C17-UNION.i5.91462 used command '/Radio near the grotto'.
[19:56:48]	Nikolai Vorchevski used command '/ExitAct'.
[19:56:51]	Steven Harris used command '/ActLean'.
[19:56:53]	CCA.C17-JUDGE.i2.58102 closed the 'Crate' #460 container.
[19:57:00]	CCA.C17-JUDGE.i2.58102 has gained a 'Breen's Water' #2417.
[19:57:00]	CCA.C17-JUDGE.i2.58102 has gained a 'Breen's Water' #2418.
[19:57:00]	CCA.C17-JUDGE.i2.58102 has gained a 'Breen's Water' #2419.
[19:57:00]	CCA.C17-JUDGE.i2.58102 used command '/CharGiveItem judge water 3'.
[19:57:01]	CCA.C17-JUDGE.i2.58102 opened the 'Crate' #460 container.
[19:57:04]	CCA.C17-GRID.i5.80147 used command '/Radio copy'.
[19:57:07]	CCA.C17-JUDGE.i2.58102 closed the 'Crate' #460 container.
[19:57:09]	CCA.C17-JUDGE.i2.58102 opened the 'Crate' #458 container.
[19:57:10]	jenkin knight the second has taken 97 damage from worldspawn.
[19:57:10]	worldspawn has killed jenkin knight the second.
[19:57:11]	CCA.C17-JUDGE.i2.58102 closed the 'Crate' #458 container.
[19:57:17]	Nikolai Vorchevski used command '/PM Natalia wya/'.
[19:57:21]	Natalia Jones used command '/PM nikolai they found me near grotto'.
[19:57:25]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration Wrapper' #2420.
[19:57:25]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration Wrapper' #2421.
[19:57:25]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration Wrapper' #2422.
[19:57:25]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration Wrapper' #2423.
[19:57:25]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration Wrapper' #2424.
[19:57:25]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration Wrapper' #2425.
[19:57:25]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration Wrapper' #2426.
[19:57:25]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration Wrapper' #2427.
[19:57:25]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration Wrapper' #2428.
[19:57:25]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration Wrapper' #2429.
[19:57:25]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration Wrapper' #2430.
[19:57:25]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration Wrapper' #2431.
[19:57:25]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration Wrapper' #2432.
[19:57:25]	CCA.C17-JUDGE.i2.58102 used command '/CharGiveItem judge wrapper 16'.
[19:57:26]	CCA.C17-JUDGE.i2.58102 opened the 'Crate' #458 container.
[19:57:40]	CCA.C17-GRID.i5.80147 used command '/Radio 2 citizens at grotto'.
[19:57:45]	CCA.C17-JUDGE.i2.58102 closed the 'Crate' #458 container.
[19:57:54]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration Wrapper' #2433.
[19:57:54]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration Wrapper' #2434.
[19:57:54]	CCA.C17-JUDGE.i2.58102 has gained a 'Ration Wrapper' #2435.
[19:57:54]	CCA.C17-JUDGE.i2.58102 used command '/CharGiveItem judge wrapper 3'.
[19:57:54]	CCA.C17-JUDGE.i2.58102 opened the 'Crate' #458 container.
[19:57:59]	CCA.C17-JUDGE.i2.58102 closed the 'Crate' #458 container.
[19:58:12]	Natalia Jones used command '/PM nikolai help me at grotto'.
[19:58:23]	Nikolai Vorchevski used command '/PM natalia pretend to take a shit.'.
[19:58:35]	Nikolai Vorchevski used command '/PM natalia it worked one time, maybe a second?'.
[19:58:37]	Steven Harris used command '/ExitAct'.
[19:58:38]	CCA.C17-GRID.i5.80147 used command '/Radio resisting arrest'.
[19:58:53]	[OOC] CCA.C17-GRID.i5.80147: whos up there
[19:59:04]	CCA.C17-GRID.i5.80147 used command '/Radio Judge'.
[19:59:07]	CCA.C17-JUDGE.i2.58102 used command '/Radio Don't fucking shoot him!'.
[19:59:10]	CCA.C17-GRID.i5.80147 used command '/Radio Citizen Resisting arrest comign up'.
[19:59:13]	OTA-PHANTOM.OWS-97461 has gained 40 tokens.
[19:59:17]	CCA.C17-JUDGE.i2.58102 has spawned a 'Entity [1210][ix_combinelock]'.
[19:59:19]	CCA.C17-JUDGE.i2.58102 has spawned a 'Entity [1199][ix_combinelock]'.
[19:59:23]	Nikolai Vorchevski used command '/PM Natalia RUN'.
[19:59:27]	CCA.C17-JUDGE.i2.58102 has spawned 'models/props_junk/wood_crate001a.mdl'.
[19:59:27]	CCA.C17-JUDGE.i2.58102 opened the 'Crate' #461 container.
[19:59:29]	CCA.C17-JUDGE.i2.58102 closed the 'Crate' #461 container.
[19:59:35]	Nikolai Vorchevski has lost 35 tokens.
[19:59:35]	CCA.C17-JUDGE.i2.58102 has gained 10 tokens.
[19:59:39]	jenkin knight the second ran 'Drink' on item 'Special Breen's Water' (#2436)
[19:59:50]	OTA-PHANTOM.OWS-97461 used command '/Radio I got him in the apartments.'.
[19:59:53]	CCA.C17-JUDGE.i2.58102 has gained a 'Combine Worker Outfit' #2437.
[19:59:53]	CCA.C17-JUDGE.i2.58102 has gained a 'Combine Worker Outfit' #2438.
[19:59:53]	CCA.C17-JUDGE.i2.58102 has gained a 'Combine Worker Outfit' #2439.
[19:59:54]	CCA.C17-JUDGE.i2.58102 has gained a 'Combine Worker Outfit' #2440.
[19:59:54]	CCA.C17-JUDGE.i2.58102 has gained a 'Combine Worker Outfit' #2441.
[19:59:54]	CCA.C17-JUDGE.i2.58102 has gained a 'Combine Worker Outfit' #2442.
[19:59:54]	CCA.C17-JUDGE.i2.58102 has gained a 'Combine Worker Outfit' #2443.
[19:59:54]	CCA.C17-JUDGE.i2.58102 has gained a 'Combine Worker Outfit' #2444.
[19:59:54]	CCA.C17-JUDGE.i2.58102 has gained a 'Combine Worker Outfit' #2445.
[19:59:54]	CCA.C17-JUDGE.i2.58102 has gained a 'Combine Worker Outfit' #2446.
[19:59:54]	CCA.C17-JUDGE.i2.58102 has gained a 'Combine Worker Outfit' #2447.
[19:59:54]	CCA.C17-JUDGE.i2.58102 has gained a 'Combine Worker Outfit' #2448.
[19:59:54]	CCA.C17-JUDGE.i2.58102 has gained a 'Combine Worker Outfit' #2449.
[19:59:54]	CCA.C17-JUDGE.i2.58102 used command '/CharGiveItem judge outfit 15'.
[19:59:55]	CCA.C17-GRID.i5.80147 used command '/Radio we need a lock on the elevator'.
[20:00:00]	CCA.C17-GRID.i5.80147 used command '/Radio copy'.
[20:00:01]	CCA.C17-JUDGE.i2.58102 opened the 'Crate' #461 container.
[20:00:03]	CCA.C17-JUDGE.i2.58102 closed the 'Crate' #461 container.
[20:00:06]	OTA-PHANTOM.OWS-97461 used command '/Radio Need you to tie him'.
[20:00:13]	CCA.C17-GRID.i5.80147 has taken 4 damage from worldspawn.
[20:00:19]	CCA.C17-JUDGE.i2.58102 opened the 'Crate' #461 container.
[20:00:23]	[ME] CCA.C17-GRID.i5.80147: attempts to tie the woman, does she resist?
[20:00:30]	[ME] Natalia Jones: does resist
[20:00:34]	Natalia Jones rolled 81 out of 100.
[20:00:34]	Natalia Jones used command '/Roll'.
[20:00:35]	CCA.C17-GRID.i5.80147 rolled 30 out of 100.
[20:00:35]	CCA.C17-GRID.i5.80147 used command '/Roll'.
[20:00:39]	CCA.C17-JUDGE.i2.58102 closed the 'Crate' #461 container.
[20:00:44]	CCA.C17-JUDGE.i2.58102 has gained a 'Combine Worker Outfit' #2450.
[20:00:44]	CCA.C17-JUDGE.i2.58102 has gained a 'Combine Worker Outfit' #2451.
[20:00:44]	CCA.C17-JUDGE.i2.58102 used command '/CharGiveItem judge outfit 2'.
[20:00:44]	CCA.C17-JUDGE.i2.58102 opened the 'Crate' #461 container.
[20:00:48]	CCA.C17-JUDGE.i2.58102 closed the 'Crate' #461 container.
[20:00:49]	CCA.C17-GRID.i5.80147 has gained 10 tokens.
[20:00:51]	CCA.C17-UNION.i5.91462 used command '/Radio i hear shooting'.
[20:00:52]	CCA.C17-JUDGE.i2.58102 used command '/ToggleRaise'.
[20:00:57]	Natalia Jones has taken 41 damage from worldspawn.
[20:01:02]	CCA.C17-GRID.i5.80147 used command '/Radio TRAI NTRACKS'.
[20:01:02]	OTA-PHANTOM.OWS-97461 used command '/Radio ONE ESCAPING GOING TO ROOF TOPS'.
[20:01:08]	CCA.C17-GRID.i5.80147 used command '/Radio theyre gone'.
[20:01:10]	CCA.C17-UNION.i5.91462 used command '/Radio copy'.
[20:01:15]	CCA.C17-UNION.i5.91462 has gained 10 tokens.
[20:01:18]	CCA.C17-GRID.i5.80147 used command '/Radio FEMALE CITIZEN RESISTING ARREST'.
[20:02:02]	OTA-PHANTOM.OWS-97461 ran 'Apply' on item 'Health Kit' (#2385)
[20:02:10]	OTA-PHANTOM.OWS-97461 ran 'use' on item '9mm Pistol Bullets' (#1878)
[20:02:10]	OTA-PHANTOM.OWS-97461 ran 'use' on item '9mm Pistol Bullets' (#2128)
[20:02:14]	CCA.C17-GRID.i5.80147 used command '/Radio chief'.
[20:02:18]	CCA.C17-GRID.i5.80147 used command '/Radio // void'.
[20:02:18]	CCA.C17-UNION.i5.91462 used command '/Radio anybody have an eye on the suspect?'.
[20:02:19]	CCA.C17-JUDGE.i2.58102 used command '/Radio Sewers.'.
[20:02:24]	CCA.C17-JUDGE.i2.58102 used command '/Radio I heard one.'.
[20:02:26]	CCA.C17-GRID.i5.80147 used command '/Radio copy'.
[20:02:33]	[OOC] Natalia Jones: god my heart is pounding
[20:02:33]	CCA.C17-UNION.i5.91462 used command '/Radio copy'.
[20:02:36]	CCA.C17-GRID.i5.80147 used command '/Radio permisson to chase after suspect?'.
[20:02:40]	CCA.C17-GRID.i5.80147 used command '/Radio aka the sewers'.
[20:02:44]	CCA.C17-JUDGE.i2.58102 used command '/Radio Denied.'.
[20:02:50]	CCA.C17-GRID.i5.80147 used command '/Radio copy'.
[20:02:51]	CCA.C17-JUDGE.i2.58102 used command '/Radio Grunts will get them.'.
[20:02:55]	CCA.C17-JUDGE.i2.58102 used command '/ToggleRaise'.
[20:03:00]	CCA.C17-GRID.i5.80147 used command '/Radio i'll try to find the other four, they hang around the grotto'.
[20:03:05]	Mr. Chief loaded the character 'OTA-NOVA.OWS-28862'
[20:03:08]	OTA-NOVA.OWS-28862 entered observer.
[20:03:08]	CCA.C17-GRID.i5.80147 used command '/Radio and can we add a lock onto the elevator?'.
[20:03:15]	CCA.C17-GRID.i5.80147 used command '/Radio or the door that leads to it?'.
[20:03:23]	OTA-NOVA.OWS-28862 used command '/Radio No.'.
[20:03:31]	OTA-NOVA.OWS-28862 used command '/ToggleRaise'.
[20:03:32]	OTA-NOVA.OWS-28862 exited observer at their location.
[20:03:39]	OTA-NOVA.OWS-28862 entered observer.
[20:03:42]	OTA-NOVA.OWS-28862 exited observer at their location.
[20:03:44]	Natalia Jones used command '/PM nikolai i escaped'.
[20:03:49]	OTA-NOVA.OWS-28862 has spawned a 'Weapon [977][weapon_bfg_assasin_pistols]'.
[20:03:52]	OTA-NOVA.OWS-28862 has spawned a 'Weapon [978][grub_combine_sniper]'.
[20:03:52]	Nikolai Vorchevski used command '/PM Natalia im at rebel base'.
[20:03:54]	OTA-NOVA.OWS-28862 used command '/ToggleRaise'.
[20:03:58]	Nikolai Vorchevski opened the '' #345 container.
[20:04:00]	Yugov Vladislav Borisovich opened the '' #338 container.
[20:04:02]	Nikolai Vorchevski ran 'drop' on item 'Empty Bottle' (#1721)
[20:04:03]	Nikolai Vorchevski closed the '' #345 container.
[20:04:04]	Yugov Vladislav Borisovich has gained a 'Combine Worker Outfit' #1228.
[20:04:04]	Nikolai Vorchevski ran 'take' on item 'Empty Bottle' (#1721)
[20:04:04]	Nikolai Vorchevski has gained a 'Empty Bottle' #1721.
[20:04:05]	Yugov Vladislav Borisovich closed the '' #338 container.
[20:04:07]	Yugov Vladislav Borisovich opened the '' #338 container.
[20:04:10]	Yugov Vladislav Borisovich ran 'Equip' on item 'Combine Worker Outfit' (#1228)
[20:04:10]	Nikolai Vorchevski opened the '' #338 container.
[20:04:11]	Yugov Vladislav Borisovich closed the '' #338 container.
[20:04:13]	OTA-PHANTOM.OWS-97461 has gained 40 tokens.
[20:04:14]	Nikolai Vorchevski opened the '' #338 container.
[20:04:18]	Nikolai Vorchevski closed the '' #338 container.
[20:04:20]	Yugov Vladislav Borisovich opened the '' #338 container.
[20:04:22]	Yugov Vladislav Borisovich ran 'EquipUn' on item 'Combine Worker Outfit' (#1228)
[20:04:26]	Yugov Vladislav Borisovich closed the '' #338 container.
[20:04:27]	Nikolai Vorchevski ran 'Equip' on item 'Empty Bottle' (#1721)
[20:04:29]	Natalia Jones has taken 15 damage from npc_barnacle.
[20:04:29]	Nikolai Vorchevski ran 'drop' on item 'Empty Bottle' (#1721)
[20:04:29]	Nikolai Vorchevski has lost a 'Empty Bottle' #1721.
[20:04:30]	CCA.C17-GRID.i5.80147 used command '/Radio i hear gunshots'.
[20:04:30]	Natalia Jones has taken 15 damage from npc_barnacle.
[20:04:32]	Natalia Jones has taken 15 damage from npc_barnacle.
[20:04:32]	Nikolai Vorchevski ran 'take' on item 'Relocation Coupon' (#1123)
[20:04:32]	Nikolai Vorchevski has gained a 'Relocation Coupon' #1123.
[20:04:33]	Natalia Jones has taken 15 damage from npc_barnacle.
[20:04:33]	npc_barnacle has killed Natalia Jones.
[20:04:33]	CCA.C17-UNION.i5.91462 used command '/Radio whats happening'.
[20:04:34]	Yugov Vladislav Borisovich opened the '' #345 container.
[20:04:46]	Yugov Vladislav Borisovich closed the '' #345 container.
[20:04:56]	Nikolai Vorchevski used command '/PM Natalia what about you?'.
[20:05:00]	OTA-NOVA.OWS-28862 has taken 5 damage from npc_headcrab_poison.
[20:05:00]	OTA-NOVA.OWS-28862 has taken 148 damage from npc_headcrab_poison.
[20:05:04]	OTA-PHANTOM.OWS-97461 has taken 5 damage from npc_headcrab_poison.
[20:05:04]	OTA-PHANTOM.OWS-97461 has taken 98 damage from npc_headcrab_poison.
[20:05:14]	OTA-PHANTOM.OWS-97461 ran 'drop' on item 'Health Kit' (#2384)
[20:05:14]	OTA-PHANTOM.OWS-97461 has lost a 'Health Kit' #2384.
[20:05:15]	Natalia Jones used command '/PM nikolai going to sewers'.
[20:05:15]	OTA-NOVA.OWS-28862 has taken 5 damage from npc_headcrab_poison.
[20:05:15]	OTA-NOVA.OWS-28862 has taken 69 damage from npc_headcrab_poison.
[20:05:21]	Nikolai Vorchevski used command '/PM Natalia Okay.'.
[20:05:23]	Nikolai Vorchevski ran 'take' on item 'Scrap Wood' (#1318)
[20:05:23]	Nikolai Vorchevski has gained a 'Scrap Wood' #1318.
[20:05:26]	Nikolai Vorchevski ran 'take' on item 'Scrap Wood' (#1328)
[20:05:26]	Nikolai Vorchevski has gained a 'Scrap Wood' #1328.
[20:05:28]	OTA-NOVA.OWS-28862 has gained a 'Health Kit' #2452.
[20:05:28]	OTA-NOVA.OWS-28862 used command '/CharGiveItem nova health'.
[20:05:30]	Nikolai Vorchevski opened the '' #345 container.
[20:05:33]	Yugov Vladislav Borisovich ran 'take' on item 'Empty Bottle' (#1721)
[20:05:33]	Yugov Vladislav Borisovich has gained a 'Empty Bottle' #1721.
[20:05:35]	Nikolai Vorchevski closed the '' #345 container.
[20:05:39]	OTA-NOVA.OWS-28862 has gained a 'Health Kit' #2453.
[20:05:39]	OTA-NOVA.OWS-28862 has gained a 'Health Kit' #2454.
[20:05:39]	OTA-NOVA.OWS-28862 has gained a 'Health Kit' #2455.
[20:05:39]	OTA-NOVA.OWS-28862 has gained a 'Health Kit' #2456.
[20:05:39]	OTA-NOVA.OWS-28862 has gained a 'Health Kit' #2457.
[20:05:39]	OTA-NOVA.OWS-28862 has gained a 'Health Kit' #2458.
[20:05:39]	OTA-NOVA.OWS-28862 used command '/CharGiveItem nova health 6'.
[20:05:40]	OTA-PHANTOM.OWS-97461 ran 'Apply' on item 'Health Kit' (#2383)
[20:05:41]	Yugov Vladislav Borisovich ran 'Equip' on item 'Empty Bottle' (#1721)
[20:05:41]	CCA.C17-UNION.i5.91462 has taken 72 damage from worldspawn.
[20:05:42]	OTA-PHANTOM.OWS-97461 ran 'use' on item '9mm Pistol Bullets' (#1852)
[20:05:43]	OTA-PHANTOM.OWS-97461 ran 'use' on item '9mm Pistol Bullets' (#1876)
[20:05:43]	OTA-PHANTOM.OWS-97461 ran 'use' on item '9mm Pistol Bullets' (#1803)
[20:05:44]	OTA-PHANTOM.OWS-97461 ran 'use' on item '9mm Pistol Bullets' (#1801)
[20:05:45]	Nikolai Vorchevski opened the '' #338 container.
[20:05:45]	OTA-PHANTOM.OWS-97461 ran 'drop' on item 'Pulse-Rifle Energy' (#2131)
[20:05:45]	OTA-PHANTOM.OWS-97461 has lost a 'Pulse-Rifle Energy' #2131.
[20:05:45]	OTA-PHANTOM.OWS-97461 ran 'drop' on item 'Pulse-Rifle Energy' (#2132)
[20:05:45]	OTA-PHANTOM.OWS-97461 has lost a 'Pulse-Rifle Energy' #2132.
[20:05:46]	[OOC] CCA.C17-GRID.i5.80147: fucking christ
[20:05:47]	Nikolai Vorchevski has gained a 'Combine Worker Outfit' #1228.
[20:05:48]	Yugov Vladislav Borisovich ran 'Equip' on item 'Empty Bottle' (#1721)
[20:05:48]	Nikolai Vorchevski closed the '' #338 container.
[20:05:49]	CCA.C17-GRID.i5.80147 has gained 10 tokens.
[20:05:49]	Yugov Vladislav Borisovich ran 'Equip' on item 'Empty Bottle' (#1721)
[20:05:49]	OTA-PHANTOM.OWS-97461 ran 'use' on item 'Pulse-Rifle Energy' (#2135)
[20:05:50]	OTA-PHANTOM.OWS-97461 ran 'drop' on item 'Pulse-Rifle Energy' (#2134)
[20:05:50]	OTA-PHANTOM.OWS-97461 has lost a 'Pulse-Rifle Energy' #2134.
[20:05:50]	OTA-NOVA.OWS-28862 ran 'take' on item 'Pulse-Rifle Energy' (#2132)
[20:05:50]	OTA-NOVA.OWS-28862 has gained a 'Pulse-Rifle Energy' #2132.
[20:05:50]	[OOC] Nikolai Vorchevski: what
[20:05:51]	OTA-PHANTOM.OWS-97461 ran 'use' on item 'Pulse-Rifle Energy' (#2133)
[20:05:52]	CCA.C17-GRID.i5.80147 has taken 22 damage from worldspawn.
[20:05:53]	Nikolai Vorchevski ran 'Equip' on item 'Combine Worker Outfit' (#1228)
[20:05:56]	OTA-NOVA.OWS-28862 ran 'take' on item 'Pulse-Rifle Energy' (#2134)
[20:05:56]	OTA-NOVA.OWS-28862 has gained a 'Pulse-Rifle Energy' #2134.
[20:05:56]	CCA.C17-GRID.i5.80147 ran 'Apply' on item 'Health Vial' (#2242)
[20:05:56]	OTA-NOVA.OWS-28862 ran 'take' on item 'Pulse-Rifle Energy' (#2131)
