[00:00:00]	[OOC] Drake Salvador: Aiight
[17:09:13]	CCA.C08-UNION.i5.01477 used command '/Radio i3, do you copy?'.
[17:09:45]	[ME] CCA.C08-GRID.i3.08313: places the citizen's ID on the desk and slides it forward.
[17:09:49]	CCA.C08-GRID.i3.08313 ran 'drop' on item 'Citizen ID' (#14188)
[17:09:49]	CCA.C08-GRID.i3.08313 has lost a 'Citizen ID' #14188.
[17:09:53]	[ME] Vuller Arton: takes item.
[17:09:55]	Vuller Arton ran 'take' on item 'Citizen ID' (#14188)
[17:09:55]	Vuller Arton has gained a 'Citizen ID' #14188.
[17:10:02]	CCA.C08-GRID.i3.08313 has gained 10 tokens.
[17:10:09]	CCA.C08-GRID.i3.08313 entered observer.
[17:10:17]	CCA.C08-GRID.i3.08313 exited observer at their location.
[17:10:50]	CCA.C08-GRID.i3.08313 used command '/ViewData burt'.
[17:11:55]	Andrew 'Razor' Gonzalez used command '/PM Grid Did you finish processing them yet or no?'.
[17:12:02]	CCA.C08-GRID.i3.08313 used command '/PM andrew almost done'.
[17:12:09]	CCA.C08-GRID.i3.08313 ran 'drop' on item 'Citizen ID' (#14184)
[17:12:09]	CCA.C08-GRID.i3.08313 has lost a 'Citizen ID' #14184.
[17:12:11]	[LOOC] Burt Bambze: LMFAO
[17:12:13]	Burt Bambze ran 'take' on item 'Citizen ID' (#14184)
[17:12:13]	Burt Bambze has gained a 'Citizen ID' #14184.
[17:12:19]	[ME] Vuller Arton: pulls out a bucket and wt rag from the arse and begins scrubbing away.
[17:12:43]	[ME] CCA.C08-UNION.i5.01477: would reach under the desk, retrieving a rag and a bucket, along with some windex?
[17:12:47]	matt saton loaded the character 'UU-CmD.08'
[17:12:54]	[LOOC] UU-CmD.08: I'm not trying to convince you of anything.
[17:12:54]	[LOOC] Andrew 'Razor' Gonzalez: wb
[17:12:57]	[LOOC] UU-CmD.08: wrong chat
[17:12:57]	[OOC] Burt Bambze: OMFG I CAN'T BREATH
[17:13:00]	[LOOC] Andrew 'Razor' Gonzalez: Lol
[17:13:03]	[OOC] UU-CmD.08: did you equip your filter you slut
[17:13:03]	CCA.C08-UNION.i5.01477 has spawned 'models/props_c17/metalPot001a.mdl'.
[17:13:06]	CCA.C08-UNION.i5.01477 has gained 10 tokens.
[17:13:11]	[OOC] Burt Bambze: That interaction was too funny
[17:13:12]	[ME] Andrew 'Razor' Gonzalez: sighs
[17:13:16]	[OOC] UU-CmD.08: fucking hilarious
[17:13:16]	Burt Bambze opened the '' #1233 container.
[17:13:19]	Burt Bambze has gained a 'Rock' #13831.
[17:13:20]	Burt Bambze closed the '' #1233 container.
[17:13:29]	[LOOC] CCA.C08-UNION.i5.01477: i cant find a fuckin rag
[17:13:37]	CCA.C08-UNION.i5.01477 has spawned 'models/props_junk/garbage_newspaper001a.mdl'.
[17:13:51]	[LOOC] CCA.C08-UNION.i5.01477: ok there ya go
[17:13:57]	UU-CmD.08 used command '/ViewData razor'.
[17:14:06]	Burt Bambze ran 'take' on item 'Empty Paint Can' (#12444)
[17:14:06]	Burt Bambze has gained a 'Empty Paint Can' #12444.
[17:14:15]	[ME] CCA.C08-UNION.i5.01477: would take his water bottle, filling the bucket with soap and water.
[17:14:23]	[ME] CCA.C08-UNION.i5.01477: would stash his water bottle away.
[17:14:25]	UU-CmD.08 has gained a 'Red Loyalist Armband' #14189.
[17:14:25]	UU-CmD.08 used command '/CharGiveItem cmd red loyalist armband'.
[17:14:28]	UU-CmD.08 ran 'drop' on item 'Red Loyalist Armband' (#14189)
[17:14:28]	UU-CmD.08 has lost a 'Red Loyalist Armband' #14189.
[17:14:47]	[ME] Andrew 'Razor' Gonzalez: would take off his old armband and hands it to him
[17:14:50]	Andrew 'Razor' Gonzalez ran 'drop' on item 'Yellow Loyalist Armband' (#13719)
[17:14:50]	Andrew 'Razor' Gonzalez has lost a 'Yellow Loyalist Armband' #13719.
[17:14:52]	Andrew 'Razor' Gonzalez ran 'take' on item 'Red Loyalist Armband' (#14189)
[17:14:52]	Andrew 'Razor' Gonzalez has gained a 'Red Loyalist Armband' #14189.
[17:14:55]	Andrew 'Razor' Gonzalez ran 'Equip' on item 'Red Loyalist Armband' (#14189)
[17:15:13]	Burt Bambze ran 'View' on item 'Notepad' (#12115)
[17:15:23]	CCA.C08-UNION.i5.01477 used command '/PM union where is cp handbook in discord'.
[17:15:26]	Burt Bambze ran 'View' on item 'Notepad' (#12115)
[17:15:27]	[ME] Vuller Arton: Takes the cleaning products then starts to begin using them with a wet rag against the window wiping it in circles washing any junk away that was on it repitively until clean.
[17:15:33]	[OOC] UU-CmD.08: hey if you wanna hop back on Areth i'm ready to talk to your char
[17:15:34]	UU-CmD.08 entered observer.
[17:15:39]	UU-CmD.08 exited observer at their location.
[17:15:47]	Burt Bambze used the 'Street Market' vendor.
[17:15:49]	CCA.C08-UNION.i5.01477 used command '/PM cmd where is cp handbook in discord'.
[17:15:51]	Andrew 'Razor' Gonzalez used command '/PM CmD This is why no one likes religious people'.
[17:15:59]	UU-CmD.08 used command '/PM i5 it's on the forums'.
[17:16:07]	Burt Bambze has lost 10 tokens.
[17:16:07]	Burt Bambze has gained a 'Flashlight' #14190.
[17:16:10]	Burt Bambze has lost 20 tokens.
[17:16:10]	Burt Bambze has gained a 'Green Citizen Suit' #14191.
[17:16:13]	Burt Bambze has lost 3 tokens.
[17:16:13]	Burt Bambze has gained a 'Citizen Filter' #14192.
[17:16:14]	Burt Bambze has lost 3 tokens.
[17:16:14]	Burt Bambze has gained a 'Citizen Filter' #14193.
[17:16:15]	Burt Bambze has lost 3 tokens.
[17:16:15]	Burt Bambze has gained a 'Citizen Filter' #14194.
[17:16:16]	Burt Bambze has lost 3 tokens.
[17:16:16]	Burt Bambze has gained a 'Citizen Filter' #14195.
[17:16:21]	Burt Bambze has lost 3 tokens.
[17:16:21]	Burt Bambze has gained a 'Citizen Filter' #14196.
[17:16:21]	Sgt. Salvador has connected.
[17:16:27]	UU-CmD.08 used command '/PM vuller if you want to hop back on areth i can talk to your char now'.
[17:16:31]	UU-CmD.08 entered observer.
[17:16:32]	Burt Bambze ran 'Equip' on item 'Green Citizen Suit' (#14191)
[17:16:35]	UU-CmD.08 exited observer at their location.
[17:16:35]	UU-CmD.08 entered observer.
[17:16:53]	Vuller Arton used command '/Apply'.
[17:16:55]	Sgt. Salvador loaded the character 'Drake Salvador'
[17:16:59]	[OOC] UU-CmD.08: headcanon: music/hl2_song25_teleporter.mp3 is the combine national anthem
[17:17:02]	UU-CmD.08 exited observer at their location.
[17:17:13]	[OOC] UU-CmD.08: extremely dissonant and not even close to regular music
[17:17:15]	Vuller Arton used command '/PM CmD in a moment.'.
[17:17:19]	UU-CmD.08 used command '/PM vuller take your time!'.
[17:17:21]	CCA.C08-UNION.i5.01477 used command '/ViewData vuller arton'.
[17:17:27]	UU-CmD.08 entered observer.
[17:17:27]	UU-CmD.08 exited observer at their location.
[17:17:29]	UU-CmD.08 entered observer.
[17:17:29]	UU-CmD.08 exited observer at their location.
[17:17:30]	UU-CmD.08 entered observer.
[17:17:31]	UU-CmD.08 exited observer at their location.
[17:17:33]	[Y] Burt Bambze: I'd like one large tonic water, and make it a brandy.
[17:17:34]	UU-CmD.08 entered observer.
[17:17:47]	UU-CmD.08 has gained 10 tokens.
[17:18:06]	CCA.C08-UNION.i5.01477 has gained 10 tokens.
[17:18:09]	[ME] Vuller Arton: poof*
[17:18:14]	Neruel loaded the character 'Areth Martin'
[17:18:15]	[LOOC] Drake Salvador: Ah yes, poof.
[17:18:25]	UU-CmD.08 exited observer at their location.
[17:18:27]	UU-CmD.08 entered observer.
[17:18:29]	UU-CmD.08 exited observer at their location.
[17:18:48]	[OOC] CCA.C08-UNION.i5.01477: is that a WWE intro for the CMD
[17:18:52]	[OOC] Burt Bambze: holy shit i just got scared by the annoncement
[17:19:19]	[ME] Areth Martin: would stand attention to the officer that just entered.
[17:19:20]	[W] Burt Bambze: I think.
[17:19:56]	[LOOC] UU-CmD.08: FUCK
[17:19:58]	[LOOC] UU-CmD.08: ease.*
[17:20:02]	[LOOC] Areth Martin: lol
[17:20:08]	[W] Burt Bambze: I think.
[17:20:13]	[ME] Areth Martin: faces east 
[17:20:28]	[LOOC] UU-CmD.08: in this part of the world that's toward mecca so let's get some praying done
[17:21:00]	[LOOC] Drake Salvador: not*
[17:21:05]	[ME] Areth Martin: stands at ease saying "Thank you officer.:.
[17:21:26]	[LOOC] UU-CmD.08: the commander is a big hardass
[17:21:28]	[LOOC] Areth Martin: ooffff
[17:22:39]	[LOOC] CCA.C08-UNION.i5.01477: i feel like im talking to an npc
[17:22:47]	UU-CmD.08 has gained 10 tokens.
[17:23:04]	[OOC] Burt Bambze: I LOVE BURT
[17:23:06]	CCA.C08-UNION.i5.01477 has gained 10 tokens.
[17:23:13]	Burt Bambze opened the '' #1197 container.
[17:23:15]	Burt Bambze closed the '' #1197 container.
[17:23:29]	[OOC] CCA.C08-UNION.i5.01477: s2k: enabled
[17:23:36]	[OOC] Burt Bambze: fuck
[17:23:42]	Burt Bambze used the 'Resin Terminal' vendor.
[17:23:45]	Burt Bambze opened the '' #1341 container.
[17:23:46]	Burt Bambze closed the '' #1341 container.
[17:24:09]	[ME] Drake Salvador: suddenly leans in close, whispering to him.
[17:24:12]	[OOC] Burt Bambze: did you feel like you lost brain cells talking to burt
[17:24:21]	[W] Drake Salvador: Make your own church. Find a way to escape to the Outlands from here.
[17:24:21]	deantheone loaded the character 'Jim Bostello'
[17:24:31]	[W] Drake Salvador: Stay close to the city though.
[17:24:33]	UU-CmD.08 has gained a 'Medal of Honor' #14197.
[17:24:33]	UU-CmD.08 used command '/CreateCustomItem Medal of Honor models/bioshockinfinite/hext_coin.mdl A rounded medal. awarded to Areth Martin for his outstanding defense of Dispatch, systems. This medal was awarded by the Commander of City 8. (Event Artifact 7/16/2021)'.
[17:24:34]	[OOC] Burt Bambze: how would you rate your experiance with burt bot
[17:24:42]	[W] Drake Salvador: The sewers is probably your best bet if you can find a way to kill the zombies down there.
[17:24:45]	[W] Andrew 'Razor' Gonzalez: I risk fucking death now thanks to the big Commander unit.
[17:24:54]	Jim Bostello ran 'Equip' on item 'Conscript Hazmat Armor' (#14139)
[17:25:04]	[W] Drake Salvador: You're always risking death. You just walked into a warzone after an exogen outbreak here, and walked out alive.
[17:25:11]	[LOOC] Areth Martin: u typing or sumthing?
[17:25:16]	[W] Drake Salvador: What's another risk of death to help people instead of make them bleed?
[17:25:17]	[LOOC] UU-CmD.08: yeah, sorry, trying to make a custom item on the fly
[17:25:19]	UU-CmD.08 has gained a 'Medal of Honor' #14198.
[17:25:19]	UU-CmD.08 used command '/CreateCustomItem Medal of Honor models/bioshockinfinite/hext_coin.mdl A rounded medal. awarded to Areth Martin for his outstanding defense of Dispatch's systems. This medal was awarded by the Commander of City 8. (Event Artifact 7/16/2021)'.
[17:25:22]	[LOOC] Areth Martin: oh
[17:25:24]	UU-CmD.08 ran 'drop' on item 'Medal of Honor' (#14198)
[17:25:24]	UU-CmD.08 has lost a 'Medal of Honor' #14198.
[17:25:25]	Burt Bambze ran 'take' on item 'Boot' (#13820)
[17:25:25]	Burt Bambze has gained a 'Boot' #13820.
[17:25:29]	[ME] UU-CmD.08: hands the man a medla.
[17:25:33]	[LOOC] UU-CmD.08: medal
[17:25:40]	[W] Andrew 'Razor' Gonzalez: If I had a gun, I would have cleared the sewers, now I don't have shit to use unless I evade like a bolt.
[17:25:50]	[ME] Areth Martin: takes the metal with appreciation.
[17:25:53]	Areth Martin ran 'take' on item 'Medal of Honor' (#14198)
[17:25:53]	Areth Martin has gained a 'Medal of Honor' #14198.
[17:25:57]	[Y] Burt Bambze: I wasn't me, I didn't do it.
[17:26:13]	Burt Bambze opened the '' #1246 container.
[17:26:16]	Burt Bambze closed the '' #1246 container.
[17:26:16]	Burt Bambze opened the '' #1246 container.
[17:26:17]	Burt Bambze closed the '' #1246 container.
[17:26:18]	Burt Bambze opened the '' #1244 container.
[17:26:20]	Burt Bambze closed the '' #1244 container.
[17:26:21]	Burt Bambze opened the '' #1247 container.
[17:26:23]	Burt Bambze closed the '' #1247 container.
[17:26:27]	[W] Drake Salvador: A gun to clear the sewers is bad if you're not authorized to use a gun. Find something else. A pipe, a knife, a shovel... Your main objective is to revive that church you're talking about.
[17:26:27]	Burt Bambze opened the '' #969 container.
[17:26:29]	Burt Bambze has gained a 'Rock' #13832.
[17:26:34]	[W] Andrew 'Razor' Gonzalez: How the fuck did you know that?
[17:26:40]	Burt Bambze has gained a 'Rock' #13833.
[17:26:41]	Burt Bambze has gained a 'Rock' #13834.
[17:26:43]	Burt Bambze closed the '' #969 container.
[17:26:47]	[W] Drake Salvador: Know about what, your church?
[17:26:49]	UU-CmD.08 has lost 50 tokens.
[17:26:49]	UU-CmD.08 used command '/DropTokens 50'.
[17:27:02]	UU-CmD.08 entered observer.
[17:27:04]	[W] Andrew 'Razor' Gonzalez: How the fuck did you know about me wanting to revive it?
[17:27:04]	UU-CmD.08 used command '/ViewData razor'.
[17:27:19]	UU-CmD.08 used command '/ViewData areth'.
[17:27:23]	[W] Drake Salvador: Your spirit burns with a passion that most have lost now. You have a goal you set your mind to. It's obvious.
[17:27:29]	UU-CmD.08 exited observer at their location.
[17:27:31]	UU-CmD.08 entered observer.
[17:27:32]	UU-CmD.08 exited observer at their location.
[17:27:33]	UU-CmD.08 entered observer.
[17:27:36]	UU-CmD.08 exited observer at their location.
[17:27:36]	UU-CmD.08 entered observer.
[17:27:36]	UU-CmD.08 exited observer at their location.
[17:27:40]	[W] Andrew 'Razor' Gonzalez: Well shit..
[17:27:44]	[W] Andrew 'Razor' Gonzalez: Yes, I want to.
[17:27:47]	UU-CmD.08 has gained 10 tokens.
[17:27:47]	Burt Bambze opened the '' #1041 container.
[17:27:48]	Burt Bambze closed the '' #1041 container.
[17:27:54]	[ME] UU-CmD.08: hands the man 50 pre-counted tokens.
[17:27:55]	Burt Bambze opened the '' #1079 container.
[17:27:55]	Drake Salvador has taken 1 damage from worldspawn.
[17:27:56]	Drake Salvador has taken 1 damage from worldspawn.
[17:27:56]	[W] Drake Salvador: Find a melee weapon. Carve a path through the sewers and find a safe place.
[17:27:57]	Drake Salvador has taken 1 damage from worldspawn.
[17:27:58]	Drake Salvador has taken 1 damage from worldspawn.
[17:27:58]	Drake Salvador ran 'equip' on item 'Citizen Filter' (#14013)
[17:27:59]	Burt Bambze has gained a 'Citizen Filter' #11170.
[17:28:01]	Burt Bambze has gained a 'Citizen Filter' #11169.
[17:28:01]	UU-CmD.08 has gained a 'Yellow Loyalist Armband' #14199.
[17:28:01]	UU-CmD.08 used command '/CharGiveItem cmd yellow loyalist'.
[17:28:02]	[W] Andrew 'Razor' Gonzalez: If I can.
[17:28:02]	Burt Bambze has gained a 'Citizen Filter' #11099.
[17:28:03]	Burt Bambze has gained a 'Citizen Filter' #11175.
[17:28:05]	Burt Bambze has gained a 'Citizen Filter' #11179.
[17:28:13]	Burt Bambze has gained a 'Citizen Filter' #11480.
[17:28:14]	Burt Bambze has gained a 'Citizen Filter' #11185.
[17:28:15]	Burt Bambze has gained a 'Citizen Filter' #11182.
[17:28:17]	Burt Bambze has gained a 'Citizen Filter' #11178.
[17:28:18]	[ME] Areth Martin: Takes the tokens stuffing it away on his person.
[17:28:19]	Burt Bambze has gained a 'Citizen Filter' #11173.
[17:28:20]	Areth Martin has gained 50 tokens.
[17:28:20]	[W] Drake Salvador: You can. Just search around. You'd be surprised what you can find and make.
[17:28:21]	Burt Bambze has gained a 'Citizen Filter' #11174.
[17:28:22]	Burt Bambze has gained a 'Citizen Filter' #11177.
[17:28:24]	Burt Bambze has gained a 'Citizen Filter' #11186.
[17:28:27]	Burt Bambze has gained a 'Citizen Filter' #11184.
[17:28:32]	[ME] UU-CmD.08: hands the man a yellow loyalist armband.
[17:28:32]	Burt Bambze ran 'drop' on item 'Rock' (#13834)
[17:28:34]	UU-CmD.08 ran 'drop' on item 'Yellow Loyalist Armband' (#14199)
[17:28:34]	UU-CmD.08 has lost a 'Yellow Loyalist Armband' #14199.
[17:28:43]	Burt Bambze has gained a 'Boot' #13820.
[17:28:44]	Burt Bambze closed the '' #1079 container.
[17:28:46]	[W] Drake Salvador: For example? A rock pushed inbetween a stick and bound up with fiber... a mace or an axe depending on how you shape the rock.
[17:28:46]	Burt Bambze ran 'take' on item 'Rock' (#13834)
[17:28:49]	[ME] Areth Martin: Puts on a yellow loyalist armband.
[17:28:50]	Burt Bambze ran 'drop' on item 'Empty Paint Can' (#12444)
[17:28:50]	Burt Bambze has lost a 'Empty Paint Can' #12444.
[17:28:54]	Burt Bambze opened the '' #1079 container.
[17:28:55]	Areth Martin ran 'take' on item 'Yellow Loyalist Armband' (#14199)
[17:28:55]	Areth Martin has gained a 'Yellow Loyalist Armband' #14199.
[17:28:56]	Burt Bambze closed the '' #1079 container.
[17:28:57]	Burt Bambze ran 'take' on item 'Rock' (#13834)
[17:28:57]	Burt Bambze has gained a 'Rock' #13834.
[17:28:58]	Areth Martin ran 'Equip' on item 'Yellow Loyalist Armband' (#14199)
[17:29:13]	Burt Bambze used the 'Street Market' vendor.
[17:29:15]	matt saton loaded the character 'PFC Alan Ford'
[17:29:19]	[W] Andrew 'Razor' Gonzalez: The fucking commander said I can make a church wherever but it has to be under 'their' control for crying out loud.
[17:29:21]	1LT Captain Ford used command '/CharSetName ford 1LT Captain Ford'.
[17:29:25]	1LT Captain Ford used command '/CharDesc'.
[17:29:32]	1LT Captain Ford used command '/CharDesc 6'1" | Heavy Armor | OICW Slung | Gas Mask'.
[17:29:32]	1LT Captain Ford entered observer.
[17:29:37]	Jim Bostello ran 'take' on item 'MP7' (#14137)
[17:29:45]	[W] Andrew 'Razor' Gonzalez: Fucking guy thinks he can control a place of worship.
[17:29:51]	Jim Bostello ran 'take' on item 'Conscript Hazmat Armor' (#14138)
[17:29:51]	Jim Bostello has gained a 'Conscript Hazmat Armor' #14138.
[17:30:03]	[W] Drake Salvador: He can and he will. You must find a way to sneak past the control and do more.
[17:30:07]	1LT Captain Ford exited observer at their location.
[17:30:17]	[W] Drake Salvador: Food, real, fresh water... clothing, et cetera.
[17:30:32]	1LT Captain Ford has gained a 'Conscript Armor' #14200.
[17:30:32]	1LT Captain Ford used command '/CharGiveItem 1lt conscript'.
[17:30:33]	[W] Drake Salvador: Fighting is impossible now. The true way to fight--
[17:30:37]	1LT Captain Ford used command '/adminspawnmenu'.
[17:30:37]	[ME] Areth Martin: Stands at attention once again.
[17:30:51]	1LT Captain Ford ran 'EquipUn' on item 'Conscript Hazmat Armor' (#8100)
[17:30:52]	1LT Captain Ford ran 'Equip' on item 'Conscript Armor' (#14200)
[17:31:14]	[ME] Areth Martin: Stands at ease.
[17:31:56]	Andrew 'Razor' Gonzalez used command '/PM Ford Is Captain an actual name?'.
[17:31:59]	[ME] Areth Martin: puts on a suit and follows the LT.
[17:32:02]	Areth Martin ran 'Equip' on item 'Green Citizen Suit' (#14131)
[17:32:02]	Jim Bostello ran 'drop' on item 'Magazine Case' (#10677)
[17:32:02]	Jim Bostello has lost a 'Magazine Case' #10677.
[17:32:02]	Jim Bostello has lost a 'MP7' #14135.
[17:32:02]	Jim Bostello has lost a 'Pulse Ammunition' #14091.
[17:32:02]	Jim Bostello has lost a 'Conscript Hazmat Armor' #14138.
[17:32:02]	Jim Bostello has lost a 'Pulse Ammunition' #14090.
[17:32:02]	Jim Bostello has lost a 'Screwdriver' #10770.
[17:32:02]	Jim Bostello has lost a 'Blood Sample' #12939.
[17:32:02]	Jim Bostello has lost a 'Bolts' #10697.
[17:32:05]	Jim Bostello ran 'take' on item 'KIBA Arms Ammocase' (#10781)
[17:32:05]	Jim Bostello has gained a 'KIBA Arms Ammocase' #10781.
[17:32:05]	Jim Bostello has gained a 'Pack of Nails' #10778.
[17:32:05]	Jim Bostello has gained a 'Pack of Screws' #10777.
[17:32:05]	Jim Bostello has gained a 'Wrench' #10776.
[17:32:11]	Jim Bostello ran 'take' on item 'Magazine Case' (#10677)
[17:32:11]	1LT Captain Ford used command '/PM andrew no i'm just a fucking idiot what the shit how did i do that'.
[17:32:14]	Jim Bostello ran 'drop' on item 'KIBA Arms Ammocase' (#10781)
[17:32:14]	Jim Bostello has lost a 'KIBA Arms Ammocase' #10781.
[17:32:14]	Jim Bostello has lost a 'Pack of Nails' #10778.
[17:32:14]	Jim Bostello has lost a 'Pack of Screws' #10777.
[17:32:14]	Jim Bostello has lost a 'Wrench' #10776.
[17:32:16]	LT1 Alan Ford used command '/CharSetName ford LT1 Alan Ford'.
[17:32:17]	Jim Bostello ran 'take' on item 'Magazine Case' (#10677)
[17:32:17]	Jim Bostello has gained a 'Magazine Case' #10677.
[17:32:17]	Jim Bostello has gained a 'MP7' #14135.
[17:32:17]	Jim Bostello has gained a 'Pulse Ammunition' #14091.
[17:32:17]	Jim Bostello has gained a 'Conscript Hazmat Armor' #14138.
[17:32:17]	Jim Bostello has gained a 'Pulse Ammunition' #14090.
[17:32:17]	Jim Bostello has gained a 'Screwdriver' #10770.
[17:32:17]	Jim Bostello has gained a 'Blood Sample' #12939.
