[01:29:33]	BlueBox has connected.
[21:17:47]	CCA.C17-UNION.i5.94233 has gained 0 tokens.
[21:17:47]	CCA.C17-UNION.i5.94233 has gained a '9mm Pistol Magazine' #37648.
[21:17:48]	CCA.C17-UNION.i5.94233 has gained 0 tokens.
[21:17:48]	CCA.C17-UNION.i5.94233 has gained a '9mm Pistol Magazine' #37649.
[21:17:48]	CCA.C17-UNION.i5.94233 has gained 0 tokens.
[21:17:48]	CCA.C17-UNION.i5.94233 has gained a '9mm Pistol Magazine' #37650.
[21:17:48]	CCA.C17-UNION.i5.94233 has gained 0 tokens.
[21:17:48]	CCA.C17-UNION.i5.94233 has gained a '9mm Pistol Magazine' #37651.
[21:17:51]	[OOC] Kiff Sankase`: if you do ill have to kill you
[21:17:52]	CCA.C17-UNION.i5.94233 ran 'use' on item '9mm Pistol Magazine' (#37648)
[21:17:53]	CCA.C17-UNION.i5.94233 ran 'use' on item '9mm Pistol Magazine' (#37649)
[21:17:53]	CCA.C17-UNION.i5.94233 ran 'use' on item '9mm Pistol Magazine' (#37650)
[21:17:54]	CCA.C17-UNION.i5.94233 ran 'use' on item '9mm Pistol Magazine' (#37651)
[21:17:55]	CCA.C17-UNION.i5.94233 ran 'use' on item '9mm Pistol Magazine' (#37646)
[21:17:55]	Smith Lee Jhones has gained a 'Empty Bleach Bottle' #37653.
[21:17:55]	CCA.C17-UNION.i5.94233 ran 'use' on item '9mm Pistol Magazine' (#37647)
[21:17:58]	Painevan loaded the character 'CCA.C17-HELIX.i3.08874'
[21:17:58]	Smith Lee Jhones ran 'drop' on item 'Empty Bleach Bottle' (#37653)
[21:17:58]	Smith Lee Jhones has lost a 'Empty Bleach Bottle' #37653.
[21:18:01]	Smith Lee Jhones ran 'place' on item 'Red Metropolice Poster' (#37631)
[21:18:06]	Kiff Sankase` has gained a 'Small Thermos' #37654.
[21:18:07]	[ME] Daniel J. Cutter: Would reach into a small bag, taking out a small armband, the word "EXILE" is crudely stitched onto it
[21:18:08]	Kiff Sankase` ran 'drop' on item 'Small Thermos' (#37654)
[21:18:08]	Kiff Sankase` has lost a 'Small Thermos' #37654.
[21:18:12]	Kiff Sankase` opened the 'Dumpster' #2756 container.
[21:18:13]	CCA.C17-UNION.i5.94233 has gained 10 tokens.
[21:18:14]	Painevan loaded the character 'Otto Von Habsburg'
[21:18:15]	Otto Von Habsburg has taken 25 damage from worldspawn.
[21:18:18]	Kiff Sankase` closed the 'Dumpster' #2756 container.
[21:18:23]	Kiff Sankase` opened the 'Metal Cabinet' #2417 container.
[21:18:23]	[ME] Daniel J. Cutter: Would hold out the armband 
[21:18:27]	Ava Carter used command '/PM union im still confused about the major judgement and 4 lp'.
[21:18:28]	Kiff Sankase` closed the 'Metal Cabinet' #2417 container.
[21:18:33]	[ME] Qul'jal: would take the armband
[21:18:42]	CCA.C17-UNION.i5.94233 used command '/PM ava I have to do a major reeducation and take away 4 loyalty points'.
[21:18:49]	CCA.C17-UNION.i5.94233 used command '/PM ava then 2-3 cycles'.
[21:18:51]	[ME] Qul'jal: would wrap the band around his arm. Kinda clunky for a vort, but it works.
[21:18:53]	Ava Carter used command '/PM union i get the cycles'.
[21:18:58]	Kiff Sankase` opened the 'Refrigerator' #2854 container.
[21:18:58]	Kiff Sankase` closed the 'Refrigerator' #2854 container.
[21:18:59]	Kiff Sankase` opened the 'Refrigerator' #2854 container.
[21:19:01]	Kiff Sankase` closed the 'Refrigerator' #2854 container.
[21:19:04]	[ME] Qul'jal: would tighten it to fit better.
[21:19:07]	Ava Carter used command '/PM union but it should just be cycles for first time being caught'.
[21:19:11]	Kiff Sankase` has gained a 'Small Thermos' #37655.
[21:19:11]	CCA.C17-UNION.i5.94233 used command '/PM ava Nope'.
[21:19:11]	[OOC] Daniel J. Cutter: one sec
[21:19:13]	Kiff Sankase` ran 'drop' on item 'Small Thermos' (#37655)
[21:19:13]	Kiff Sankase` has lost a 'Small Thermos' #37655.
[21:19:15]	[OOC] Otto Von Habsburg: Sure
[21:19:16]	[OOC] Smith Lee Jhones: gonna hop off for the night, later peps
[21:19:17]	CCA.C17-UNION.i5.94233 used command '/PM ava Its the same for every offender'.
[21:19:20]	[OOC] CCA.C17-UNION.i5.94233: cya
[21:19:24]	Mal0 v0.9 (STEAM_0:1:207594832) has disconnected.
[21:19:25]	[OOC] Otto Von Habsburg: See ya
[21:19:32]	Kiff Sankase` has gained a 'Powercord' #37656.
[21:19:34]	Ava Carter used command '/PM union it wasn't like that for my stewie char'.
[21:19:35]	Otto Von Habsburg destroyed a 'Empty Consulate Water Can' #32461.
[21:19:36]	Kiff Sankase` ran 'drop' on item 'Powercord' (#37656)
[21:19:36]	Kiff Sankase` has lost a 'Powercord' #37656.
[21:19:53]	CCA.C17-UNION.i5.94233 used command '/PM ava Stewie commited a capital punishment'.
[21:19:57]	[ME] Daniel J. Cutter: Would point towards the distant combine outpost
[21:19:58]	Kiff Sankase` has gained a 'Old Newspaper' #37657.
[21:20:00]	Kiff Sankase` ran 'drop' on item 'Old Newspaper' (#37657)
[21:20:00]	Kiff Sankase` has lost a 'Old Newspaper' #37657.
[21:20:01]	Kiff Sankase` ran 'drop' on item 'Old Newspaper' (#37645)
[21:20:01]	Kiff Sankase` has lost a 'Old Newspaper' #37645.
[21:20:02]	CCA.C17-UNION.i5.94233 used command '/PM ava So he was going to die'.
[21:20:09]	Ava Carter used command '/PM union NO BEFORE'.
[21:20:19]	Ava Carter used command '/PM UNION i killed the guy'.
[21:20:33]	CCA.C17-UNION.i5.94233 used command '/PM ava Well it says thats standard right here in the guide so'.
[21:20:47]	Ava Carter used command '/PM union whatever'.
[21:20:55]	CCA.C17-UNION.i5.94233 used command '/PM ava ur mad that I got to beat the shit out of you'.
[21:20:57]	Kiff Sankase` has gained a 'Spark Plug' #37659.
[21:21:01]	Kiff Sankase` ran 'drop' on item 'Spark Plug' (#37659)
[21:21:01]	Kiff Sankase` has lost a 'Spark Plug' #37659.
[21:21:04]	Kiff Sankase` ran 'take' on item 'Adjustable Wrench' (#35947)
[21:21:04]	Kiff Sankase` has gained a 'Adjustable Wrench' #35947.
[21:21:09]	CCA.C17-UNION.i5.94233 used the 'Ration Dispenser' vendor.
[21:21:11]	CCA.C17-UNION.i5.94233 has gained 0 tokens.
[21:21:11]	CCA.C17-UNION.i5.94233 has gained a 'CCA Grade Beverage (Lemon-Lime Flavor)' #37660.
[21:21:17]	Kiff Sankase` opened the 'Crate' #2778 container.
[21:21:19]	Ava Carter used command '/PM union im just mad about the lp it should be higher'.
[21:21:19]	Kiff Sankase` closed the 'Crate' #2778 container.
[21:21:45]	[ME] Qul'jal: would ponder about the leaches.
[21:21:45]	[LOOC] Daniel J. Cutter: there*
[21:21:47]	Kiff Sankase` has gained a 'Scrap Wood' #37661.
[21:21:59]	[OOC] Kiff Sankase`: whats the best thing yall have found in trash things
[21:22:11]	[OOC] CCA.C17-UNION.i5.94233: USP match
[21:22:12]	[OOC] Otto Von Habsburg: Crowbar
[21:22:12]	Kiff Sankase` has gained a 'LCD Monitor' #37662.
[21:22:14]	Kiff Sankase` ran 'drop' on item 'LCD Monitor' (#37662)
[21:22:14]	Kiff Sankase` has lost a 'LCD Monitor' #37662.
[21:22:21]	[OOC] Kiff Sankase`: usp? tf
[21:22:23]	[OOC] Ava Carter: gun, armor, medpacks, etc
[21:22:36]	[OOC] Kiff Sankase`: how do you guys get so lucky
[21:22:39]	Kiff Sankase` ran 'drop' on item 'Broken LCD Monitor' (#37638)
[21:22:39]	Kiff Sankase` has lost a 'Broken LCD Monitor' #37638.
[21:22:41]	Kiff Sankase` ran 'drop' on item 'Scrap Wood' (#37661)
[21:22:41]	Kiff Sankase` has lost a 'Scrap Wood' #37661.
[21:22:58]	Kiff Sankase` has gained a 'Cables' #37664.
[21:23:05]	[OOC] CCA.C17-UNION.i5.94233: cutter more like
[21:23:06]	[OOC] CCA.C17-UNION.i5.94233: stinky
[21:23:13]	CCA.C17-UNION.i5.94233 has gained 10 tokens.
[21:23:28]	[OOC] Daniel J. Cutter: Union? more like...I'm right behind you with my axe, ready to brutalize you 
[21:23:33]	[OOC] CCA.C17-UNION.i5.94233: im in the nexus
[21:23:34]	[OOC] CCA.C17-UNION.i5.94233: L
[21:23:37]	Kiff Sankase` opened the 'Padlocked Crate' #2900 container.
[21:23:37]	Kiff Sankase` closed the 'Padlocked Crate' #2900 container.
[21:23:38]	[OOC] Daniel J. Cutter: Did I stutter?
[21:23:39]	[OOC] Otto Von Habsburg: ahg
[21:23:45]	[OOC] CCA.C17-UNION.i5.94233: prison break event?
[21:23:48]	[LOOC] Qul'jal: I just borrowed a crowbar since my melee combat is in my swep so
[21:23:53]	[OOC] Ava Carter: get me out daniel
[21:24:00]	[OOC] Kiff Sankase`: what crime did you commit
[21:24:01]	[LOOC] Qul'jal: if you ever see me holding one, its not their
[21:24:04]	[OOC] Ava Carter: doin your mom
[21:24:08]	Daniel J. Cutter entered observer.
[21:24:10]	[OOC] Kiff Sankase`: i hope they amputate you
[21:24:16]	Kiff Sankase` ran 'drop' on item 'Pipe' (#37310)
[21:24:16]	Kiff Sankase` has lost a 'Pipe' #37310.
[21:24:22]	[LOOC] Ava Carter: cold*
[21:24:34]	Kiff Sankase` has gained a 'Boot' #37667.
[21:24:34]	Qul'jal used command '/PM cutter Is it possible to give me the swep temporarily with a tool gun?'.
[21:24:36]	Kiff Sankase` ran 'drop' on item 'Boot' (#37667)
[21:24:36]	Kiff Sankase` has lost a 'Boot' #37667.
[21:24:43]	Qul'jal used command '/PM cutter I feel like im retarded trying to understand this'.
[21:24:44]	Otto Von Habsburg has gained a '9mm Pistol Magazine' #37668.
[21:24:44]	Otto Von Habsburg has gained a '9mm Pistol Magazine' #37669.
[21:24:44]	Daniel J. Cutter used command '/CharGiveItem Otto 9mm pistol 2'.
[21:24:51]	Daniel J. Cutter used command '/Reply Uhhh'.
[21:25:07]	Daniel J. Cutter used command '/Reply If DRD can't, I sure as hell can't I'm a TMod'.
[21:25:07]	Kiff Sankase` ran 'take' on item 'Empty Tin Can' (#36979)
[21:25:07]	Kiff Sankase` has gained a 'Empty Tin Can' #36979.
[21:25:09]	Kiff Sankase` ran 'drop' on item 'Empty Tin Can' (#36979)
[21:25:09]	Kiff Sankase` has lost a 'Empty Tin Can' #36979.
[21:25:10]	Painevan loaded the character 'CCA.C17-HELIX.i3.08874'
[21:25:19]	[LOOC] Daniel J. Cutter: I said...Did I stutter?
[21:25:19]	Daniel J. Cutter exited observer at their location.
[21:25:23]	Daniel J. Cutter entered observer.
[21:25:25]	Kiff Sankase` has gained a 'Pan' #37670.
[21:25:25]	[ME] CCA.C17-UNION.i5.94233: Would put a bag over her head
[21:25:26]	Qul'jal used command '/PM cutter since you can spawn weapons with it, I figure you can spawn the swep as well'.
[21:25:28]	[LOOC] Ava Carter: ayo
[21:25:32]	Kiff Sankase` ran 'drop' on item 'Pan' (#37670)
[21:25:32]	Kiff Sankase` has lost a 'Pan' #37670.
[21:25:39]	[LOOC] CCA.C17-UNION.i5.94233: AYO
[21:25:41]	[LOOC] CCA.C17-UNION.i5.94233: CHILLL
[21:25:42]	[OOC] Kiff Sankase`: omg just found a rocket launcher in the trash
[21:25:46]	Qul'jal used command '/PM cutter never know till you try'.
[21:25:47]	[OOC] CCA.C17-HELIX.i3.08874: real?
[21:25:48]	Daniel J. Cutter used command '/Reply I'd have to use either the /chargiveitem, or ULX'.
[21:25:54]	[OOC] Kiff Sankase`: you'll have to wait and see
[21:25:56]	[OOC] Ava Carter: we need screenshots
[21:25:57]	Daniel J. Cutter used command '/Reply I can't spawn weapons with tool gun'.
[21:26:00]	Qul'jal used command '/PM cutter dam'.
[21:26:04]	Kiff Sankase` has gained a 'Military Circuit Board' #37671.
[21:26:08]	[OOC] Kiff Sankase`: im just kidding
[21:26:14]	[LOOC] Daniel J. Cutter: dropped your pocket
[21:26:17]	Qul'jal used command '/PM cutter sadge.'.
[21:26:26]	[LOOC] CCA.C17-HELIX.i3.08874: what
[21:26:28]	Kiff Sankase` has gained a 'Cables' #37672.
[21:26:30]	Kiff Sankase` ran 'drop' on item 'Cables' (#37664)
[21:26:30]	Kiff Sankase` has lost a 'Cables' #37664.
[21:26:34]	Kiff Sankase` opened the 'Metal Cabinet' #2417 container.
[21:26:38]	Kiff Sankase` closed the 'Metal Cabinet' #2417 container.
[21:26:40]	[LOOC] Daniel J. Cutter: I said you dropped your pocket
[21:26:41]	[ME] Qul'jal: would sit down. muttering in vortigese. connecting to the vortessence.
[21:26:43]	[LOOC] Daniel J. Cutter: pick it up...
[21:26:44]	[ME] CCA.C17-UNION.i5.94233: Takes the bag off
[21:26:50]	[OOC] Kiff Sankase`: but imagine lol
[21:26:51]	[LOOC] CCA.C17-HELIX.i3.08874: pick what up
[21:26:56]	[LOOC] Daniel J. Cutter: your pocket...
[21:27:02]	[OOC] Ava Carter: kiff revenge arc
[21:27:03]	Kiff Sankase` has gained a 'Broken LCD Monitor' #37674.
[21:27:05]	Kiff Sankase` ran 'drop' on item 'Broken LCD Monitor' (#37674)
[21:27:05]	Kiff Sankase` has lost a 'Broken LCD Monitor' #37674.
[21:27:05]	[OOC] CCA.C17-HELIX.i3.08874: bitch my pocket is attached to my pants
[21:27:11]	[LOOC] Daniel J. Cutter: but you dropped it
[21:27:17]	[OOC] CCA.C17-UNION.i5.94233: I was gonna start being nice to avfa
[21:27:19]	[OOC] CCA.C17-UNION.i5.94233: but now I cannot
[21:27:25]	[LOOC] CCA.C17-HELIX.i3.08874: you are clearly schitzo
[21:27:29]	[OOC] CCA.C17-UNION.i5.94233: cause ur a criminalk
[21:27:32]	[LOOC] Daniel J. Cutter: No, you dropped your pocket
[21:27:33]	Kiff Sankase` has gained a 'Bolts' #37675.
[21:27:37]	[LOOC] Daniel J. Cutter: pick it up
[21:27:40]	[LOOC] CCA.C17-HELIX.i3.08874: mental
[21:27:40]	[OOC] Ava Carter: just saying rn the high mode for baton is brutal
[21:27:41]	[ME] Qul'jal: would continue to mutter
[21:27:54]	[OOC] CCA.C17-UNION.i5.94233: it is
[21:27:55]	Kiff Sankase` has gained a 'Rope' #37676.
[21:27:55]	Daniel J. Cutter used command '/CharGiveItem cutter rocket lau 1'.
[21:27:58]	[OOC] CCA.C17-HELIX.i3.08874: There is an extreme mode
[21:27:59]	Daniel J. Cutter has gained a 'RPG Launcher' #37677.
[21:27:59]	Daniel J. Cutter used command '/CharGiveItem cutter rpg 1'.
[21:28:02]	[OOC] CCA.C17-UNION.i5.94233: lol
[21:28:05]	Daniel J. Cutter ran 'drop' on item 'RPG Launcher' (#37677)
[21:28:05]	Daniel J. Cutter has lost a 'RPG Launcher' #37677.
[21:28:08]	Daniel J. Cutter entered observer.
[21:28:11]	[OOC] CCA.C17-UNION.i5.94233: thats what I use to pacify in fights
[21:28:13]	CCA.C17-UNION.i5.94233 has gained 10 tokens.
[21:28:28]	Daniel J. Cutter has gained a 'RPG Launcher' #37679.
[21:28:28]	Daniel J. Cutter used command '/CharGiveItem cutter rpg 1'.
[21:28:31]	Daniel J. Cutter ran 'drop' on item 'RPG Launcher' (#37679)
[21:28:31]	Daniel J. Cutter has lost a 'RPG Launcher' #37679.
[21:28:34]	Daniel J. Cutter entered observer.
[21:28:41]	[OOC] Kiff Sankase`: qul reveal yourself
[21:28:46]	Kiff Sankase` has gained a 'Pan' #37680.
[21:28:48]	CCA.C17-HELIX.i3.08874 ran 'use' on item '9mm Pistol Magazine' (#37634)
[21:28:51]	[OOC] Ava Carter: you have to find him
[21:28:52]	Kiff Sankase` ran 'drop' on item 'Pan' (#37680)
[21:28:52]	Kiff Sankase` has lost a 'Pan' #37680.
[21:28:54]	Daniel J. Cutter has gained a 'Flashbang' #37681.
[21:28:54]	Daniel J. Cutter used command '/CharGiveItem cutter flashbang'.
[21:28:55]	[OOC] Qul'jal: No. Qui will not do such a thing
[21:28:56]	CCA.C17-HELIX.i3.08874 ran 'drop' on item 'USP Match' (#37612)
[21:28:56]	CCA.C17-HELIX.i3.08874 has lost a 'USP Match' #37612.
[21:28:57]	Daniel J. Cutter ran 'Equip' on item 'Flashbang' (#37681)
[21:28:57]	CCA.C17-HELIX.i3.08874 used the 'Armory Supply' vendor.
[21:29:07]	[OOC] Daniel J. Cutter: I wonder...
[21:29:07]	Daniel J. Cutter exited observer at their location.
[21:29:12]	CCA.C17-HELIX.i3.08874 has gained 0 tokens.
[21:29:12]	CCA.C17-HELIX.i3.08874 has gained a '4.6x30 Rounds' #37681.
[21:29:13]	CCA.C17-HELIX.i3.08874 has gained 0 tokens.
[21:29:13]	CCA.C17-HELIX.i3.08874 has gained a '4.6x30 Rounds' #37682.
[21:29:14]	CCA.C17-HELIX.i3.08874 has gained 0 tokens.
[21:29:14]	CCA.C17-HELIX.i3.08874 has gained a '4.6x30 Rounds' #37683.
[21:29:14]	CCA.C17-HELIX.i3.08874 has gained 0 tokens.
[21:29:14]	CCA.C17-HELIX.i3.08874 has gained a '4.6x30 Rounds' #37684.
[21:29:15]	CCA.C17-HELIX.i3.08874 has gained 0 tokens.
[21:29:15]	CCA.C17-HELIX.i3.08874 has gained a '4.6x30 Rounds' #37685.
[21:29:15]	[OOC] Daniel J. Cutter: OHOHOHHH
[21:29:15]	CCA.C17-HELIX.i3.08874 has gained 0 tokens.
[21:29:15]	CCA.C17-HELIX.i3.08874 has gained a '4.6x30 Rounds' #37686.
[21:29:16]	Daniel J. Cutter entered observer.
[21:29:16]	[OOC] Kiff Sankase`: im gonna eat you when i find you
[21:29:18]	CCA.C17-HELIX.i3.08874 ran 'use' on item '4.6x30 Rounds' (#37681)
[21:29:18]	Kiff Sankase` has gained a 'Empty Sparkling Consulate Water Can' #37687.
[21:29:19]	CCA.C17-HELIX.i3.08874 ran 'use' on item '4.6x30 Rounds' (#37682)
[21:29:19]	CCA.C17-HELIX.i3.08874 ran 'use' on item '4.6x30 Rounds' (#37683)
[21:29:20]	CCA.C17-HELIX.i3.08874 ran 'use' on item '4.6x30 Rounds' (#37684)
[21:29:21]	CCA.C17-HELIX.i3.08874 ran 'use' on item '4.6x30 Rounds' (#37685)
[21:29:21]	CCA.C17-HELIX.i3.08874 ran 'use' on item '4.6x30 Rounds' (#37686)
[21:29:22]	[OOC] Daniel J. Cutter: Alright...Flashbang DOES work
[21:29:23]	[OOC] Qul'jal: you will try
[21:29:32]	[OOC] Kiff Sankase`: just like how we ate that one headcrab
[21:29:36]	[OOC] Ava Carter: im gonna flashbang your mom
[21:29:39]	Kiff Sankase` ran 'drop' on item 'Empty Sparkling Consulate Water Can' (#37687)
[21:29:39]	Kiff Sankase` has lost a 'Empty Sparkling Consulate Water Can' #37687.
[21:29:53]	Kiff Sankase` has gained a 'Empty Glass Bottle' #37689.
[21:29:56]	Kiff Sankase` ran 'drop' on item 'Empty Glass Bottle' (#37689)
[21:29:56]	Kiff Sankase` has lost a 'Empty Glass Bottle' #37689.
[21:29:58]	CCA.C17-HELIX.i3.08874 used command '/Radio 10-50'.
[21:30:02]	CCA.C17-UNION.i5.94233 used command '/Radio 10-4'.
[21:30:07]	[OOC] Daniel J. Cutter: Ava...I WILL BRING YOU TO BRAZIL!
[21:30:10]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[21:30:14]	[OOC] Daniel J. Cutter: ONE MORE MOM JOKE
[21:30:15]	[OOC] Ava Carter: no
[21:30:15]	CCA.C17-UNION.i5.94233 used command '/ViewQuotas'.
[21:30:21]	[OOC] Ava Carter: your mom
[21:30:24]	[ME] Qul'jal: would continue muttering in vortigese
[21:30:35]	[ME] Qul'jal: would stop 
[21:30:51]	Daniel J. Cutter exited observer at their location.
[21:31:08]	[ME] Qul'jal: would gesture to the exile armband
[21:31:11]	Daniel J. Cutter entered observer.
[21:31:12]	Qul'jal used command '/CharDesc'.
[21:31:15]	Kiff Sankase` has gained a 'Instant Cold Pack' #37691.
[21:31:16]	Daniel J. Cutter exited observer at their location.
[21:31:19]	Kiff Sankase` ran 'drop' on item 'Instant Cold Pack' (#37691)
[21:31:19]	Kiff Sankase` has lost a 'Instant Cold Pack' #37691.
[21:31:24]	Qul'jal used command '/CharDesc [Exile Armband] Vortigaunt with a musclar build.Orange eyes filled with fire.'.
[21:31:38]	[ME] Daniel J. Cutter: Glares at the green armband
[21:31:43]	[ME] Qul'jal: would shut his eyes again. Going back to his meditation
[21:31:43]	Kiff Sankase` has gained a 'LCD Monitor' #37692.
[21:31:45]	[LOOC] Ava Carter: yellow*
[21:31:45]	Kiff Sankase` ran 'drop' on item 'LCD Monitor' (#37692)
[21:31:45]	Kiff Sankase` has lost a 'LCD Monitor' #37692.
[21:31:50]	[LOOC] Daniel J. Cutter: bruh
[21:31:53]	[LOOC] Ava Carter: shut up
[21:31:54]	Kiff Sankase` has taken 15 damage from npc_barnacle.
[21:31:56]	[LOOC] Ava Carter: ik
[21:32:24]	Kiff Sankase` has gained a 'Scrap Plastic' #37693.
[21:32:30]	CCA.C17-HELIX.i3.08874 destroyed a 'Spark Plug' #37470.
[21:32:35]	Kiff Sankase` has gained a 'Circuit Board' #37694.
[21:32:37]	[ME] Qul'jal: would have a slight green glow as he meditated. Very faint, but it was there.
[21:32:39]	Kiff Sankase` ran 'drop' on item 'Circuit Board' (#37694)
[21:32:39]	Kiff Sankase` has lost a 'Circuit Board' #37694.
[21:33:13]	CCA.C17-UNION.i5.94233 has gained 10 tokens.
[21:33:29]	CCA.C17-HELIX.i3.08874 used command '/Radio /w test'.
[21:33:29]	[ME] Daniel J. Cutter: Would let out a slight nod
[21:33:35]	CCA.C17-HELIX.i3.08874 used command '/rooc void that'.
[21:33:35]	[LOOC] Qul'jal: slight nod?
[21:33:40]	[LOOC] Qul'jal: Let out a slight nod lol.
[21:33:45]	[LOOC] Daniel J. Cutter: shhh
[21:33:59]	Kiff Sankase` has taken 5 damage from npc_antlion.
[21:34:01]	Ava Carter ran 'Equip' on item 'Pipe' (#34542)
[21:34:01]	Kiff Sankase` has taken 5 damage from npc_antlion.
[21:34:01]	[ME] Qul'jal: would keep his claws ready
[21:34:02]	Kiff Sankase` has taken 5 damage from npc_antlion.
[21:34:05]	CCA.C17-UNION.i5.94233 used command '/Radio 10-50'.
[21:34:30]	CCA.C17-HELIX.i3.08874 used command '/Radio Got it.'.
[21:34:40]	[ME] Qul'jal: would nod slowly.
[21:35:08]	[ME] Qul'jal: would be  slightly irritated his meditation was interrupted.
[21:35:10]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[21:35:30]	[OOC] Ava Carter: rebel rp be fire frfr
[21:35:31]	[ME] Qul'jal: would continue meditating. Listening to the conversation from the upper deck
[21:35:35]	[OOC] CCA.C17-UNION.i5.94233: ava come fight me
[21:35:36]	[OOC] CCA.C17-UNION.i5.94233: 1v1
