[00:00:31]	[LOOC] Ryan Marnett: septembmer
[15:19:23]	Karl Von Habsburg exited observer at their location.
[15:19:24]	Karl Von Habsburg entered observer.
[15:19:25]	Karl Von Habsburg exited observer at their location.
[15:19:36]	Karl Von Habsburg entered observer.
[15:19:39]	Karl Von Habsburg exited observer at their location.
[15:19:40]	Karl Von Habsburg has taken 3 damage from npc_turret_floor.
[15:19:41]	Karl Von Habsburg entered observer.
[15:19:54]	Karl Von Habsburg exited observer at their location.
[15:19:55]	Karl Von Habsburg entered observer.
[15:19:55]	Karl Von Habsburg exited observer at their location.
[15:19:56]	Karl Von Habsburg entered observer.
[15:19:56]	Karl Von Habsburg exited observer at their location.
[15:19:57]	Karl Von Habsburg entered observer.
[15:19:57]	Karl Von Habsburg exited observer at their location.
[15:19:59]	Karl Von Habsburg entered observer.
[15:19:59]	Karl Von Habsburg exited observer at their location.
[15:20:00]	CCA.C14-UNION.i5.22767 has gained 10 tokens.
[15:20:01]	Karl Von Habsburg entered observer.
[15:20:01]	Karl Von Habsburg exited observer at their location.
[15:20:01]	Karl Von Habsburg entered observer.
[15:20:02]	Karl Von Habsburg exited observer at their location.
[15:20:02]	Karl Von Habsburg entered observer.
[15:20:03]	Karl Von Habsburg exited observer at their location.
[15:20:03]	Karl Von Habsburg entered observer.
[15:20:04]	Karl Von Habsburg exited observer at their location.
[15:20:06]	Karl Von Habsburg entered observer.
[15:20:07]	Karl Von Habsburg exited observer at their location.
[15:20:08]	Karl Von Habsburg entered observer.
[15:20:08]	Karl Von Habsburg exited observer at their location.
[15:20:09]	Karl Von Habsburg entered observer.
[15:20:11]	Karl Von Habsburg exited observer at their location.
[15:20:12]	Karl Von Habsburg entered observer.
[15:20:12]	Karl Von Habsburg exited observer at their location.
[15:20:13]	Karl Von Habsburg entered observer.
[15:20:13]	Karl Von Habsburg exited observer at their location.
[15:20:15]	Karl Von Habsburg entered observer.
[15:20:15]	Karl Von Habsburg exited observer at their location.
[15:20:20]	Karl Von Habsburg entered observer.
[15:21:08]	Karl Von Habsburg has spawned 'models/props_c17/furnituretable003a.mdl'.
[15:22:08]	Karl Von Habsburg exited observer at their location.
[15:22:22]	[CGN] Painevan (STEAM_0:0:68118061) deleted character 'Danee Fantom'
[15:25:00]	CCA.C14-UNION.i5.22767 has gained 10 tokens.
[15:26:16]	[CGN] Painevan created the character 'Joe Arnold'
[15:26:16]	Joe Arnold has gained a 'Suitcase' #27310.
[15:26:16]	Joe Arnold has gained a 'Relocation Coupon' #27311.
[15:26:21]	[CGN] Painevan loaded the character 'Joe Arnold'
[15:26:22]	Joe Arnold entered observer.
[15:26:30]	Joe Arnold exited observer at their location.
[15:26:31]	Joe Arnold entered observer.
[15:26:31]	Joe Arnold exited observer at their location.
[15:26:32]	Joe Arnold entered observer.
[15:26:34]	Joe Arnold exited observer at their location.
[15:26:34]	Joe Arnold entered observer.
[15:26:36]	Joe Arnold exited observer at their location.
[15:26:37]	Joe Arnold entered observer.
[15:26:39]	Joe Arnold exited observer at their location.
[15:26:47]	Joe Arnold entered observer.
[15:26:47]	Joe Arnold exited observer at their location.
[15:26:48]	Joe Arnold entered observer.
[15:26:49]	Joe Arnold exited observer at their location.
[15:26:50]	Joe Arnold entered observer.
[15:26:51]	Joe Arnold exited observer at their location.
[15:26:51]	Joe Arnold entered observer.
[15:26:55]	CCA.C14-UNION.i5.22767 exited observer at their location.
[15:26:57]	CCA.C14-UNION.i5.22767 entered observer.
[15:26:58]	Joe Arnold exited observer at their location.
[15:26:58]	Joe Arnold entered observer.
[15:26:58]	CCA.C14-UNION.i5.22767 exited observer at their location.
[15:26:59]	Joe Arnold exited observer at their location.
[15:26:59]	CCA.C14-UNION.i5.22767 entered observer.
[15:26:59]	Joe Arnold entered observer.
[15:27:00]	Joe Arnold exited observer at their location.
[15:27:01]	Joe Arnold entered observer.
[15:27:01]	CCA.C14-UNION.i5.22767 exited observer at their location.
[15:27:01]	CCA.C14-UNION.i5.22767 entered observer.
[15:27:02]	CCA.C14-UNION.i5.22767 exited observer at their location.
[15:27:02]	Joe Arnold exited observer at their location.
[15:27:03]	Joe Arnold entered observer.
[15:27:04]	CCA.C14-UNION.i5.22767 entered observer.
[15:27:06]	Joe Arnold exited observer at their location.
[15:27:06]	CCA.C14-UNION.i5.22767 exited observer at their location.
[15:27:06]	Joe Arnold entered observer.
[15:27:06]	CCA.C14-UNION.i5.22767 entered observer.
[15:27:08]	CCA.C14-UNION.i5.22767 exited observer at their location.
[15:27:08]	CCA.C14-UNION.i5.22767 entered observer.
[15:27:10]	CCA.C14-UNION.i5.22767 exited observer at their location.
[15:27:11]	CCA.C14-UNION.i5.22767 entered observer.
[15:27:16]	Joe Arnold exited observer at their location.
[15:27:17]	CCA.C14-UNION.i5.22767 exited observer at their location.
[15:27:17]	Joe Arnold entered observer.
[15:27:17]	CCA.C14-UNION.i5.22767 entered observer.
[15:27:18]	CCA.C14-UNION.i5.22767 exited observer at their location.
[15:27:20]	CCA.C14-UNION.i5.22767 entered observer.
[15:27:22]	CCA.C14-UNION.i5.22767 exited observer at their location.
[15:27:23]	CCA.C14-UNION.i5.22767 entered observer.
[15:27:28]	CCA.C14-UNION.i5.22767 exited observer at their location.
[15:27:29]	CCA.C14-UNION.i5.22767 entered observer.
[15:27:35]	CCA.C14-UNION.i5.22767 exited observer at their location.
[15:27:44]	CCA.C14-UNION.i5.22767 entered observer.
[15:30:00]	CCA.C14-UNION.i5.22767 has gained 10 tokens.
[15:34:24]	Joe Arnold exited observer at their location.
[15:34:24]	Joe Arnold entered observer.
[15:34:26]	Joe Arnold exited observer at their location.
[15:34:26]	Joe Arnold entered observer.
[15:34:26]	Joe Arnold exited observer at their location.
[15:34:27]	Joe Arnold entered observer.
[15:34:28]	Joe Arnold exited observer at their location.
[15:34:30]	Joe Arnold entered observer.
[15:34:30]	Joe Arnold exited observer at their location.
[15:34:31]	Joe Arnold entered observer.
[15:34:31]	Joe Arnold exited observer at their location.
[15:34:32]	Joe Arnold entered observer.
[15:34:38]	Joe Arnold exited observer at their location.
[15:34:38]	Joe Arnold entered observer.
[15:34:39]	Joe Arnold exited observer at their location.
[15:34:39]	Joe Arnold entered observer.
[15:35:00]	CCA.C14-UNION.i5.22767 has gained 10 tokens.
[15:37:31]	Joe Arnold exited observer at their location.
[15:37:38]	Joe Arnold entered observer.
[15:37:41]	Joe Arnold exited observer at their location.
[15:37:42]	Joe Arnold entered observer.
[15:37:44]	Joe Arnold exited observer at their location.
[15:37:45]	Joe Arnold entered observer.
[15:37:56]	Joe Arnold exited observer at their location.
[15:37:57]	Joe Arnold entered observer.
[15:38:01]	Joe Arnold exited observer at their location.
[15:38:02]	Joe Arnold entered observer.
[15:38:06]	Joe Arnold exited observer at their location.
[15:38:07]	Joe Arnold entered observer.
[15:38:08]	Joe Arnold exited observer at their location.
[15:38:08]	Joe Arnold entered observer.
[15:39:20]	Joe Arnold exited observer at their location.
[15:39:20]	Joe Arnold entered observer.
[15:39:21]	Joe Arnold exited observer at their location.
[15:39:22]	Joe Arnold entered observer.
[15:39:22]	Joe Arnold exited observer at their location.
[15:39:22]	Joe Arnold has taken 4 damage from worldspawn.
[15:39:23]	Joe Arnold entered observer.
[15:39:28]	Joe Arnold exited observer at their location.
[15:39:28]	Joe Arnold entered observer.
[15:39:32]	Joe Arnold exited observer at their location.
[15:39:32]	Joe Arnold entered observer.
[15:40:00]	CCA.C14-UNION.i5.22767 has gained 10 tokens.
[15:40:28]	Doughnut created the character 'CCA.C14-RCT.55874'
[15:40:28]	CCA.C14-RCT.55874 has gained a 'USP Match' #27312.
[15:40:28]	CCA.C14-RCT.55874 has gained a '9mm Pistol Magazine' #27313.
[15:40:28]	CCA.C14-RCT.55874 has gained a '9mm Pistol Magazine' #27314.
[15:40:28]	CCA.C14-RCT.55874 has gained a 'Squad Identification Device' #27315.
[15:40:35]	Doughnut loaded the character 'CCA.C14-RCT.55874'
[15:40:57]	CCA.C14-RCT.55874 entered observer.
[15:41:09]	CCA.C14-RCT.55874 exited observer at their location.
[15:41:27]	UU-CmD.14 used command '/CharSetName RcT UU-CmD.14'.
[15:42:26]	Doughnut (STEAM_0:1:127409364) has disconnected.
[15:43:29]	Madeline Wuntch has connected.
[15:45:04]	Doughnut has connected.
[15:47:23]	Madeline Wuntch loaded the character 'CCA.C14-GRID.i3.36307'
[15:47:43]	[OOC] CCA.C14-GRID.i3.36307: what the fuck are these mystery bars
[15:47:57]	[OOC] CCA.C14-GRID.i3.36307: there's some teal bar below the green bar (hunger?)
[15:49:00]	CCA.C14-GRID.i3.36307 opened the '' #2108 container.
[15:49:04]	CCA.C14-GRID.i3.36307 closed the '' #2108 container.
[15:49:41]	Madeline Wuntch (STEAM_0:0:193599766) has disconnected.
[16:08:08]	Doughnut loaded the character 'CCA.C14-UNION.i5.22767'
[16:08:10]	CCA.C14-UNION.i5.22767 entered observer.
[16:13:25]	CCA.C14-UNION.i5.22767 has gained 10 tokens.
[16:18:25]	CCA.C14-UNION.i5.22767 has gained 10 tokens.
[16:18:41]	[OOC] Joe Arnold: back
[16:23:25]	CCA.C14-UNION.i5.22767 has gained 10 tokens.
[16:25:59]	CCA.C14-UNION.i5.22767 exited observer at their location.
[16:26:07]	CCA.C14-UNION.i5.22767 entered observer.
[16:26:49]	CCA.C14-UNION.i5.22767 exited observer at their location.
[16:26:54]	Doughnut loaded the character 'UU-CmD.14'
[16:27:00]	UU-CmD.14 entered observer.
[16:27:00]	UU-CmD.14 exited observer at their location.
[16:27:13]	UU-CmD.14 entered observer.
[16:27:13]	UU-CmD.14 exited observer at their location.
[16:27:20]	UU-CmD.14 used command '/CharSetModel cmd models/dpfilms/metropolice/phote_police.mdl'.
[16:28:31]	UU-CmD.14 used command '/CharSetModel cmd models/dpfilms/metropolice/rtb_police.mdl'.
[16:30:26]	CCA.C14-QrM-77234 used command '/CharSetName Cmd CCA.C14-QrM-77234'.
[16:30:41]	CCA.C14-QrM-77234 used command '/CharDesc'.
[16:30:45]	James Albright used command '/CharSetName qrm CCA.C14-QrM.10523'.
[16:30:58]	CCA.C14-QrM.10523 used command '/CharDesc ( Event character | Prestine QrM Uniform | Deep glowing eyes | 6'2 | Large, bulky build)'.
[16:31:13]	[OOC] James Albright: CCA.C##-QrM.#####
[16:31:24]	CCA.C14-QrM.10523 used command '/CharGiveFlag qrm'.
[16:31:26]	CCA.C14-QrM.10523 used command '/CharGiveFlag CCA.C14-QrM.10523 pet'.
[16:31:54]	CCA.C14-QrM.10523 has gained 10 tokens.
[16:33:42]	[OOC] CCA.C14-QrM.10523: imma make this qrm from the city the supplies are supposed to be coming from cause he would be like riding with the stuff to make sure it got there safely and was handled correctly
[16:35:35]	CCA.C14-QrM.10523 used command '/CharDesc'.
[16:36:01]	CCA.C14-QrM.10523 used command '/CharDesc ( Event character | Prestine QrM Uniform | Deep glowing eyes | 6'2 | Large, bulky build | Seems to speak with a German accent though it's hard to tell through the vocoder)'.
[16:36:17]	CCA.C36-QrM.10523 used command '/CharSetName qrm CCA.C36-QrM.10523'.
[16:36:24]	CCA.C36-QrM.10523 entered observer.
[16:36:54]	CCA.C36-QrM.10523 has gained 10 tokens.
[16:41:11]	CCA.C36-QrM.10523 used command '/CharGiveFlag c36'.
[16:41:14]	CCA.C36-QrM.10523 used command '/CharGiveFlag CCA.C36-QrM.10523 G'.
[16:41:54]	CCA.C36-QrM.10523 has gained 10 tokens.
[16:46:33]	FB|| light ROOM has connected.
[16:46:54]	CCA.C36-QrM.10523 has gained 10 tokens.
[16:47:35]	FB|| light ROOM loaded the character 'CCA.C14-UNION.i2.95912'
[16:47:39]	[OOC] CCA.C14-UNION.i2.95912: Yo
[16:47:57]	[OOC] CCA.C14-UNION.i2.95912: Bruh, QrM time.
[16:48:01]	FB|| light ROOM loaded the character 'CCA.C14-QrM.98240'
[16:48:39]	matt saton (STEAM_0:1:53097688) has disconnected (timed out).
[16:48:44]	[OOC] CCA.C14-QrM.98240: F
[16:49:23]	CCA.C14-QrM.98240 used the 'Armory Safe' vendor.
[16:49:59]	FB|| light ROOM loaded the character 'CCA.C14-UNION.i2.95912'
[16:50:51]	CCA.C14-UNION.i2.95912 used command '/ViewCamera'.
[16:51:05]	[OOC] CCA.C36-QrM.10523: indeed
[16:51:23]	[OOC] CCA.C36-QrM.10523: it's an event qrm so don't worry
[16:51:38]	[OOC] CCA.C14-UNION.i2.95912: I know, not like I really care all that much if you get a QrM char.
[16:51:53]	Joe Arnold exited observer at their location.
[16:51:54]	Joe Arnold entered observer.
[16:51:54]	CCA.C36-QrM.10523 has gained 10 tokens.
[16:51:54]	Joe Arnold exited observer at their location.
[16:51:55]	Joe Arnold entered observer.
[16:51:56]	Joe Arnold exited observer at their location.
[16:51:56]	Joe Arnold entered observer.
[16:52:14]	Joe Arnold used command '/CharGiveFlag joe petr'.
[16:52:16]	[OOC] CCA.C14-UNION.i2.95912: Also, just so you know. The QrM model doesn't have glowing eyes so not sure why thats in your Desc.
[16:52:28]	Joe Arnold has spawned 'models/props_combine/combinetrain01a.mdl'.
[16:54:03]	FB|| light ROOM loaded the character 'OTA.C14-ECHO.OWC.69654'
[16:54:11]	Joe Arnold has spawned 'models/props_combine/combine_train02a.mdl'.
[16:54:11]	FB|| light ROOM loaded the character 'CCA.C14-UNION.EpU.72633'
[16:55:16]	CCA.C14-UNION.EpU.72633 ran 'Equip' on item 'MP7U' (#22164)
[16:55:16]	CCA.C14-UNION.EpU.72633 ran 'Equip' on item 'USP Match' (#18841)
[16:55:17]	CCA.C14-UNION.EpU.72633 ran 'Equip' on item 'Combat Knife' (#19067)
[16:55:20]	CCA.C14-UNION.EpU.72633 ran 'EquipUn' on item 'MP7U' (#22164)
[16:55:21]	CCA.C14-UNION.EpU.72633 ran 'Equip' on item 'USP Match' (#18841)
[16:55:21]	CCA.C14-UNION.EpU.72633 ran 'Equip' on item 'MP7U' (#22164)
[16:55:22]	CCA.C14-UNION.EpU.72633 ran 'Equip' on item 'Combat Knife' (#19067)
[16:55:39]	FB|| light ROOM loaded the character 'CCA.C14-UNION.i2.95912'
[16:56:00]	Joe Arnold has spawned 'models/hlvr/weapons/w_suppressor/suppressor_weapon_hlvr.mdl'.
[16:56:54]	CCA.C36-QrM.10523 has gained 10 tokens.
[16:57:36]	Joe Arnold has gained a 'Suppressor LMG' #27316.
[16:57:36]	Joe Arnold used command '/CreateCustomItem Suppressor LMG models/hlvr/weapons/w_suppressor/suppressor_weapon_hlvr.mdl A giant beast of a weapon, it's extremely hard to move around for the average person.'.
[16:57:39]	Joe Arnold ran 'drop' on item 'Suppressor LMG' (#27316)
[16:57:39]	Joe Arnold has lost a 'Suppressor LMG' #27316.
[16:57:41]	Joe Arnold ran 'take' on item 'Suppressor LMG' (#27316)
[16:57:41]	Joe Arnold has gained a 'Suppressor LMG' #27316.
[16:57:42]	Joe Arnold ran 'drop' on item 'Suppressor LMG' (#27316)
[16:57:42]	Joe Arnold has lost a 'Suppressor LMG' #27316.
[16:57:44]	Joe Arnold ran 'take' on item 'Suppressor LMG' (#27316)
[16:57:44]	Joe Arnold has gained a 'Suppressor LMG' #27316.
[16:57:46]	Joe Arnold ran 'drop' on item 'Suppressor LMG' (#27316)
[16:57:46]	Joe Arnold has lost a 'Suppressor LMG' #27316.
[16:57:48]	Joe Arnold ran 'take' on item 'Suppressor LMG' (#27316)
[16:57:48]	Joe Arnold has gained a 'Suppressor LMG' #27316.
[16:57:49]	Joe Arnold ran 'drop' on item 'Suppressor LMG' (#27316)
[16:57:49]	Joe Arnold has lost a 'Suppressor LMG' #27316.
[16:57:50]	Joe Arnold ran 'take' on item 'Suppressor LMG' (#27316)
[16:57:50]	Joe Arnold has gained a 'Suppressor LMG' #27316.
[16:57:52]	Joe Arnold ran 'drop' on item 'Suppressor LMG' (#27316)
[16:57:52]	Joe Arnold has lost a 'Suppressor LMG' #27316.
[16:57:54]	Joe Arnold ran 'take' on item 'Suppressor LMG' (#27316)
[16:57:54]	Joe Arnold has gained a 'Suppressor LMG' #27316.
[16:57:55]	Joe Arnold ran 'drop' on item 'Suppressor LMG' (#27316)
[16:57:55]	Joe Arnold has lost a 'Suppressor LMG' #27316.
[16:57:56]	[OOC] CCA.C36-QrM.10523: i was using a cmd model before shh
[16:57:57]	Joe Arnold ran 'take' on item 'Suppressor LMG' (#27316)
[16:57:57]	Joe Arnold has gained a 'Suppressor LMG' #27316.
[16:57:59]	Joe Arnold ran 'drop' on item 'Suitcase' (#27310)
[16:57:59]	Joe Arnold has lost a 'Suitcase' #27310.
[16:58:00]	CCA.C36-QrM.10523 used command '/CharDesc'.
[16:58:01]	Joe Arnold ran 'take' on item 'Suitcase' (#27310)
[16:58:01]	Joe Arnold has gained a 'Suitcase' #27310.
[16:58:03]	Joe Arnold ran 'drop' on item 'Suitcase' (#27310)
[16:58:03]	Joe Arnold has lost a 'Suitcase' #27310.
[16:58:05]	Joe Arnold ran 'take' on item 'Suitcase' (#27310)
[16:58:05]	Joe Arnold has gained a 'Suitcase' #27310.
[16:58:06]	Joe Arnold entered observer.
[16:58:07]	Joe Arnold exited observer at their location.
[16:58:08]	Joe Arnold ran 'drop' on item 'Suitcase' (#27310)
[16:58:08]	Joe Arnold has lost a 'Suitcase' #27310.
[16:58:09]	[OOC] CCA.C14-UNION.i2.95912: F, imagine using CmD for QrM.
[16:58:10]	Joe Arnold ran 'take' on item 'Suitcase' (#27310)
[16:58:10]	Joe Arnold has gained a 'Suitcase' #27310.
[16:58:13]	CCA.C36-QrM.10523 used command '/CharDesc ( Event character | Prestine QrM Uniform | Deep black eyes | 6'2 | Large, bulky build | Seems to speak with a German accent though it's hard to tell through the vocoder)'.
[16:58:18]	[OOC] CCA.C14-UNION.i2.95912: TFW CmD of all QrM.
[16:58:30]	[OOC] CCA.C14-UNION.i2.95912: Actually.....not a bad idea.
[16:58:36]	[OOC] CCA.C36-QrM.10523: i was gonna be a cmd but we decided on just me being qrm
[16:58:49]	[OOC] CCA.C14-UNION.i2.95912: Ah, neato.
[16:59:05]	[CGN] Painevan (STEAM_0:0:68118061) has disconnected.
[16:59:08]	[OOC] CCA.C14-UNION.i2.95912: F
[17:00:19]	[OOC] CCA.C14-UNION.i2.95912: Brb
[17:00:24]	FB|| light ROOM loaded the character 'George Temberly'
[17:00:32]	[CGN] Painevan has connected.
[17:01:36]	[CGN] Painevan loaded the character 'Karl Von Habsburg'
[17:01:47]	[CGN] Painevan loaded the character 'Joe Arnold'
[17:01:54]	CCA.C36-QrM.10523 has gained 10 tokens.
[17:01:54]	Joe Arnold entered observer.
[17:02:04]	Joe Arnold ran 'drop' on item 'Relocation Coupon' (#27311)
[17:02:04]	Joe Arnold has lost a 'Relocation Coupon' #27311.
[17:02:05]	Joe Arnold ran 'drop' on item 'Suitcase' (#27310)
[17:02:05]	Joe Arnold has lost a 'Suitcase' #27310.
