[02:45:31]	Cotton has connected.
[21:33:54]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:33:54]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:33:54]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:33:55]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:33:55]	Har Tunn has taken 6 damage from monster_shocktrooper.
[21:33:56]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:33:58]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:33:59]	[IT] Galargalar'Ralag: RIP AND TEAR
[21:34:00]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:34:01]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:34:03]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:34:07]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:34:08]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:34:10]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:34:12]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:34:13]	[VORTIGESEFAR] Kal'Taar: RIP AND TEAR!
[21:34:14]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:34:15]	Mak 'Braam has taken 48 damage from obj_voltigore_beam.
[21:34:18]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:34:21]	Galargalar'Ralag has taken 65 damage from monster_pitworm_up.
[21:34:27]	[OOC] Tal'Rukan: IT HAS 3000 DAMAGE DOING TO IT AND IT WON'T DIE
[21:34:30]	[OOC] Tal'Rukan: oh
[21:34:31]	[OOC] Tal'Rukan: oh
[21:34:32]	[OOC] Tal'Rukan: it died
[21:34:33]	[OOC] Tal'Rukan: WTF
[21:34:35]	Galargalar'Ralag has taken 12 damage from monster_shockroach.
[21:34:36]	[VORTIGESEFAR] Har Tunn: It is falling!
[21:34:38]	Kal'Taar has taken 12 damage from monster_shockroach.
[21:34:39]	Tal'Rukan used command '/Event The worm dies.'.
[21:34:46]	[VORTIGESEFAR] Har Tunn: The beast has fallen!!!
[21:34:47]	Kal'Taar has taken 48 damage from obj_voltigore_beam.
[21:34:47]	Kal'Taar has taken 48 damage from obj_voltigore_beam.
[21:34:50]	[VORTIGESE] Mak 'Braam: We shall reclaim our home!
[21:34:52]	Tal'Rukan used command '/Event With a single pop, the entrnace to the cave is opened..'.
[21:34:52]	Kal'Taar has taken 48 damage from obj_voltigore_beam.
[21:35:01]	Tal'Rukan has spawned a 'Entity [592][pfx4_05]'.
[21:35:03]	Tal'Rukan has spawned a 'Entity [350][pfx4_05]'.
[21:35:17]	Freluci used command '/CharSetName rukan Freluci'.
[21:35:19]	Freluci exited observer at their location.
[21:35:20]	Freluci entered observer.
[21:35:21]	[VORTIGESEFAR] Har Tunn: Brothers, We must close the porta;!
[21:35:23]	Freluci entered observer.
[21:35:37]	[ME] Galargalar'Ralag: attempts to close the portals.
[21:35:37]	Freluci exited observer at their location.
[21:35:39]	[LOOC] Har Tunn: ope
[21:35:43]	Freluci used command '/ToggleRaise'.
[21:35:45]	[VORTIGESE] Mak 'Braam: They faded away on their own
[21:35:48]	[Y] Freluci: There.
[21:35:51]	[OOC] Har Tunn: poortal justfalls out of existance
[21:35:54]	[VORTIGESEFAR] Freluci: There. There is the portal.
[21:35:56]	[VORTIGESEFAR] Galargalar'Ralag: Carful borthers!
[21:35:58]	Freluci used command '/ToggleRaise'.
[21:36:01]	[OOC] Kal'Taar: I went in the hole lol
[21:36:05]	[VORTIGESEFAR] Freluci: Look up!
[21:36:11]	[OOC] Kal'Taar: TP ME BACK
[21:36:14]	[OOC] Kal'Taar: I WENT IN THE CAVE
[21:36:16]	[OOC] Freluci: no eat farts
[21:36:19]	Freluci used command '/ToggleRaise'.
[21:36:20]	[OOC] Kal'Taar: ;;
[21:36:29]	[VORTIGESEFAR] Freluci: We must meditate! Is everyone ready?
[21:36:32]	[OOC] Kal'Taar: pwease
[21:36:37]	[VORTIGESE] Galargalar'Ralag: yes
[21:36:38]	Freluci used command '/ToggleRaise'.
[21:36:40]	[VORTIGESEFAR] Har Tunn: Yes, Brother!
[21:37:10]	[VORTIGESE] Mak 'Braam: It is a long ways downwards, watch your step brothers
[21:37:14]	[OOC] Kal'Taar: no but fr can you tp me back up
[21:37:19]	[OOC] Freluci: fine
[21:37:25]	Freluci entered observer.
[21:37:26]	[OOC] Freluci: fine
[21:37:32]	[ME] Galargalar'Ralag: puts his claws together, readying for meditation.
[21:37:35]	[OOC] Kal'Taar: thank uuu
[21:37:37]	Freluci exited observer at their location.
[21:38:11]	[ME] Har Tunn: Slams his claws together, He prepares himself
[21:38:54]	[OOC] Freluci: where thefu karethe
[21:38:56]	[ME] Mak 'Braam: raises his hands into the air and begins to hum.
[21:39:43]	Freluci entered observer.
[21:39:45]	Freluci has spawned a 'Entity [406][pfx4_05]'.
[21:39:46]	Freluci has spawned a 'Entity [407][pfx4_05]'.
[21:39:48]	Freluci has spawned a 'Entity [535][pfx4_05]'.
[21:39:49]	Freluci has spawned a 'Entity [563][pfx4_05]'.
[21:39:50]	Freluci has spawned a 'Entity [592][pfx4_05]'.
[21:40:03]	[ME] Galargalar'Ralag: looks up.
[21:40:11]	Freluci used command '/Event The portal dissolves away.'.
[21:40:20]	Freluci used command '/Event But something.. fizzles, before it's all gone.'.
[21:40:22]	Freluci has spawned a 'Entity [393][pfx4_05~]'.
[21:40:23]	[OOC] Har Tunn: the sun dissolves
[21:40:40]	Freluci used command '/Event A single orb replaces it.'.
[21:40:40]	[VORTIGESE] Kal'Taar: It appears we won the day.
[21:40:40]	Freluci has spawned a 'Entity [394][pfx8_05]'.
[21:40:44]	[VORTIGESE] Kal'Taar: Or not.
[21:40:46]	Freluci exited observer at their location.
[21:40:52]	[VORTIGESE] Freluci: This is unexpected.
[21:40:54]	Freluci entered observer.
[21:40:55]	Freluci exited observer at their location.
[21:40:58]	[VORTIGESE] Mak 'Braam: It is only the beginning of this journey
[21:41:03]	[VORTIGESE] Freluci: I fear for what this means.
[21:41:10]	Freluci used command '/Event It expands, with a shockwave following.'.
[21:41:14]	[VORTIGESE] Kal'Taar: A star?---
[21:41:25]	[VORTIGESE] Mak 'Braam: Fear not brother, we shall have each other.
[21:41:38]	[VORTIGESE] Kal'Taar: Is something entering our world?
[21:41:50]	Freluci entered observer.
[21:41:50]	[VORTIGESE] Kal'Taar: From the stars?
[21:41:54]	Freluci has spawned a 'Entity [307][pfx8_04]'.
[21:42:06]	[VORTIGESE] Kal'Taar: THAT IS BRIGHT!
[21:42:09]	Freluci used command '/Event Several flying machines come down.'.
[21:42:12]	Freluci has spawned a 'NPC [393][npc_manhack]'.
[21:42:14]	Freluci has spawned a 'NPC [423][npc_manhack]'.
[21:42:14]	Freluci has spawned a 'NPC [475][npc_manhack]'.
[21:42:15]	Freluci has spawned a 'NPC [501][npc_manhack]'.
[21:42:22]	[VORTIGESE] Kal'Taar: Machines!
[21:42:27]	Freluci used command '/Event You know all too well what these are. Signs of the Combine.'.
[21:42:31]	Freluci exited observer at their location.
[21:42:31]	Freluci entered observer.
[21:42:32]	Freluci exited observer at their location.
[21:42:36]	[VORTIGESE] Freluci: THE COMBINE!
[21:42:42]	[VORTIGESE] Freluci: What could we have done wrong?
[21:42:47]	Freluci used command '/ToggleRaise'.
[21:42:50]	Freluci used command '/ToggleRaise'.
[21:42:50]	Freluci used command '/ToggleRaise'.
[21:42:53]	[VORTIGESE] Kal'Taar: The Masked Ones return! They ahve found us after eons!
[21:43:12]	[VORTIGESE] Kal'Taar: Into the caves. Perhaps we will be safe.
[21:43:16]	[VORTIGESEFAR] Freluci: Master! The Combine have come! We must have closed the portal incorrectly... or... or...
[21:43:24]	[VORTIGESEFAR] Freluci: They are coming! Help us!
[21:43:40]	[VORTIGESE] Galargalar'Ralag: We may be trapped there in the cave. What do we do?
[21:43:50]	[VORTIGESE] Kal'Taar: The Vortessence will sustain us.
[21:43:55]	[VORTIGESE] Freluci: Move backwards, and monitor what comes through. Follow me!
[21:44:04]	Freluci has spawned a 'NPC [393][npc_manhack]'.
[21:44:05]	Freluci has spawned a 'NPC [423][npc_manhack]'.
[21:44:06]	Freluci has spawned a 'NPC [475][npc_manhack]'.
[21:44:07]	Freluci has spawned a 'NPC [501][npc_manhack]'.
[21:44:09]	Freluci has spawned a 'NPC [538][npc_clawscanner]'.
[21:44:10]	Mak 'Braam has taken 4 damage from npc_manhack.
[21:44:10]	Freluci has taken 4 damage from npc_manhack.
[21:44:10]	Freluci has taken 4 damage from npc_manhack.
[21:44:10]	Freluci has taken 4 damage from npc_manhack.
[21:44:12]	Freluci has spawned a 'NPC [592][npc_clawscanner]'.
[21:44:16]	Freluci used command '/ToggleRaise'.
[21:44:17]	Freluci used command '/ToggleRaise'.
[21:44:19]	Freluci used command '/ToggleRaise'.
[21:44:28]	Mak 'Braam has taken 25 damage from Kal'Taar.
[21:44:30]	[VORTIGESEFAR] Har Tunn: I will hold them for you!
[21:44:37]	[VORTIGESE] Freluci: BEGONE, VILE MACHINES!
[21:44:51]	[VORTIGESEFAR] Kal'Taar: Har Tunn!
[21:45:02]	[VORTIGESEFAR] Freluci: HAR TUNN!
[21:45:03]	[VORTIGESEFAR] Har Tunn: I am stuck, Brothers! Leave me!
[21:45:05]	[VORTIGESE] Galargalar'Ralag: Har Tunn needs our help!
[21:45:06]	Freluci used command '/ToggleRaise'.
[21:45:15]	Freluci has spawned a 'NPC [393][npc_manhack]'.
[21:45:15]	Freluci has spawned a 'NPC [423][npc_manhack]'.
[21:45:16]	Freluci has spawned a 'NPC [492][npc_manhack]'.
[21:45:17]	Freluci used command '/ToggleRaise'.
[21:45:25]	Freluci entered observer.
[21:45:27]	[VORTIGESE] Galargalar'Ralag: We will not leave you, brother!
[21:45:35]	Freluci has spawned a 'Entity [406][npc_antlion_grub]'.
[21:45:35]	Freluci has spawned a 'Entity [475][npc_antlion_grub]'.
[21:45:37]	Freluci has spawned a 'Entity [393][npc_antlion_grub]'.
[21:45:38]	Freluci has spawned a 'Entity [406][npc_antlion_grub]'.
[21:45:39]	Freluci has spawned a 'Entity [475][npc_antlion_grub]'.
[21:45:40]	Freluci has spawned a 'Entity [492][npc_antlion_grub]'.
[21:45:41]	Freluci has spawned a 'Entity [523][npc_antlion_grub]'.
[21:45:42]	Freluci has spawned a 'Entity [553][npc_antlion_grub]'.
[21:45:43]	Freluci has spawned a 'Entity [557][npc_antlion_grub]'.
[21:45:43]	Freluci has spawned a 'Entity [602][npc_antlion_grub]'.
[21:45:45]	Freluci entered observer.
[21:45:46]	Freluci exited observer at their location.
[21:45:47]	Freluci entered observer.
[21:45:51]	Freluci exited observer at their location.
[21:45:55]	[VORTIGESE] Freluci: We have fallen!
[21:45:57]	[VORTIGESE] Kal'Taar: We must go!
[21:46:08]	[VORTIGESEFAR] Freluci: We have fallen!
[21:46:18]	[VORTIGESE] Mak 'Braam: Our brother is no longer near, we must choose a direction
[21:46:19]	Har Tunn has taken 10 damage from worldspawn.
[21:46:21]	[VORTIGESE] Freluci: Har Tunn! Join me!
[21:46:21]	Har Tunn has taken 10 damage from worldspawn.
[21:46:23]	Har Tunn has taken 10 damage from worldspawn.
[21:46:25]	[VORTIGESE] Kal'Taar: Where one goes, we all fall!
[21:46:25]	Har Tunn has taken 10 damage from worldspawn.
[21:46:27]	Har Tunn has taken 10 damage from worldspawn.
[21:46:29]	Har Tunn has taken 10 damage from worldspawn.
[21:46:29]	[LOOC] Har Tunn: no
[21:46:31]	Har Tunn has taken 10 damage from worldspawn.
[21:46:33]	Har Tunn has taken 10 damage from worldspawn.
[21:46:34]	[VORTIGESE] Galargalar'Ralag: We stick together.
[21:46:34]	[LOOC] Har Tunn: i am drown
[21:46:35]	Har Tunn has taken 10 damage from worldspawn.
[21:46:36]	[VORTIGESE] Mak 'Braam: All in one then one in all.
[21:46:37]	Har Tunn has taken 10 damage from worldspawn.
[21:46:39]	Har Tunn has taken 10 damage from worldspawn.
[21:46:40]	[LOOC] Freluci: are-
[21:46:41]	Har Tunn has taken 10 damage from worldspawn.
[21:46:42]	[LOOC] Freluci: are you still drwoning
[21:46:43]	Freluci entered observer.
[21:46:43]	Har Tunn has taken 10 damage from worldspawn.
[21:46:45]	Freluci exited observer at their location.
[21:46:45]	Har Tunn has taken 10 damage from worldspawn.
[21:46:46]	Freluci used command '/ToggleRaise'.
[21:46:47]	Har Tunn has taken 10 damage from worldspawn.
[21:46:49]	Har Tunn has taken 10 damage from worldspawn.
[21:46:51]	[LOOC] Freluci: who's drowning
[21:46:51]	Har Tunn has taken 10 damage from worldspawn.
[21:46:53]	Har Tunn has taken 10 damage from worldspawn.
[21:46:54]	Freluci entered observer.
[21:46:55]	Freluci exited observer at their location.
[21:46:55]	Har Tunn has taken 10 damage from worldspawn.
[21:46:56]	[LOOC] Kal'Taar: just swim smh
[21:46:57]	Har Tunn has taken 10 damage from worldspawn.
[21:46:59]	[VORTIGESE] Galargalar'Ralag: We stick together.
[21:46:59]	Har Tunn has taken 10 damage from worldspawn.
[21:47:01]	Har Tunn has taken 10 damage from worldspawn.
[21:47:03]	Har Tunn has taken 10 damage from worldspawn.
[21:47:05]	[LOOC] Har Tunn: nah i hit my head on the way down
[21:47:05]	Har Tunn has taken 10 damage from worldspawn.
[21:47:06]	[VORTIGESE] Kal'Taar: We must.
[21:47:07]	Har Tunn has taken 10 damage from worldspawn.
[21:47:09]	Har Tunn has taken 10 damage from worldspawn.
[21:47:11]	Har Tunn has taken 10 damage from worldspawn.
[21:47:13]	Har Tunn has taken 10 damage from worldspawn.
[21:47:15]	Har Tunn has taken 10 damage from worldspawn.
[21:47:17]	Har Tunn has taken 10 damage from worldspawn.
[21:47:19]	Har Tunn has taken 10 damage from worldspawn.
[21:47:21]	Har Tunn has taken 10 damage from worldspawn.
[21:47:22]	[VORTIGESE] Freluci: He is trapped! We must save him!
[21:47:23]	Har Tunn has taken 10 damage from worldspawn.
[21:47:25]	Har Tunn has taken 10 damage from worldspawn.
[21:47:27]	Har Tunn has taken 10 damage from worldspawn.
[21:47:29]	Har Tunn has taken 10 damage from worldspawn.
[21:47:31]	Har Tunn has taken 10 damage from worldspawn.
[21:47:33]	Har Tunn has taken 10 damage from worldspawn.
[21:47:34]	[ME] Freluci: would dive into the water to Har Tunn, saying something in vortigese during his dive.
[21:47:35]	Freluci used command '/ToggleRaise'.
[21:47:35]	Har Tunn has taken 10 damage from worldspawn.
[21:47:37]	Har Tunn has taken 10 damage from worldspawn.
[21:47:38]	Freluci used command '/ToggleRaise'.
[21:47:39]	Har Tunn has taken 10 damage from worldspawn.
[21:47:41]	Har Tunn has taken 10 damage from worldspawn.
[21:47:43]	Har Tunn has taken 10 damage from worldspawn.
[21:47:45]	Har Tunn has taken 10 damage from worldspawn.
[21:47:47]	Har Tunn has taken 10 damage from worldspawn.
[21:47:49]	Har Tunn has taken 10 damage from worldspawn.
[21:47:50]	[ME] Freluci: would grab Har Tunn. Is he responsive?
[21:47:51]	Har Tunn has taken 10 damage from worldspawn.
[21:47:53]	Har Tunn has taken 10 damage from worldspawn.
[21:47:55]	Har Tunn has taken 10 damage from worldspawn.
[21:47:57]	Har Tunn has taken 10 damage from worldspawn.
[21:47:59]	Har Tunn has taken 10 damage from worldspawn.
[21:48:01]	Har Tunn has taken 10 damage from worldspawn.
[21:48:03]	Har Tunn has taken 10 damage from worldspawn.
[21:48:05]	Har Tunn has taken 10 damage from worldspawn.
[21:48:07]	Har Tunn has taken 10 damage from worldspawn.
[21:48:09]	Har Tunn has taken 10 damage from worldspawn.
[21:48:11]	Har Tunn has taken 10 damage from worldspawn.
[21:48:13]	Har Tunn has taken 10 damage from worldspawn.
[21:48:14]	Freluci has taken 10 damage from worldspawn.
[21:48:15]	[IT] Har Tunn: It appears Har has been knocked out cold, A large gash remains on the back of his skull
[21:48:15]	Har Tunn has taken 10 damage from worldspawn.
[21:48:16]	Freluci has taken 10 damage from worldspawn.
[21:48:17]	Har Tunn has taken 10 damage from worldspawn.
[21:48:18]	Freluci has taken 10 damage from worldspawn.
[21:48:19]	Har Tunn has taken 10 damage from worldspawn.
[21:48:20]	Freluci has taken 10 damage from worldspawn.
[21:48:21]	Har Tunn has taken 10 damage from worldspawn.
[21:48:22]	Freluci has taken 10 damage from worldspawn.
[21:48:23]	[ME] Freluci: would grab him and swim him upwards.
[21:48:23]	Har Tunn has taken 10 damage from worldspawn.
[21:48:24]	Freluci has taken 10 damage from worldspawn.
[21:48:25]	[LOOC] Har Tunn: vortmed rp!!!
[21:48:25]	Har Tunn has taken 10 damage from worldspawn.
[21:48:26]	Freluci has taken 10 damage from worldspawn.
[21:48:27]	[LOOC] Freluci: wanna do a /charfallover
[21:48:27]	Har Tunn has taken 10 damage from worldspawn.
[21:48:28]	Freluci has taken 10 damage from worldspawn.
[21:48:29]	Har Tunn has taken 10 damage from worldspawn.
[21:48:30]	Freluci has taken 10 damage from worldspawn.
[21:48:31]	Har Tunn has taken 10 damage from worldspawn.
[21:48:32]	Har Tunn used command '/CharFallOver'.
[21:48:32]	Freluci has taken 10 damage from worldspawn.
[21:48:33]	Har Tunn has taken 10 damage from worldspawn.
[21:48:56]	[OOC] Har Tunn: DEUS NIHILI SUM, INUTILE CREATURA SINE NATURA
[21:48:59]	[ME] Freluci: would eminate a glow from his hands and wave them over Har tunn's body.
[21:49:04]	[OOC] Har Tunn: wrong ctrl v
[21:49:14]	[IT] Freluci: He would have a large gash on the back of his head.
[21:49:15]	[OOC] Har Tunn: 7]:SetPos( 1000037.500000 994492.750000 996798.250000 ): Ignoring unreasonable position.ix_vortlight[350]:SetPos( 1000117.750000 994515.500000 996794.875000 ): Ignoring unreasonable position.ix_vortlight[525]:SetPos( 1000256.125000 994573.750000 996795.
[21:49:28]	[OOC] Freluci: oh i can fix that
[21:49:29]	[VORTIGESE] Mak 'Braam: We shall always protect our kin.
[21:49:31]	[LOOC] Kal'Taar: Okay it took us 5 minutes but the chemical we found is dopamine.
[21:50:10]	[OOC] Freluci: almsot fixed kinda
[21:50:44]	Freluci entered observer.
[21:50:45]	Freluci exited observer at their location.
[21:51:32]	[VORTIGESE] Freluci: I have gathered the sacred nuggets
[21:51:38]	[VORTIGESE] Freluci: Or rather, the helpful nuggets.
[21:51:48]	[VORTIGESE] Mak 'Braam: The Shaman staff, a most important ingredient.
[21:52:03]	Galargalar'Ralag has taken 10 damage from prop_physics.
[21:52:04]	[ME] Freluci: would proceed to apply several grub nuggets to the vortigaunt's body.
[21:52:10]	[LOOC] Mak 'Braam: yo careful with the shaman staff
[21:52:10]	[LOOC] Freluci: sorry, to his head
[21:52:12]	[LOOC] Freluci: brain go brr
[21:52:17]	[LOOC] Galargalar'Ralag: this looks more like a staff
[21:52:22]	[Y] Freluci: We must gather around him!
[21:52:30]	[LOOC] Freluci: shit
[21:52:33]	[VORTIGESE] Freluci: We must gather around him!
[21:52:38]	[VORTIGESE] Freluci: Join me in a moment of healing.
[21:53:05]	[ME] Freluci: would begin to speak in vortigese, his hands glowing. His trying to heal the vortigaunt.
[21:53:30]	[VORTIGESE] Galargalar'Ralag: Two staves, twice the healing.
[21:53:49]	[ME] Mak 'Braam: would point his claws in the direction of the wounded vortigaunt and chant in vortigese.
[21:53:59]	[VORTIGESE] Galargalar'Ralag: A table to hold the health...
[21:54:04]	[VORTIGESE] Kal'Taar: We do not have much time. More ships arrive!
[21:54:07]	[ME] Freluci: would slowly heal the vortigaunt. Hopefully his condition is not too grave. How does Har Tunn react?
