[11:17:30]	MilkyWay has connected.
[16:17:09]	[ME] Rico Ponster: while pulling on the cord backwards, he throws a *hard* kick toward the back of the cop's right knee, trying to send him down to the cold pavement.
[16:17:11]	[OOC] CCA.C17-GRID.i1.59212: LAZZY WAZZY UWU~
[16:17:21]	[LOOC] CCA.C17-GRID.i1.59212: rolling con
[16:17:27]	[LOOC] Rico Ponster: LOL
[16:17:30]	[LOOC] CCA.C17-GRID.i1.59212: IUSHIOSD
[16:17:32]	CCA.C17-JUDGE.i2.69124 has gained 10 tokens.
[16:17:34]	[LOOC] CCA.C17-GRID.i1.59212: MY LEG
[16:17:37]	[IT] CCA.C17-JUDGE.i2.69124: The grid gets knocked to his knees
[16:17:46]	[LOOC] Rico Ponster: whats holstered on u btw
[16:17:50]	[LOOC] CCA.C17-JUDGE.i2.69124: dumb dumb grond
[16:17:56]	[LOOC] CCA.C17-GRID.i1.59212: a shotgun and a pistol
[16:18:01]	[LOOC] Rico Ponster: where are both located
[16:18:07]	[LOOC] CCA.C17-GRID.i1.59212: shotguns on my shoulder
[16:18:16]	[LOOC] Rico Ponster: slung?
[16:18:17]	[LOOC] CCA.C17-GRID.i1.59212: pistols by my waist afaik
[16:18:19]	[LOOC] CCA.C17-GRID.i1.59212: correct
[16:18:24]	[LOOC] Rico Ponster: hey, jury
[16:18:29]	[LOOC] Rico Ponster: or judge
[16:18:31]	[LOOC] CCA.C17-JUDGE.i2.69124: beans
[16:18:37]	[LOOC] Rico Ponster: could i technically rip the
[16:18:39]	[LOOC] Rico Ponster: sling off him
[16:18:47]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[16:18:54]	[OOC] Rico Ponster: conscript, rdm
[16:18:56]	[OOC] Rico Ponster: i mean
[16:18:59]	[OOC] Rico Ponster: timescale
[16:18:59]	[LOOC] CCA.C17-JUDGE.i2.69124: you could try and take the shotgun away but you'd have to free up one hand
[16:19:06]	[LOOC] Rico Ponster: seeing as he's on the ground
[16:19:07]	[OOC] CCA.C17-GRID.i1.59212: RDM THE CONSCRIPT
[16:19:11]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Ah yes, let me just spray all of you down with my MP7.
[16:19:16]	[OOC] CCA.C17-JUDGE.i2.69124: fumny
[16:19:22]	CCA.C17-JUDGE.i2.69124 ran 'drop' on item '4.6x30 Rounds' (#6848)
[16:19:22]	CCA.C17-JUDGE.i2.69124 has lost a '4.6x30 Rounds' #6848.
[16:19:22]	[OOC] CCA.C17-GRID.i1.59212: spray down doughnut while he's in noclip too
[16:19:23]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Fuck the Combine!!!!
[16:19:23]	CCA.C17-JUDGE.i2.69124 ran 'drop' on item '4.6x30 Rounds' (#6846)
[16:19:23]	CCA.C17-JUDGE.i2.69124 has lost a '4.6x30 Rounds' #6846.
[16:19:23]	CCA.C17-JUDGE.i2.69124 ran 'drop' on item '4.6x30 Rounds' (#6849)
[16:19:23]	CCA.C17-JUDGE.i2.69124 has lost a '4.6x30 Rounds' #6849.
[16:19:24]	PFC Mitchell 'Lazzy' Lazarus ran 'use' on item '4.6x30 Rounds' (#6849)
[16:19:24]	CCA.C17-JUDGE.i2.69124 ran 'drop' on item '4.6x30 Rounds' (#6847)
[16:19:24]	CCA.C17-JUDGE.i2.69124 has lost a '4.6x30 Rounds' #6847.
[16:19:25]	PFC Mitchell 'Lazzy' Lazarus ran 'use' on item '4.6x30 Rounds' (#6846)
[16:19:25]	PFC Mitchell 'Lazzy' Lazarus ran 'use' on item '4.6x30 Rounds' (#6847)
[16:19:27]	PFC Mitchell 'Lazzy' Lazarus ran 'use' on item '4.6x30 Rounds' (#6848)
[16:19:31]	[LOOC] Rico Ponster: alr my turn?
[16:19:37]	[LOOC] CCA.C17-GRID.i1.59212: mine i think?
[16:19:37]	[LOOC] CCA.C17-JUDGE.i2.69124: nu it are grond torn
[16:19:42]	[LOOC] Rico Ponster: what
[16:19:46]	[LOOC] CCA.C17-JUDGE.i2.69124: grids
[16:19:50]	[LOOC] Rico Ponster: nah its mine
[16:19:53]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Just noticed ratio, icky.
[16:19:53]	[LOOC] CCA.C17-JUDGE.i2.69124: nah
[16:19:56]	[OOC] CCA.C17-JUDGE.i2.69124: yes
[16:20:02]	[LOOC] Rico Ponster: you got sent down to the pavement
[16:20:02]	[OOC] PFC Mitchell 'Lazzy' Lazarus: But also, a GM is a Unit so he doesn't count smh.
[16:20:11]	[OOC] CCA.C17-JUDGE.i2.69124: shut
[16:20:12]	[ME] CCA.C17-GRID.i1.59212: attempts to pull the citizen down by his leg 
[16:20:27]	[OOC] PFC Mitchell 'Lazzy' Lazarus: never! you can not suppress the truth!!!!
[16:20:41]	[OOC] CCA.C17-GRID.i1.59212: but i can
[16:20:52]	[LOOC] CCA.C17-JUDGE.i2.69124: str civvie
[16:20:54]	[LOOC] Rico Ponster: which stat
[16:20:57]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Imagine being a GRID smh.
[16:21:00]	[LOOC] Rico Ponster: bitch ass
[16:21:04]	[IT] CCA.C17-JUDGE.i2.69124: The civvie stands his ground
[16:21:04]	[LOOC] CCA.C17-GRID.i1.59212: : (
[16:21:16]	[ME] Rico Ponster: would be able to resist, then attempting to shove a hard punch toward the cop's temple.
[16:21:21]	[LOOC] Rico Ponster: fuck
[16:21:30]	[LOOC] Rico Ponster: ayo apollo dont be a snitch nigga hoe nigga bitch nigga snitch nigga
[16:21:34]	[LOOC] CCA.C17-GRID.i1.59212: WOAH
[16:21:36]	[LOOC] CCA.C17-JUDGE.i2.69124: hmmmmmm
[16:21:43]	[LOOC] Rico Ponster: oh fuck sorry
[16:21:44]	[LOOC] CCA.C17-JUDGE.i2.69124: it's almost like I just banned someone for doing that
[16:21:46]	[LOOC] Rico Ponster: its in my vernacular
[16:22:01]	[LOOC] CCA.C17-JUDGE.i2.69124: the temptation tho, and the policies tho
[16:22:04]	[LOOC] CCA.C17-GRID.i1.59212: here we're all middle aged white men mowing our lawns
[16:22:08]	[LOOC] CCA.C17-JUDGE.i2.69124: ok here's what i'll do
[16:22:31]	[LOOC] CCA.C17-JUDGE.i2.69124: Since you didn't try and insult me and fight me, and instead apologized, i will give you anothe rchance
[16:22:32]	CCA.C17-JUDGE.i2.69124 has gained 10 tokens.
[16:22:43]	[LOOC] Rico Ponster: based
[16:22:46]	[LOOC] CCA.C17-JUDGE.i2.69124: indeed
[16:22:56]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Thank you Consul, sir.
[16:22:57]	[LOOC] Rico Ponster: alr i think its..my turn?
[16:22:57]	[LOOC] CCA.C17-JUDGE.i2.69124: grid con cause punch
[16:23:09]	[LOOC] CCA.C17-JUDGE.i2.69124: oh
[16:23:09]	[LOOC] CCA.C17-GRID.i1.59212: im gonna say the n-word
[16:23:12]	[LOOC] CCA.C17-GRID.i1.59212: nestle
[16:23:13]	[LOOC] CCA.C17-JUDGE.i2.69124: nvm
[16:23:15]	[LOOC] CCA.C17-GRID.i1.59212: disgusting
[16:23:20]	[LOOC] Rico Ponster: yeah think its my turn
[16:23:36]	[LOOC] CCA.C17-JUDGE.i2.69124: it's the grids turn since he rolled con against your punch now he mus do an action cause beans
[16:23:36]	[LOOC] Rico Ponster: can i go
[16:23:39]	[LOOC] Rico Ponster: ah yes
[16:23:44]	Rico Ponster used command '/CharFallOver 0'.
[16:23:47]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[16:23:55]	Rico Ponster used command '/CharFallOver'.
[16:23:56]	[LOOC] CCA.C17-JUDGE.i2.69124: what in the high hell was that
[16:23:58]	Rico Ponster used command '/CharGetUp'.
[16:23:59]	Rico Ponster used command '/CharGetUp'.
[16:24:00]	Rico Ponster used command '/CharGetUp'.
[16:24:01]	Rico Ponster used command '/CharGetUp'.
[16:24:06]	[ME] CCA.C17-GRID.i1.59212: attempts to bonk the citizen because what else
[16:24:11]	[LOOC] Rico Ponster: con
[16:24:11]	[LOOC] CCA.C17-JUDGE.i2.69124: with?
[16:24:13]	[LOOC] Rico Ponster: roll con
[16:24:15]	Rico Ponster used command '/CharFallOver'.
[16:24:17]	Rico Ponster used command '/CharGetUp'.
[16:24:18]	Rico Ponster used command '/CharGetUp'.
[16:24:18]	Rico Ponster used command '/CharGetUp'.
[16:24:19]	Rico Ponster used command '/CharGetUp'.
[16:24:20]	Rico Ponster used command '/CharGetUp'.
[16:24:23]	[LOOC] Rico Ponster: and yeah, with what
[16:24:29]	[LOOC] Rico Ponster: because switching the stunstick on takes a turn
[16:24:35]	[LOOC] CCA.C17-JUDGE.i2.69124: con v str
[16:24:42]	[LOOC] CCA.C17-GRID.i1.59212: nah i8m just whacking you with the end
[16:24:46]	[LOOC] CCA.C17-JUDGE.i2.69124: rico con
[16:24:54]	[LOOC] Rico Ponster: what
[16:25:03]	[LOOC] Rico Ponster: oh they're the same
[16:25:05]	[LOOC] CCA.C17-GRID.i1.59212: dude do you have no stats
[16:25:14]	[LOOC] Rico Ponster: yeah thats kinda fucked
[16:25:21]	[LOOC] CCA.C17-GRID.i1.59212: did you forget to set them :/
[16:25:24]	[LOOC] Rico Ponster: yes.
[16:25:26]	[LOOC] CCA.C17-GRID.i1.59212: f
[16:25:29]	[IT] CCA.C17-JUDGE.i2.69124: The stick slams into the side of the civvie causing some red marks but nothing too bad
[16:25:48]	[LOOC] CCA.C17-JUDGE.i2.69124: also conscript boi
[16:25:50]	[ME] Rico Ponster: then, with one of his hands, he slams a bottle over the cop's head.
[16:26:05]	[LOOC] Rico Ponster: ah wait thats
[16:26:06]	[LOOC] CCA.C17-JUDGE.i2.69124: wo
[16:26:09]	[LOOC] Rico Ponster: nvm thats multiaction
[16:26:09]	[LOOC] CCA.C17-JUDGE.i2.69124: big con
[16:26:16]	[LOOC] Rico Ponster: i did more than one action
[16:26:18]	[LOOC] Rico Ponster: in one post
[16:26:20]	[LOOC] CCA.C17-JUDGE.i2.69124: oh
[16:26:25]	[LOOC] Rico Ponster: lets roll back here
[16:26:28]	[LOOC] Rico Ponster: ill write a new /me
[16:26:32]	[OOC] Rico Ponster: conscript, timescale
[16:26:39]	[OOC] CCA.C17-GRID.i1.59212: he knows
[16:26:47]	[OOC] CCA.C17-JUDGE.i2.69124: i gave him two rounds before i had him come up the stair
[16:26:49]	[ME] Rico Ponster: tries to grab the shotgun slung on the unit's back, tugging with force
[16:26:55]	[LOOC] Rico Ponster: biiiiiitch
[16:27:05]	[OOC] PFC Mitchell 'Lazzy' Lazarus: I am timescaling, not timescaling would include me running at you immediately and firing off 4.6 rounds into your body.
[16:27:32]	CCA.C17-JUDGE.i2.69124 has gained 10 tokens.
[16:27:34]	[OOC] Rico Ponster: do point blank shots need to be rolled ofr
[16:27:35]	[OOC] Rico Ponster: for
[16:27:38]	[OOC] CCA.C17-JUDGE.i2.69124: no
[16:27:39]	[ME] CCA.C17-GRID.i1.59212: attempts to grab the sling of the shotgun, pulling back
[16:27:45]	[LOOC] Rico Ponster: str
[16:27:48]	[LOOC] Rico Ponster: alr
[16:28:08]	[IT] CCA.C17-JUDGE.i2.69124: The boyo is able to grab le shomtgun from the grid
[16:28:13]	[LOOC] Rico Ponster: give script!??!??!
[16:28:14]	[LOOC] CCA.C17-JUDGE.i2.69124: it is time for conscript to do something
[16:28:28]	CCA.C17-GRID.i1.59212 ran 'unloadAmmo' on item 'SPAS-12' (#50)
[16:28:28]	CCA.C17-GRID.i1.59212 has gained a '12-Gauge Shells' #7078.
[16:28:35]	CCA.C17-GRID.i1.59212 ran 'use' on item '12-Gauge Shells' (#7078)
[16:28:37]	CCA.C17-GRID.i1.59212 ran 'drop' on item 'SPAS-12' (#50)
[16:28:37]	CCA.C17-GRID.i1.59212 has lost a 'SPAS-12' #50.
[16:28:40]	Rico Ponster ran 'take' on item 'SPAS-12' (#50)
[16:28:40]	Rico Ponster has gained a 'SPAS-12' #50.
[16:28:42]	Rico Ponster ran 'Equip' on item 'SPAS-12' (#50)
[16:28:47]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[16:28:47]	[LOOC] CCA.C17-GRID.i1.59212: it has ammo?
[16:28:47]	[LOOC] Rico Ponster: any shells inside icly?
[16:28:51]	[LOOC] CCA.C17-GRID.i1.59212: gimme it
[16:28:53]	Rico Ponster ran 'EquipUn' on item 'SPAS-12' (#50)
[16:28:55]	Rico Ponster ran 'drop' on item 'SPAS-12' (#50)
[16:28:55]	Rico Ponster has lost a 'SPAS-12' #50.
[16:28:57]	CCA.C17-GRID.i1.59212 ran 'take' on item 'SPAS-12' (#50)
[16:28:57]	CCA.C17-GRID.i1.59212 has gained a 'SPAS-12' #50.
[16:28:59]	CCA.C17-GRID.i1.59212 ran 'Equip' on item 'SPAS-12' (#50)
[16:29:03]	CCA.C17-GRID.i1.59212 ran 'unloadAmmo' on item 'SPAS-12' (#50)
[16:29:03]	CCA.C17-GRID.i1.59212 has gained a '12-Gauge Shells' #7078.
[16:29:04]	[LOOC] Rico Ponster: k
[16:29:04]	CCA.C17-GRID.i1.59212 ran 'drop' on item '12-Gauge Shells' (#7078)
[16:29:04]	CCA.C17-GRID.i1.59212 has lost a '12-Gauge Shells' #7078.
[16:29:06]	CCA.C17-GRID.i1.59212 ran 'drop' on item 'SPAS-12' (#50)
[16:29:06]	CCA.C17-GRID.i1.59212 has lost a 'SPAS-12' #50.
[16:29:12]	Rico Ponster ran 'take' on item 'SPAS-12' (#50)
[16:29:12]	Rico Ponster has gained a 'SPAS-12' #50.
[16:29:13]	Rico Ponster ran 'Equip' on item 'SPAS-12' (#50)
[16:29:15]	Rico Ponster ran 'take' on item '12-Gauge Shells' (#7078)
[16:29:15]	Rico Ponster has gained a '12-Gauge Shells' #7078.
[16:29:18]	Rico Ponster ran 'use' on item '12-Gauge Shells' (#7078)
[16:29:22]	[LOOC] Rico Ponster: ur turn
[16:29:51]	[OOC] Rico Ponster: no
[16:30:02]	CCA.C17-GRID.i1.59212 has gained a 'Combat Knife' #7078.
[16:30:02]	CCA.C17-JUDGE.i2.69124 used command '/CharGiveItem grid combat knife'.
[16:30:06]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Imagine not using as much oxygen as possible smh.
[16:30:11]	[OOC] CCA.C17-JUDGE.i2.69124: conscripto do thongy
[16:30:16]	[ME] PFC Mitchell 'Lazzy' Lazarus: Moves up while aiming his weapon at the civvie/
[16:30:18]	CCA.C17-GRID.i1.59212 ran 'Equip' on item 'Combat Knife' (#7078)
[16:30:23]	[OOC] Rico Ponster: no
[16:30:26]	[OOC] Rico Ponster: do not
[16:30:34]	[OOC] Rico Ponster: icly you did not aim, my conscript friend
[16:30:40]	[OOC] CCA.C17-GRID.i1.59212: he's not aiming
[16:30:52]	[OOC] CCA.C17-GRID.i1.59212: he's just pointing the gun in our general direction
[16:30:57]	[LOOC] Rico Ponster: ah yes, fire full bursts at the 'target', ending up hitting the cop
[16:31:01]	[LOOC] Rico Ponster: damaging his body armor
[16:31:07]	[LOOC] CCA.C17-GRID.i1.59212: that's why he's getting closer
[16:31:08]	[LOOC] Rico Ponster: while me, the person behind a bit of cover
[16:31:11]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Imagine telling me what I IC'ly did and did not do, also I can aim in your direction with a /me while running.
[16:31:16]	[LOOC] Rico Ponster: hold on
[16:31:29]	[OOC] Rico Ponster: can you see me mitchell
[16:31:32]	[ME] CCA.C17-GRID.i1.59212: unsheaths his combat knife
[16:31:37]	[LOOC] Rico Ponster: ok
[16:31:38]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Yes, how would I know the situation otherwise.
[16:31:39]	[LOOC] Rico Ponster: no roll
[16:31:42]	[LOOC] CCA.C17-GRID.i1.59212: duh
[16:31:43]	[OOC] Rico Ponster: yes
[16:31:48]	[OOC] CCA.C17-JUDGE.i2.69124: you are still up against the unit, you have not let go of the cable and are one handing the shotgun
[16:31:57]	[ME] Rico Ponster: fires into the CP's head
[16:32:01]	[LOOC] Rico Ponster: its point blank LOL
[16:32:09]	[LOOC] Rico Ponster: we can get like, nlr sorted out for ya
[16:32:17]	[LOOC] CCA.C17-GRID.i1.59212: yeah this is an nlr
[16:32:18]	[LOOC] CCA.C17-JUDGE.i2.69124: roll con since you are one handing a 12 guage
[16:32:19]	[LOOC] CCA.C17-GRID.i1.59212: cp'
[16:32:22]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Firing a spas 12 without a stock one handed is not a good choice lmao.
[16:32:31]	[OOC] Rico Ponster: good thing i got a 97 con roll
[16:32:32]	[LOOC] CCA.C17-GRID.i1.59212: s don't get PK'd unless amputated
[16:32:32]	CCA.C17-JUDGE.i2.69124 has gained 10 tokens.
[16:32:46]	[LOOC] CCA.C17-JUDGE.i2.69124: fire shooty bang bang
[16:32:56]	[LOOC] Rico Ponster: in head or?
[16:32:56]	[LOOC] CCA.C17-JUDGE.i2.69124: shoot em
[16:32:58]	[LOOC] CCA.C17-JUDGE.i2.69124: yes
[16:32:58]	CCA.C17-GRID.i1.59212 has taken 28 damage from Rico Ponster.
[16:33:02]	CCA.C17-GRID.i1.59212 has killed CCA.C17-GRID.i1.59212.
[16:33:02]	CCA.C17-GRID.i1.59212 has spawned 'models/props_c17/furnitureStove001a.mdl'.
[16:33:08]	[ME] Rico Ponster: lets go of the cable
[16:33:26]	[ME] PFC Mitchell 'Lazzy' Lazarus: Starts firing off a burst of 4.6mm at the rebel boy.
[16:33:46]	[LOOC] CCA.C17-JUDGE.i2.69124: what'cha doin trying to take cover or what?
[16:33:47]	CCA.C17-GRID.i1.59212 has gained 10 tokens.
[16:33:50]	[LOOC] Rico Ponster: who
[16:33:51]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: what?
[16:33:58]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: Why are you here?
[16:34:00]	[LOOC] Rico Ponster: no i was just seeing if you were typijg
[16:34:02]	[LOOC] Rico Ponster: no i was just seeing if you were typing
[16:34:05]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: I did
[16:34:07]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: I was shooting you
[16:34:09]	[LOOC] Rico Ponster: what was your /me
[16:34:23]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: It was shooting you with a burst of 4.6mm, I got a 92.
[16:34:30]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: Go back to your position for fucks sake.
[16:34:31]	[LOOC] Rico Ponster: aimed burst?
[16:34:33]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: yes
[16:34:35]	[LOOC] Rico Ponster: holy shit retard
[16:34:37]	[LOOC] Rico Ponster: can you stop
[16:34:39]	[LOOC] Rico Ponster: being so annoying
[16:34:43]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: uh huh
[16:34:47]	[LOOC] Rico Ponster: "go back to ur position for fucks sake!""
[16:34:50]	[LOOC] Rico Ponster: waaaaH!
[16:34:53]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: uh huh
[16:34:57]	[LOOC] Rico Ponster: let me roll con
[16:35:05]	[LOOC] Rico Ponster: so that's 2 shots i take
[16:35:08]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: LMAO
[16:35:11]	[LOOC] CCA.C17-JUDGE.i2.69124: he rolled a 92
[16:35:13]	[LOOC] Rico Ponster: yes
[16:35:18]	[LOOC] CCA.C17-JUDGE.i2.69124: so no
[16:35:23]	[LOOC] CCA.C17-JUDGE.i2.69124: not just 2 shots
[16:35:31]	[LOOC] Rico Ponster: then whats a burst?
[16:35:37]	[LOOC] Rico Ponster: you never specified
[16:35:40]	[LOOC] CCA.C17-JUDGE.i2.69124: bursts tend to be 4-5
[16:35:43]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: 5 to 6 rounds due to the 900+ RPM.
[16:35:52]	[LOOC] Rico Ponster: mhm
[16:36:04]	[LOOC] CCA.C17-JUDGE.i2.69124: mhm that's how we always do it
[16:36:18]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: The H&K MP7 throws a lot of rounds down range lmao.
[16:36:22]	[LOOC] Rico Ponster: yes
[16:36:25]	[LOOC] Rico Ponster: ok
[16:36:32]	[LOOC] Rico Ponster: so am i dead
[16:36:35]	[LOOC] CCA.C17-JUDGE.i2.69124: no
[16:36:46]	[LOOC] CCA.C17-JUDGE.i2.69124: you have 100 hp if he can drain that then yes
[16:36:53]	[LOOC] CCA.C17-JUDGE.i2.69124: hp matters
[16:36:57]	[LOOC] Rico Ponster: well did he specify where he shot?
[16:37:01]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: Always remember, bleeding is wonderful.
[16:37:10]	[LOOC] CCA.C17-JUDGE.i2.69124: bleeding is very coolio indeed
[16:37:10]	[LOOC] Rico Ponster: always remember, tourniquets are wonderful
[16:37:17]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: Of which you have none.
[16:37:21]	[LOOC] Rico Ponster: always remember, cloth bandages are wonderful
[16:37:32]	CCA.C17-JUDGE.i2.69124 has gained 10 tokens.
[16:37:41]	[LOOC] PFC Mitchell 'Lazzy' Lazarus: And always remember, hot lead in your body isn't a good thing for your mortality.
[16:37:54]	[LOOC] Rico Ponster: and always remember, there's a fuck ton of people who've survived gunshot wounds
[16:38:05]	[IT] CCA.C17-JUDGE.i2.69124: The conscript fires 4 rounds hitting the anti-citizen (2 in the right arm) (2 in the right leg as that is how you were facing him)
[16:38:25]	[ME] Rico Ponster: stumbles back, into cover
[16:38:27]	[OOC] PFC Mitchell 'Lazzy' Lazarus: what
[16:38:32]	Todd Muller has taken 1 damage from worldspawn.
[16:38:33]	Todd Muller has taken 1 damage from worldspawn.
[16:38:34]	Todd Muller has taken 1 damage from worldspawn.
[16:38:34]	[OOC] Rico Ponster: what
[16:38:35]	Todd Muller has taken 1 damage from worldspawn.
[16:38:35]	Todd Muller has taken 1 damage from worldspawn.
[16:38:35]	Todd Muller ran 'equip' on item 'Citizen Filter' (#6380)
[16:38:40]	[OOC] CCA.C17-JUDGE.i2.69124: he needs to actually shoot you
[16:38:43]	[OOC] PFC Mitchell 'Lazzy' Lazarus: you aren't in your original spot.
[16:38:46]	Rico Ponster has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[16:38:46]	Rico Ponster has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[16:38:46]	Rico Ponster has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[16:38:47]	Rico Ponster has taken 12 damage from PFC Mitchell 'Lazzy' Lazarus.
[16:38:50]	[LOOC] Rico Ponster: ok
[16:38:50]	[OOC] CCA.C17-JUDGE.i2.69124: there we are
[16:38:59]	[OOC] CCA.C17-JUDGE.i2.69124: now it is the civvies turn
[16:39:20]	[ME] Rico Ponster: slowly moves to the side with his left leg, most likely out of sight
[16:40:03]	PFC Mitchell 'Lazzy' Lazarus used command '/Radio I've got a Anti-citizen location near the Drunken headcrab, requesting reinforcements!'.
[16:40:23]	[OOC] PFC Mitchell 'Lazzy' Lazarus: MISSCLICK
[16:40:24]	[OOC] PFC Mitchell 'Lazzy' Lazarus: Fuck
[16:40:29]	[OOC] CCA.C17-JUDGE.i2.69124: he took his turn to radio so, in 5 turns a cp is coming
[16:40:34]	[OOC] PFC Mitchell 'Lazzy' Lazarus: pog
[16:40:58]	[OOC] Rico Ponster: my turn?
[16:41:04]	[OOC] CCA.C17-JUDGE.i2.69124: rico do an action
[16:41:17]	[ME] Rico Ponster: tries to scamper off, slinging the rifle over his non broken arm
[16:41:20]	CCA.C17-GRID.i1.59212 has gained a 'SPAS-12' #7079.
[16:41:20]	CCA.C17-JUDGE.i2.69124 used command '/CharGiveItem grid spas'.
[16:41:22]	[LOOC] Rico Ponster: roll what attribute?
[16:41:26]	[LOOC] CCA.C17-JUDGE.i2.69124: agi for speed
[16:41:34]	[LOOC] Rico Ponster: based
[16:41:47]	[LOOC] Rico Ponster: can you put me behind the column
[16:41:57]	[ME] PFC Mitchell 'Lazzy' Lazarus: Starts moving up to the left to gain a angle on the anti-civvie.
[16:42:23]	[LOOC] CCA.C17-JUDGE.i2.69124: go my child
[16:42:32]	CCA.C17-JUDGE.i2.69124 has gained 10 tokens.
[16:42:36]	[LOOC] CCA.C17-JUDGE.i2.69124: mk so is this your action?
[16:42:42]	[LOOC] Rico Ponster: yes
[16:43:02]	[ME] PFC Mitchell 'Lazzy' Lazarus: Starts moving up to the left once more.
