[00:01:18]	[OOC] CCA.C17-GRID.i3.08313: I 
[18:52:30]	Bean has connected.
[18:52:53]	Bean loaded the character 'Alex Palovichov'
[18:53:02]	Alex Palovichov ran 'EquipUn' on item 'CWU Leadership Suit' (#24484)
[18:53:03]	Alex Palovichov ran 'Equip' on item 'CWU Leadership Suit' (#24484)
[18:53:14]	[OOC] Lin'Garung: New map. Neato
[18:53:16]	[ME] Ethan King: seemingly changing the conversation, he would speak once more, "Lin, as a Vort I know that you have a deep connection with Xen and it's many overlords, I am aware that at one point your species was completely subjucated just as ours is."
[18:53:17]	[OOC] Alex Palovichov: Lets go now I can finish applicants!
[18:54:05]	Global Defence Initiative (STEAM_0:0:49504081) has disconnected (timed out).
[18:54:09]	[OOC] Ethan King: wh 
[18:54:17]	[OOC] Ethan King: Di-
[18:54:18]	[OOC] Ethan King: What 
[18:54:23]	[OOC] Alex Palovichov: What?
[18:54:32]	[OOC] Ethan King: The Vort is gone 
[18:54:39]	[OOC] Ethan King: He crashed 
[18:56:26]	DRD (STEAM_0:0:193599766) has disconnected.
[18:56:41]	Alex Palovichov has gained a 'Printed Paper' #27997.
[18:56:50]	Alex Palovichov has gained a 'Printed Paper' #27998.
[18:56:53]	Alex Palovichov has gained a 'Printed Paper' #27999.
[18:56:54]	Global Defence Initiative has connected.
[18:57:01]	matt saton has connected.
[18:57:07]	[OOC] Alex Palovichov: Printer works :)
[18:57:11]	[OOC] Ethan King: Based 
[18:57:15]	[OOC] Alex Palovichov: More advertisement for ICT time
[18:57:16]	Alex Palovichov opened the '' #2415 container.
[18:57:16]	[OOC] Ethan King: People be getting content and shit 
[18:57:25]	Alex Palovichov closed the '' #2415 container.
[18:57:26]	Alex Palovichov used command '/Content'.
[18:58:08]	[OOC] Alex Palovichov: Brb while I get the content
[18:58:11]	Bean (STEAM_0:1:591779303) has disconnected.
[18:58:24]	Nae Nae the pain away has connected.
[18:58:58]	matt saton loaded the character 'CCA.C17-GRID.i3.08313'
[18:58:59]	CCA.C17-GRID.i3.08313 has taken 9 damage from worldspawn.
[18:59:04]	[OOC] CCA.C17-GRID.i3.08313: who's ready for-
[18:59:06]	[OOC] Ethan King: peeps all gettin' the content 
[18:59:07]	[OOC] CCA.C17-GRID.i3.08313: christ
[18:59:07]	CCA.C17-GRID.i3.08313 entered observer.
[18:59:10]	Nae Nae the pain away loaded the character 'CAC.C17-CREMATOR.35304'
[18:59:11]	Mr. Chief loaded the character 'CCA.C17-UNION.i4.29852'
[18:59:11]	[OOC] CCA.C17-GRID.i3.08313: oh
[18:59:15]	[OOC] Ethan King: No, people are getting the content and shit 
[18:59:19]	[OOC] Ethan King: Give it 10 minutes 
[18:59:29]	matt saton loaded the character 'The Consul'
[18:59:33]	[OOC] CCA.C17-UNION.i4.29852: oh look missing textures on my char menu
[18:59:33]	The Consul entered observer.
[18:59:33]	[OOC] CAC.C17-CREMATOR.35304: hi
[18:59:35]	[OOC] CCA.C17-UNION.i4.29852: rejoining
[18:59:39]	Mr. Chief (STEAM_0:1:129270116) has disconnected.
[18:59:39]	[OOC] The Consul: that's news
[18:59:39]	Global Defence Initiative loaded the character 'Lin'Garung'
[18:59:48]	[LOOC] Lin'Garung: OOKK
[18:59:52]	[LOOC] Ethan King: yo 
[18:59:52]	[LOOC] Lin'Garung: Where were we
[18:59:56]	[LOOC] Ethan King: lemme check 
[18:59:58]	[OOC] CAC.C17-CREMATOR.35304: oh no the consul!
[19:00:16]	[LOOC] Ethan King: found it 
[19:00:22]	The Consul exited observer at their location.
[19:00:23]	The Consul entered observer.
[19:00:25]	The Consul exited observer at their location.
[19:00:27]	The Consul entered observer.
[19:00:31]	The Consul exited observer at their location.
[19:00:37]	The Consul ran 'EquipUn' on item 'Respirator' (#19381)
[19:00:46]	Bean has connected.
[19:00:47]	DRD has connected.
[19:01:02]	[OOC] The Consul: i bet i can make chief rejoin quickly
[19:01:05]	[OOC] The Consul: HEY EVERYONE
[19:01:10]	[OOC] The Consul: ULTRAMARINES ARE LITTLE BITCHBABIES
[19:01:14]	moe has connected.
[19:01:14]	Bean loaded the character 'Alex Palovichov'
[19:01:19]	[OOC] Ethan King: I fucking wish that was Chief 
[19:01:24]	[OOC] Alex Palovichov: I have returned
[19:01:28]	[OOC] The Consul: that would be so funny
[19:01:28]	DRD loaded the character 'CCA.C17-GRID.i1.23710'
[19:01:30]	CCA.C17-GRID.i1.23710 entered observer.
[19:01:37]	Alex Palovichov ran 'EquipUn' on item 'CWU Leadership Suit' (#24484)
[19:01:38]	Alex Palovichov ran 'Equip' on item 'CWU Leadership Suit' (#24484)
[19:01:43]	[OOC] CAC.C17-CREMATOR.35304: are the conscript apps a thing yet?
[19:01:46]	moe loaded the character 'CCA.C17-UNION.i5.07722'
[19:01:54]	[OOC] Ethan King: man is gonna play Cremator during the event 
[19:01:55]	[OOC] The Consul: no, sorry, they haven't been a huge priority for me in all honesty
[19:02:00]	[OOC] The Consul: hey i mena
[19:02:03]	[OOC] The Consul: soembody's gonna die so
[19:02:06]	[OOC] The Consul: might as well fuckin
[19:02:10]	[OOC] The Consul: have somebdoy to burn the bodies
[19:02:13]	[OOC] CAC.C17-CREMATOR.35304: its the onlywhitelist i have alongside osa!
[19:02:18]	[OOC] The Consul: you have citizen whitelist
[19:02:26]	[OOC] CAC.C17-CREMATOR.35304: yes but ewww
[19:02:40]	[OOC] The Consul: hey can 'yall help me test something rq
[19:02:43]	The Consul entered observer.
[19:02:46]	[OOC] Alex Palovichov: sure
[19:02:51]	[OOC] The Consul: heheheheh
[19:02:56]	[OOC] Alex Palovichov: Oh no
[19:03:01]	Alex Palovichov has gained a 'Screw Nuts' #28000.
[19:03:03]	The Consul exited observer at their location.
[19:03:04]	The Consul entered observer.
[19:03:04]	CCA.C17-UNION.i5.07722 used command '/Radio Unit 07722 10-8. 10-76 to plaza. Reporting viscon.'.
[19:03:06]	Alex Palovichov ran 'drop' on item 'Screw Nuts' (#28000)
[19:03:06]	Alex Palovichov has lost a 'Screw Nuts' #28000.
[19:03:11]	The Consul used command '/SetViewEntity'.
[19:03:13]	[OOC] The Consul: what do you all see
[19:03:13]	[OOC] Lin'Garung: wa
[19:03:13]	[OOC] Ethan King: Wha 
[19:03:16]	[OOC] Alex Palovichov: Wha
[19:03:17]	[OOC] CCA.C17-UNION.i5.07722: tf
[19:03:19]	[OOC] CAC.C17-CREMATOR.35304: two hallways
[19:03:24]	[OOC] Alex Palovichov: One hallway
[19:03:24]	[OOC] The Consul: FUCK YES
[19:03:26]	[OOC] CCA.C17-UNION.i5.07722: the backrooms
[19:03:26]	[OOC] The Consul: IT WORKS
[19:03:28]	[OOC] Ethan King: BASED 
[19:03:30]	[OOC] Lin'Garung: Gordon freeman going down a steel corridor
[19:03:30]	The Consul used command '/ResetViewEntity'.
[19:03:36]	Alex Palovichov destroyed a 'Screw Nuts' #28000.
[19:03:49]	[OOC] The Consul: anyways
[19:03:51]	[OOC] Lin'Garung: Vort ptsd
[19:03:51]	[OOC] The Consul: that's for cutscenes
[19:04:00]	[OOC] Lin'Garung: Do we see chat in that region?
[19:04:06]	CCA.C17-GRID.i1.23710 exited observer at their location.
[19:04:07]	CCA.C17-GRID.i1.23710 entered observer.
[19:04:08]	CCA.C17-GRID.i1.23710 exited observer at their location.
[19:04:10]	CCA.C17-GRID.i1.23710 entered observer.
[19:04:14]	CCA.C17-GRID.i1.23710 entered observer.
[19:04:15]	CCA.C17-GRID.i1.23710 exited observer at their location.
[19:04:16]	Alex Palovichov used command '/CharFallOver 4'.
[19:04:16]	CCA.C17-GRID.i1.23710 entered observer.
[19:04:21]	The Consul exited observer at their location.
[19:04:23]	CCA.C17-GRID.i1.23710 exited observer at their location.
[19:04:24]	CCA.C17-GRID.i1.23710 entered observer.
[19:04:28]	The Consul has gained 50 tokens.
[19:04:36]	[OOC] CCA.C17-UNION.i5.07722: yo bean, what is it with you falling?
[19:04:44]	[OOC] The Consul: hey can you guys help me test out one more thing
[19:04:45]	The Consul entered observer.
[19:04:47]	[OOC] Alex Palovichov: I suck at going down stairs
[19:04:49]	[OOC] Ethan King: sure 
[19:04:50]	[OOC] Alex Palovichov: Sure...
[19:04:50]	[OOC] CCA.C17-UNION.i5.07722: sure
[19:04:57]	CCA.C17-GRID.i1.23710 exited observer at their location.
[19:04:59]	CCA.C17-GRID.i1.23710 entered observer.
[19:05:06]	Alex Palovichov has gained a 'Circuit Board' #28000.
[19:05:07]	The Consul exited observer at their location.
[19:05:09]	The Consul entered observer.
[19:05:10]	The Consul exited observer at their location.
[19:05:10]	Alex Palovichov ran 'drop' on item 'Circuit Board' (#28000)
[19:05:10]	Alex Palovichov has lost a 'Circuit Board' #28000.
[19:05:16]	Mr. Chief has connected.
[19:05:20]	[OOC] Alex Palovichov: Ration cycle when...
[19:05:27]	The Consul used command '/ResetViewEntity'.
[19:05:32]	The Consul used command '/SetViewEntity'.
[19:05:33]	[OOC] CCA.C17-GRID.i1.23710: never
[19:05:37]	[OOC] Alex Palovichov: Guh
[19:05:38]	[OOC] Ethan King: wha 
[19:05:38]	[OOC] The Consul: is the camera panning when i move
[19:05:40]	[OOC] Ethan King: y AGH 
[19:05:42]	[OOC] CCA.C17-GRID.i1.23710: yes
[19:05:42]	[OOC] Alex Palovichov: Yes
[19:05:43]	Mr. Chief loaded the character 'CCA.C17-UNION.i4.29852'
[19:05:44]	[OOC] The Consul: dope
[19:05:45]	The Consul used command '/ResetViewEntity'.
[19:05:46]	The Consul entered observer.
[19:05:48]	[LOOC] Lin'Garung: Hmm
[19:05:54]	[OOC] CCA.C17-UNION.i4.29852: what the FUCK DID YOU SAY ABOUT MY BLUE BOYS
[19:05:55]	[OOC] CCA.C17-UNION.i5.07722: heyyyyy now, IIIIIIII cannnn'tttttttt dooooooo anythinggggggggggg,,,,,,,,, aboutttttttttttttt,,,,,,,,,, tahttttttttttt..........
[19:05:58]	CCA.C17-GRID.i1.23710 exited observer at their location.
[19:05:58]	[OOC] Alex Palovichov: Give me a ration cycle OR ELSE
[19:06:05]	[OOC] The Consul: i need
[19:06:07]	[OOC] The Consul: units to flag down
[19:06:12]	[OOC] CCA.C17-GRID.i1.23710: give me a ration cycle or give me death
[19:06:12]	CCA.C17-GRID.i1.23710 entered observer.
[19:06:12]	[OOC] CCA.C17-UNION.i4.29852: give me rations or give me death
[19:06:15]	[OOC] The Consul: actually DRD i need you as a stagehand
[19:06:22]	[ME] Ethan King: chuckles lightly, light whimpering can be heard, the Vort might not be aware of humans breaking down...
[19:06:25]	[OOC] CCA.C17-GRID.i1.23710: im going to die immediately
[19:06:28]	CCA.C17-GRID.i1.23710 has gained 10 tokens.
[19:06:31]	The Consul used command '/PlyWhitelist grid universal'.
[19:06:31]	DRD loaded the character 'Major-General Sir Issac Brock KB'
[19:06:33]	Major-General Sir Issac Brock KB entered observer.
[19:06:34]	Mr. Chief loaded the character 'Steven Armstrong'
[19:06:39]	Alex Palovichov used command '/CharFallOver 4'.
[19:06:40]	Alex Palovichov has taken 50 damage from worldspawn.
[19:06:41]	[OOC] Ethan King: man gets on bird 
[19:06:46]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[19:06:50]	[OOC] Steven Armstrong: i'm locked in my apartment
[19:06:51]	[LOOC] CCA.C17-UNION.i5.07722: jesus christ
[19:06:53]	[OOC] Major-General Sir Issac Brock KB: i wont be rping anyway, it'd just be false inflation
[19:06:58]	[OOC] Ethan King: Yo Armstrong 
[19:07:01]	[OOC] Ethan King: Based 
[19:07:08]	[ME] Lin'Garung: Would apear puzzled continueing to nibble at its headcrab
[19:07:20]	Major-General Sir Issac Brock KB exited observer at their location.
[19:07:23]	Major-General Sir Issac Brock KB has taken 5 damage from Steven Armstrong.
[19:07:23]	Steven Armstrong has killed Major-General Sir Issac Brock KB with ix_hands.
[19:07:28]	[OOC] Lin'Garung: Armstrong? NANOMACHINE? 
[19:07:32]	Major-General Sir Issac Brock KB entered observer.
[19:07:35]	Steven Armstrong used command '/kickdoor'.
[19:07:39]	Alex Palovichov used command '/CharFallOver 4'.
[19:07:41]	The Consul rolled 3974 out of 9999.
[19:07:41]	The Consul used command '/Roll 9999'.
[19:07:45]	The Consul rolled 19 out of 100.
[19:07:45]	The Consul used command '/Roll 100'.
[19:07:50]	Alex Palovichov used command '/CharFallOver 4'.
[19:07:54]	[OOC] Lin'Garung: I dont spawn with vort swep AAAAAAAAAAAA
[19:07:56]	[Y] Alex Palovichov: FUCKING STAIRS!
[19:08:01]	[ME] Ethan King: layed there, light sobbing can be heard, his future though unknown is known all the same, the big picture having been revealed to him all too long ago...but never considered until recently.
[19:08:08]	[Y] CCA.C17-UNION.i5.07722: <:: You there! ::>
[19:08:08]	Alex Palovichov used command '/CharFallOver 4'.
[19:08:19]	[Y] Alex Palovichov: I GIVE UP!
[19:09:05]	[LOOC] CCA.C17-UNION.i5.07722: something**
[19:09:07]	Steven Armstrong has gained a 'Broken Clock' #28001.
[19:09:09]	[OOC] The Consul: alright i'm getting DRD set up
[19:09:22]	Steven Armstrong opened the '' #308 container.
[19:09:24]	[ME] CCA.C17-UNION.i5.07722: would look at the stairs and then the man.
[19:09:25]	Steven Armstrong has gained a 'Resin' #27742.
[19:09:26]	Steven Armstrong closed the '' #308 container.
[19:09:27]	The Consul exited observer at their location.
[19:09:27]	The Consul entered observer.
[19:09:28]	The Consul exited observer at their location.
[19:09:28]	The Consul has gained 50 tokens.
[19:09:28]	Steven Armstrong opened the '' #2374 container.
[19:09:34]	Steven Armstrong ran 'drop' on item 'Power Supply Unit' (#27576)
[19:09:34]	Major-General Sir Issac Brock KB used command '/PlyWhitelist brock univers'.
[19:09:34]	Steven Armstrong closed the '' #2374 container.
[19:09:41]	[ME] Lin'Garung: Would puase its eating- starting to notice the situation
[19:09:50]	[ME] CCA.C17-UNION.i5.07722: puts his foot out.
[19:09:58]	DRD created the character 'UU-CmD.17'
[19:09:58]	UU-CmD.17 has gained a 'LA71 (Pulse SMG)' #28002.
[19:09:58]	UU-CmD.17 has gained a 'Pulse Ammunition' #28003.
[19:09:58]	UU-CmD.17 has gained a 'Pulse Ammunition' #28004.
[19:10:02]	[OOC] Ethan King: My mental breakdown RP has improved heavily since my UNION EPOO days 
[19:10:08]	DRD loaded the character 'UU-CmD.17'
[19:10:10]	[OOC] Steven Armstrong: why unit not flag down :(
[19:10:14]	0219 314 URB-LOC 0017 used command '/CharSetName cmd 0219 314 URB-LOC 0017'.
[19:10:15]	0219 314 URB-LOC 0017 entered observer.
[19:10:24]	[ME] CCA.C17-UNION.i5.07722: would chuckle.
[19:10:34]	0219 314 URB-LOC 0017 has spawned 'models/advisor.mdl'.
[19:10:48]	0219 314 URB-LOC 0017 used command '/CharSetModel urb models/advisor.mdl'.
[19:10:57]	Ethan King has taken 1 damage from worldspawn.
[19:10:57]	Ethan King has taken 1 damage from worldspawn.
[19:10:58]	Ethan King has taken 1 damage from worldspawn.
[19:10:59]	Ethan King has taken 1 damage from worldspawn.
[19:11:00]	Ethan King has taken 1 damage from worldspawn.
[19:11:00]	Ethan King has taken 1 damage from worldspawn.
[19:11:01]	Ethan King has taken 1 damage from worldspawn.
[19:11:02]	Ethan King has taken 1 damage from worldspawn.
[19:11:03]	Ethan King has taken 1 damage from worldspawn.
[19:11:03]	Ethan King has taken 1 damage from worldspawn.
[19:11:04]	[OOC] Ethan King: welp 
[19:11:04]	Ethan King has taken 1 damage from worldspawn.
[19:11:05]	Ethan King has taken 1 damage from worldspawn.
[19:11:05]	[LOOC] Lin'Garung: Uhh
[19:11:06]	[OOC] Ethan King: uh 
[19:11:06]	Ethan King has taken 1 damage from worldspawn.
[19:11:06]	Ethan King has taken 1 damage from worldspawn.
[19:11:07]	Ethan King has taken 1 damage from worldspawn.
[19:11:08]	Ethan King has taken 1 damage from worldspawn.
[19:11:09]	Ethan King has taken 1 damage from worldspawn.
[19:11:09]	Ethan King has taken 1 damage from worldspawn.
[19:11:10]	Ethan King has taken 1 damage from worldspawn.
[19:11:11]	Ethan King has taken 1 damage from worldspawn.
[19:11:11]	[OOC] Ethan King: It's been real
[19:11:12]	[LOOC] Lin'Garung: Air be like?
[19:11:12]	Ethan King has taken 1 damage from worldspawn.
[19:11:13]	Ethan King has taken 1 damage from worldspawn.
[19:11:13]	Ethan King has taken 1 damage from worldspawn.
[19:11:14]	Ethan King has taken 1 damage from worldspawn.
[19:11:15]	Ethan King has taken 1 damage from worldspawn.
[19:11:16]	Ethan King has taken 1 damage from worldspawn.
[19:11:16]	Ethan King has taken 1 damage from worldspawn.
[19:11:17]	[OOC] The Consul: why do oyu say that
[19:11:17]	Ethan King has taken 1 damage from worldspawn.
[19:11:18]	Ethan King has taken 1 damage from worldspawn.
[19:11:19]	Ethan King has taken 1 damage from worldspawn.
[19:11:19]	[LOOC] CCA.C17-UNION.i5.07722: join vc 1
[19:11:19]	Ethan King has taken 1 damage from worldspawn.
[19:11:20]	Ethan King has taken 1 damage from worldspawn.
[19:11:21]	Ethan King has taken 1 damage from worldspawn.
[19:11:22]	Ethan King has taken 1 damage from worldspawn.
[19:11:22]	Ethan King has taken 1 damage from worldspawn.
[19:11:23]	Ethan King has taken 1 damage from worldspawn.
[19:11:24]	Ethan King has taken 1 damage from worldspawn.
[19:11:24]	[OOC] The Consul: because of 0219 314 URB-LOC 0017
[19:11:25]	Ethan King has taken 1 damage from worldspawn.
[19:11:25]	Ethan King has taken 1 damage from worldspawn.
[19:11:26]	Ethan King has taken 1 damage from worldspawn.
[19:11:27]	Ethan King has taken 1 damage from worldspawn.
[19:11:28]	Ethan King has taken 1 damage from worldspawn.
[19:11:28]	Ethan King has taken 1 damage from worldspawn.
[19:11:29]	Ethan King has taken 1 damage from worldspawn.
[19:11:30]	Ethan King has taken 1 damage from worldspawn.
[19:11:31]	Ethan King has taken 1 damage from worldspawn.
[19:11:31]	Ethan King has taken 1 damage from worldspawn.
[19:11:31]	worldspawn has killed Ethan King.
[19:11:35]	[OOC] Ethan King: Because of lack of oxygen mid RP 
[19:11:36]	[OOC] Steven Armstrong: UU faction should be hidden IM
[19:11:38]	The Consul entered observer.
[19:11:38]	[OOC] Steven Armstrong: O
[19:11:38]	The Consul exited observer at their location.
[19:11:39]	The Consul entered observer.
[19:11:39]	The Consul exited observer at their location.
[19:11:42]	[OOC] The Consul: true normally
[19:11:46]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[19:11:48]	[OOC] The Consul: but have you considered
[19:11:49]	[OOC] The Consul: shush
[19:11:52]	[OOC] Ethan King: I was doing a fucking mental breakdown 
[19:11:55]	[OOC] Steven Armstrong: i have
[19:11:56]	[OOC] Ethan King: And now I am dead 
[19:11:58]	[OOC] Ethan King: Cool 
[19:12:00]	Ethan King has taken 1 damage from worldspawn.
[19:12:01]	Ethan King has taken 1 damage from worldspawn.
[19:12:02]	Ethan King has taken 1 damage from worldspawn.
[19:12:03]	Ethan King has taken 1 damage from worldspawn.
[19:12:03]	Ethan King has taken 1 damage from worldspawn.
[19:12:04]	Ethan King has taken 1 damage from worldspawn.
[19:12:05]	Ethan King has taken 1 damage from worldspawn.
[19:12:06]	Ethan King has taken 1 damage from worldspawn.
[19:12:06]	Ethan King has taken 1 damage from worldspawn.
[19:12:07]	Ethan King ran 'drop' on item 'Scrap Plastic' (#27540)
[19:12:07]	Ethan King has lost a 'Scrap Plastic' #27540.
[19:12:07]	Ethan King has taken 1 damage from worldspawn.
[19:12:08]	Ethan King has taken 1 damage from worldspawn.
[19:12:09]	Ethan King has taken 1 damage from worldspawn.
[19:12:10]	Ethan King has taken 1 damage from worldspawn.
[19:12:10]	Ethan King has taken 1 damage from worldspawn.
[19:12:11]	Ethan King has taken 1 damage from worldspawn.
[19:12:12]	Ethan King has taken 1 damage from worldspawn.
[19:12:13]	Ethan King has taken 1 damage from worldspawn.
[19:12:13]	Ethan King has taken 1 damage from worldspawn.
[19:12:14]	Ethan King has taken 1 damage from worldspawn.
[19:12:15]	Ethan King has taken 1 damage from worldspawn.
[19:12:16]	Ethan King has taken 1 damage from worldspawn.
[19:12:16]	Ethan King has gained a 'Citizen Filter' #28006.
[19:12:16]	0219 314 URB-LOC 0017 used command '/CharGiveItem eth Citizen filter 4'.
[19:12:16]	Ethan King has taken 1 damage from worldspawn.
[19:12:17]	Ethan King has taken 1 damage from worldspawn.
[19:12:18]	Ethan King has taken 1 damage from worldspawn.
[19:12:18]	Ethan King ran 'equip' on item 'Citizen Filter' (#28006)
[19:12:20]	Ethan King has gained a 'Citizen Filter' #28006.
[19:12:20]	0219 314 URB-LOC 0017 used command '/CharGiveItem eth Citizen filter 1'.
[19:12:20]	[OOC] Ethan King: Okay 
[19:12:22]	[OOC] Ethan King: Cool 
[19:13:00]	[Y] Alex Palovichov: YES!
[19:13:05]	Alex Palovichov used command '/CharFallOver 4'.
[19:13:38]	[OOC] Alex Palovichov: Oh no...slug
[19:13:47]	[ME] Ethan King: light sobbing would stop, as he layed there, his legacy laid before him, "....I had wished that was true a long time ago.."
[19:13:51]	The Consul entered observer.
[19:14:03]	The Consul exited observer at their location.
[19:14:10]	[ME] Lin'Garung: Would pause
[19:14:11]	Alex Palovichov ran 'EquipUn' on item 'CWU Leadership Suit' (#24484)
[19:14:13]	The Consul entered observer.
[19:14:13]	The Consul exited observer at their location.
[19:14:13]	The Consul entered observer.
[19:14:13]	The Consul exited observer at their location.
[19:14:14]	Alex Palovichov ran 'Equip' on item 'CWU Leadership Suit' (#24484)
[19:14:14]	The Consul entered observer.
[19:14:15]	The Consul exited observer at their location.
[19:14:15]	The Consul entered observer.
[19:14:20]	The Consul exited observer at their location.
[19:14:28]	The Consul has gained 50 tokens.
[19:14:36]	Alex Palovichov opened the '' #251 container.
[19:14:36]	Alex Palovichov closed the '' #251 container.
[19:14:38]	Alex Palovichov opened the '' #250 container.
[19:14:40]	Alex Palovichov closed the '' #250 container.
[19:14:41]	Alex Palovichov opened the '' #251 container.
[19:14:43]	Alex Palovichov closed the '' #251 container.
[19:14:52]	The Consul entered observer.
[19:14:54]	[ME] Ethan King: sighed, an emotional heave of air as he layed there,  speaking in a soft spoken voice, "My feats, my sins, my friends, I had wished I could do it all over again...so I can re-write my mistakes."
[19:14:55]	The Consul exited observer at their location.
[19:15:20]	The Consul entered observer.
[19:15:25]	0219 314 URB-LOC 0017 exited observer at their location.
[19:15:26]	0219 314 URB-LOC 0017 entered observer.
[19:15:30]	[LOOC] Ethan King: hello adminge 
