[09:50:01]	MLG Painevan has connected.
[23:11:29]	CCA.C14-GRID.OfC.29402 has gained 10 tokens.
[23:11:33]	CCA.C14-UNION.EpU.72633 used command '/Radio Odd? i didn't hear their Bio-signals go off?'.
[23:11:46]	Morgan Beck entered observer.
[23:11:46]	Morgan Beck exited observer at their location.
[23:11:50]	OTA.C14-HAMMER.OWS.20954 used command '/Radio 5 KING were lost. Bio-signal readings were relayed.'.
[23:12:04]	OTA.C14-HAMMER.OWS.20954 used command '/Radio Xenobe killed them.'.
[23:12:04]	Morgan Beck entered observer.
[23:12:07]	CCA.C14-UNION.EpU.72633 used command '/Radio 10-4'.
[23:12:07]	Morgan Beck exited observer at their location.
[23:12:32]	CCA.C14-GRID.OfC.29402 used command '/Radio Fair, but none of the bodies got taken up and pinned in.'.
[23:13:32]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[23:13:39]	Morgan Beck entered observer.
[23:13:42]	Morgan Beck exited observer at their location.
[23:15:00]	Morgan Beck entered observer.
[23:15:02]	Morgan Beck exited observer at their location.
[23:15:22]	Morgan Beck entered observer.
[23:15:25]	Morgan Beck exited observer at their location.
[23:15:28]	Morgan Beck entered observer.
[23:15:29]	Morgan Beck exited observer at their location.
[23:15:30]	Morgan Beck entered observer.
[23:15:31]	Morgan Beck exited observer at their location.
[23:15:38]	Vendo Pan™ (STEAM_0:0:445640226) has disconnected (timed out).
[23:15:53]	[Y] CCA.C14-UNION.EpU.72633: <:: CWU GET DOWN TO THE LOBBY NOW. ::>
[23:16:35]	CCA.C14-GRID.OfC.29402 has gained 10 tokens.
[23:17:37]	[ME] Morgan Beck: pulls out a cig, striking it against the container it came from.
[23:17:41]	Morgan Beck ran 'Take' on item 'UU Brand Cigarette Pack' (#19064)
[23:17:41]	Morgan Beck has gained a 'UU Brand Cigarette' #25670.
[23:17:42]	Morgan Beck ran 'Eat' on item 'UU Brand Cigarette' (#25670)
[23:17:55]	matt saton loaded the character 'CCA.C14-GRID.i3.69192'
[23:17:55]	CCA.C14-GRID.i3.69192 entered observer.
[23:17:59]	CCA.C14-GRID.i3.69192 exited observer at their location.
[23:18:00]	CCA.C14-GRID.i3.69192 entered observer.
[23:18:00]	CCA.C14-GRID.i3.69192 exited observer at their location.
[23:18:24]	OTA.C14-HAMMER.OWS.20954 ran 'View' on item 'Paper' (#22382)
[23:18:32]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[23:18:36]	[OOC] John Zimmer: yoooo a hammer unit
[23:18:43]	[OOC] John Zimmer: the chonkiest boi
[23:18:48]	[OOC] CCA.C14-UNION.EpU.72633: Truly
[23:18:49]	[OOC] OTA.C14-HAMMER.OWS.20954: thickest
[23:19:01]	[OOC] John Zimmer: hammer clap them cheeks
[23:19:17]	[LOOC] CCA.C14-GRID.i3.69192: yes
[23:19:20]	[LOOC] CCA.C14-GRID.i3.69192: my ofc said it has
[23:19:41]	[LOOC] CCA.C14-UNION.EpU.72633: Windows be like
[23:19:47]	CCA.C14-GRID.i3.69192 entered observer.
[23:19:57]	[LOOC] CCA.C14-UNION.EpU.72633: We've actually had people escape a raid via a window
[23:20:03]	[OOC] John Zimmer: cool
[23:20:10]	[LOOC] CCA.C14-UNION.EpU.72633: So I will fucking keep you here
[23:20:16]	[LOOC] John Zimmer: *runs*
[23:20:24]	CCA.C14-GRID.i3.69192 set code_mpf to '"INFORM, CO-OPERATE, ASSEMBLE"'.
[23:20:26]	[ME] Morgan Beck: sighed quietly. At this point he just wanted to practice cooking during the JW.
[23:20:31]	matt saton loaded the character 'Dispatch'
[23:20:32]	Dispatch entered observer.
[23:20:42]	Dispatch used command '/Dispatch potential infection'.
[23:20:57]	[Y] CCA.C14-UNION.EpU.72633: <:: YOU HEARD HIM, INTO YOUR ROOMS NOW. ::>
[23:21:03]	Dispatch used command '/Radio Search all citizens quickly, then make it over.'.
[23:21:08]	[OOC] Dispatch: radio //WAIT I'M ON DISPATCH
[23:21:09]	CCA.C14-UNION.EpU.72633 used command '/Radio 10-4'.
[23:21:10]	[OOC] Dispatch: fuck
[23:21:12]	Dispatch used command '/DoorSetHidden true'.
[23:21:13]	[OOC] CCA.C14-UNION.EpU.72633: Bruh
[23:21:17]	[OOC] Dispatch: whatever let's just say it was my OFC
[23:21:31]	matt saton loaded the character 'CCA.C14-GRID.i3.69192'
[23:21:37]	matt saton loaded the character 'Den O'Reilly'
[23:21:47]	matt saton loaded the character 'Bett Benneck'
[23:21:48]	Morgan Beck entered observer.
[23:21:48]	Bett Benneck entered observer.
[23:21:50]	Morgan Beck exited observer at their location.
[23:21:51]	Morgan Beck entered observer.
[23:21:54]	Bett Benneck exited observer at their location.
[23:21:54]	Bett Benneck entered observer.
[23:21:55]	Bett Benneck exited observer at their location.
[23:21:55]	Bett Benneck entered observer.
[23:21:56]	Morgan Beck exited observer at their location.
[23:21:56]	Bett Benneck exited observer at their location.
[23:22:12]	[ME] Bett Benneck: doesn't resist being tied, searched or anything. They are completely compliant given that the situation does not escalate.
[23:22:23]	[ME] CCA.C14-UNION.EpU.72633: Begins searching the man (After tying of course)
[23:22:29]	[ME] Morgan Beck: grabs hold of the gin bottle, pouring the rest of it into his mug.
[23:22:32]	[LOOC] CCA.C14-UNION.EpU.72633: FUCK THE ARMORY, GOD DAMMIT
[23:22:42]	[ME] Bett Benneck: doesn't resist being tied, searched or anything. They are completely compliant given that the situation does not escalate.
[23:22:42]	[ME] Bett Benneck: doesn't resist being tied, searched or anything. They are completely compliant given that the situation does not escalate.
[23:22:43]	[ME] Bett Benneck: doesn't resist being tied, searched or anything. They are completely compliant given that the situation does not escalate.
[23:22:55]	[ME] CCA.C14-UNION.EpU.72633: begins searching him via just taking shit out of his pockets (Especially checking his CID)
[23:23:04]	[LOOC] CCA.C14-UNION.EpU.72633: Say what you have cuck
[23:23:08]	[LOOC] Bett Benneck: you find a flashlight, CID, and rock
[23:23:18]	[LOOC] CCA.C14-UNION.EpU.72633: What does the CID say you cuck
[23:23:27]	[LOOC] Bett Benneck: says my actual name and CID
[23:23:32]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[23:23:37]	[ME] Morgan Beck: soon began to drink the contents of his mug
[23:23:48]	[Y] CCA.C14-UNION.EpU.72633: <:: OPEN UP. ::>
[23:24:03]	[LOOC] Morgan Beck: You know the drill
[23:24:15]	[ME] CCA.C14-UNION.EpU.72633: Begins to search the man via taking shit out of his pockets (Especially checking the CID)
[23:24:27]	[LOOC] CCA.C14-UNION.EpU.72633: Tell me what you have, sorry out of zipties due to armory bullshit
[23:24:54]	[IT] Morgan Beck: His items mostly consisted of water, water, water, more water, a fucking Antlion Grub nuggest, and a pan.
[23:24:55]	CCA.C14-UNION.EpU.72633 used command '/ViewObjectives'.
[23:24:59]	[IT] Morgan Beck: Also a book.
[23:25:28]	CCA.C14-UNION.EpU.72633 used command '/ViewObjectives'.
[23:26:19]	[LOOC] CCA.C14-UNION.EpU.72633: You are dumb
[23:26:28]	[ME] Morgan Beck: quickly finished his drink.
[23:26:36]	[ME] OTA.C14-HAMMER.OWS.20954: accesses his tactical display.
[23:26:46]	OTA.C14-HAMMER.OWS.20954 used command '/OldViewData bett'.
[23:27:15]	[ME] CCA.C14-UNION.EpU.72633: Begins searching the man via taking shit out of his pockets. (Tell me what you have)
[23:27:20]	CCA.C14-UNION.EpU.72633 used command '/ViewObjectives'.
[23:27:23]	OTA.C14-HAMMER.OWS.20954 used command '/ToggleRaise'.
[23:27:36]	[OOC] CCA.C14-UNION.EpU.72633:  All unit BOL for a anti-citizen named Bett Beneck, wanted for attempted homicide of a CMB and rebel conspiracy. NEATO
[23:27:54]	[OOC] OTA.C14-HAMMER.OWS.20954: ?
[23:27:56]	[ME] John Zimmer: has a bunch of different types of meat, cigarrets, and empty bottle, some notepads, and refined electronics.
[23:27:59]	[OOC] CCA.C14-UNION.EpU.72633: /viewobjectives
[23:28:02]	[OOC] CCA.C14-UNION.EpU.72633: Do that
[23:28:03]	Bett Benneck used command '/ViewObjectives'.
[23:28:15]	OTA.C14-HAMMER.OWS.20954 used command '/ViewObjectives'.
[23:28:32]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[23:29:15]	Bett Benneck used command '/DoorSetHidden true'.
[23:29:49]	Morgan Beck entered observer.
[23:29:50]	Morgan Beck exited observer at their location.
[23:29:50]	Morgan Beck entered observer.
[23:29:54]	[LOOC] CCA.C14-UNION.EpU.72633: One moment, let me deafen myself
[23:29:57]	Morgan Beck exited observer at their location.
[23:29:58]	Morgan Beck entered observer.
[23:29:58]	Morgan Beck exited observer at their location.
[23:29:59]	[LOOC] CCA.C14-UNION.EpU.72633: What?
[23:30:04]	[LOOC] Bett Benneck: i'm talking IC, not OOC
[23:30:23]	[ME] CCA.C14-UNION.EpU.72633: Simply switches his Stunstick onto knockout mode and begins beating the man
[23:30:28]	Bett Benneck has taken 5 damage from CCA.C14-UNION.EpU.72633.
[23:30:29]	Bett Benneck has taken 5 damage from CCA.C14-UNION.EpU.72633.
[23:30:30]	Bett Benneck has taken 5 damage from CCA.C14-UNION.EpU.72633.
[23:30:36]	Bett Benneck used command '/ToggleRaise'.
[23:30:37]	Bett Benneck used command '/ToggleRaise'.
[23:31:02]	OTA.C14-HAMMER.OWS.20954 used command '/Radio Dispatch, orderset?'.
[23:31:08]	Bett Benneck used command '/CharSetBodygroup bett glasses 0'.
[23:31:31]	Bett Benneck used command '/PM hammer Sweep QZ, if nothing then return stasis'.
[23:31:34]	[ME] CCA.C14-UNION.EpU.72633: Simply places the man down onto the chair
[23:31:40]	Bett Benneck used command '/PM hammer then ooc, get on a gruynt on patrol'.
[23:32:03]	[LOOC] OTA.C14-HAMMER.OWS.20954: can i roll to intimidate and get him to tell me everything
[23:32:07]	[LOOC] Bett Benneck: no
[23:32:12]	[LOOC] OTA.C14-HAMMER.OWS.20954: fuck you too
[23:32:22]	[LOOC] CCA.C14-UNION.EpU.72633: Lmao, answer the question IC you fuck
[23:32:26]	Morgan Beck entered observer.
[23:32:27]	Morgan Beck exited observer at their location.
[23:32:28]	Morgan Beck entered observer.
[23:32:38]	Morgan Beck exited observer at their location.
[23:32:45]	Morgan Beck entered observer.
[23:32:46]	Morgan Beck exited observer at their location.
[23:32:46]	Morgan Beck entered observer.
[23:33:32]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[23:33:49]	[ME] CCA.C14-UNION.EpU.72633: Simply hits the man once on medium
[23:33:51]	Bett Benneck has taken 10 damage from CCA.C14-UNION.EpU.72633.
[23:34:02]	Bett Benneck has spawned 'models/combinefortifictaionpack/combineheavygate01a.mdl'.
[23:34:07]	[LOOC] Morgan Beck: AA
[23:34:13]	[LOOC] Morgan Beck: my fucking eyes
[23:34:23]	Bett Benneck entered observer.
[23:34:23]	Bett Benneck exited observer at their location.
[23:34:23]	Bett Benneck entered observer.
[23:34:23]	Bett Benneck exited observer at their location.
[23:34:23]	Bett Benneck entered observer.
[23:34:24]	Bett Benneck exited observer at their location.
[23:34:24]	Bett Benneck entered observer.
[23:34:24]	Bett Benneck exited observer at their location.
[23:34:24]	Bett Benneck entered observer.
[23:34:25]	Bett Benneck exited observer at their location.
[23:34:25]	Bett Benneck entered observer.
[23:34:25]	Bett Benneck exited observer at their location.
[23:34:47]	[LOOC] CCA.C14-UNION.EpU.72633: Bruh
[23:34:50]	[LOOC] CCA.C14-UNION.EpU.72633: You are dumb
[23:34:56]	[LOOC] Bett Benneck: this is all IC you cuck
[23:35:09]	Bett Benneck has taken 10 damage from CCA.C14-UNION.EpU.72633.
[23:36:15]	John Zimmer ran 'EquipUn' on item 'Empty Glass Bottle' (#22647)
[23:36:20]	John Zimmer ran 'Eat' on item 'UU Brand Potato' (#22622)
[23:36:27]	[LOOC] Morgan Beck: this feels like a COPs interview
[23:36:34]	[LOOC] Bett Benneck: LOL
[23:36:35]	[LOOC] Morgan Beck: Like the show COPs
[23:37:20]	[LOOC] CCA.C14-UNION.EpU.72633: Doing*
[23:38:32]	[LOOC] Morgan Beck: Ngl, can we hurry this up. 
[23:38:32]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[23:38:42]	[ME] OTA.C14-HAMMER.OWS.20954: delivers a large punch to this man's left kneecap.
[23:38:44]	OTA.C14-HAMMER.OWS.20954 used command '/RollStat str'.
[23:38:46]	[LOOC] Morgan Beck: Since uh, there's literally two people IC stuck in the apartments
[23:38:48]	Bett Benneck used command '/RollStat con'.
[23:38:51]	[LOOC] CCA.C14-UNION.EpU.72633: i've wanted to kill you so badly, now my chance to get rid of Bett has happened
[23:38:55]	[OOC] Morgan Beck: F
[23:39:04]	[ME] Bett Benneck: is hurt, becuase, yknow. Fucking king. He's just not mortally hurt.
[23:39:14]	[IT] Bett Benneck: Fuck. I mean HEAVY. You get it.
[23:39:29]	[LOOC] Bett Benneck: MORTALLY MEANS INBOUND TO DIE YOU FUCK
[23:39:35]	[LOOC] CCA.C14-UNION.EpU.72633: Bruh
[23:39:45]	[LOOC] CCA.C14-UNION.EpU.72633: It doesn't matter. You already did rebel conspriacy
[23:39:50]	[LOOC] CCA.C14-UNION.EpU.72633: WORDS
[23:41:02]	Bett Benneck has spawned 'models/props/railing2.mdl'.
[23:41:50]	[W] OTA.C14-HAMMER.OWS.20954: <:: Kneecapping procedure authorization? Non-lethal. ::>
[23:41:57]	[W] CCA.C14-UNION.EpU.72633: <:: Sure. ::>
[23:42:14]	[LOOC] Morgan Beck: Come on, hurry this up. People are still locked up in a apartment with nothing exactly to do
[23:42:16]	[ME] OTA.C14-HAMMER.OWS.20954: gives a hefty punch to his right kneecap, attempting to kneecap this bitch.
[23:42:18]	OTA.C14-HAMMER.OWS.20954 used command '/RollStat str'.
[23:42:22]	[LOOC] CCA.C14-UNION.EpU.72633: I know i'm trying ;-;
[23:42:27]	Bett Benneck used command '/PM morgan you have my permission to hop on someone to unlock itr'.
[23:42:33]	Bett Benneck used command '/RollStat con'.
[23:42:36]	[LOOC] CCA.C14-UNION.EpU.72633: He's giving me the biggest bullshit story so it doesn't matter
[23:42:37]	Morgan Beck exited observer at their location.
[23:42:46]	Ollie Garner loaded the character 'CCA.C14-HELIX.DvL.33698'
[23:42:55]	CCA.C14-HELIX.DvL.33698 used command '/Radio Status on the apartment checks?'.
[23:42:57]	[LOOC] CCA.C14-UNION.EpU.72633: Atleast the most sus story
[23:43:08]	[ME] Bett Benneck: lets out a loud scream, his kneecap being shattere.d
[23:43:10]	CCA.C14-UNION.EpU.72633 used command '/Radio They've been checked. Were they not let out?'.
[23:43:11]	Bett Benneck has taken 36 damage from OTA.C14-HAMMER.OWS.20954.
[23:43:12]	CCA.C14-HELIX.DvL.33698 used command '/Radio If you all are done, unlock the damn apartments.'.
[23:43:33]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[23:43:37]	CCA.C14-UNION.EpU.72633 used command '/Radio Currently dealing with a 10-91 who commited rebel conspiracy'.
[23:43:38]	CCA.C14-HELIX.DvL.33698 used command '/Radio I can tell the Moscow housing is locked from the trainstation cameras.'.
[23:43:46]	CCA.C14-HELIX.DvL.33698 used command '/Radio Ugh. Fuck my life. I'll get a i5 to do it.'.
[23:43:56]	Ollie Garner loaded the character 'CCA.C14-UNION.i5.37434'
[23:43:56]	CCA.C14-UNION.EpU.72633 used command '/Radio 10-4'.
[23:43:59]	batofmoog has connected.
[23:44:21]	[Y] CCA.C14-UNION.i5.37434: <:: You all are free to go. ::>
[23:44:26]	CCA.C14-UNION.i5.37434 entered observer.
[23:44:26]	CCA.C14-UNION.i5.37434 exited observer at their location.
[23:45:06]	[OOC] CCA.C14-UNION.i5.37434: FUCK, gotta reconnec
[23:45:15]	Ollie Garner (STEAM_0:1:52892973) has disconnected.
[23:45:29]	[OOC] John Zimmer: is the event over or what's happening?
[23:45:40]	[OOC] Bett Benneck: yes, but bett benneck is getting fucked up, i might have some residual shit
[23:45:51]	[OOC] John Zimmer: k
[23:46:01]	batofmoog created the character 'Kevin Maranty'
[23:46:01]	Kevin Maranty has gained a 'Suitcase' #25670.
[23:46:01]	Kevin Maranty has gained a 'Relocation Coupon' #25671.
[23:46:01]	batofmoog loaded the character 'Kevin Maranty'
[23:46:36]	[OOC] Bett Benneck: Welcome, Kevin! How are you doing today?
[23:46:52]	[LOOC] CCA.C14-UNION.EpU.72633: That moment when you did
[23:46:53]	[OOC] Kevin Maranty: decent
[23:46:59]	[LOOC] OTA.C14-HAMMER.OWS.20954: can we release the JW yet?
[23:47:02]	[OOC] Bett Benneck: beats bad, do you need the content?
[23:47:03]	Bett Benneck used command '/PM hammer yes'.
[23:47:12]	[OOC] Kevin Maranty: yes
[23:47:18]	Ollie Garner has connected.
[23:47:29]	OTA.C14-HAMMER.OWS.20954 used command '/PM bett okay cool but i cant get into the room to deactivate it, and also /setsociostatus green?'.
[23:47:32]	[OOC] Bett Benneck: wonderful, you can get it with /contnet
[23:47:43]	Kevin Maranty used command '/Content'.
[23:47:44]	Bett Benneck used command '/PM hammer /changesociostatus up'.
[23:47:47]	Bett Benneck used command '/PM hammer do that command'.
[23:48:31]	batofmoog (STEAM_0:0:129228860) has disconnected.
[23:48:33]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[23:48:39]	Bett Benneck has spawned 'models/props_c17/FurnitureChair001a.mdl'.
[23:48:51]	Bett Benneck has spawned 'models/Combine_Helicopter/helicopter_bomb01.mdl'.
[23:48:54]	Bett Benneck has spawned 'models/Combine_Helicopter/helicopter_bomb01.mdl'.
[23:49:36]	[LOOC] CCA.C14-UNION.EpU.72633: I wish I could get the guy on holy shit
[23:50:18]	Ollie Garner loaded the character 'Morgan Beck'
[23:50:19]	Morgan Beck entered observer.
[23:51:20]	Morgan Beck exited observer at their location.
[23:51:26]	Morgan Beck entered observer.
[23:51:28]	Morgan Beck exited observer at their location.
[23:51:35]	Morgan Beck entered observer.
[23:51:46]	Morgan Beck exited observer at their location.
[23:51:47]	Morgan Beck entered observer.
[23:53:33]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[23:54:10]	[ME] OTA.C14-HAMMER.OWS.20954: delivers a heavy-handed blow to his skull.
[23:54:12]	OTA.C14-HAMMER.OWS.20954 used command '/RollStat str'.
[23:54:15]	Bett Benneck has taken 36 damage from OTA.C14-HAMMER.OWS.20954.
[23:54:15]	OTA.C14-HAMMER.OWS.20954 has killed Bett Benneck with ix_hands.
[23:54:22]	Morgan Beck exited observer at their location.
[23:54:23]	Morgan Beck entered observer.
[23:54:24]	[OOC] CCA.C14-UNION.EpU.72633: FINISHED BOIS
[23:54:30]	[OOC] Morgan Beck: Fucking finally hoyl shit
[23:54:36]	matt saton loaded the character 'Unknown'
[23:54:37]	Morgan Beck exited observer at their location.
[23:54:40]	Unknown entered observer.
[23:54:41]	[OOC] John Zimmer: ?
[23:54:41]	Unknown exited observer at their location.
[23:54:44]	Unknown entered observer.
[23:54:47]	OTA.C14-HAMMER.OWS.20954 used command '/Radio QZ Sweep commencing.'.
[23:54:48]	Morgan Beck entered observer.
[23:54:48]	Morgan Beck exited observer at their location.
[23:54:54]	Unknown used command '/PlyTransfer unknown citizen'.
[23:55:06]	Evan Miller used command '/CharSetName unknown Evan Miller'.
[23:55:24]	Evan Miller exited observer at their location.
[23:55:24]	Evan Miller entered observer.
[23:55:25]	Evan Miller exited observer at their location.
[23:55:26]	Evan Miller entered observer.
[23:55:27]	[OOC] CCA.C14-UNION.EpU.72633: Bruh using HAMMER as a torture buddy is amazingly affective
[23:55:27]	Evan Miller exited observer at their location.
[23:55:30]	Morgan Beck ran 'View' on item 'UU Brand Cigarette Pack' (#19064)
[23:55:31]	[Y] Evan Miller: NO HURT!
[23:55:32]	Morgan Beck ran 'Take' on item 'UU Brand Cigarette Pack' (#19064)
[23:55:32]	Morgan Beck has gained a 'UU Brand Cigarette' #25672.
[23:55:33]	Morgan Beck ran 'Eat' on item 'UU Brand Cigarette' (#25672)
[23:55:35]	Morgan Beck ran 'View' on item 'UU Brand Cigarette Pack' (#19064)
[23:55:40]	OTA.C14-HAMMER.OWS.20954 used command '/Radio Require shielding to be activated behind me.'.
[23:55:46]	CCA.C14-UNION.EpU.72633 used command '/Radio Copy'.
[23:56:02]	[Y] Evan Miller: No tell! No hurt!
[23:56:20]	Morgan Beck entered observer.
[23:56:22]	Morgan Beck exited observer at their location.
[23:56:34]	Morgan Beck entered observer.
[23:56:35]	Morgan Beck exited observer at their location.
[23:56:36]	batofmoog has connected.
[23:56:53]	Morgan Beck opened the '' #1717 container.
[23:56:54]	Morgan Beck closed the '' #1717 container.
[23:56:58]	Evan Miller used command '/ToggleRaise'.
[23:57:05]	Morgan Beck ran 'Read' on item 'The Black Cat' (#21894)
[23:57:23]	[Y] Morgan Beck: As long as I fucking read, no bad shit will happen around me.
[23:57:32]	Morgan Beck ran 'Read' on item 'The Black Cat' (#21894)
[23:57:37]	CCA.C14-UNION.EpU.72633 used command '/Radio Unit updating 10-20 to Plaza workdesk for stand by. Status is green.'.
[23:57:48]	CCA.C14-UNION.EpU.72633 used command '/ViewObjectives'.
[23:57:52]	batofmoog created the character 'Kevin Maranty'
[23:57:52]	Kevin Maranty has gained a 'Suitcase' #25672.
[23:57:52]	Kevin Maranty has gained a 'Relocation Coupon' #25673.
[23:57:52]	batofmoog loaded the character 'Kevin Maranty'
[23:58:20]	[ME] Evan Miller: would proceed to tie the individual. Would they resist?
[23:58:23]	Morgan Beck entered observer.
[23:58:23]	[LOOC] Evan Miller: voiid that
[23:58:24]	[OOC] John Zimmer: yo epu could you get the new guy his card rq he's asking me how to get on discord
[23:58:25]	[LOOC] Evan Miller: binds
[23:58:28]	[OOC] Evan Miller: fuck, yes
[23:58:29]	Morgan Beck exited observer at their location.
[23:58:30]	[OOC] CCA.C14-UNION.EpU.72633: fine
[23:58:33]	CCA.C14-UNION.EpU.72633 has gained 10 tokens.
[23:58:34]	[OOC] Evan Miller: epu can you grab him his ID lmao
[23:58:39]	[OOC] CCA.C14-UNION.EpU.72633: I am
[23:58:41]	[OOC] Evan Miller: thank you
[23:58:49]	[OOC] Evan Miller: and then you can grab the discord link with the /discord command.
[23:58:51]	[OOC] Morgan Beck: Oh hey! Welcome to the server. You can do /content for our content and /discord for our discord!
[23:59:30]	[LOOC] CCA.C14-UNION.EpU.72633: Do you know how?
[23:59:32]	Kevin Maranty used command '/Apply'.
[23:59:36]	Evan Miller has gained 50 tokens.
[23:59:36]	[LOOC] CCA.C14-UNION.EpU.72633: NOICE
[23:59:54]	Kevin Maranty ran 'drop' on item 'Relocation Coupon' (#25673)
[23:59:54]	Kevin Maranty has lost a 'Relocation Coupon' #25673.
[23:59:59]	CCA.C14-UNION.EpU.72633 ran 'take' on item 'Relocation Coupon' (#25673)
[23:59:59]	CCA.C14-UNION.EpU.72633 has gained a 'Relocation Coupon' #25673.
