[17:03:49]	wheat has connected.
[20:34:06]	Lee Maylor used command '/Event The train rolls down the train track for.. how long has it been? 10 minutes? 3 hours? This thing gives you time dilation. You don't think you've ever been in a razor train.'.
[20:34:39]	Lee Maylor used command '/Event All you know is that it gets warmer, and that these train cars are not air conditioned.'.
[20:35:08]	Lee Maylor used command '/Event Then you hear it. A single *shunk*, and then the screeches of metal. The train is slowing down.'.
[20:35:19]	DRD loaded the character 'CCA.C08-GRID.i1.23710'
[20:35:29]	CCA.C08-GRID.i1.23710 entered observer.
[20:35:30]	Lee Maylor used command '/Event You feel just a little askew. You look, and you see the train is tilted sideways.'.
[20:35:46]	CCA.C08-QrM.98240 has gained 10 tokens.
[20:35:47]	CCA.C08-GRID.i1.23710 ran 'Equip' on item 'USP Match' (#9735)
[20:36:24]	CCA.C08-GRID.i1.23710 exited observer at their location.
[20:36:30]	Lee Maylor used command '/Event It doesn't get better. From there, it tilts more. The screeching gets far worse. The train is falling down.'.
[20:36:49]	[Y] Clarissa Harrison: Ohh shit!
[20:36:51]	Lee Maylor used command '/Event The last thing you hear is a crash.'.
[20:36:58]	[OOC] CCA.C08-GRID.i1.23710: we died
[20:37:10]	[OOC] CCA.C08-QrM.98240: Event over, we're all dead now
[20:37:12]	[OOC] Preobrazhensky Bogolepov: Great event gnight
[20:37:14]	[OOC] Lee Maylor: Those of you who are unblinded, you can do whatever. I will explain what happens to the rest.
[20:37:15]	Kane Davis has taken 2 damage from worldspawn.
[20:37:34]	[OOC] CCA.C08-GRID.i1.23710: sdiuhgosdhodsgil
[20:37:52]	Lee Maylor used command '/Event You crawl out of the train. You think you see someone trapped under.'.
[20:37:57]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:38:00]	CCA.C08-QrM.98240 entered observer.
[20:38:02]	CCA.C08-QrM.98240 exited observer at their location.
[20:38:04]	CCA.C08-GRID.i1.23710 entered observer.
[20:38:05]	[LOOC] Kane Davis: lol ok 
[20:38:09]	[OOC] Clarissa Harrison: so wait am i out of the train???
[20:38:09]	Lee Maylor used command '/Event Looks like a metrocop.'.
[20:38:12]	[OOC] Lee Maylor: yes
[20:38:18]	[OOC] Lee Maylor: if you were unblinded, you made it out.
[20:38:25]	[ME] Kane Davis: crawls slowly out a train window groaning silently.
[20:38:40]	CCA.C08-QrM.98240 entered observer.
[20:38:43]	[ME] Clarissa Harrison: crawls out of the broken window, glass and shattered ceramic surrounding her.
[20:39:44]	[ME] Clarissa Harrison: points. "There's a dead cop there."
[20:39:58]	Lee Maylor used command '/Event The cop doesn't seem dead. You didn't hear that death sound, whatever your citizen self knows it to be.'.
[20:40:19]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[20:40:36]	[ME] Clarissa Harrison: waves. "Hey! Can y'hear me?"
[20:40:44]	[IT] Lee Maylor: No response to the shouting.
[20:40:46]	CCA.C08-QrM.98240 has gained 10 tokens.
[20:40:57]	[ME] Erwin Ramstein: *he'd latch onto the CCA's Arms, attaching himself lightly but with enough applied force to attempt to drag the man out from under the Railway Train.*
[20:41:14]	[IT] Lee Maylor: You drag out one metrocop. Inside, you see another one in there.
[20:41:19]	[ME] Kane Davis: walks over and begins to aid.
[20:41:26]	CCA.C08-GRID.i1.23710 exited observer at their location.
[20:41:29]	[ME] Clarissa Harrison: reaches forward, pulling the second metro cop out.
[20:41:29]	[ME] Erwin Ramstein: *He'd click on his flashlight.*
[20:41:32]	[LOOC] CCA.C08-GRID.i1.23710: hi
[20:41:34]	Clarissa Harrison ran 'Equip' on item 'Pan' (#12426)
[20:41:37]	CCA.C08-GRID.i1.23710 entered observer.
[20:41:37]	CCA.C08-GRID.i1.23710 exited observer at their location.
[20:41:38]	[ME] Erwin Ramstein: *Pulls forward the Second CCA Unit.*
[20:41:41]	CCA.C08-QrM.98240 exited observer at their location.
[20:41:41]	CCA.C08-QrM.98240 entered observer.
[20:41:47]	Preobrazhensky Bogolepov ran 'Toggle' on item 'Hybrid Radio' (#10899)
[20:42:02]	[ME] CCA.C08-QrM.98240: The QrM unit slides out of the train door and simply sits down with his Mp7.
[20:42:04]	CCA.C08-QrM.98240 exited observer at their location.
[20:42:05]	CCA.C08-QrM.98240 entered observer.
[20:42:06]	CCA.C08-QrM.98240 exited observer at their location.
[20:42:07]	CCA.C08-QrM.98240 entered observer.
[20:42:19]	[LOOC] CCA.C08-QrM.98240: Erwin, can you move?
[20:42:22]	[ME] Erwin Ramstein: *he'd assess the Grid Unit.*
[20:42:24]	CCA.C08-QrM.98240 exited observer at their location.
[20:42:25]	CCA.C08-QrM.98240 entered observer.
[20:42:26]	CCA.C08-QrM.98240 exited observer at their location.
[20:42:36]	[ME] Erwin Ramstein: *Are there any Visible Wounds?*
[20:43:03]	[IT] CCA.C08-GRID.i1.23710: Nothing visible, the GRID is fine, relative to what just happened at least.
[20:43:22]	[IT] CCA.C08-QrM.98240: The same can be said for the QrM.
[20:43:32]	Lee Maylor used command '/PM kane You notice some strange trip on the railroad where you just looked a few moments ago.'.
[20:44:14]	Kane Davis used command '/PM lee uhhhh wat?'.
[20:44:36]	Lee Maylor used command '/PM kane On the railroad behind you, where you just looked a minute ago, you notice some strange strip stretched across the track.'.
[20:44:38]	Erwin Ramstein ran 'Equip' on item 'Pan' (#12427)
[20:44:39]	[ME] CCA.C08-QrM.98240: Starts speaking into his radio.
[20:44:54]	Lee Maylor exited observer at their location.
[20:44:54]	Lee Maylor has taken 1 damage from worldspawn.
[20:44:55]	Lee Maylor entered observer.
[20:44:57]	[LOOC] Lee Maylor: ignore me
[20:45:08]	[OOC] Erwin Ramstein: lmfao
[20:45:11]	[OOC] Lee Maylor: doughnut is coming back, just had an internet problem
[20:45:12]	CCA.C08-QrM.98240 used command '/Radio This is QrM.98240 speaking: We appear to be in the wasteland, can anybody hear this transmission?'.
[20:45:19]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[20:45:20]	[Y] Clarissa Harrison: Hey guys.
[20:45:24]	[Y] Erwin Ramstein: Hi?
[20:45:28]	[Y] Clarissa Harrison: There's some kind of lighthouse.
[20:45:35]	Doughnut (STEAM_0:1:127409364) has disconnected (timed out).
[20:45:35]	Lee Maylor has spawned 'models/props_junk/iBeam01a.mdl'.
[20:45:46]	CCA.C08-QrM.98240 has gained 10 tokens.
[20:45:58]	[Y] Erwin Ramstein: City... Ruins?
[20:46:16]	[ME] CCA.C08-GRID.i1.23710: would turn the knob, going through the frequencies
[20:46:25]	[ME] Kane Davis: trips over the door
[20:46:29]	[Y] Kane Davis: Agh!
[20:47:17]	[ME] Kane Davis: stares silently at the poster for a moment.
[20:47:18]	[OOC] CCA.C08-GRID.i1.23710: ignore it
[20:47:42]	Lee Maylor has spawned a 'NPC [237][npc_antlion]'.
[20:48:02]	[ME] Erwin Ramstein: *he'd pick up the Gnome, placing it in his Briefcase.*
[20:48:13]	[LOOC] Lee Maylor: i'll give the item, hold on
[20:48:20]	[LOOC] Erwin Ramstein: lmao you have a gnome item
[20:49:02]	Lee Maylor used command '/PlySearch'.
[20:49:09]	Lee Maylor has gained a 'Garden Gnome' #12430.
[20:49:09]	Lee Maylor used command '/CreateCustomItem Garden Gnome models/props_junk/gnome.mdl Its eyes behold the pain of the void.'.
[20:49:10]	Lee Maylor used command '/PlySearch'.
[20:49:11]	Erwin Ramstein has gained a 'Garden Gnome' #12430.
[20:49:23]	Lee Maylor has spawned a 'NPC [237][npc_vj_hla_antlion]'.
[20:49:26]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:49:31]	[Y] Kane Davis: Jesus!
[20:49:32]	[Y] Clarissa Harrison: Oi, fuck off!
[20:49:39]	[Y] Clarissa Harrison: Git back in your fuckin'.. hole.
[20:49:51]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:50:15]	[Y] CCA.C08-QrM.98240: <:: Come on! ::>
[20:50:19]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[20:50:22]	[LOOC] CCA.C08-GRID.i1.23710: this sign means nothing to me, i can't read
[20:50:36]	CCA.C08-GRID.i1.23710 has taken 43 damage from explosion2.
[20:50:39]	Lee Maylor has spawned a 'NPC [117][npc_vj_hla_antlion]'.
[20:50:42]	[Y] CCA.C08-QrM.98240: <:: Are you stupid?! ::>
[20:50:46]	CCA.C08-QrM.98240 has gained 10 tokens.
[20:50:56]	[Y] CCA.C08-QrM.98240: <:: Civvie! ::>
[20:50:58]	[Y] Kane Davis: We're gonna die down here! We're gonna die!
[20:51:05]	[Y] Clarissa Harrison: Calm down.
[20:51:08]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:51:09]	Clarissa Harrison has taken 12 damage from CCA.C08-QrM.98240.
[20:51:16]	Kane Davis has taken 17 damage from Antlion.
[20:51:16]	CCA.C08-QrM.98240 has taken 17 damage from Antlion.
[20:51:19]	CCA.C08-QrM.98240 has taken 4 damage from CCA.C08-GRID.i1.23710.
[20:51:28]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:51:41]	Lee Maylor has spawned a 'NPC [117][npc_vj_st_zergling]'.
[20:51:43]	Lee Maylor has spawned a 'NPC [237][npc_vj_st_zergling]'.
[20:51:44]	Lee Maylor has spawned a 'NPC [253][npc_vj_st_zergling]'.
[20:51:46]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:51:55]	[OOC] CCA.C08-GRID.i1.23710: ZERGY WERGY UWU
[20:52:23]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:52:55]	[ME] CCA.C08-QrM.98240: Holds out a hand to the civvie
[20:53:02]	Lee Maylor used command '/ToggleRaise'.
[20:53:04]	[ME] Erwin Ramstein: *He'd extend his arm and hand*
[20:53:17]	Lee Maylor exited observer at their location.
[20:53:17]	Lee Maylor has taken 1 damage from worldspawn.
[20:53:18]	Lee Maylor has taken 1 damage from worldspawn.
[20:53:19]	Lee Maylor has taken 1 damage from worldspawn.
[20:53:19]	Lee Maylor entered observer.
[20:53:25]	[Y] CCA.C08-GRID.i1.23710: <:: SNIPER! ::>
[20:53:28]	[ME] CCA.C08-QrM.98240: Holds out his hand to another civv-
[20:53:32]	[Y] CCA.C08-GRID.i1.23710: <:: DOWN HERE. ::>
[20:53:32]	Royal Rouge has connected.
[20:53:33]	Lee Maylor used command '/ToggleRaise'.
[20:53:38]	[Y] Clarissa Harrison: Hit the deck!
[20:53:43]	Doughnut has connected.
[20:53:49]	[Y] Kane Davis: Who can be shooting at us with a sniper?!
[20:53:58]	[Y] CCA.C08-QrM.98240: <:: Good question! ::>
[20:54:14]	Lee Maylor used command '/ToggleRaise'.
[20:54:23]	CCA.C08-GRID.i1.23710 has taken 50 damage from Lee Maylor.
[20:54:31]	CCA.C08-QrM.98240 has taken 50 damage from Lee Maylor.
[20:54:53]	CCA.C08-GRID.i1.23710 has taken 50 damage from Lee Maylor.
[20:55:02]	[Y] Kane Davis: Over there!
[20:55:05]	[Y] CCA.C08-QrM.98240: <:: FUCKING SHIT. ::>
[20:55:19]	Royal Rouge created the character 'Amelia Redd'
[20:55:19]	Amelia Redd has gained a 'Suitcase' #12431.
[20:55:19]	Amelia Redd has gained a 'Relocation Coupon' #12432.
[20:55:19]	Amelia Redd has gained a 'Green Citizen Suit' #12433.
[20:55:19]	Amelia Redd has gained a 'Citizen Filter' #12434.
[20:55:19]	Royal Rouge loaded the character 'Amelia Redd'
[20:55:19]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:19]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[20:55:20]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:21]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:21]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:22]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:23]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:24]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:24]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:25]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:25]	[OOC] Lee Maylor: Welcome!
[20:55:26]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:27]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:27]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:28]	[OOC] Amelia Redd: I'm dying.
[20:55:28]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:29]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:30]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:30]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:31]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:32]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:33]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:34]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:34]	Doughnut loaded the character 'Preobrazhensky Bogolepov'
[20:55:34]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:34]	[OOC] Clarissa Harrison: Aren't we all?
[20:55:35]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:36]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:37]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:37]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:38]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:39]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:40]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:40]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:41]	[OOC] Lee Maylor: go ahead and put on your suit and your filters, you actually came on during an event!
[20:55:41]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:42]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:43]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:43]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:44]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:45]	[OOC] Preobrazhensky Bogolepov: new person hello
[20:55:45]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:46]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:46]	CCA.C08-QrM.98240 has gained 10 tokens.
[20:55:46]	Amelia Redd ran 'Equip' on item 'Green Citizen Suit' (#12433)
[20:55:46]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:47]	Amelia Redd has taken 1 damage from worldspawn.
[20:55:47]	Amelia Redd ran 'equip' on item 'Citizen Filter' (#12434)
[20:55:52]	Lee Maylor has spawned a 'NPC [279][npc_vj_st_mutalisk]'.
[20:55:56]	[LOOC] Preobrazhensky Bogolepov: follow me my child
[20:56:02]	[LOOC] Amelia Redd: Well what is going on lol
[20:56:06]	[LOOC] Preobrazhensky Bogolepov: an event
[20:56:09]	Clarissa Harrison has taken 45 damage from Mutalisk.
[20:56:09]	Kane Davis has taken 45 damage from Mutalisk.
[20:56:11]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:56:11]	[LOOC] Amelia Redd: what is the event about
[20:56:12]	[Y] Clarissa Harrison: Fuck!
[20:56:13]	Erwin Ramstein has taken 50 damage from Mutalisk.
[20:56:28]	CCA.C08-GRID.i1.23710 has taken 100 damage from holdout_elevator_1.
[20:56:28]	CCA.C08-GRID.i1.23710 has taken 100 damage from holdout_elevator_1.
[20:56:28]	CCA.C08-GRID.i1.23710 has taken 100 damage from holdout_elevator_1.
[20:56:29]	holdout_elevator_1 has killed CCA.C08-GRID.i1.23710.
[20:56:31]	[OOC] Erwin Ramstein: lmao
[20:56:32]	Preobrazhensky Bogolepov ran 'Equip' on item 'Shovel' (#10654)
[20:56:33]	Clarissa Harrison has taken 39 damage from Mutalisk.
[20:56:33]	CCA.C08-QrM.98240 has taken 39 damage from Mutalisk.
[20:56:33]	Preobrazhensky Bogolepov used command '/ToggleRaise'.
[20:56:34]	Clarissa Harrison has taken 50 damage from Mutalisk.
[20:56:34]	CCA.C08-QrM.98240 has taken 50 damage from Mutalisk.
[20:56:38]	CCA.C08-GRID.i1.23710 entered observer.
[20:56:39]	Clarissa Harrison has taken 12 damage from CCA.C08-QrM.98240.
[20:56:39]	Clarissa Harrison has taken 12 damage from CCA.C08-QrM.98240.
[20:56:39]	Clarissa Harrison has taken 12 damage from CCA.C08-QrM.98240.
[20:56:43]	[LOOC] CCA.C08-QrM.98240: Missclick
[20:56:46]	CCA.C08-GRID.i1.23710 ran 'Equip' on item 'SPAS-12' (#9734)
[20:56:53]	CCA.C08-GRID.i1.23710 ran 'Equip' on item 'USP Match' (#9735)
[20:57:02]	[Y] CCA.C08-QrM.98240: <:: Just wait here! ::>
[20:57:03]	CCA.C08-GRID.i1.23710 exited observer at their location.
[20:57:10]	matt saton created the character 'Unknown #​1'
[20:57:10]	Unknown #​1 has gained a 'Suitcase' #12434.
[20:57:10]	Unknown #​1 has gained a 'Relocation Coupon' #12435.
[20:57:10]	Unknown #​1 has gained a 'Cyclopic Citizen Suit' #12436.
[20:57:10]	Unknown #​1 has gained a 'Citizen Filter' #12437.
[20:57:15]	matt saton loaded the character 'Unknown #​1'
[20:57:15]	Unknown #​1 has taken 1 damage from worldspawn.
[20:57:15]	Unknown #​1 entered observer.
[20:57:18]	Unknown #​1 ran 'Equip' on item 'Cyclopic Citizen Suit' (#12436)
[20:57:19]	Unknown #​1 ran 'equip' on item 'Citizen Filter' (#12437)
[20:58:31]	Erwin Ramstein ran 'equip' on item 'Citizen Filter' (#11786)
[20:58:53]	Unknown #​1 used command '/CharSetModel unknown models/nasca/hl2/cmb/male_cp_penal4_pm.mdl'.
[20:58:53]	CCA.C08-QrM.98240 ran 'EquipUn' on item 'USP Match' (#10354)
[20:58:54]	CCA.C08-QrM.98240 ran 'Equip' on item '357' (#10719)
[20:58:55]	Unknown #​1 exited observer at their location.
[20:59:00]	CCA.C08-QrM.98240 ran 'EquipUn' on item '357' (#10719)
[20:59:01]	Unknown #​1 used command '/CharSetModel unknown models/nasca/hl2/cmb/male_cp_penal4.mdl'.
[20:59:01]	CCA.C08-QrM.98240 ran 'Equip' on item 'USP Match' (#10354)
[20:59:20]	Unknown #​1 entered observer.
[20:59:22]	[Y] CCA.C08-QrM.98240: <:: Come on! ::>
[20:59:41]	Unknown #​1 has spawned a 'NPC [388][npc_zombie]'.
[20:59:42]	[Y] CCA.C08-QrM.98240: <:: Move it! ::>
[20:59:46]	CCA.C08-GRID.i1.23710 used command '/ToggleRaise'.
[20:59:50]	[Y] Kane Davis: I can't see anything in there!
[20:59:51]	Unknown #​1 has gained a 'Flashlight' #12437.
[20:59:51]	Unknown #​1 used command '/CharGiveItem unknown flashlight'.
[20:59:56]	Unknown #​1 used command '/CharGiveFlag unknown petncrC'.
[21:00:00]	Erwin Ramstein ran 'take' on item 'Scrap Metal' (#12438)
[21:00:00]	Erwin Ramstein has gained a 'Scrap Metal' #12438.
[21:00:05]	Unknown #​1 exited observer at their location.
[21:00:05]	Erwin Ramstein ran 'equip' on item 'Citizen Filter' (#11529)
[21:00:06]	Erwin Ramstein ran 'equip' on item 'Citizen Filter' (#11528)
[21:00:07]	Erwin Ramstein ran 'equip' on item 'Citizen Filter' (#11532)
[21:00:07]	Erwin Ramstein ran 'equip' on item 'Citizen Filter' (#11541)
[21:00:07]	Unknown #​1 entered observer.
[21:00:08]	Erwin Ramstein ran 'equip' on item 'Citizen Filter' (#11530)
[21:00:08]	Unknown #​1 exited observer at their location.
[21:00:08]	Erwin Ramstein ran 'equip' on item 'Citizen Filter' (#11531)
[21:00:19]	CCA.C08-GRID.i1.23710 has gained 10 tokens.
[21:00:22]	Unknown #​1 entered observer.
[21:00:40]	Unknown #​1 exited observer at their location.
[21:00:46]	CCA.C08-QrM.98240 has gained 10 tokens.
[21:00:47]	Unknown #​1 entered observer.
[21:00:53]	Unknown #​1 has spawned a 'NPC [388][npc_poisonzombie]'.
[21:00:56]	Preobrazhensky Bogolepov used command '/ToggleRaise'.
[21:01:02]	Unknown #​1 has spawned a 'NPC [388][npc_poisonzombie]'.
[21:01:04]	Unknown #​1 has spawned a 'NPC [395][npc_fastzombie]'.
[21:01:10]	Erwin Ramstein has gained 10 tokens.
[21:01:12]	Unknown #​1 used command '/ToggleRaise'.
[21:01:13]	Unknown #​1 exited observer at their location.
[21:01:16]	Unknown #​1 entered observer.
[21:01:18]	Erwin Ramstein has gained 30 tokens.
[21:01:25]	Erwin Ramstein has taken 5 damage from npc_headcrab_poison.
[21:01:25]	Erwin Ramstein has taken 244 damage from npc_headcrab_poison.
[21:01:28]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:29]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:30]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:31]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:32]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:32]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:33]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:34]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:35]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:35]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:36]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:37]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:37]	[Y] CCA.C08-GRID.i1.23710: <:: WHO'S THERE?! ::>
[21:01:38]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:38]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:39]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:40]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:40]	Unknown #​1 exited observer at their location.
[21:01:41]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:41]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:42]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:43]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:44]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:44]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:45]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:46]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:47]	Clarissa Harrison has taken 1 damage from worldspawn.
[21:01:47]	Clarissa Harrison ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#11420)
[21:01:47]	Clarissa Harrison has taken 1 damage from worldspawn.
