[11:06:46]	Nums has connected.
[15:52:38]	James McKay has lost a 'Power Supply Unit' #29569.
[15:53:18]	[OOC] Jonathan Jackson: no question
[15:53:29]	[OOC] Denford F. MacMillian: The question........
[15:53:32]	James McKay has gained a 'A Roll of Toilet Paper' #29570.
[15:53:33]	[OOC] Jonathan Jackson: I feel like he is always afk
[15:53:35]	James McKay ran 'drop' on item 'A Roll of Toilet Paper' (#29570)
[15:53:35]	James McKay has lost a 'A Roll of Toilet Paper' #29570.
[15:53:42]	James McKay has gained a 'Pack of Nails' #29571.
[15:53:43]	[OOC] Denford F. MacMillian: Probably is.
[15:53:44]	James McKay ran 'drop' on item 'Pack of Nails' (#29571)
[15:53:44]	James McKay has lost a 'Pack of Nails' #29571.
[15:54:49]	James McKay has gained a 'Empty Soda Bottle' #29572.
[15:54:54]	James McKay ran 'drop' on item 'Empty Soda Bottle' (#29572)
[15:54:54]	James McKay has lost a 'Empty Soda Bottle' #29572.
[15:55:05]	James McKay has gained a 'Power Supply Unit' #29573.
[15:55:06]	James McKay ran 'drop' on item 'Power Supply Unit' (#29573)
[15:55:06]	James McKay has lost a 'Power Supply Unit' #29573.
[15:55:11]	James McKay destroyed a 'Rope' #29361.
[15:55:13]	James McKay destroyed a 'Raw Headcrab Meat' #29399.
[15:55:14]	James McKay destroyed a 'Empty Bleach Bottle' #29533.
[15:55:15]	James McKay destroyed a 'Scrap Plastic' #29391.
[15:55:19]	James McKay destroyed a 'Boot' #29397.
[15:55:20]	James McKay destroyed a 'Silicone Tube' #29368.
[15:55:25]	James McKay has gained a 'Empty Chinese Takeout' #29574.
[15:55:27]	James McKay ran 'drop' on item 'Empty Chinese Takeout' (#29574)
[15:55:27]	James McKay has lost a 'Empty Chinese Takeout' #29574.
[15:55:33]	James McKay has gained a 'Empty Consulate Water Can' #29575.
[15:55:35]	James McKay ran 'drop' on item 'Empty Consulate Water Can' (#29575)
[15:55:35]	James McKay has lost a 'Empty Consulate Water Can' #29575.
[15:55:46]	James McKay has gained a 'Corrugated Hose' #29576.
[15:55:48]	James McKay ran 'drop' on item 'Corrugated Hose' (#29576)
[15:55:48]	James McKay has lost a 'Corrugated Hose' #29576.
[15:56:02]	[OOC] Denford F. MacMillian: Me when the Citizen.
[15:56:05]	Denford F. MacMillian used command '/CharFallOver'.
[15:56:06]	Denford F. MacMillian used command '/CharGetUp'.
[15:56:07]	Denford F. MacMillian used command '/CharGetUp'.
[15:56:08]	Denford F. MacMillian used command '/CharGetUp'.
[15:56:08]	Denford F. MacMillian used command '/CharGetUp'.
[15:56:09]	James McKay has gained a 'Bolts' #29577.
[15:56:09]	Denford F. MacMillian used command '/CharGetUp'.
[15:56:10]	Denford F. MacMillian used command '/CharGetUp'.
[15:56:10]	James McKay ran 'drop' on item 'Bolts' (#29577)
[15:56:10]	James McKay has lost a 'Bolts' #29577.
[15:56:11]	Denford F. MacMillian used command '/CharGetUp'.
[15:56:14]	Denford F. MacMillian used command '/CharGetUp'.
[15:56:19]	James McKay has gained a 'AA Battery' #29578.
[15:56:20]	James McKay ran 'drop' on item 'AA Battery' (#29578)
[15:56:20]	James McKay has lost a 'AA Battery' #29578.
[15:57:13]	James McKay has gained a 'Empty Sparkling Consulate Water Can' #29579.
[15:57:14]	James McKay ran 'drop' on item 'Empty Sparkling Consulate Water Can' (#29579)
[15:57:14]	James McKay has lost a 'Empty Sparkling Consulate Water Can' #29579.
[15:58:00]	James McKay ran 'EquipUn' on item 'Infestation Control Suit' (#29455)
[15:58:00]	James McKay has taken 1 damage from worldspawn.
[15:58:00]	James McKay ran 'Equip' on item 'Green Citizen Suit' (#27126)
[15:58:06]	James McKay used command '/CharDesc'.
[15:58:35]	James McKay used command '/CharDesc A Well built man standing at around 6'3" | Wears a Standard Green Citizen Uniform | Speaks in a thick scottish accent | A large scar across the right side of his face |'.
[15:58:38]	James McKay ran 'EquipUn' on item 'Pipe' (#29537)
[15:58:42]	James McKay used command '/CharDesc'.
[15:58:55]	James McKay used command '/CharDesc [Suit ON Identity Hidden] A Well built man standing at around 6'3" | Wears a Standard Green Citizen Uniform | Speaks in a thick scottish accent | A large scar across the right side of his face |'.
[15:59:19]	James McKay ran 'View' on item 'Paper' (#28729)
[16:00:01]	James McKay opened the '' #2478 container.
[16:00:03]	James McKay closed the '' #2478 container.
[16:00:05]	James McKay ran 'View' on item 'Notepad' (#17310)
[16:01:33]	DRD has connected.
[16:01:42]	[OOC] Jonathan Jackson: he hath returned
[16:01:48]	[OOC] Denford F. MacMillian: hathh
[16:02:03]	[OOC] Jonathan Jackson: I will fucking rob this place and take everything
[16:02:07]	James McKay ran 'EquipUn' on item 'Green Citizen Suit' (#27126)
[16:02:08]	James McKay ran 'Equip' on item 'Infestation Control Suit' (#29455)
[16:02:12]	[OOC] Jonathan Jackson: give me my supplies 
[16:02:15]	[OOC] Jonathan Jackson: q return now
[16:02:23]	James McKay has gained a 'Broken Clock' #29580.
[16:02:25]	James McKay ran 'drop' on item 'Broken Clock' (#29580)
[16:02:25]	James McKay has lost a 'Broken Clock' #29580.
[16:02:36]	James McKay used command '/CharDesc'.
[16:02:47]	DRD loaded the character 'Hollie Reynolds'
[16:02:47]	Hollie Reynolds has taken 1 damage from worldspawn.
[16:02:48]	Hollie Reynolds has taken 1 damage from worldspawn.
[16:02:49]	Hollie Reynolds has taken 1 damage from worldspawn.
[16:02:50]	Hollie Reynolds has taken 1 damage from worldspawn.
[16:02:50]	Hollie Reynolds entered observer.
[16:03:08]	James McKay used command '/CharDesc [Suit ON Identity Hidden] [UU Symbols Torn Off] A Well built man standing at around 6'3" | Wears a Torn ICT Uniform | Combat Knife Sheathed ] Speaks in a thick scottish accent | A large scar across the right side of his face |'.
[16:03:13]	James McKay used command '/CharDesc'.
[16:03:20]	James McKay used command '/CharDesc [Suit ON Identity Hidden] [UU Symbols Torn Off] A Well built man standing at around 6'3" | Wears a Torn ICT Uniform | Combat Knife Sheathed | Speaks in a thick scottish accent | A large scar across the right side of his face |'.
[16:03:23]	Denford F. MacMillian has taken 1 damage from worldspawn.
[16:03:24]	Denford F. MacMillian has taken 1 damage from worldspawn.
[16:03:24]	James McKay has gained a 'Power Supply Unit' #29581.
[16:03:25]	Denford F. MacMillian has taken 1 damage from worldspawn.
[16:03:25]	Denford F. MacMillian has taken 1 damage from worldspawn.
[16:03:26]	James McKay ran 'drop' on item 'Power Supply Unit' (#29581)
[16:03:26]	James McKay has lost a 'Power Supply Unit' #29581.
[16:03:26]	Denford F. MacMillian has taken 1 damage from worldspawn.
[16:03:27]	Denford F. MacMillian has taken 1 damage from worldspawn.
[16:03:28]	Denford F. MacMillian has taken 1 damage from worldspawn.
[16:03:28]	Denford F. MacMillian has taken 1 damage from worldspawn.
[16:03:29]	Denford F. MacMillian has taken 1 damage from worldspawn.
[16:03:30]	Denford F. MacMillian has taken 1 damage from worldspawn.
[16:03:34]	Denford F. MacMillian used the 'Shopkeeper Jim' vendor.
[16:03:36]	James McKay has gained a 'Broken Clock' #29582.
[16:03:37]	Denford F. MacMillian has lost 2 tokens.
[16:03:37]	Denford F. MacMillian has gained a 'Citizen Filter' #29583.
[16:03:37]	Denford F. MacMillian has lost 2 tokens.
[16:03:37]	Denford F. MacMillian has gained a 'Citizen Filter' #29584.
[16:03:38]	James McKay ran 'drop' on item 'Broken Clock' (#29582)
[16:03:38]	James McKay has lost a 'Broken Clock' #29582.
[16:03:43]	Denford F. MacMillian ran 'equip' on item 'Citizen Filter' (#29583)
[16:03:47]	James McKay has gained a 'Power Supply Unit' #29585.
[16:03:50]	James McKay ran 'drop' on item 'Power Supply Unit' (#29585)
[16:03:50]	James McKay has lost a 'Power Supply Unit' #29585.
[16:04:03]	James McKay has gained a 'Empty Consulate Water Can' #29586.
[16:04:05]	James McKay ran 'drop' on item 'Empty Consulate Water Can' (#29586)
[16:04:05]	James McKay has lost a 'Empty Consulate Water Can' #29586.
[16:04:42]	James McKay has gained a 'Armor Scraps' #29587.
[16:04:45]	James McKay ran 'combine' on item 'Suitcase' (#27128)
[16:04:52]	James McKay ran 'take' on item 'Antlion Carapace' (#29388)
[16:04:52]	James McKay has gained a 'Antlion Carapace' #29388.
[16:05:00]	James McKay has gained a 'Sewn Cloth' #29588.
[16:05:08]	DRD loaded the character 'Major-General Sir Issac Brock KB'
[16:05:09]	Major-General Sir Issac Brock KB has taken 25 damage from worldspawn.
[16:05:10]	Major-General Sir Issac Brock KB entered observer.
[16:05:13]	James McKay opened the '' #2756 container.
[16:05:15]	James McKay closed the '' #2756 container.
[16:05:18]	Major-General Sir Issac Brock KB used command '/PM JAMES stand by for tp'.
[16:05:18]	[OOC] Denford F. MacMillian: SIr Issac, the final boss.
[16:05:25]	James McKay has gained a 'Empty Paint Can' #29589.
[16:05:27]	James McKay ran 'drop' on item 'Empty Paint Can' (#29589)
[16:05:27]	James McKay has lost a 'Empty Paint Can' #29589.
[16:05:30]	Major-General Sir Issac Brock KB exited observer at their location.
[16:05:37]	[LOOC] Major-General Sir Issac Brock KB: ACK
[16:05:43]	Major-General Sir Issac Brock KB entered observer.
[16:05:49]	[LOOC] Denford F. MacMillian: we're gonna throw hands.
[16:05:50]	[LOOC] James McKay: So, yeah I need my char reset
[16:05:57]	[OOC] Denford F. MacMillian: TP me back, Andrew.
[16:06:01]	[OOC] Denford F. MacMillian: We're gonna throw hands.
[16:06:02]	Major-General Sir Issac Brock KB exited observer at their location.
[16:06:05]	[OOC] James McKay: Why tho
[16:06:11]	[LOOC] Major-General Sir Issac Brock KB: okay so
[16:06:14]	[LOOC] James McKay: Yeah all my skills are 0 for some reason
[16:06:16]	[OOC] Jonathan Jackson: attack
[16:06:20]	[LOOC] Major-General Sir Issac Brock KB: to do that i have to clone all of your stuff
[16:06:24]	[LOOC] Major-General Sir Issac Brock KB: empty your inventory
[16:06:26]	[LOOC] James McKay: Yeah thats fine
[16:06:28]	James McKay ran 'drop' on item 'Combat Knife' (#23517)
[16:06:28]	James McKay has lost a 'Combat Knife' #23517.
[16:06:28]	James McKay ran 'drop' on item 'Blue Pre-War Shirt' (#29440)
[16:06:28]	James McKay has lost a 'Blue Pre-War Shirt' #29440.
[16:06:29]	James McKay ran 'drop' on item 'Insulating Tape' (#29530)
[16:06:29]	James McKay has lost a 'Insulating Tape' #29530.
[16:06:30]	James McKay ran 'drop' on item 'Small Thermos' (#29548)
[16:06:30]	James McKay has lost a 'Small Thermos' #29548.
[16:06:30]	James McKay ran 'drop' on item 'Pipe' (#29537)
[16:06:30]	James McKay has lost a 'Pipe' #29537.
[16:06:31]	James McKay ran 'drop' on item 'Sewn Cloth' (#29588)
[16:06:31]	James McKay has lost a 'Sewn Cloth' #29588.
[16:06:31]	James McKay ran 'drop' on item 'Armor Scraps' (#29587)
[16:06:31]	James McKay has lost a 'Armor Scraps' #29587.
[16:06:32]	James McKay ran 'drop' on item 'Antlion Carapace' (#29388)
[16:06:32]	James McKay has lost a 'Antlion Carapace' #29388.
[16:06:32]	James McKay ran 'drop' on item 'Nylon Cord' (#29196)
[16:06:32]	James McKay has lost a 'Nylon Cord' #29196.
[16:06:33]	James McKay ran 'drop' on item 'Infestation Control Suit' (#29455)
[16:06:33]	James McKay has lost a 'Infestation Control Suit' #29455.
[16:06:34]	James McKay ran 'drop' on item 'Piece of Plexiglass' (#29508)
[16:06:34]	James McKay has lost a 'Piece of Plexiglass' #29508.
[16:06:34]	James McKay ran 'drop' on item 'Citizen ID' (#27585)
[16:06:34]	James McKay has lost a 'Citizen ID' #27585.
[16:06:35]	James McKay ran 'drop' on item 'Green Citizen Suit' (#27126)
[16:06:35]	James McKay has lost a 'Green Citizen Suit' #27126.
[16:06:35]	James McKay ran 'drop' on item 'Suitcase' (#27128)
[16:06:35]	James McKay has lost a 'Suitcase' #27128.
[16:06:35]	James McKay has lost a 'Citizen Filter' #29532.
[16:06:35]	James McKay has lost a 'Standard Grade Food Product (Water Flavor)' #25918.
[16:06:35]	James McKay has lost a 'First Aid Kit' #29541.
[16:06:35]	James McKay has lost a 'Minimum Grade Supplements (No Flavor)' #29568.
[16:06:35]	James McKay has lost a 'Screwdriver' #29444.
[16:06:36]	Major-General Sir Issac Brock KB has spawned a 'Entity [4471][ix_antlionnest]'.
[16:06:38]	Major-General Sir Issac Brock KB has spawned a 'Entity [4472][ix_airvent]'.
[16:06:44]	Major-General Sir Issac Brock KB ran 'take' on item 'Suitcase' (#27128)
[16:06:44]	Major-General Sir Issac Brock KB has gained a 'Suitcase' #27128.
[16:06:44]	Major-General Sir Issac Brock KB has gained a 'Citizen Filter' #29532.
[16:06:44]	Major-General Sir Issac Brock KB has gained a 'Standard Grade Food Product (Water Flavor)' #25918.
[16:06:44]	Major-General Sir Issac Brock KB has gained a 'First Aid Kit' #29541.
[16:06:44]	Major-General Sir Issac Brock KB has gained a 'Minimum Grade Supplements (No Flavor)' #29568.
[16:06:44]	Major-General Sir Issac Brock KB has gained a 'Screwdriver' #29444.
[16:06:50]	Major-General Sir Issac Brock KB ran 'drop' on item 'Suitcase' (#27128)
[16:06:50]	Major-General Sir Issac Brock KB has lost a 'Suitcase' #27128.
[16:06:50]	Major-General Sir Issac Brock KB has lost a 'Citizen Filter' #29532.
[16:06:50]	Major-General Sir Issac Brock KB has lost a 'Standard Grade Food Product (Water Flavor)' #25918.
[16:06:50]	Major-General Sir Issac Brock KB has lost a 'First Aid Kit' #29541.
[16:06:50]	Major-General Sir Issac Brock KB has lost a 'Minimum Grade Supplements (No Flavor)' #29568.
[16:06:50]	Major-General Sir Issac Brock KB has lost a 'Screwdriver' #29444.
[16:06:59]	James McKay ran 'take' on item 'Sewn Cloth' (#29588)
[16:06:59]	James McKay has gained a 'Sewn Cloth' #29588.
[16:07:00]	Major-General Sir Issac Brock KB entered observer.
[16:07:01]	James McKay ran 'drop' on item 'Sewn Cloth' (#29588)
[16:07:01]	James McKay has lost a 'Sewn Cloth' #29588.
[16:07:17]	Denford F. MacMillian ran 'View' on item 'Paper' (#28729)
[16:08:16]	[LOOC] Major-General Sir Issac Brock KB: idk
[16:08:27]	Major-General Sir Issac Brock KB used command '/ToggleRaise'.
[16:08:29]	Major-General Sir Issac Brock KB destroyed a 'Infestation Control Suit' #29455.
[16:08:29]	Major-General Sir Issac Brock KB destroyed a 'Pipe' #29537.
[16:08:29]	Major-General Sir Issac Brock KB destroyed a 'Sewn Cloth' #29588.
[16:08:29]	Major-General Sir Issac Brock KB destroyed a 'Antlion Carapace' #29388.
[16:08:29]	Major-General Sir Issac Brock KB destroyed a 'Piece of Plexiglass' #29508.
[16:08:29]	Major-General Sir Issac Brock KB destroyed a 'Citizen ID' #27585.
[16:08:29]	Major-General Sir Issac Brock KB destroyed a 'Armor Scraps' #29587.
[16:08:29]	Major-General Sir Issac Brock KB destroyed a 'Insulating Tape' #29530.
[16:08:34]	Finan O'Conall opened the '' #2778 container.
[16:08:36]	Major-General Sir Issac Brock KB destroyed a 'Small Thermos' #29548.
[16:08:37]	Finan O'Conall closed the '' #2778 container.
[16:08:38]	Major-General Sir Issac Brock KB exited observer at their location.
[16:08:46]	Major-General Sir Issac Brock KB ran 'take' on item 'Suitcase' (#29590)
[16:08:46]	Major-General Sir Issac Brock KB has gained a 'Suitcase' #29590.
[16:08:46]	Finan O'Conall opened the '' #2778 container.
[16:08:48]	Finan O'Conall has gained a 'Metal Gas Can' #28947.
[16:08:49]	Major-General Sir Issac Brock KB ran 'drop' on item 'Suitcase' (#29590)
[16:08:49]	Major-General Sir Issac Brock KB has lost a 'Suitcase' #29590.
[16:08:50]	Finan O'Conall closed the '' #2778 container.
[16:08:53]	Finan O'Conall opened the '' #2778 container.
[16:08:55]	Finan O'Conall has gained a 'Metal Gas Can' #28974.
[16:08:57]	Finan O'Conall has gained a 'UU Brand Bandage' #29423.
[16:08:59]	Finan O'Conall closed the '' #2778 container.
[16:09:21]	Finan O'Conall ran 'take' on item 'Scrap Metal' (#29534)
[16:09:40]	Painevan created the character 'Zombie'
[16:09:42]	Major-General Sir Issac Brock KB entered observer.
[16:09:45]	Major-General Sir Issac Brock KB exited observer at their location.
[16:09:46]	Major-General Sir Issac Brock KB has taken 346 damage from worldspawn.
[16:09:50]	James C. Mckay has gained a 'Green Citizen Suit' #29603.
[16:09:50]	James C. Mckay has gained a 'Citizen Filter' #29604.
[16:09:50]	Bean created the character 'James C. Mckay'
[16:09:50]	James C. Mckay has gained a 'Suitcase' #29605.
[16:09:50]	James C. Mckay has gained a 'Relocation Coupon' #29606.
[16:09:50]	Major-General Sir Issac Brock KB entered observer.
[16:09:51]	Major-General Sir Issac Brock KB exited observer at their location.
[16:09:53]	Major-General Sir Issac Brock KB entered observer.
[16:09:53]	Major-General Sir Issac Brock KB exited observer at their location.
[16:09:57]	[OOC] Jonathan Jackson: I must create more existant people
[16:09:57]	Major-General Sir Issac Brock KB entered observer.
[16:10:01]	Bean loaded the character 'James C. Mckay'
[16:10:02]	Major-General Sir Issac Brock KB exited observer at their location.
[16:10:03]	Major-General Sir Issac Brock KB entered observer.
[16:10:04]	Painevan loaded the character 'Zombie'
[16:10:06]	Major-General Sir Issac Brock KB exited observer at their location.
[16:10:07]	[OOC] Denford F. MacMillian: Fight me.
[16:10:11]	Major-General Sir Issac Brock KB has taken 19 damage from worldspawn.
[16:10:11]	Major-General Sir Issac Brock KB entered observer.
[16:10:11]	Major-General Sir Issac Brock KB exited observer at their location.
[16:10:14]	[OOC] James C. Mckay: K made the new one
[16:10:15]	James C. Mckay has taken 1 damage from worldspawn.
[16:10:16]	James C. Mckay has taken 1 damage from worldspawn.
[16:10:20]	Major-General Sir Issac Brock KB entered observer.
[16:10:25]	Major-General Sir Issac Brock KB exited observer at their location.
[16:10:25]	[OOC] Denford F. MacMillian: zombie :0
[16:10:26]	Major-General Sir Issac Brock KB entered observer.
[16:10:31]	Finan O'Conall destroyed a 'Empty Sparkling Consulate Water Can' #29579.
[16:10:33]	Finan O'Conall destroyed a 'Scrap Electronics' #29607.
[16:10:34]	Finan O'Conall destroyed a 'Broken LCD Monitor' #29602.
[16:10:35]	Finan O'Conall destroyed a 'A Roll of Toilet Paper' #29570.
[16:10:36]	Finan O'Conall destroyed a 'Scrap Glass' #29517.
[16:10:41]	Finan O'Conall destroyed a 'Graphics Card' #29535.
[16:10:43]	Finan O'Conall destroyed a 'Scrap Electronics' #29558.
[16:10:44]	[OOC] Zombie: and then he said it's zombin time
[16:10:46]	Finan O'Conall destroyed a 'Empty Chinese Takeout' #29574.
[16:10:50]	James C. Mckay ran 'drop' on item 'Relocation Coupon' (#29606)
[16:10:50]	James C. Mckay has lost a 'Relocation Coupon' #29606.
[16:10:52]	[OOC] Denford F. MacMillian: zom
[16:10:55]	Major-General Sir Issac Brock KB ran 'take' on item 'Relocation Coupon' (#29606)
[16:10:55]	Major-General Sir Issac Brock KB has gained a 'Relocation Coupon' #29606.
[16:10:56]	Finan O'Conall destroyed a 'Pack of Nails' #29271.
