[00:46:29]	Bean has connected.
[14:53:17]	[OOC] PFC Emily Brown: theres 2 emilys from the universe shift thing
[14:53:18]	[ME] Steven Armstrong: reaches up, grabs the ledge, and pulls himself up.
[14:53:20]	[OOC] Ethan King: oh 
[14:53:21]	[OOC] PFC Emily Brown: people duplicated
[14:53:21]	[OOC] Ethan King: Gotcha 
[14:53:26]	Steven Armstrong opened the '' #2532 container.
[14:53:28]	Steven Armstrong closed the '' #2532 container.
[14:53:35]	[OOC] PFC Emily Brown: one owns a kiosk in district 1 and the other is a conscript
[14:53:56]	[ME] Steven Armstrong: cracks his knuckles and grabs the sides, attempting to yank it down. (10/10 strength moment)
[14:53:56]	Steven Armstrong opened the '' #2532 container.
[14:53:56]	Steven Armstrong closed the '' #2532 container.
[14:54:01]	CCA.C17-UNION.i5.12391 used command '/Radio Reporting, No sign of the person who used the elevator'.
[14:54:07]	[IT] Alex Palovichov: The cabinet doesn't budge
[14:54:25]	Steven Armstrong opened the '' #2532 container.
[14:54:26]	Steven Armstrong closed the '' #2532 container.
[14:54:54]	[ME] CCA.C17-UNION.i5.12391: holds her hands out so Alex can step on it
[14:55:05]	Steven Armstrong opened the '' #2532 container.
[14:55:05]	Steven Armstrong closed the '' #2532 container.
[14:55:09]	[ME] Alex Palovichov: Steps onto her hand, boosting himself up onto the ledge
[14:55:14]	[OOC] Ethan King: afk 
[14:55:48]	[ME] Steven Armstrong: grabs the top angle, getting ready to yank it free of it's wedging.
[14:55:52]	[ME] Alex Palovichov: Puts his hands onto the cabinet
[14:56:14]	[ME] Steven Armstrong: pulls with great might, trying to yank it loose.
[14:56:18]	[ME] Alex Palovichov: Begins to push on the cabinet
[14:56:23]	[IT] Alex Palovichov: It doesn't move
[14:56:29]	[ME] Alex Palovichov: Stops pushing
[14:56:36]	[ME] Steven Armstrong: releases.
[14:56:37]	cytoplasm loaded the character 'CCA.C08-GRID.i3.39867'
[14:57:36]	[ME] Steven Armstrong: shrugs.
[14:57:49]	CCA.C17-UNION.i5.12391 has gained 10 tokens.
[14:58:04]	[ME] Steven Armstrong: sits down, flips himself, and lowers himself to the ground.
[14:58:05]	[OOC] CCA.C08-GRID.i3.39867: bro why does my unit not have a radio
[14:58:17]	[OOC] Matthew Freeman: cause you a gird, you supposed to make your own shit bruh.. smh newbie
[14:58:26]	[OOC] CCA.C08-GRID.i3.39867: mfw
[14:58:26]	[ME] Alex Palovichov: Perfectly, flails and jumps off the roof
[14:58:28]	[OOC] CCA.C08-GRID.i3.39867: any qrms?
[14:58:28]	Alex Palovichov used command '/CharFallOver 4'.
[14:58:33]	[ME] CCA.C17-UNION.i5.12391: hands Steven 20 tokens
[14:58:34]	[ME] Steven Armstrong: sniffles.
[14:58:37]	Steven Armstrong has gained 20 tokens.
[14:58:37]	CCA.C17-UNION.i5.12391 has lost 20 tokens.
[14:58:37]	CCA.C17-UNION.i5.12391 used command '/GiveTokens 20'.
[14:58:46]	[ME] CCA.C17-UNION.i5.12391: hands alex 30 tokens
[14:58:46]	[OOC] CCA.C08-GRID.i3.39867: cant hav shit in i17
[14:58:49]	Alex Palovichov has gained 30 tokens.
[14:58:49]	CCA.C17-UNION.i5.12391 has lost 30 tokens.
[14:58:49]	CCA.C17-UNION.i5.12391 used command '/GiveTokens 30'.
[14:58:51]	Steven Armstrong ran 'View' on item 'Paper' (#23948)
[14:58:53]	CCA.C08-GRID.i3.39867 used command '/ToggleRaise'.
[14:58:54]	CCA.C08-GRID.i3.39867 used command '/ToggleRaise'.
[14:58:56]	CCA.C08-GRID.i3.39867 used command '/ToggleRaise'.
[14:59:01]	CCA.C08-GRID.i3.39867 used command '/ToggleRaise'.
[14:59:01]	[OOC] Matthew Freeman: apparently you cant even run
[14:59:02]	CCA.C08-GRID.i3.39867 used command '/ToggleRaise'.
[14:59:14]	[OOC] CCA.C08-GRID.i3.39867: eat/drink
[14:59:36]	Matthew Freeman has taken 15 damage from Antlion Spitter.
[15:00:13]	Steven Armstrong used the 'Shopkeeper' vendor.
[15:00:13]	Matthew Freeman has taken 15 damage from Antlion Spitter.
[15:00:26]	Alex Palovichov used command '/CharFallOver 4'.
[15:00:54]	Alex Palovichov used command '/CharFallOver 4'.
[15:01:07]	Alex Palovichov has gained a 'Minimum Grade Food Product (No Flavor)' #25286.
[15:01:35]	Alex Palovichov used command '/Request I...Don't know how to explain this...Dumpster in wall? At The Drunken Headcrab.'.
[15:01:37]	CCA.C08-GRID.i3.39867 has gained 10 tokens.
[15:01:40]	Alex Palovichov opened the '' #250 container.
[15:01:42]	Alex Palovichov closed the '' #250 container.
[15:01:51]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[15:01:55]	Steven Armstrong has gained a 'Broken LCD Monitor' #25287.
[15:02:00]	Steven Armstrong opened the '' #253 container.
[15:02:05]	Steven Armstrong has gained a 'Empty Paint Can' #24453.
[15:02:06]	CCA.C08-GRID.i3.39867 opened the '' #2532 container.
[15:02:07]	Steven Armstrong has gained a 'Empty Consulate Water Can' #24366.
[15:02:08]	CCA.C08-GRID.i3.39867 closed the '' #2532 container.
[15:02:08]	Steven Armstrong has gained a 'Empty Consulate Water Can' #24371.
[15:02:10]	Steven Armstrong closed the '' #253 container.
[15:02:13]	Steven Armstrong opened the '' #253 container.
[15:02:17]	Steven Armstrong closed the '' #253 container.
[15:02:41]	[OOC] CCA.C08-GRID.i3.39867: I just realised I still have C08 in my name lmfao
[15:02:49]	CCA.C17-UNION.i5.12391 has gained 10 tokens.
[15:03:02]	[OOC] Steven Armstrong: why do some tarkov items show up as errors in my inv ffs
[15:03:21]	CCA.C17-UNION.i5.12391 opened the '' #251 container.
[15:03:21]	CCA.C17-UNION.i5.12391 closed the '' #251 container.
[15:03:25]	[LOOC] CCA.C08-GRID.i3.39867: this is like an ooc issue idk why this happened 
[15:03:30]	CCA.C08-GRID.i3.39867 has gained a 'Pan' #25288.
[15:03:32]	Steven Armstrong opened the '' #239 container.
[15:03:37]	Steven Armstrong closed the '' #239 container.
[15:03:38]	[LOOC] CCA.C08-GRID.i3.39867: its the new looting system
[15:03:39]	[LOOC] Alex Palovichov: yeahh...Including the cabinet on roof thing too
[15:03:42]	[LOOC] Alex Palovichov: Ik
[15:03:49]	Steven Armstrong opened the '' #239 container.
[15:03:50]	[LOOC] CCA.C17-UNION.i5.12391: the cabinet is a normal storage entity
[15:04:00]	[LOOC] CCA.C17-UNION.i5.12391: not a looteable container
[15:04:01]	Steven Armstrong closed the '' #239 container.
[15:04:21]	[OOC] Ethan King: Back 
[15:04:22]	Steven Armstrong ran 'drop' on item 'Empty Consulate Water Can' (#24366)
[15:04:22]	Steven Armstrong has lost a 'Empty Consulate Water Can' #24366.
[15:04:26]	Steven Armstrong ran 'drop' on item 'Empty Consulate Water Can' (#24371)
[15:04:26]	Steven Armstrong has lost a 'Empty Consulate Water Can' #24371.
[15:04:30]	Steven Armstrong destroyed a 'Empty Consulate Water Can' #24366.
[15:04:31]	Steven Armstrong destroyed a 'Empty Consulate Water Can' #24371.
[15:04:34]	Steven Armstrong opened the '' #239 container.
[15:04:36]	Steven Armstrong has gained a 'Powercord' #25272.
[15:04:37]	Steven Armstrong closed the '' #239 container.
[15:04:43]	Steven Armstrong has gained a 'Cloth Scrap' #25289.
[15:04:54]	Steven Armstrong has gained a 'Spark Plug' #25290.
[15:04:54]	[OOC] Alex Palovichov: brb
[15:04:55]	[LOOC] CCA.C08-GRID.i3.39867: ok i told q about it
[15:04:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[15:05:04]	[LOOC] CCA.C17-UNION.i5.07722: interesting
[15:05:42]	[ME] Ethan King: looks the civvie up and down, keeping his MP7 tightly gripped in front of him, "Hmph...."
[15:05:46]	[OOC] CCA.C17-UNION.i5.12391: brb toilet break
[15:06:03]	Steven Armstrong has gained a 'Scrap Electronics' #25291.
[15:06:18]	[ME] Matthew Freeman: would look at the person which was fully armored and would inspect him
[15:06:28]	[OOC] Ethan King: FUCKING AFK 
[15:06:34]	Steven Armstrong ran 'drop' on item 'Empty Paint Can' (#24453)
[15:06:34]	Steven Armstrong has lost a 'Empty Paint Can' #24453.
[15:06:37]	CCA.C08-GRID.i3.39867 has gained 10 tokens.
[15:06:38]	[OOC] Ethan King: OKAY 
[15:06:46]	cytoplasm loaded the character 'Jesus Christ'
[15:06:47]	Steven Armstrong ran 'drop' on item 'Powercord' (#25272)
[15:06:47]	Steven Armstrong has lost a 'Powercord' #25272.
[15:06:53]	Steven Armstrong ran 'drop' on item 'Broken LCD Monitor' (#25287)
[15:06:53]	Steven Armstrong has lost a 'Broken LCD Monitor' #25287.
[15:06:54]	Steven Armstrong ran 'drop' on item 'Graphics Card' (#25285)
[15:06:54]	Steven Armstrong has lost a 'Graphics Card' #25285.
[15:07:03]	Steven Armstrong ran 'drop' on item 'Scrap Electronics' (#25291)
[15:07:03]	Steven Armstrong has lost a 'Scrap Electronics' #25291.
[15:07:03]	Steven Armstrong ran 'drop' on item 'Spark Plug' (#25290)
[15:07:03]	Steven Armstrong has lost a 'Spark Plug' #25290.
[15:07:05]	[ME] Matthew Freeman: would then show him his id
[15:07:21]	Matthew Freeman ran 'drop' on item 'Citizen ID' (#21581)
[15:07:21]	Matthew Freeman has lost a 'Citizen ID' #21581.
[15:07:33]	Jesus Christ used command '/ToggleRaise'.
[15:07:34]	[ME] Ethan King: looked over the ID, then back towards the mans face, "I'm not a Connie, just so you know...."
[15:07:36]	Steven Armstrong opened the '' #308 container.
[15:07:38]	Steven Armstrong closed the '' #308 container.
[15:07:38]	Matthew Freeman ran 'take' on item 'Citizen ID' (#21581)
[15:07:38]	Matthew Freeman has gained a 'Citizen ID' #21581.
[15:07:43]	[ME] Matthew Freeman: He nods.
[15:07:47]	Steven Armstrong ran 'Open' on item 'Standard Grade Ration' (#25269)
[15:07:47]	Steven Armstrong has gained a 'Standard Grade Food Product (Egg Flavor)' #25292.
[15:07:47]	Steven Armstrong has gained a 'Standard Grade Supplements (Lettuce Flavor)' #25293.
[15:07:47]	Steven Armstrong has gained a 'Consulate Water' #25294.
[15:07:47]	Steven Armstrong has gained 10 tokens.
[15:07:49]	[LOOC] Matthew Freeman: would nod*
[15:07:50]	Steven Armstrong ran 'Open' on item 'Standard Grade Ration' (#25270)
[15:07:50]	Steven Armstrong has gained a 'Standard Grade Food Product (Lettuce Flavor)' #25295.
[15:07:50]	Steven Armstrong has gained a 'Standard Grade Supplements (Milk Flavor)' #25296.
[15:07:50]	Steven Armstrong has gained a 'Consulate Water' #25297.
[15:07:50]	Steven Armstrong has gained 10 tokens.
[15:07:58]	Steven Armstrong used the 'Shopkeeper' vendor.
[15:08:00]	Steven Armstrong has lost 50 tokens.
[15:08:00]	Steven Armstrong has gained a 'Respirator' #25298.
[15:08:04]	Steven Armstrong ran 'Equip' on item 'Respirator' (#25298)
[15:08:07]	Steven Armstrong ran 'EquipUn' on item 'Green Citizen Suit' (#24189)
[15:08:09]	[LOOC] Ethan King: AFK AGAIN WHY 
[15:08:09]	Steven Armstrong ran 'EquipUn' on item 'Respirator' (#25298)
[15:08:10]	Steven Armstrong ran 'Equip' on item 'Respirator' (#25298)
[15:08:14]	Steven Armstrong ran 'EquipUn' on item 'White Shirt' (#24997)
[15:08:15]	Steven Armstrong ran 'EquipUn' on item 'Respirator' (#25298)
[15:08:23]	Steven Armstrong ran 'Equip' on item 'Respirator' (#25298)
[15:08:25]	Steven Armstrong ran 'Equip' on item 'White Shirt' (#24997)
[15:08:27]	Steven Armstrong ran 'Equip' on item 'Black Beanie' (#24996)
[15:08:42]	Steven Armstrong ran 'EquipUn' on item 'White Shirt' (#24997)
[15:08:44]	Steven Armstrong ran 'Equip' on item 'White Shirt' (#24997)
[15:08:57]	Steven Armstrong ran 'Consume' on item 'Standard Grade Food Product (Egg Flavor)' (#25292)
[15:08:58]	Steven Armstrong ran 'Consume' on item 'Standard Grade Supplements (Lettuce Flavor)' (#25293)
[15:08:59]	Steven Armstrong ran 'Consume' on item 'Consulate Water' (#25294)
[15:09:00]	Steven Armstrong ran 'Consume' on item 'Standard Grade Supplements (Milk Flavor)' (#25296)
[15:09:00]	Steven Armstrong ran 'Consume' on item 'Consulate Water' (#25297)
[15:09:01]	Steven Armstrong ran 'Consume' on item 'Standard Grade Food Product (Lettuce Flavor)' (#25295)
[15:09:44]	CCA.C17-UNION.i5.07722 used command '/Radio Unit 07722 going on 10-50. Standard route. Reporting viscon.'.
[15:09:56]	[OOC] Steven Armstrong: i'm locked out of my own apartment??
[15:09:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[15:10:10]	[OOC] CCA.C17-UNION.i5.07722: go to keys and right click the door
[15:10:12]	Steven Armstrong ran 'drop' on item 'Green Citizen Suit' (#24189)
[15:10:12]	Steven Armstrong has lost a 'Green Citizen Suit' #24189.
[15:10:15]	Steven Armstrong ran 'take' on item 'Green Citizen Suit' (#24189)
[15:10:15]	Steven Armstrong has gained a 'Green Citizen Suit' #24189.
[15:10:27]	[OOC] Steven Armstrong: it don't do shi
[15:10:34]	[ME] Jesus Christ: shits on you
[15:10:35]	[OOC] CCA.C17-UNION.i5.07722: rip
[15:10:38]	Steven Armstrong ran 'drop' on item 'Green Citizen Suit' (#24189)
[15:10:38]	Steven Armstrong has lost a 'Green Citizen Suit' #24189.
[15:10:53]	Steven Armstrong ran 'take' on item 'Green Citizen Suit' (#24189)
[15:10:53]	Steven Armstrong has gained a 'Green Citizen Suit' #24189.
[15:11:50]	CCA.C17-UNION.i5.07722 used command '/Radio Going 10-7. Have to wash my clothes, damn bird shit on me.'.
[15:12:08]	[OOC] Alex Palovichov: back
[15:12:29]	[ME] CCA.C17-UNION.i5.07722: would take a wet towel and wipe off the shit on his jacket
[15:12:30]	[OOC] CCA.C17-UNION.i5.12391: back
[15:12:49]	CCA.C17-UNION.i5.12391 has gained 10 tokens.
[15:12:55]	CCA.C17-UNION.i5.07722 used command '/Radio Unit 07722 10-8.'.
[15:13:18]	[ME] Jesus Christ: flies into the barrier
[15:13:32]	[ME] CCA.C17-UNION.i5.07722: would kick the bird into the barrier with as much force he can.
[15:13:51]	[ME] Jesus Christ: internally bleeds to death
[15:14:00]	[ME] CCA.C17-UNION.i5.12391: takes the broom from the table and hands it to Alex
[15:14:06]	[ME] Alex Palovichov: Takes the broom
[15:14:19]	[ME] CCA.C17-UNION.i5.07722: would set his stunstick on low and shock the small bird, attempting to kill it.
[15:14:42]	[IT] Jesus Christ: It's.. already dead. You're shocking a dead body. Its bones are broken.
[15:14:43]	Alex Palovichov used command '/Radio *A slipping noise could be heard* Ugh! 10-22 MY BS-*'.
[15:14:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[15:15:00]	[LOOC] Matthew Freeman: i gtg
[15:15:01]	[ME] CCA.C17-UNION.i5.07722: shocks the bird.
[15:15:02]	Jesus Christ has taken 5 damage from CCA.C17-UNION.i5.07722.
[15:15:02]	CCA.C17-UNION.i5.07722 has killed Jesus Christ with ix_stunstick.
[15:15:05]	[ME] CCA.C17-UNION.i5.12391: reaches in the hole grabs a mop and a bucket
[15:15:07]	[OOC] Matthew Freeman: welp im gonna go, see yall
[15:15:11]	twitch_subbot (STEAM_0:0:585787645) has disconnected.
[15:15:14]	[LOOC] CCA.C17-UNION.i5.07722: got em
[15:15:28]	[ME] CCA.C17-UNION.i5.12391: hands it to him
[15:15:29]	[ME] Alex Palovichov: Begins to sweep the road, making small piles of whatever is on the ground
[15:15:33]	[ME] Steven Armstrong: takes the mop and bucket and walks off.
[15:16:00]	Alex Palovichov ran 'EquipUn' on item 'CWU Leadership Suit' (#24484)
[15:16:21]	[ME] Alex Palovichov: Sweeps up whatever is on the ground into small piles 
[15:16:36]	Jesus Christ has gained a 'Wires' #25299.
[15:16:43]	Jesus Christ has gained a 'Empty Chinese Takeout' #25300.
[15:17:11]	Alex Palovichov ran 'Equip' on item 'CWU Leadership Suit' (#24484)
[15:17:35]	[LOOC] CCA.C17-UNION.i5.12391: 1 sec
[15:17:42]	[ME] Alex Palovichov: Sweeps up whatever is on the ground into small piles 
[15:17:49]	CCA.C17-UNION.i5.12391 has gained 10 tokens.
[15:17:55]	[ME] CCA.C17-UNION.i5.07722: would stomp near the bird, attempting to scare it off.
[15:18:26]	[ME] Alex Palovichov: Sweeps up whatever is on the ground into small piles 
[15:19:23]	[LOOC] CCA.C17-UNION.i5.12391: back
[15:19:32]	FB|| light ROOM (STEAM_0:1:17219621) has disconnected.
[15:19:55]	[ME] Alex Palovichov: Holds out the broom
[15:19:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[15:19:58]	cytoplasm (STEAM_0:0:38537787) has disconnected.
[15:20:02]	[ME] CCA.C17-UNION.i5.12391: takes the broom
[15:20:08]	[ME] CCA.C17-UNION.i5.12391: sets it on the table
[15:20:09]	[ME] Steven Armstrong: dips the mop in the bucket and cleans the floors.
[15:20:20]	Alex Palovichov used command '/Apply'.
[15:20:32]	[ME] CCA.C17-UNION.i5.12391: takes out her PDA inputing everything
[15:20:45]	CCA.C17-UNION.i5.12391 used command '/ViewData Alex'.
[15:21:12]	[ME] CCA.C17-UNION.i5.12391: quickly checks
[15:21:17]	CCA.C17-UNION.i5.12391 used command '/ViewData Alex'.
[15:22:23]	[LOOC] CCA.C17-UNION.i5.12391: I don't know*
[15:22:49]	CCA.C17-UNION.i5.12391 has gained 10 tokens.
[15:22:58]	[ME] Steven Armstrong: sets the mop and bucket of water down.
[15:23:18]	Steven Armstrong used command '/ApplySay'.
[15:23:34]	[ME] CCA.C17-UNION.i5.12391: takes out her PDA inputs his CID numbers
[15:23:42]	CCA.C17-UNION.i5.12391 used command '/ViewData Steven'.
[15:23:49]	Alex Palovichov used the 'Infestation Control Storage' vendor.
[15:23:52]	Alex Palovichov has gained 0 tokens.
[15:23:52]	Alex Palovichov has gained a 'Blue Metropolice Poster' #25301.
[15:23:53]	Alex Palovichov has gained 0 tokens.
[15:23:53]	Alex Palovichov has gained a 'City 17 Building Poster' #25302.
[15:23:54]	Alex Palovichov has gained 0 tokens.
[15:23:54]	Alex Palovichov has gained a 'Consul Poster' #25303.
[15:23:56]	Alex Palovichov has gained 0 tokens.
[15:23:56]	Alex Palovichov has gained a 'Cremator Poster' #25304.
[15:23:59]	Alex Palovichov has gained 0 tokens.
[15:23:59]	Alex Palovichov has gained a 'Red Metropolice Poster' #25305.
[15:24:01]	Alex Palovichov has gained 0 tokens.
[15:24:01]	Alex Palovichov has gained a 'Report the Vort Poster' #25306.
[15:24:35]	[ME] CCA.C17-UNION.i5.12391: sighs
[15:24:51]	Alex Palovichov ran 'place' on item 'Blue Metropolice Poster' (#25301)
[15:24:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[15:25:12]	Alex Palovichov ran 'place' on item 'Report the Vort Poster' (#25306)
[15:25:24]	Alex Palovichov ran 'place' on item 'City 17 Building Poster' (#25302)
[15:25:57]	Alex Palovichov ran 'place' on item 'Cremator Poster' (#25304)
[15:26:16]	Alex Palovichov ran 'place' on item 'Red Metropolice Poster' (#25305)
[15:26:29]	Alex Palovichov ran 'place' on item 'Consul Poster' (#25303)
[15:27:18]	Alex Palovichov ran 'combine' on item 'Thermobag' (#25180)
[15:27:39]	[OOC] Alex Palovichov: I do be pinging tho
[15:27:49]	CCA.C17-UNION.i5.12391 has gained 10 tokens.
[15:28:06]	[ME] CCA.C17-UNION.i5.12391: inputs Alex's data because she has a great memory
[15:28:11]	CCA.C17-UNION.i5.12391 used command '/ViewData alex'.
[15:28:27]	[LOOC] Alex Palovichov: Or just doesn't have short term memory loss
[15:29:02]	[LOOC] CCA.C17-UNION.i5.07722: mans on the grindset
[15:29:07]	[LOOC] Alex Palovichov: I NEED BLUE TIER
[15:29:17]	[ME] CCA.C17-UNION.i5.12391: looks at the other unit
[15:29:57]	CCA.C17-UNION.i5.07722 has gained 10 tokens.
[15:30:34]	Robbert Garth has gained a 'Old Newspaper' #25301.
[15:30:40]	Robbert Garth ran 'drop' on item 'Empty Milk Gallon' (#25249)
[15:30:40]	Robbert Garth has lost a 'Empty Milk Gallon' #25249.
[15:30:40]	[ME] CCA.C17-UNION.i5.07722: waves his stunstick menacingly.
[15:30:41]	Robbert Garth ran 'drop' on item 'Pan' (#25250)
[15:30:41]	Robbert Garth has lost a 'Pan' #25250.
[15:30:43]	Robbert Garth ran 'drop' on item 'Scrap Glass' (#25246)
[15:30:43]	Robbert Garth has lost a 'Scrap Glass' #25246.
[15:30:49]	Robbert Garth has gained a 'Boot' #25302.
[15:30:55]	Robbert Garth ran 'drop' on item 'Boot' (#25302)
[15:30:55]	Robbert Garth has lost a 'Boot' #25302.
[15:30:56]	Robbert Garth ran 'drop' on item 'Old Newspaper' (#25301)
[15:30:56]	Robbert Garth has lost a 'Old Newspaper' #25301.
[15:31:11]	Alex Palovichov opened the '' #2374 container.
[15:31:16]	Gridlock (STEAM_0:0:137765918) has disconnected.
[15:31:18]	Alex Palovichov has gained a 'Pan' #24969.
[15:31:19]	Mr. Chief (STEAM_0:1:129270116) has disconnected.
[15:31:20]	Alex Palovichov has gained a 'Green Citizen Suit' #23565.
[15:31:22]	Alex Palovichov closed the '' #2374 container.
