[00:00:01]	[LOOC] CCA.C17-UNION.i5.83253: ffs...
[21:21:27]	Ava Carter ran 'take' on item '357' (#39316)
[21:21:27]	Ava Carter has gained a '357' #39316.
[21:21:27]	CCA.C17-GRID.i1.23710 used command '/Radio Checking the Grotto.'.
[21:21:29]	Derrek Thornberry has spawned 'models/props_interiors/pot02a.mdl'.
[21:21:48]	CCA.C17-GRID.i1.23710 opened the 'Metal Cabinet' #2810 container.
[21:21:51]	Derrek Thornberry has spawned 'models/props_junk/Shoe001a.mdl'.
[21:21:54]	CCA.C17-GRID.i1.23710 closed the 'Metal Cabinet' #2810 container.
[21:21:59]	CCA.C17-GRID.i1.23710 opened the 'Metal Cabinet' #2811 container.
[21:22:02]	CCA.C17-GRID.i1.23710 closed the 'Metal Cabinet' #2811 container.
[21:22:07]	Ava Carter used command '/PM jacob GET YO ASS BACK HERE'.
[21:22:08]	CCA.C17-GRID.i1.23710 opened the 'Large Refrigerator' #2808 container.
[21:22:12]	Jacob Desmone used command '/PM Ava im being searched'.
[21:22:14]	Jacob Desmone used command '/PM ava give me a sec'.
[21:22:15]	Derrek Thornberry has spawned 'models/props_c17/metalPot002a.mdl'.
[21:22:18]	[ME] CCA.C17-UNION.i2.97018: then turns back towards the Judge, finger raised.
[21:22:18]	Ava Carter used command '/PM jacob oh'.
[21:22:20]	CCA.C17-GRID.i1.23710 closed the 'Large Refrigerator' #2808 container.
[21:22:35]	Derrek Thornberry has spawned 'models/props_junk/garbage_metalcan001a.mdl'.
[21:22:44]	Derrek Thornberry has spawned 'models/props_interiors/refrigerator01a.mdl'.
[21:22:49]	[ME] CCA.C17-JUDGE.i4.77460: cannot believe what the fuck this guys going on about right now, but doesn't say a word.
[21:22:50]	Derrek Thornberry has spawned 'models/props_interiors/refrigeratorDoor01a.mdl'.
[21:22:52]	CCA.C17-UNION.i2.97018 has gained 10 tokens.
[21:22:56]	[ME] Jacob Desmone: would turn around and let the officer search him
[21:23:00]	Derrek Thornberry has spawned 'models/props_interiors/refrigeratorDoor02a.mdl'.
[21:23:06]	CCA.C17-GRID.i1.23710 used command '/CharSearch'.
[21:23:11]	Derrek Thornberry has spawned 'models/props_junk/garbage_plasticbottle001a.mdl'.
[21:23:33]	Derrek Thornberry has spawned 'models/props_c17/metalPot001a.mdl'.
[21:24:10]	CCA.C17-JUDGE.i4.77460 has gained 10 tokens.
[21:24:16]	[ME] Jacob Desmone: Would take another bite of his sandwich watchin the altercation
[21:24:22]	Derrek Thornberry has spawned 'models/props_c17/tools_wrench01a.mdl'.
[21:24:34]	[ME] CCA.C17-GRID.i1.23710: would begin digging through Marotta's pockets. (Resist?)
[21:24:36]	Philbert has gained a 'Cyclopic Citizen Suit' #40245.
[21:24:36]	Philbert has gained a 'Citizen Filter' #40246.
[21:24:36]	E_ created the character 'Philbert'
[21:24:36]	Philbert has gained a 'Suitcase' #40247.
[21:24:36]	Philbert has gained a 'Relocation Coupon' #40248.
[21:24:36]	E_ loaded the character 'Philbert'
[21:24:40]	Philbert has taken 1 damage from worldspawn.
[21:24:40]	[ME] Andrew Marotta: no
[21:24:40]	Philbert has taken 1 damage from worldspawn.
[21:24:41]	Philbert has taken 1 damage from worldspawn.
[21:24:42]	Philbert has taken 1 damage from worldspawn.
[21:24:43]	Philbert has taken 1 damage from worldspawn.
[21:24:43]	Philbert has taken 1 damage from worldspawn.
[21:24:44]	Philbert has taken 1 damage from worldspawn.
[21:24:45]	Philbert has taken 1 damage from worldspawn.
[21:24:46]	CCA.C17-GRID.i1.23710 used command '/CharSearch'.
[21:24:46]	CCA.C17-GRID.i1.23710 has gained 10 tokens.
[21:24:49]	Derrek Thornberry has spawned 'models/props_combine/breenbust.mdl'.
[21:25:06]	Philbert has taken 1 damage from worldspawn.
[21:25:06]	Philbert has taken 1 damage from worldspawn.
[21:25:07]	Philbert has taken 1 damage from worldspawn.
[21:25:08]	Philbert has taken 1 damage from worldspawn.
[21:25:08]	Derrek Thornberry has spawned 'models/props_c17/FurnitureDrawer002a.mdl'.
[21:25:09]	Philbert has taken 1 damage from worldspawn.
[21:25:10]	[ME] CCA.C17-GRID.i1.23710: would lean against the counter
[21:25:10]	Philbert has taken 1 damage from worldspawn.
[21:25:11]	Philbert has taken 1 damage from worldspawn.
[21:25:23]	Derrek Thornberry has spawned 'models/props_combine/breenbust.mdl'.
[21:25:39]	CCA.C17-GRID.i1.23710 used command '/Radio We have a BOLO on a Jefferson Jackson?'.
[21:25:43]	CCA.C17-GRID.i1.23710 used command '/ViewObjectives'.
[21:25:46]	CCA.C17-JUDGE.i4.77460 used command '/Radio Checking.'.
[21:25:57]	Philbert has taken 1 damage from worldspawn.
[21:26:01]	CCA.C17-UNION.i2.97018 used command '/Radio They have been affiliated with Malignant groups in the past.'.
[21:26:07]	[LOOC] Ethan King: importance*
[21:26:09]	[LOOC] Ethan King: tired 
[21:26:10]	[OOC] Jacob Desmone: LMAO
[21:26:12]	[OOC] Jacob Desmone: YOU GUYS GOOD?
[21:26:16]	[OOC] Ethan King: what 
[21:26:22]	[OOC] Ava Carter: yeah why?
[21:26:22]	Philbert has taken 1 damage from worldspawn.
[21:26:23]	Philbert has taken 1 damage from worldspawn.
[21:26:24]	Philbert has taken 1 damage from worldspawn.
[21:26:25]	Philbert has taken 1 damage from worldspawn.
[21:26:25]	[OOC] Jacob Desmone: the officer and a citizen kept bumping into eachother
[21:26:25]	Philbert has taken 1 damage from worldspawn.
[21:26:26]	Philbert has taken 1 damage from worldspawn.
[21:26:27]	Philbert has taken 1 damage from worldspawn.
[21:26:28]	Philbert has taken 1 damage from worldspawn.
[21:26:28]	[OOC] Jacob Desmone: for like 2 minutes straight
[21:26:28]	Philbert has taken 1 damage from worldspawn.
[21:26:29]	Philbert has taken 1 damage from worldspawn.
[21:26:31]	Philbert has taken 1 damage from worldspawn.
[21:26:31]	Philbert has taken 1 damage from worldspawn.
[21:26:32]	Philbert has taken 1 damage from worldspawn.
[21:26:33]	Philbert has taken 1 damage from worldspawn.
[21:26:50]	[ME] CCA.C17-GRID.i1.23710: would begin combing through the citizens pockets. (Resist?)
[21:26:55]	[ME] Derrek Thornberry: does not resist
[21:26:57]	CCA.C17-GRID.i1.23710 used command '/CharSearch'.
[21:26:59]	[ME] Jacob Desmone: Would take another bite of his sandwich
[21:27:02]	Jacob Desmone used command '/RollSkill agility'.
[21:27:15]	[ME] CCA.C17-JUDGE.i4.77460: nods.
[21:27:16]	CCA.C17-GRID.i1.23710 entered observer.
[21:27:17]	CCA.C17-GRID.i1.23710 exited observer at their location.
[21:27:17]	CCA.C17-GRID.i1.23710 entered observer.
[21:27:17]	CCA.C17-GRID.i1.23710 exited observer at their location.
[21:27:18]	CCA.C17-GRID.i1.23710 entered observer.
[21:27:18]	CCA.C17-GRID.i1.23710 exited observer at their location.
[21:27:19]	CCA.C17-GRID.i1.23710 entered observer.
[21:27:19]	CCA.C17-GRID.i1.23710 exited observer at their location.
[21:27:22]	[LOOC] Ethan King: F3 me Q 
[21:27:24]	DRD loaded the character 'Major-General Sir Issac Brock KB'
[21:27:26]	Major-General Sir Issac Brock KB entered observer.
[21:27:30]	[LOOC] Douglas Hudson: oh ver nice 13 peeps
[21:27:33]	[LOOC] Ethan King: :d
[21:27:38]	[ME] Jacob Desmone: The man would wrap up his sandiwch and wait for the man to ask for something
[21:27:52]	[LOOC] Jacob Desmone: sandwich
[21:27:52]	CCA.C17-UNION.i2.97018 has gained 10 tokens.
[21:28:03]	CCA.C17-JUDGE.i4.77460 used command '/Radio Grid enroute to your location.'.
[21:28:07]	Philbert has taken 1 damage from worldspawn.
[21:28:08]	Philbert has taken 1 damage from worldspawn.
[21:28:09]	Philbert has taken 1 damage from worldspawn.
[21:28:10]	Philbert has taken 1 damage from worldspawn.
[21:28:10]	Philbert has taken 1 damage from worldspawn.
[21:28:11]	Philbert has taken 1 damage from worldspawn.
[21:28:12]	Philbert has taken 1 damage from worldspawn.
[21:28:13]	[ME] Major-General Sir Issac Brock KB: would appear with a crack, a flash of colour, and a lingering smell of ozone.
[21:28:13]	Philbert has taken 1 damage from worldspawn.
[21:28:13]	Philbert has taken 1 damage from worldspawn.
[21:28:14]	Philbert has taken 1 damage from worldspawn.
[21:28:15]	Philbert has taken 1 damage from worldspawn.
[21:28:16]	Major-General Sir Issac Brock KB used command '/rooc i flagged down'.
[21:28:16]	Philbert has taken 1 damage from worldspawn.
[21:28:17]	Philbert has taken 1 damage from worldspawn.
[21:28:17]	Philbert has taken 1 damage from worldspawn.
[21:28:18]	Philbert has taken 1 damage from worldspawn.
[21:28:18]	Painevan loaded the character 'CCA.C17-HELIX.i3.08874'
[21:28:19]	Philbert has taken 1 damage from worldspawn.
[21:28:20]	Philbert has taken 1 damage from worldspawn.
[21:28:20]	Philbert has taken 1 damage from worldspawn.
[21:28:21]	CCA.C17-JUDGE.i4.77460 used command '/rooc fuck'.
[21:28:21]	Philbert has taken 1 damage from worldspawn.
[21:28:22]	Philbert has taken 1 damage from worldspawn.
[21:28:23]	Philbert has taken 1 damage from worldspawn.
[21:28:23]	Major-General Sir Issac Brock KB has spawned a 'Entity [4466][pfx9_00]'.
[21:28:23]	Philbert has taken 1 damage from worldspawn.
[21:28:23]	Major-General Sir Issac Brock KB exited observer at their location.
[21:28:24]	Philbert has taken 1 damage from worldspawn.
[21:28:24]	Philbert ran 'drop' on item 'Citizen Filter' (#40246)
[21:28:24]	Philbert has lost a 'Citizen Filter' #40246.
[21:28:25]	Philbert has taken 1 damage from worldspawn.
[21:28:26]	Philbert has taken 1 damage from worldspawn.
[21:28:26]	Philbert has taken 1 damage from worldspawn.
[21:28:26]	[ME] Ethan King: he'd step forward, bringing his left covered hand up, offering a handshake. His clouded visors would dig into the man, inspecting his features and memorizing him.
[21:28:27]	Philbert has taken 1 damage from worldspawn.
[21:28:28]	CCA.C17-HELIX.i3.08874 used command '/Radio 10-8, situation?'.
[21:28:28]	Philbert has taken 1 damage from worldspawn.
[21:28:29]	Philbert has taken 1 damage from worldspawn.
[21:28:29]	Philbert has taken 1 damage from worldspawn.
[21:28:30]	Philbert has taken 1 damage from worldspawn.
[21:28:31]	Philbert has taken 1 damage from worldspawn.
[21:28:32]	Philbert has taken 1 damage from worldspawn.
[21:28:32]	Philbert has taken 1 damage from worldspawn.
[21:28:33]	Philbert has taken 1 damage from worldspawn.
[21:28:34]	Philbert has taken 1 damage from worldspawn.
[21:28:35]	Philbert has taken 1 damage from worldspawn.
[21:28:35]	Derrek Thornberry ran 'EquipUn' on item 'Green Citizen Suit' (#40199)
[21:28:35]	Philbert has taken 1 damage from worldspawn.
[21:28:36]	CCA.C17-JUDGE.i4.77460 used command '/Radio All quiet as of right now.'.
[21:28:36]	Philbert has taken 1 damage from worldspawn.
[21:28:37]	Philbert has taken 1 damage from worldspawn.
[21:28:38]	Philbert has taken 1 damage from worldspawn.
[21:28:38]	Philbert has taken 1 damage from worldspawn.
[21:28:39]	Philbert has taken 1 damage from worldspawn.
[21:28:40]	Philbert has taken 1 damage from worldspawn.
[21:28:41]	Philbert has taken 1 damage from worldspawn.
[21:28:42]	Philbert has taken 1 damage from worldspawn.
[21:28:42]	Philbert has taken 1 damage from worldspawn.
[21:28:43]	Philbert has taken 1 damage from worldspawn.
[21:28:44]	Philbert has taken 1 damage from worldspawn.
[21:28:45]	Philbert has taken 1 damage from worldspawn.
[21:28:45]	Philbert has taken 1 damage from worldspawn.
[21:28:46]	Philbert has taken 1 damage from worldspawn.
[21:28:47]	[ME] Jacob Desmone: Would drop part of his turkey slices on his sandwich to the frog
[21:28:47]	Philbert has taken 1 damage from worldspawn.
[21:28:48]	Philbert has taken 1 damage from worldspawn.
[21:28:48]	Philbert has taken 1 damage from worldspawn.
[21:28:51]	Philbert has taken 1 damage from worldspawn.
[21:28:52]	Philbert has taken 1 damage from worldspawn.
[21:28:52]	Philbert has taken 1 damage from worldspawn.
[21:28:53]	Philbert has taken 1 damage from worldspawn.
[21:28:54]	Philbert has taken 1 damage from worldspawn.
[21:28:55]	Philbert has taken 1 damage from worldspawn.
[21:28:55]	Philbert has taken 1 damage from worldspawn.
[21:28:56]	Philbert has taken 1 damage from worldspawn.
[21:28:56]	[ME] Ephraim 'Loew' Harris: would extend his hand and shake the conscript-dressed man's hand firmly, but not in a hostile way.
[21:28:57]	Philbert has taken 1 damage from worldspawn.
[21:28:58]	Philbert has taken 1 damage from worldspawn.
[21:28:58]	Philbert has taken 1 damage from worldspawn.
[21:28:59]	Philbert has taken 1 damage from worldspawn.
[21:29:02]	Philbert has taken 1 damage from worldspawn.
[21:29:03]	Philbert has taken 1 damage from worldspawn.
[21:29:03]	Philbert has taken 1 damage from worldspawn.
[21:29:03]	worldspawn has killed Philbert.
[21:29:08]	[ME] Major-General Sir Issac Brock KB: would catch the slice mid-air, ribbiting happily as it viciously teared into it.
[21:29:09]	[OOC] Jacob Desmone: YESSIR FEEDING THE FROG TURKEY AGAIN
[21:29:10]	CCA.C17-JUDGE.i4.77460 has gained 10 tokens.
[21:29:11]	Philbert has taken 1 damage from worldspawn.
[21:29:12]	Philbert has taken 1 damage from worldspawn.
[21:29:13]	Philbert has taken 1 damage from worldspawn.
[21:29:14]	Philbert has taken 1 damage from worldspawn.
[21:29:15]	Philbert has taken 1 damage from worldspawn.
[21:29:16]	Philbert has taken 1 damage from worldspawn.
[21:29:16]	Philbert ran 'take' on item 'Citizen Filter' (#40246)
[21:29:16]	Philbert has gained a 'Citizen Filter' #40246.
[21:29:16]	Philbert has taken 1 damage from worldspawn.
[21:29:17]	[OOC] Jacob Desmone: im empowering it
[21:29:17]	Philbert has taken 1 damage from worldspawn.
[21:29:18]	Philbert has taken 1 damage from worldspawn.
[21:29:19]	[OOC] Jacob Desmone: soon it will do my bidding
[21:29:26]	[LOOC] CCA.C17-HELIX.i3.08874: hold up so I can type
[21:29:29]	Philbert ran 'Equip' on item 'Cyclopic Citizen Suit' (#40245)
[21:29:29]	[ME] Jacob Desmone: Would keep feeding it slices while watching it with joy
[21:29:30]	[OOC] Ava Carter: soon it will do your mom
[21:29:32]	Philbert ran 'EquipUn' on item 'Cyclopic Citizen Suit' (#40245)
[21:29:35]	[ME] Ethan King: nodded softly, letting go of the mans hand and bringing his palm down over around his Chest Rig, he'd turn on his right over to the Vortigaunt and Douglas.
[21:29:46]	Major-General Sir Issac Brock KB has gained 10 tokens.
[21:30:03]	[OOC] Jacob Desmone: the frog
[21:30:06]	[OOC] Jacob Desmone: is so adorable
[21:30:08]	[ME] Major-General Sir Issac Brock KB: would do a particularly epic back-hop into a waiting portal, blinking out of existance.
[21:30:10]	Major-General Sir Issac Brock KB has spawned a 'Entity [4466][pfx9_00]'.
[21:30:10]	[LOOC] Douglas Hudson: sadly*
[21:30:11]	Major-General Sir Issac Brock KB entered observer.
[21:30:12]	[OOC] Ethan King: frog :D
[21:30:18]	[OOC] Ephraim 'Loew' Harris: frog :)
[21:30:21]	[LOOC] Andrew Marotta: f3
[21:30:26]	FB|| light ROOM loaded the character 'CCA.C17-QrM.98240'
[21:30:26]	[OOC] Jacob Desmone: I tamed it by feeding it turkey lol
[21:30:26]	[OOC] Ephraim 'Loew' Harris: ethan king's PTSD flares up anytime he sees a chumtoad
[21:30:30]	E_ (STEAM_0:0:559449619) has disconnected.
[21:30:33]	[OOC] CCA.C17-QrM.98240: AHAHA
[21:30:36]	Major-General Sir Issac Brock KB has spawned a 'Entity [3829][pfx9_00]'.
[21:30:36]	Major-General Sir Issac Brock KB exited observer at their location.
[21:30:37]	[OOC] CCA.C17-QrM.98240: Yes
[21:30:39]	[OOC] Ephraim 'Loew' Harris: or rather 98240's
[21:30:41]	Major-General Sir Issac Brock KB has spawned a 'Entity [3829][pfx9_00]'.
[21:30:41]	[ME] Jacob Desmone: Would wave
[21:30:42]	Major-General Sir Issac Brock KB entered observer.
[21:30:59]	[ME] Ava Carter: would be seen sitting down
[21:31:00]	[OOC] Ephraim 'Loew' Harris: if you throw glitter 98240 has an anxiety attack
[21:31:04]	Dilly_ (STEAM_0:0:52468151) has disconnected.
[21:31:08]	[OOC] CCA.C17-QrM.98240: I remember when he was like that
[21:31:12]	[OOC] CCA.C17-QrM.98240: Fucking hilarious 
[21:31:13]	Major-General Sir Issac Brock KB used command '/rooc i *did* search it'.
[21:31:15]	Enclave has connected.
[21:31:19]	[Y] CCA.C17-HELIX.i3.08874: <:: Everyone here, on the wall. ::>
[21:31:28]	[Y] CCA.C17-HELIX.i3.08874: <:: Mandatory search is in effect. ::>
[21:31:28]	[ME] Jacob Desmone: Would get on the wall
[21:31:36]	[Y] CCA.C17-HELIX.i3.08874: <:: This wall. ::>
[21:31:36]	Major-General Sir Issac Brock KB has spawned a 'Entity [3829][pfx9_00]'.
[21:31:36]	Major-General Sir Issac Brock KB exited observer at their location.
[21:31:40]	Ava Carter used command '/PM jacob get down here right now mister you're gonna get grounded'.
[21:31:41]	[OOC] CCA.C17-QrM.98240: City 08 disaster is still a fucked moment for him though :d
[21:31:47]	Jacob Desmone used command '/PM ava getting searched again'.
[21:31:51]	[LOOC] Major-General Sir Issac Brock KB: who needs walking anumations
[21:31:53]	Major-General Sir Issac Brock KB has spawned a 'Entity [3829][pfx9_00]'.
[21:31:53]	Major-General Sir Issac Brock KB entered observer.
[21:31:53]	Ava Carter used command '/PM jacob HOW'.
[21:31:55]	[ME] CCA.C17-JUDGE.i4.77460: pats down the man in the green beanie.
[21:31:58]	CCA.C17-JUDGE.i4.77460 used command '/CharSearch'.
[21:32:01]	Global Defence Initiative (STEAM_0:0:49504081) has disconnected.
[21:32:15]	CCA.C17-JUDGE.i4.77460 has gained a 'Medical Case' #34257.
[21:32:15]	CCA.C17-JUDGE.i4.77460 has gained a 'Standard Grade Supplements (Onion Flavor)' #39824.
[21:32:15]	CCA.C17-JUDGE.i4.77460 has gained a 'Pliers' #31609.
[21:32:15]	CCA.C17-JUDGE.i4.77460 has gained a 'Consulate Water' #39825.
[21:32:15]	CCA.C17-JUDGE.i4.77460 has gained a 'Screwdriver' #39685.
[21:32:15]	CCA.C17-JUDGE.i4.77460 has gained a 'Soldering Iron' #40124.
[21:32:17]	Major-General Sir Issac Brock KB has spawned a 'Entity [2029][pfx9_00]'.
[21:32:17]	Major-General Sir Issac Brock KB exited observer at their location.
[21:32:19]	CCA.C17-HELIX.i3.08874 used command '/Radio Radio if any of them are giving trouble. Just outside.'.
[21:32:23]	CCA.C17-QrM.98240 used command '/Radio QrM 98240 reporting full active, ground units report status and 10-20, sound off.'.
[21:32:27]	CCA.C17-JUDGE.i4.77460 ran 'drop' on item 'Medical Case' (#34257)
[21:32:27]	CCA.C17-JUDGE.i4.77460 has lost a 'Medical Case' #34257.
[21:32:27]	CCA.C17-JUDGE.i4.77460 has lost a 'Standard Grade Supplements (Onion Flavor)' #39824.
[21:32:27]	CCA.C17-JUDGE.i4.77460 has lost a 'Pliers' #31609.
[21:32:27]	CCA.C17-JUDGE.i4.77460 has lost a 'Consulate Water' #39825.
[21:32:27]	CCA.C17-JUDGE.i4.77460 has lost a 'Screwdriver' #39685.
[21:32:27]	CCA.C17-JUDGE.i4.77460 has lost a 'Soldering Iron' #40124.
[21:32:32]	[LOOC] Jacob Desmone: legal btw
[21:32:35]	[ME] CCA.C17-QrM.98240: kneeled, patting the frog. - "Cute."
[21:32:41]	[LOOC] CCA.C17-JUDGE.i4.77460: thats why its behind you I have to look into it
[21:32:45]	[LOOC] Jacob Desmone: Ohh
[21:32:50]	[LOOC] Jacob Desmone: you can look in it while searching?
[21:32:53]	[ME] CCA.C17-JUDGE.i4.77460: begins to search the next man in line.
[21:32:57]	[LOOC] CCA.C17-JUDGE.i4.77460: I cannot
[21:33:00]	CCA.C17-JUDGE.i4.77460 used command '/CharSearch'.
[21:33:00]	[LOOC] Jacob Desmone: right click
[21:33:01]	[LOOC] Jacob Desmone: view
[21:33:02]	Major-General Sir Issac Brock KB entered observer.
[21:33:02]	Enclave loaded the character 'Jack Kingston'
[21:33:04]	CCA.C17-HELIX.i3.08874 used command '/Radio Aknowleged, situation is Unrest Procedure. Current zone is Manufacturing, status green.'.
[21:33:10]	Major-General Sir Issac Brock KB exited observer at their location.
[21:33:11]	[LOOC] Jacob Desmone: same goes for suitcases
[21:33:18]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[21:33:19]	CCA.C17-JUDGE.i4.77460 has gained a 'Hamnmer' #40195.
[21:33:28]	CCA.C17-QrM.98240 used command '/Radio Hard copy, stay safe. Call for me if you need me.'.
[21:33:29]	CCA.C17-JUDGE.i4.77460 used command '/CharSearch'.
[21:33:36]	CCA.C17-HELIX.i3.08874 used command '/Radio 10-4.'.
[21:33:46]	[ME] CCA.C17-JUDGE.i4.77460: searches the man up and down.
[21:33:57]	Ephraim 'Loew' Harris used command '/ToggleRaise'.
[21:34:10]	CCA.C17-JUDGE.i4.77460 has gained 10 tokens.
[21:34:17]	Major-General Sir Issac Brock KB entered observer.
[21:34:22]	[W] Derrek Thornberry: This is fun.
