[00:02:50]	Bean has connected.
[19:48:03]	[OOC] CAC.C17-VORTIPODE.24999: Who is DVL?
[19:48:04]	[LOOC] CCA.C17-UNION.EpU.93347: i3
[19:48:07]	[OOC] CAC.C17-VORTIPODE.24999: for helix
[19:48:13]	[LOOC] CCA.C17-UNION.EpU.93347: AHHH it's all coming together
[19:48:14]	[OOC] Denford F. MacMillian: Olive.
[19:48:19]	[LOOC] Denford F. MacMillian: What's going on?
[19:48:28]	[LOOC] CCA.C17-UNION.EpU.93347: why you were arrested so suddenly n all
[19:48:29]	LynxQueen created the character 'AWAITING ASSIGNMENT'
[19:48:35]	LynxQueen loaded the character 'AWAITING ASSIGNMENT'
[19:48:36]	[LOOC] Denford F. MacMillian: Yeah, why was I?
[19:48:40]	[OOC] AWAITING ASSIGNMENT: alright its vort time.
[19:49:12]	[LOOC] CCA.C17-UNION.EpU.93347: think I'll hold back on it
[19:49:13]	AWAITING ASSIGNMENT ran 'View' on item 'Notepad' (#24381)
[19:49:16]	[LOOC] CCA.C17-UNION.EpU.93347: just to make things interesting
[19:49:19]	[OOC] Ashley Adams: Denford dont worry I got music, Hopefully you can hear it
[19:49:29]	[OOC] Denford F. MacMillian: The music doesn't make anything better.
[19:49:32]	[LOOC] CCA.C17-UNION.EpU.93347: lemme just say there was a lot more "planning" in this
[19:49:41]	[LOOC] Denford F. MacMillian: Define planning.
[19:49:45]	[ME] CAC.C17-VORTIPODE.24999: Would sweep around the units legs hitting them the odd time
[19:49:47]	LynxQueen loaded the character 'CCA.C17-HELIX.i3.67098'
[19:50:01]	[LOOC] CCA.C17-UNION.EpU.93347: a lot more went into this "arrest" then what you'd think I guess? although maybe not
[19:50:23]	[LOOC] Denford F. MacMillian: I'm not even sure what to do anymore lmfao.
[19:50:33]	[LOOC] Denford F. MacMillian: It's just so fucking aids, because I didn't do shit wrong and they LACK evidence.
[19:50:42]	[LOOC] CCA.C17-UNION.EpU.93347: they're just greedy with LP
[19:50:45]	[OOC] CCA.C17-HELIX.i3.67098: Alright.
[19:50:52]	[OOC] CCA.C17-HELIX.i3.67098: Time to check on this so-called prisoner.
[19:50:53]	[OOC] Denford F. MacMillian: Fuck sakes there's an other one.
[19:50:54]	Spooky Wolf has connected.
[19:50:58]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[19:51:01]	[LOOC] CCA.C17-UNION.EpU.93347: run
[19:51:07]	[OOC] CCA.C17-HELIX.i3.67098: Well I was going to see about setting you free.
[19:51:15]	[OOC] CCA.C17-HELIX.i3.67098: also stop minging, person who's flying.
[19:51:16]	DRD has connected.
[19:51:22]	[OOC] Denford F. MacMillian: You do not understand my hatred towards i3 HELIX units.
[19:51:22]	[LOOC] CCA.C17-UNION.EpU.93347: DRD
[19:51:24]	[LOOC] CCA.C17-UNION.EpU.93347: YES
[19:51:24]	[OOC] CAC.C17-VORTIPODE.24999: :D
[19:51:25]	[LOOC] CCA.C17-UNION.EpU.93347: that's good
[19:51:26]	[OOC] Ashley Adams: SOrry acidently did it
[19:51:27]	[OOC] Denford F. MacMillian: You do not.
[19:51:27]	[LOOC] CCA.C17-UNION.EpU.93347: Really good
[19:51:32]	[OOC] CCA.C17-HELIX.i3.67098: how do you accidentally fly.
[19:51:32]	[ME] CAC.C17-VORTIPODE.24999: Would sweep around the units legs hitting them the odd time
[19:51:32]	Denford F. MacMillian used command '/PM helix It's...'.
[19:51:33]	[LOOC] CCA.C17-UNION.EpU.93347: time is now
[19:51:39]	Denford F. MacMillian used command '/PM helix They firstly destroyed my contraband I was giving in.'.
[19:51:49]	[ME] CAC.C17-VORTIPODE.24999: Would look up at the unit
[19:51:50]	[OOC] Ashley Adams: Grabbed it while I was walking
[19:51:54]	[ME] CCA.C17-UNION.EpU.93347: he grabs the vortiguant by the limbs nad drags them along
[19:52:06]	DRD loaded the character 'CCA.C17-GRID.i1.23710'
[19:52:08]	[Y] Denford F. MacMillian: You made me shiver me timbers!
[19:52:12]	[Y] Denford F. MacMillian: S-S-S-SHIVER ME TIMBERS, Ghost mask.
[19:52:30]	[OOC] Ashley Adams: Oh god theres 3 CPs
[19:52:37]	Spooky Wolf loaded the character 'Anastasia Ivanovich'
[19:52:50]	[OOC] CAC.C17-VORTIPODE.24999: Looks like someone cuased a scene in Cp gen
[19:52:57]	Denford F. MacMillian used command '/Apply'.
[19:53:10]	CCA.C17-GRID.i1.23710 entered observer.
[19:53:29]	CCA.C17-GRID.i1.23710 ran 'View' on item 'Notepad' (#26764)
[19:53:32]	CCA.C17-HELIX.i3.67098 used command '/ViewData Denford'.
[19:53:43]	[ME] CAC.C17-VORTIPODE.24999: Would stare off towards a wall
[19:53:54]	[OOC] Ashley Adams: what happened
[19:54:20]	[ME] CAC.C17-VORTIPODE.24999: Shivers
[19:54:47]	CCA.C17-HELIX.i3.67098 has gained 10 tokens.
[19:55:58]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[19:56:04]	[Y] Denford F. MacMillian: Not when it's being handed in.
[19:56:05]	CCA.C17-HELIX.i3.67098 opened the '' #203 container.
[19:56:05]	[Y] Denford F. MacMillian: Dumbass.
[19:56:07]	CCA.C17-HELIX.i3.67098 closed the '' #203 container.
[19:56:44]	CCA.C17-GRID.i1.23710 ran 'drop' on item 'Grenade Body Die Cast' (#24483)
[19:56:44]	CCA.C17-GRID.i1.23710 has lost a 'Grenade Body Die Cast' #24483.
[19:56:48]	Denford F. MacMillian has taken 5 damage from CCA.C17-HELIX.i3.67098.
[19:56:49]	CCA.C17-GRID.i1.23710 ran 'drop' on item 'Long Range Communicator' (#20863)
[19:56:49]	CCA.C17-GRID.i1.23710 has lost a 'Long Range Communicator' #20863.
[19:56:50]	Denford F. MacMillian has taken 5 damage from CCA.C17-HELIX.i3.67098.
[19:56:52]	Denford F. MacMillian has taken 5 damage from CCA.C17-HELIX.i3.67098.
[19:56:56]	[LOOC] Denford F. MacMillian: You gotta RP it at least.
[19:57:06]	CCA.C17-GRID.i1.23710 has gained 10 tokens.
[19:57:06]	[LOOC] CCA.C17-GRID.i1.23710: please do /me whacking
[19:57:17]	[ME] CAC.C17-VORTIPODE.24999: Claws at the wall infront of him- Outlineing a shape for an eye
[19:57:22]	[LOOC] CCA.C17-UNION.EpU.93347: drd what you doin
[19:57:22]	Denford F. MacMillian used command '/PM grid I'm starting to hate Helix with every second I interact with them.'.
[19:57:24]	[LOOC] CCA.C17-UNION.EpU.93347: lol
[19:57:26]	CCA.C17-HELIX.i3.67098 used command '/ViewData Denford'.
[19:57:31]	CCA.C17-GRID.i1.23710 used command '/PM denford that was a different helix'.
[19:57:38]	Denford F. MacMillian used command '/PM GRID Still.'.
[19:57:42]	Denford F. MacMillian used command '/PM GRID I mean the entire division lmao.'.
[19:57:46]	CCA.C17-HELIX.i3.67098 used command '/Radio I love my job.'.
[19:57:47]	CCA.C17-GRID.i1.23710 used command '/PM denford CPs being CPs'.
[19:57:54]	Denford F. MacMillian used command '/PM GRID I could do MUCH better.'.
[19:58:11]	CCA.C17-GRID.i1.23710 used command '/PM denford get 10lp and apply on forums'.
[19:58:17]	CCA.C17-GRID.i1.23710 used command '/ViewData denf'.
[19:58:18]	Denford F. MacMillian used command '/PM grid I would.'.
[19:58:21]	Denford F. MacMillian used command '/PM grid I really would.'.
[19:58:27]	Denford F. MacMillian used command '/PM grid But the HELIX unit DESTROYED MY SUITCASEE.'.
[19:58:40]	[LOOC] Denford F. MacMillian: I legit have nothing else to do.
[19:58:44]	[LOOC] CCA.C17-UNION.EpU.93347: ik man
[19:58:46]	CCA.C17-GRID.i1.23710 used command '/PM denford you can get lp by doing workdesk tasks, you have 4 right now'.
[19:58:48]	[LOOC] CCA.C17-UNION.EpU.93347: ;2; 
[19:58:49]	[LOOC] CCA.C17-UNION.EpU.93347: ;3;
[19:58:57]	Denford F. MacMillian used command '/PM GRID Do you want me to explain my situation?'.
[19:59:04]	Denford F. MacMillian used command '/PM GRID I was FALSELY locked up.'.
[19:59:11]	CCA.C17-GRID.i1.23710 used command '/PM denford i saw the thing you sent ollie'.
[19:59:19]	Denford F. MacMillian used command '/PM GRID Yes.'.
[19:59:24]	Denford F. MacMillian used command '/PM GRID And I'm still locked up.'.
[19:59:34]	CCA.C17-GRID.i1.23710 used command '/PM denford that's an ic issue'.
[19:59:35]	Denford F. MacMillian used command '/PM GRID I logged on last night, at 11PM for RP.'.
[19:59:47]	CCA.C17-HELIX.i3.67098 has gained 10 tokens.
[19:59:48]	CCA.C17-GRID.i1.23710 used command '/PM denford sorry, wait you've been locked up since 11pm last night?'.
[19:59:49]	Denford F. MacMillian used command '/PM GRID Then why isn't it being dealt with ICly? I get it's an IC issue but I want to RP.'.
[20:00:00]	Denford F. MacMillian used command '/PM GRID No I RPed at like 10PM, got off at 11:30PM.'.
[20:00:06]	CCA.C17-GRID.i1.23710 used command '/PM denford how long have you been in jail'.
[20:00:12]	[ME] Denford F. MacMillian: shrugs then points to the EPU, being a smartass by remaining silent.
[20:00:17]	[ME] Denford F. MacMillian: then pointed to his mouth.
[20:00:22]	Denford F. MacMillian used command '/PM GRID Since yesterday.,'.
[20:00:33]	[Y] Denford F. MacMillian: I was told to be quiet.
[20:00:33]	DRD loaded the character 'CCA.C17-JUDGE.i5.02321'
[20:00:36]	[Y] Denford F. MacMillian: Kinda following ord-
[20:00:38]	CCA.C17-JUDGE.i5.02321 used command '/CharSetName judge'.
[20:00:45]	CCA.C17-JUDGE.i1.02321 used command '/CharSetName CCA.C17-JUDGE.i5.02321 CCA.C17-JUDGE.i1.02321'.
[20:00:50]	CCA.C17-JUDGE.i1.02321 used command '/CharEditBodygroup judge'.
[20:00:58]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[20:01:07]	CCA.C17-JUDGE.i1.02321 has changed CCA.C17-JUDGE.i1.02321's bodygroups.
[20:01:11]	CCA.C17-JUDGE.i1.02321 entered observer.
[20:01:19]	CCA.C17-JUDGE.i1.02321 exited observer at their location.
[20:01:21]	[ME] Denford F. MacMillian: remained silent for a moment...
[20:01:39]	CCA.C17-JUDGE.i1.02321 used command '/PM epu he's been in here since yesterday'.
[20:01:57]	CCA.C17-UNION.EpU.93347 used command '/PM JUDGE he was detained this morning from my understanding? I think'.
[20:02:04]	Denford F. MacMillian used command '/PM ana I'M FREE!'.
[20:02:09]	Denford F. MacMillian used command '/PM JUDGE I FUCKING LOVE YOU! LMFAO.'.
[20:02:30]	DRD loaded the character 'Hollie Reynolds'
[20:02:33]	[ME] CCA.C17-UNION.EpU.93347: he slides the gate open
[20:02:33]	Hollie Reynolds entered observer.
[20:02:45]	[ME] Denford F. MacMillian: chuckled as he placed his hands against the wall, seemingly calm towards the EpU.
[20:02:52]	Denford F. MacMillian used command '/PM epu A f riendship was bonded that day.'.
[20:03:00]	[ME] CCA.C17-UNION.EpU.93347: he grabs the individual's wrists and brings them behind the back to restrain them
[20:03:08]	[ME] Denford F. MacMillian: doesn't resist.
[20:03:13]	[LOOC] Denford F. MacMillian: say yes-
[20:03:14]	CCA.C17-UNION.EpU.93347 ran 'Use' on item 'Zip Tie' (#23975)
[20:03:18]	[OOC] CCA.C17-HELIX.i3.67098: yo drd
[20:03:26]	[OOC] Hollie Reynolds: hi
[20:03:33]	[OOC] CCA.C17-HELIX.i3.67098: can you set up my vorti
[20:03:36]	[OOC] Hollie Reynolds: of course
[20:03:50]	[OOC] CCA.C17-HELIX.i3.67098: 1 sec
[20:03:52]	[OOC] Hollie Reynolds: your free vort or broom jockey
[20:03:55]	LynxQueen loaded the character 'AWAITING ASSIGNMENT'
[20:04:00]	[OOC] AWAITING ASSIGNMENT: broom jockey
[20:04:03]	[OOC] AWAITING ASSIGNMENT: I got my free
[20:04:09]	Hollie Reynolds used command '/PM vortipode say something in ooc, gotta steal your name'.
[20:04:15]	Hollie Reynolds exited observer at their location.
[20:04:15]	[OOC] CAC.C17-VORTIPODE.24999: GLOCK
[20:04:17]	Hollie Reynolds entered observer.
[20:04:17]	[ME] CCA.C17-UNION.EpU.93347: he grabs the individual by one of his arms, and drags them along
[20:04:27]	Hollie Reynolds exited observer at their location.
[20:04:40]	[LOOC] Denford F. MacMillian: *HELIX.
[20:04:49]	[LOOC] Denford F. MacMillian: If I seriously.
[20:05:00]	[LOOC] Denford F. MacMillian: Won't get LP, I'll do it in the span of 2 minutes.
[20:05:08]	[ME] CCA.C17-UNION.EpU.93347: he takes one of his combat knifes from his utility belt and cuts the ties on the individual
[20:05:14]	[LOOC] CCA.C17-UNION.EpU.93347: lmao
[20:05:17]	Hollie Reynolds used command '/CharSetName await CAC.C17-VORTIPODE.69420'.
[20:05:18]	[LOOC] CCA.C17-UNION.EpU.93347: go right ahead
[20:05:35]	Hollie Reynolds used command '/CharSetName 69 CAC.C17-VORTIPODE.49620'.
[20:05:40]	Denford F. MacMillian used the 'Shopkeeper' vendor.
[20:05:43]	Denford F. MacMillian has lost 2 tokens.
[20:05:43]	Denford F. MacMillian has gained a 'Citizen Filter' #27466.
[20:05:44]	CCA.C17-UNION.EpU.93347 used command '/Radio 10-61 released from detainment, Cycles administered.'.
[20:05:44]	Hollie Reynolds has spawned a 'NPC [4382][npc_vortigaunt]'.
[20:05:46]	Hollie Reynolds has spawned a 'NPC [4387][npc_vortigaunt]'.
[20:05:47]	[OOC] CAC.C17-VORTIPODE.24999: 69420
[20:05:47]	Denford F. MacMillian ran 'Equip' on item 'Green Citizen Suit' (#26635)
[20:05:49]	Denford F. MacMillian ran 'EquipUn' on item 'Respirator' (#27421)
[20:05:50]	Denford F. MacMillian ran 'equip' on item 'Citizen Filter' (#27466)
[20:05:53]	Hollie Reynolds has spawned 'models/vortigaunt_blue_ep2anims.mdl'.
[20:05:54]	Hollie Reynolds has spawned 'models/vortigaunt.mdl'.
[20:05:56]	Hollie Reynolds has spawned 'models/vortigaunt_blue.mdl'.
[20:05:59]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[20:06:00]	Hollie Reynolds has spawned 'models/vortigaunt_slave.mdl'.
[20:06:01]	[OOC] CCA.C17-UNION.EpU.93347: holy tits I'm the only 
[20:06:03]	[OOC] Denford F. MacMillian: Noiw.
[20:06:04]	[OOC] Ashley Adams: Nice.
[20:06:05]	[OOC] Denford F. MacMillian: *Now.
[20:06:09]	Hollie Reynolds used command '/CharSetName 49 models/vortigaunt_slave.mdl'.
[20:06:15]	[OOC] Denford F. MacMillian: Since I did lose my contraband from that HELIX yesterday.
[20:06:18]	[OOC] Denford F. MacMillian: And my suitcase.
[20:06:18]	CCA.C17-UNION.EpU.93347 used command '/ViewObjectives'.
[20:06:21]	[OOC] Denford F. MacMillian: I'm gonna get it back.
[20:06:27]	[OOC] Denford F. MacMillian: The only way I know how.
[20:06:39]	Denford F. MacMillian opened the '' #2585 container.
[20:06:43]	Hollie Reynolds used command '/CharSetModel vort models/vortigaunt_slave.mdl'.
[20:06:44]	Denford F. MacMillian has gained a 'Citizen ID' #26921.
[20:06:45]	Denford F. MacMillian has gained a 'Citizen ID' #26924.
[20:06:46]	Denford F. MacMillian closed the '' #2585 container.
[20:06:46]	Denford F. MacMillian opened the '' #2584 container.
[20:06:49]	Denford F. MacMillian closed the '' #2584 container.
[20:06:49]	Denford F. MacMillian opened the '' #2583 container.
[20:06:52]	Denford F. MacMillian has gained a 'Relocation Coupon' #27437.
[20:06:53]	Denford F. MacMillian has gained a 'Relocation Coupon' #26656.
[20:06:53]	Denford F. MacMillian closed the '' #2583 container.
[20:06:56]	[OOC] models/vortigaunt_slave.mdl: My name
[20:06:59]	CAC.C17-VORTIPODE.49620 used command '/CharDesc'.
[20:07:01]	[OOC] models/vortigaunt_slave.mdl: wtf happend to my name
[20:07:02]	[OOC] Hollie Reynolds: uh
[20:07:04]	CAC.C17-VORTIPODE.49620 used command '/CharDesc Your average Vortigaunt slave (WIP)'.
[20:07:05]	[OOC] Hollie Reynolds: uhhhhhhhhhhhh
[20:07:06]	[OOC] Denford F. MacMillian: LMFAO.
[20:07:09]	[OOC] CCA.C17-UNION.EpU.93347: ey spooky you get your uhhh situation resloved? 
[20:07:10]	[OOC] CAC.C17-VORTIPODE.49620: LMAO
[20:07:10]	[OOC] Hollie Reynolds: UHHHHHHHHHHHHHHHHHHHH
[20:07:34]	CCA.C17-UNION.EpU.93347 ran 'use' on item 'Pulse Ammunition' (#25981)
[20:07:36]	[OOC] models/vortigaunt_slave.mdl: CAC.C17-VORTIPODE.24999
[20:07:40]	Hollie Reynolds used command '/CharSetModel vort models/vortigaunt_slave.mdl'.
[20:07:49]	Hollie Reynolds used command '/CharSetModel vortipode models/vortigaunt_slave.mdl'.
[20:07:50]	Hollie Reynolds entered observer.
[20:07:57]	[OOC] CAC.C17-VORTIPODE.49620: broom
[20:08:06]	Hollie Reynolds used command '/CharSetName vortigaunt CAC.C17-VORTIPODE.24999'.
[20:08:10]	[OOC] Hollie Reynolds: is broken
[20:08:11]	[OOC] CAC.C17-VORTIPODE.24999: Takies
[20:08:11]	[OOC] Hollie Reynolds: i think
[20:08:12]	[OOC] Hollie Reynolds: wait
[20:08:16]	[OOC] CAC.C17-VORTIPODE.49620: broom.
[20:08:16]	[OOC] Denford F. MacMillian: Now how would you get a CP's attention.
[20:08:34]	[OOC] Ashley Adams: Bruh denford you chatted then walked away from me.
[20:08:42]	[OOC] CAC.C17-VORTIPODE.49620: I cannot get free
[20:08:43]	CCA.C17-UNION.EpU.93347 used command '/Radio U-47 is 10-8. Is 10-76 to Plaza, stand by for update on directives.'.
[20:08:49]	[OOC] Denford F. MacMillian: Can you blame Denford though?
[20:08:49]	[OOC] CAC.C17-VORTIPODE.49620: I am trapped 
[20:08:50]	Hollie Reynolds exited observer at their location.
[20:08:50]	Hollie Reynolds has taken 275 damage from worldspawn.
[20:08:50]	worldspawn has killed Hollie Reynolds.
[20:08:55]	[OOC] Denford F. MacMillian: He's not happy.
[20:08:56]	[LOOC] CAC.C17-VORTIPODE.24999: void
[20:09:02]	[OOC] Hollie Reynolds: i actually
[20:09:05]	[OOC] Anastasia Ivanovich: I broke the menu and I can't fix the uhh perks
[20:09:06]	[OOC] Hollie Reynolds: gonna snatch up the vorts
[20:09:07]	Hollie Reynolds entered observer.
[20:09:11]	Hollie Reynolds exited observer at their location.
[20:09:14]	[OOC] CAC.C17-VORTIPODE.24999: tf does that mean?
[20:09:18]	[OOC] CCA.C17-UNION.EpU.93347: swap out chars maybe? ;w; 
[20:09:33]	Hollie Reynolds has gained a 'Citizen ID' #27466.
[20:09:33]	Hollie Reynolds used command '/CreateCID Vortipode ------'.
[20:09:35]	[LOOC] CAC.C17-VORTIPODE.24999: void
[20:09:36]	[LOOC] CAC.C17-VORTIPODE.24999: LD(
[20:09:39]	CAC.C17-VORTIPODE.49620 has taken 64 damage from worldspawn.
[20:09:39]	Hollie Reynolds has gained a 'Citizen ID' #27467.
[20:09:39]	Hollie Reynolds used command '/CreateCID Vortipode ------'.
[20:09:52]	[OOC] Denford F. MacMillian: Another CP would be nice,
[20:09:53]	Hollie Reynolds ran 'drop' on item 'Citizen ID' (#27467)
[20:09:53]	Hollie Reynolds has lost a 'Citizen ID' #27467.
[20:09:59]	Hollie Reynolds ran 'drop' on item 'Citizen ID' (#27466)
[20:09:59]	Hollie Reynolds has lost a 'Citizen ID' #27466.
[20:09:59]	CAC.C17-VORTIPODE.49620 ran 'take' on item 'Citizen ID' (#27467)
[20:09:59]	CAC.C17-VORTIPODE.49620 has gained a 'Citizen ID' #27467.
[20:10:02]	CAC.C17-VORTIPODE.24999 ran 'take' on item 'Citizen ID' (#27466)
[20:10:02]	CAC.C17-VORTIPODE.24999 has gained a 'Citizen ID' #27466.
[20:10:24]	CCA.C17-UNION.EpU.93347 used command '/Radio U-47 is on 10-50; 10-20 is Plaza, Distrabution Street.'.
[20:10:40]	Hollie Reynolds entered observer.
[20:10:49]	[OOC] CAC.C17-VORTIPODE.49620: DAMNIT
[20:10:52]	[OOC] CAC.C17-VORTIPODE.24999: :D
[20:10:52]	CAC.C17-VORTIPODE.49620 has taken 72 damage from worldspawn.
[20:10:52]	worldspawn has killed CAC.C17-VORTIPODE.49620.
[20:10:59]	CCA.C17-UNION.EpU.93347 has gained 10 tokens.
[20:11:03]	[OOC] Hollie Reynolds: on god
[20:11:07]	[OOC] Hollie Reynolds: you both have 49 in your name
[20:11:14]	[OOC] CAC.C17-VORTIPODE.24999: You cannot win
[20:11:26]	[OOC] CAC.C17-VORTIPODE.49620: I WANT THE BROOM
[20:11:36]	[OOC] CAC.C17-VORTIPODE.24999: I cannot drop crab
[20:11:39]	[OOC] Anastasia Ivanovich: ok I am now active. Are there any CWU avaliable?
[20:11:41]	CAC.C17-VORTIPODE.24999 ran 'drop' on item 'Raw Headcrab Meat' (#26612)
[20:11:41]	CAC.C17-VORTIPODE.24999 has lost a 'Raw Headcrab Meat' #26612.
[20:11:48]	[OOC] Ashley Adams: I wish.
[20:11:56]	[OOC] Hollie Reynolds: oh shit, long time no see, Anastasia
[20:11:57]	CAC.C17-VORTIPODE.49620 ran 'take' on item 'Raw Headcrab Meat' (#26612)
[20:11:57]	CAC.C17-VORTIPODE.49620 has gained a 'Raw Headcrab Meat' #26612.
[20:12:09]	[OOC] Anastasia Ivanovich: plz tell me u r cwu
[20:12:16]	[OOC] Hollie Reynolds: like
[20:12:17]	[OOC] Hollie Reynolds: well
[20:12:21]	[OOC] Hollie Reynolds: i have a cwu char
[20:12:28]	[OOC] Hollie Reynolds: but what do you need
[20:12:33]	[ME] CAC.C17-VORTIPODE.24999: would stare off in the distance
[20:12:37]	[OOC] Anastasia Ivanovich: to talk to someone who deals withshops
[20:12:41]	Denford F. MacMillian ran 'drop' on item 'Relocation Coupon' (#26656)
[20:12:41]	Denford F. MacMillian has lost a 'Relocation Coupon' #26656.
[20:12:41]	Denford F. MacMillian ran 'drop' on item 'Relocation Coupon' (#27437)
[20:12:41]	Denford F. MacMillian has lost a 'Relocation Coupon' #27437.
[20:12:42]	Denford F. MacMillian ran 'drop' on item 'Citizen ID' (#26924)
[20:12:42]	Denford F. MacMillian has lost a 'Citizen ID' #26924.
[20:12:42]	Denford F. MacMillian ran 'drop' on item 'Citizen ID' (#26921)
[20:12:42]	Denford F. MacMillian has lost a 'Citizen ID' #26921.
[20:12:45]	[OOC] Hollie Reynolds: ummm
[20:12:47]	[OOC] Anastasia Ivanovich: or leases
[20:12:49]	[OOC] Hollie Reynolds: like big funny dude, got it
[20:12:57]	[OOC] Hollie Reynolds: you want to open a shop/join cwu?
[20:12:59]	[ME] CAC.C17-VORTIPODE.24999: Shivers, returning its eyes to the floor
[20:13:02]	[OOC] Anastasia Ivanovich: da
[20:13:03]	CCA.C17-UNION.EpU.93347 opened the '' #2584 container.
[20:13:04]	CCA.C17-UNION.EpU.93347 closed the '' #2584 container.
[20:13:05]	CCA.C17-UNION.EpU.93347 ran 'View' on item 'Notepad' (#24381)
[20:13:12]	[ME] CCA.C17-UNION.EpU.93347: he gestures to the notepad
[20:13:16]	Denford F. MacMillian ran 'View' on item 'Notepad' (#24381)
[20:13:17]	Hollie Reynolds used command '/PM anast how much lp do you have'.
[20:13:23]	Anastasia Ivanovich used command '/PM hollie idk'.
[20:13:31]	Anastasia Ivanovich used command '/PM hollie I have no idea'.
[20:13:32]	CAC.C17-VORTIPODE.49620 has gained a 'Pliers' #27468.
[20:13:36]	CAC.C17-VORTIPODE.49620 opened the '' #253 container.
[20:13:39]	CAC.C17-VORTIPODE.24999 used command '/Apply'.
[20:13:42]	CAC.C17-VORTIPODE.49620 closed the '' #253 container.
[20:13:46]	[LOOC] Denford F. MacMillian: *the.
[20:14:18]	[LOOC] Denford F. MacMillian: *idea.
[20:14:54]	CAC.C17-VORTIPODE.49620 has gained a 'Empty Chinese Takeout' #27469.
[20:14:58]	CAC.C17-VORTIPODE.49620 has gained a 'Bar of Soap' #27470.
[20:15:01]	[OOC] CCA.C17-UNION.EpU.93347: ey yo drd we need these ol fields back
[20:15:02]	DRD created the character 'Teun Van Tijk'
[20:15:12]	DRD loaded the character 'Teun Van Tijk'
[20:15:13]	[LOOC] CCA.C17-UNION.EpU.93347: one was here
[20:15:13]	Teun Van Tijk entered observer.
[20:15:16]	CAC.C17-VORTIPODE.49620 has gained a 'Rock' #27471.
[20:15:18]	[LOOC] CCA.C17-UNION.EpU.93347: restart destroys em
[20:15:19]	[LOOC] Denford F. MacMillian: I mean on the ACTUAL CABIN.
[20:15:19]	Teun Van Tijk exited observer at their location.
[20:15:19]	CAC.C17-VORTIPODE.49620 has gained a 'A Roll of Toilet Paper' #27472.
