[05:57:53]	MegamanNick has connected.
[17:23:26]	Chicken (STEAM_0:0:143523274) has disconnected.
[17:25:01]	Sneaby created the character 'Jamei Armstrong'
[17:25:01]	Jamei Armstrong has gained a 'Suitcase' #35521.
[17:25:01]	Jamei Armstrong has gained a 'Relocation Coupon' #35522.
[17:25:01]	Sneaby loaded the character 'Jamei Armstrong'
[17:26:54]	[OOC] Jamei Armstrong: whelp can't get out of spawn
[17:29:27]	Jamei Armstrong used command '/CharFallOver'.
[17:29:29]	Jamei Armstrong used command '/CharGetUp'.
[17:29:30]	Jamei Armstrong used command '/CharGetUp'.
[17:29:31]	Jamei Armstrong used command '/CharGetUp'.
[17:29:35]	Sneaby (STEAM_0:1:46917400) has disconnected.
[17:31:24]	FB|| light ROOM has connected.
[17:32:18]	FB|| light ROOM loaded the character 'CCA.C17-QrM.98240'
[17:37:18]	CCA.C17-QrM.98240 has gained 10 tokens.
[17:39:21]	FB|| light ROOM loaded the character 'Theban 'Simmons' Revolt'
[17:39:28]	Theban 'Simmons' Revolt ran 'EquipUn' on item 'Combine Hazmat Worker Suit' (#35445)
[17:41:17]	CAC.C17-BIOTIC.45914 has taken 10 damage from Theban 'Simmons' Revolt.
[17:44:44]	Madeline Wuntch has connected.
[17:48:20]	Theban 'Simmons' Revolt used the 'General Store Vendor' vendor.
[17:50:33]	Madeline Wuntch (STEAM_0:0:193599766) has disconnected.
[17:55:35]	Madeline Wuntch has connected.
[17:56:41]	CAC.C17-BIOTIC.45914 has taken 10 damage from Theban 'Simmons' Revolt.
[17:57:19]	CAC.C17-BIOTIC.45914 has taken 10 damage from Theban 'Simmons' Revolt.
[17:57:48]	FB|| light ROOM loaded the character 'CCA.C17-UNION.SqL.72633'
[17:58:03]	CAC.C17-BIOTIC.45914 has taken 5 damage from CCA.C17-UNION.SqL.72633.
[17:58:08]	[ME] CAC.C17-BIOTIC.45914: strips all comms and weapons and binds hands.
[17:58:09]	CCA.C17-UNION.SqL.72633 rolled 97 out of 100.
[17:58:09]	CCA.C17-UNION.SqL.72633 used command '/Roll'.
[17:58:11]	CAC.C17-BIOTIC.45914 rolled 0 out of 100.
[17:58:11]	CAC.C17-BIOTIC.45914 used command '/Roll'.
[17:58:12]	CAC.C17-BIOTIC.45914 has taken 5 damage from CCA.C17-UNION.SqL.72633.
[17:58:12]	Madeline Wuntch loaded the character 'Janet 'Carolina' Fraiser'
[17:58:14]	CAC.C17-BIOTIC.45914 has taken 5 damage from CCA.C17-UNION.SqL.72633.
[17:59:08]	[OOC] Janet 'Carolina' Fraiser: why is there a random combat knife in the vent
[17:59:13]	[OOC] CCA.C17-UNION.SqL.72633: H U H
[17:59:27]	FB|| light ROOM loaded the character 'Theban 'Simmons' Revolt'
[18:00:38]	Janet 'Carolina' Fraiser has spawned 'models/props_c17/FurnitureFireplace001a.mdl'.
[18:02:00]	Theban 'Simmons' Revolt ran 'Equip' on item 'Combine Hazmat Worker Suit' (#35445)
[18:02:04]	Theban 'Simmons' Revolt ran 'EquipUn' on item 'Combine Hazmat Worker Suit' (#35445)
[18:02:48]	Theban 'Simmons' Revolt ran 'Equip' on item 'Combine Hazmat Worker Suit' (#35445)
[18:03:58]	Theban 'Simmons' Revolt ran 'EquipUn' on item 'Combine Hazmat Worker Suit' (#35445)
[18:05:11]	Janet 'Carolina' Fraiser ran 'take' on item '.9mm Pistol' (#35487)
[18:05:11]	Janet 'Carolina' Fraiser has gained a '.9mm Pistol' #35487.
[18:05:13]	Janet 'Carolina' Fraiser ran 'Equip' on item '.9mm Pistol' (#35487)
[18:05:18]	Janet 'Carolina' Fraiser ran 'take' on item 'Hybrid Radio' (#18911)
[18:05:18]	Janet 'Carolina' Fraiser has gained a 'Hybrid Radio' #18911.
[18:05:23]	Janet 'Carolina' Fraiser ran 'drop' on item 'Hybrid Radio' (#18911)
[18:05:23]	Janet 'Carolina' Fraiser has lost a 'Hybrid Radio' #18911.
[18:05:59]	Janet 'Carolina' Fraiser used command '/ToggleRaise'.
[18:06:16]	Janet 'Carolina' Fraiser ran 'EquipUn' on item '.9mm Pistol' (#35487)
[18:06:22]	Janet 'Carolina' Fraiser ran 'take' on item 'Combine Hazmat Worker Suit' (#33400)
[18:06:22]	Janet 'Carolina' Fraiser has gained a 'Combine Hazmat Worker Suit' #33400.
[18:06:50]	Janet 'Carolina' Fraiser ran 'drop' on item '.9mm Pistol' (#35487)
[18:06:50]	Janet 'Carolina' Fraiser has lost a '.9mm Pistol' #35487.
[18:07:02]	Janet 'Carolina' Fraiser ran 'take' on item 'Handcannon' (#35446)
[18:07:02]	Janet 'Carolina' Fraiser has gained a 'Handcannon' #35446.
[18:07:05]	Janet 'Carolina' Fraiser ran 'Equip' on item 'Handcannon' (#35446)
[18:07:06]	Janet 'Carolina' Fraiser used command '/ToggleRaise'.
[18:07:19]	Theban 'Simmons' Revolt ran 'drop' on item 'Handcannon Packing' (#35479)
[18:07:19]	Theban 'Simmons' Revolt has lost a 'Handcannon Packing' #35479.
[18:07:20]	Theban 'Simmons' Revolt ran 'drop' on item 'Handcannon Packing' (#35480)
[18:07:20]	Theban 'Simmons' Revolt has lost a 'Handcannon Packing' #35480.
[18:07:23]	Janet 'Carolina' Fraiser ran 'take' on item 'Handcannon Packing' (#35480)
[18:07:23]	Janet 'Carolina' Fraiser has gained a 'Handcannon Packing' #35480.
[18:07:24]	Janet 'Carolina' Fraiser ran 'take' on item 'Handcannon Packing' (#35479)
[18:07:24]	Janet 'Carolina' Fraiser has gained a 'Handcannon Packing' #35479.
[18:07:35]	Janet 'Carolina' Fraiser ran 'EquipUn' on item 'Handcannon' (#35446)
[18:07:41]	Theban 'Simmons' Revolt ran 'Equip' on item 'Blue Beanie' (#35314)
[18:07:43]	Theban 'Simmons' Revolt ran 'EquipUn' on item 'Green Beanie' (#33187)
[18:07:43]	Theban 'Simmons' Revolt ran 'Equip' on item 'Blue Beanie' (#35314)
[18:07:44]	Janet 'Carolina' Fraiser ran 'take' on item 'UU-Brand Bread' (#33156)
[18:07:44]	Janet 'Carolina' Fraiser has gained a 'UU-Brand Bread' #33156.
[18:07:46]	Theban 'Simmons' Revolt ran 'EquipUn' on item 'Blue Beanie' (#35314)
[18:07:47]	Theban 'Simmons' Revolt ran 'Equip' on item 'Green Beanie' (#33187)
[18:07:50]	Theban 'Simmons' Revolt ran 'drop' on item 'Blue Beanie' (#35314)
[18:07:50]	Theban 'Simmons' Revolt has lost a 'Blue Beanie' #35314.
[18:08:02]	Janet 'Carolina' Fraiser ran 'drop' on item 'Teal and Black Coat' (#33179)
[18:08:02]	Janet 'Carolina' Fraiser has lost a 'Teal and Black Coat' #33179.
[18:08:09]	Theban 'Simmons' Revolt ran 'Equip' on item 'Combine Hazmat Worker Suit' (#35445)
[18:08:15]	Theban 'Simmons' Revolt ran 'EquipUn' on item 'Combine Hazmat Worker Suit' (#35445)
[18:08:26]	Janet 'Carolina' Fraiser ran 'take' on item 'Blue and White Coat' (#31100)
[18:08:26]	Janet 'Carolina' Fraiser has gained a 'Blue and White Coat' #31100.
[18:08:28]	Janet 'Carolina' Fraiser ran 'Equip' on item 'Blue and White Coat' (#31100)
[18:08:59]	Theban 'Simmons' Revolt ran 'take' on item 'A Set of Tools' (#33010)
[18:09:07]	Theban 'Simmons' Revolt ran 'take' on item 'A Set of Tools' (#33010)
[18:09:07]	Theban 'Simmons' Revolt has gained a 'A Set of Tools' #33010.
[18:09:45]	Janet 'Carolina' Fraiser ran 'EquipUn' on item 'Blue and White Coat' (#31100)
[18:09:54]	Janet 'Carolina' Fraiser ran 'Equip' on item 'Combine Hazmat Worker Suit' (#33400)
[18:10:00]	Janet 'Carolina' Fraiser ran 'EquipUn' on item 'Combine Hazmat Worker Suit' (#33400)
[18:10:07]	Theban 'Simmons' Revolt ran 'Equip' on item 'Combine Hazmat Worker Suit' (#35445)
[18:10:12]	Janet 'Carolina' Fraiser ran 'Equip' on item 'Combine Hazmat Worker Suit' (#33400)
[18:10:21]	Janet 'Carolina' Fraiser ran 'Equip' on item 'Handcannon' (#35446)
[18:10:23]	Janet 'Carolina' Fraiser used command '/ToggleRaise'.
[18:10:26]	Janet 'Carolina' Fraiser used command '/ToggleRaise'.
[18:10:27]	Theban 'Simmons' Revolt ran 'EquipUn' on item 'Combine Hazmat Worker Suit' (#35445)
[18:10:28]	Janet 'Carolina' Fraiser ran 'EquipUn' on item 'Combine Hazmat Worker Suit' (#33400)
[18:10:34]	Janet 'Carolina' Fraiser ran 'Equip' on item 'Blue and White Coat' (#31100)
[18:12:01]	Theban 'Simmons' Revolt ran 'Equip' on item 'Combine Hazmat Worker Suit' (#35445)
[18:12:04]	Janet 'Carolina' Fraiser ran 'EquipUn' on item 'Blue and White Coat' (#31100)
[18:12:07]	Janet 'Carolina' Fraiser ran 'Equip' on item 'Combine Hazmat Worker Suit' (#33400)
[18:12:50]	Janet 'Carolina' Fraiser used command '/ToggleRaise'.
[18:12:53]	Janet 'Carolina' Fraiser used command '/ToggleRaise'.
[18:12:56]	Janet 'Carolina' Fraiser ran 'use' on item 'Handcannon Packing' (#35479)
[18:12:57]	Janet 'Carolina' Fraiser ran 'use' on item 'Handcannon Packing' (#35480)
[18:13:02]	Janet 'Carolina' Fraiser used command '/ToggleRaise'.
[18:13:10]	Janet 'Carolina' Fraiser used command '/ToggleRaise'.
[18:17:23]	[Y] Janet 'Carolina' Fraiser: Hey.
[18:17:36]	Theban 'Simmons' Revolt ran 'Edit' on item 'Notepad' (#35452)
[18:17:38]	Janet 'Carolina' Fraiser ran 'take' on item 'Notepad' (#35452)
[18:17:38]	Janet 'Carolina' Fraiser has gained a 'Notepad' #35452.
[18:18:05]	Theban 'Simmons' Revolt has taken 10 damage from prop_physics.
[18:22:33]	Theban 'Simmons' Revolt ran 'EquipUn' on item 'Combine Hazmat Worker Suit' (#35445)
[18:22:34]	Janet 'Carolina' Fraiser ran 'EquipUn' on item 'Combine Hazmat Worker Suit' (#33400)
[18:22:39]	Janet 'Carolina' Fraiser ran 'Equip' on item 'Blue and White Coat' (#31100)
[18:24:55]	Janet 'Carolina' Fraiser ran 'unloadAmmo' on item 'Handcannon' (#35446)
[18:24:55]	Janet 'Carolina' Fraiser has gained a 'Handcannon Packing' #35523.
[18:25:01]	Theban 'Simmons' Revolt has taken 5 damage from prop_physics.
[18:25:11]	Theban 'Simmons' Revolt has taken 5 damage from prop_physics.
[18:25:36]	Theban 'Simmons' Revolt has taken 20 damage from prop_physics.
[18:25:36]	Theban 'Simmons' Revolt has taken 5 damage from prop_physics.
[18:27:01]	Janet 'Carolina' Fraiser ran 'take' on item 'Pipe' (#31103)
[18:27:14]	Theban 'Simmons' Revolt ran 'EquipUn' on item 'Combat Knife' (#22008)
[18:27:15]	Theban 'Simmons' Revolt ran 'drop' on item 'Combat Knife' (#22008)
[18:27:15]	Theban 'Simmons' Revolt has lost a 'Combat Knife' #22008.
[18:27:17]	Theban 'Simmons' Revolt ran 'take' on item 'Combat Knife' (#31497)
[18:27:17]	Theban 'Simmons' Revolt has gained a 'Combat Knife' #31497.
[18:27:23]	Janet 'Carolina' Fraiser ran 'take' on item 'Combat Knife' (#22008)
[18:27:23]	Janet 'Carolina' Fraiser has gained a 'Combat Knife' #22008.
[18:27:26]	Janet 'Carolina' Fraiser ran 'Equip' on item 'Combat Knife' (#22008)
[18:27:28]	Janet 'Carolina' Fraiser ran 'EquipUn' on item 'Combat Knife' (#22008)
[18:27:31]	Janet 'Carolina' Fraiser ran 'unloadAmmo' on item 'Handcannon' (#35446)
[18:27:31]	Janet 'Carolina' Fraiser has gained a 'Handcannon Packing' #35524.
[18:27:44]	Janet 'Carolina' Fraiser ran 'unloadAmmo' on item 'Handcannon' (#35446)
[18:27:44]	Janet 'Carolina' Fraiser has gained a 'Handcannon Packing' #35525.
[18:27:47]	Janet 'Carolina' Fraiser ran 'use' on item 'Handcannon Packing' (#35525)
[18:27:52]	Janet 'Carolina' Fraiser ran 'EquipUn' on item 'Handcannon' (#35446)
[18:28:06]	Janet 'Carolina' Fraiser ran 'drop' on item 'Suitcase' (#33940)
[18:28:06]	Janet 'Carolina' Fraiser has lost a 'Suitcase' #33940.
[18:28:06]	Janet 'Carolina' Fraiser has lost a 'Handcannon' #35446.
[18:28:06]	Janet 'Carolina' Fraiser has lost a 'UU-Brand Bread' #33156.
[18:28:06]	Janet 'Carolina' Fraiser has lost a 'Combine Hazmat Worker Suit' #33400.
[18:28:06]	Janet 'Carolina' Fraiser has lost a 'Handcannon Packing' #35524.
[18:28:06]	Janet 'Carolina' Fraiser has lost a 'Combat Knife' #22008.
[18:28:06]	Janet 'Carolina' Fraiser has lost a 'Handcannon Packing' #35523.
[18:28:24]	Theban 'Simmons' Revolt ran 'take' on item 'Suitcase' (#33940)
[18:28:26]	Theban 'Simmons' Revolt ran 'drop' on item 'A Set of Tools' (#33010)
[18:28:26]	Theban 'Simmons' Revolt has lost a 'A Set of Tools' #33010.
[18:28:27]	Theban 'Simmons' Revolt ran 'take' on item 'Suitcase' (#33940)
[18:28:27]	Theban 'Simmons' Revolt has gained a 'Suitcase' #33940.
[18:28:27]	Theban 'Simmons' Revolt has gained a 'Handcannon' #35446.
[18:28:27]	Theban 'Simmons' Revolt has gained a 'UU-Brand Bread' #33156.
[18:28:27]	Theban 'Simmons' Revolt has gained a 'Combine Hazmat Worker Suit' #33400.
[18:28:27]	Theban 'Simmons' Revolt has gained a 'Handcannon Packing' #35524.
[18:28:27]	Theban 'Simmons' Revolt has gained a 'Combat Knife' #22008.
[18:28:27]	Theban 'Simmons' Revolt has gained a 'Handcannon Packing' #35523.
[18:28:38]	Theban 'Simmons' Revolt ran 'drop' on item 'Suitcase' (#33940)
[18:28:38]	Theban 'Simmons' Revolt has lost a 'Suitcase' #33940.
[18:28:38]	Theban 'Simmons' Revolt has lost a 'Handcannon' #35446.
[18:28:38]	Theban 'Simmons' Revolt has lost a 'UU-Brand Bread' #33156.
[18:28:38]	Theban 'Simmons' Revolt has lost a 'Combine Hazmat Worker Suit' #33400.
[18:28:38]	Theban 'Simmons' Revolt has lost a 'Handcannon Packing' #35524.
[18:28:38]	Theban 'Simmons' Revolt has lost a 'Combat Knife' #22008.
[18:28:38]	Theban 'Simmons' Revolt has lost a 'Handcannon Packing' #35523.
[18:28:40]	Theban 'Simmons' Revolt ran 'take' on item 'A Set of Tools' (#33010)
[18:28:40]	Theban 'Simmons' Revolt has gained a 'A Set of Tools' #33010.
[18:28:43]	Janet 'Carolina' Fraiser ran 'take' on item 'Suitcase' (#33940)
[18:28:43]	Janet 'Carolina' Fraiser has gained a 'Suitcase' #33940.
[18:28:43]	Janet 'Carolina' Fraiser has gained a 'Handcannon' #35446.
[18:28:43]	Janet 'Carolina' Fraiser has gained a 'UU-Brand Bread' #33156.
[18:28:43]	Janet 'Carolina' Fraiser has gained a 'Combine Hazmat Worker Suit' #33400.
[18:28:43]	Janet 'Carolina' Fraiser has gained a 'Handcannon Packing' #35524.
[18:28:43]	Janet 'Carolina' Fraiser has gained a 'Combat Knife' #22008.
[18:28:43]	Janet 'Carolina' Fraiser has gained a 'Handcannon Packing' #35523.
[18:31:38]	Theban 'Simmons' Revolt ran 'drop' on item 'A Set of Tools' (#33010)
[18:31:38]	Theban 'Simmons' Revolt has lost a 'A Set of Tools' #33010.
[18:31:44]	Theban 'Simmons' Revolt ran 'take' on item 'Suitcase' (#33937)
[18:31:44]	Theban 'Simmons' Revolt has gained a 'Suitcase' #33937.
[18:31:47]	Theban 'Simmons' Revolt ran 'drop' on item 'Suitcase' (#33937)
[18:31:47]	Theban 'Simmons' Revolt has lost a 'Suitcase' #33937.
[18:31:48]	Janet 'Carolina' Fraiser ran 'take' on item 'A Bar of Soap' (#33058)
[18:31:48]	Janet 'Carolina' Fraiser has gained a 'A Bar of Soap' #33058.
[18:31:49]	Theban 'Simmons' Revolt ran 'take' on item 'Suitcase' (#33937)
[18:31:49]	Theban 'Simmons' Revolt has gained a 'Suitcase' #33937.
[18:31:51]	Theban 'Simmons' Revolt ran 'take' on item 'A Set of Tools' (#33010)
[18:31:51]	Theban 'Simmons' Revolt has gained a 'A Set of Tools' #33010.
[18:31:52]	Janet 'Carolina' Fraiser ran 'drop' on item 'A Bar of Soap' (#33058)
[18:31:52]	Janet 'Carolina' Fraiser has lost a 'A Bar of Soap' #33058.
[18:34:20]	Mr. Chief loaded the character 'Klaus Ludwig'
[18:35:55]	Theban 'Simmons' Revolt ran 'drop' on item 'A Set of Tools' (#33010)
[18:35:55]	Theban 'Simmons' Revolt has lost a 'A Set of Tools' #33010.
[18:36:37]	Theban 'Simmons' Revolt ran 'take' on item 'MP7' (#28398)
[18:36:37]	Theban 'Simmons' Revolt has gained a 'MP7' #28398.
[18:36:38]	Theban 'Simmons' Revolt ran 'drop' on item 'MP7' (#28398)
[18:36:38]	Theban 'Simmons' Revolt has lost a 'MP7' #28398.
[18:36:41]	Theban 'Simmons' Revolt ran 'take' on item 'MP7' (#31480)
[18:36:41]	Theban 'Simmons' Revolt has gained a 'MP7' #31480.
[18:37:53]	Theban 'Simmons' Revolt ran 'drop' on item 'MP7' (#31480)
[18:37:53]	Theban 'Simmons' Revolt has lost a 'MP7' #31480.
[18:38:36]	Theban 'Simmons' Revolt ran 'take' on item '.9mm Pistol' (#31479)
[18:38:36]	Theban 'Simmons' Revolt has gained a '.9mm Pistol' #31479.
[18:38:45]	Theban 'Simmons' Revolt ran 'Equip' on item '.9mm Pistol' (#31479)
[18:38:47]	Theban 'Simmons' Revolt ran 'EquipUn' on item 'Handcannon' (#35433)
[18:38:48]	Theban 'Simmons' Revolt ran 'Equip' on item '.9mm Pistol' (#31479)
[18:38:52]	Theban 'Simmons' Revolt ran 'EquipUn' on item '.9mm Pistol' (#31479)
[18:38:56]	Theban 'Simmons' Revolt ran 'drop' on item '.9mm Pistol' (#31479)
[18:38:56]	Theban 'Simmons' Revolt has lost a '.9mm Pistol' #31479.
[18:40:38]	Klaus Ludwig has spawned 'models/props_lab/box01a.mdl'.
[18:41:04]	Klaus Ludwig has spawned 'models/props_junk/cinderblock01a.mdl'.
[18:42:39]	Klaus Ludwig has spawned 'models/props_junk/cinderblock01a.mdl'.
[18:42:41]	Klaus Ludwig has spawned 'models/props/de_inferno/cinderblock.mdl'.
[18:42:45]	Klaus Ludwig has spawned 'models/props/de_nuke/cinderblock_stack.mdl'.
[18:43:08]	Klaus Ludwig has spawned 'models/props/de_nuke/cinderblock_stack.mdl'.
[18:43:10]	Klaus Ludwig has spawned 'models/halflife/gibs/crete/cinder.mdl'.
[18:43:15]	Klaus Ludwig has spawned 'models/props_junk/cinderblock01a.mdl'.
[18:43:48]	Theban 'Simmons' Revolt ran 'Equip' on item 'Combat Knife' (#31497)
[18:43:50]	Klaus Ludwig has spawned 'models/props_junk/cinderblock01a.mdl'.
[18:43:53]	[OOC] Theban 'Simmons' Revolt: No shit it will lmao
[18:44:02]	Klaus Ludwig has spawned 'models/props_junk/cinderblock01a.mdl'.
[18:44:36]	Klaus Ludwig has spawned 'models/props_junk/cinderblock01a.mdl'.
[18:44:50]	Klaus Ludwig has spawned 'models/props_junk/cinderblock01a.mdl'.
[18:45:01]	Klaus Ludwig has spawned 'models/props_junk/cinderblock01a.mdl'.
[18:45:23]	Klaus Ludwig has spawned 'models/props_c17/chair_kleiner03a.mdl'.
[18:45:29]	Janet 'Carolina' Fraiser has taken 5 damage from Klaus Ludwig.
[18:45:33]	Janet 'Carolina' Fraiser has spawned 'models/props_interiors/Furniture_Couch01a.mdl'.
[18:45:34]	Janet 'Carolina' Fraiser has taken 50 damage from Janet 'Carolina' Fraiser.
[18:45:35]	Janet 'Carolina' Fraiser has taken 50 damage from Janet 'Carolina' Fraiser.
[18:45:35]	Janet 'Carolina' Fraiser has killed Janet 'Carolina' Fraiser.
[18:45:42]	Klaus Ludwig has spawned 'models/props_urban/plastic_chair001.mdl'.
[18:45:42]	[OOC] Theban 'Simmons' Revolt: FUCK HE HAD AMMO
[18:45:49]	[OOC] Theban 'Simmons' Revolt: Okay ;-;
[18:46:02]	Klaus Ludwig has spawned 'models/xqm/modernchair.mdl'.
[18:46:24]	Theban 'Simmons' Revolt ran 'Equip' on item 'Combine Hazmat Worker Suit' (#35445)
[18:46:25]	Theban 'Simmons' Revolt ran 'EquipUn' on item 'Combine Hazmat Worker Suit' (#35445)
[18:46:25]	Klaus Ludwig has spawned 'models/props_c17/furniturechair001a.mdl'.
[18:46:35]	Klaus Ludwig has spawned 'models/props_c17/furniturechair001a.mdl'.
[18:46:44]	Klaus Ludwig has spawned 'models/props_c17/furniturechair001a.mdl'.
[18:46:47]	Janet 'Carolina' Fraiser has spawned 'models/hunter/triangles/3x3x2.mdl'.
[18:46:54]	Klaus Ludwig has spawned 'models/props_c17/furniturechair001a.mdl'.
[18:47:03]	Klaus Ludwig has spawned 'models/props_c17/furniturechair001a.mdl'.
[18:47:04]	Janet 'Carolina' Fraiser has spawned 'models/hunter/tubes/tube1x1x1.mdl'.
[18:47:23]	Klaus Ludwig has spawned 'models/props_c17/furniturechair001a.mdl'.
[18:47:27]	Janet 'Carolina' Fraiser has spawned 'models/Gibs/wood_gib01e.mdl'.
[18:47:28]	Klaus Ludwig has spawned 'models/props_c17/furniturechair001a.mdl'.
[18:47:28]	Janet 'Carolina' Fraiser has spawned 'models/Gibs/wood_gib01e.mdl'.
[18:47:29]	Janet 'Carolina' Fraiser has spawned 'models/Gibs/wood_gib01e.mdl'.
[18:47:30]	Janet 'Carolina' Fraiser has spawned 'models/Gibs/wood_gib01e.mdl'.
[18:47:31]	Janet 'Carolina' Fraiser has spawned 'models/Gibs/wood_gib01e.mdl'.
[18:47:41]	Klaus Ludwig has spawned 'models/props_c17/furniturechair001a.mdl'.
[18:47:45]	[Y] Theban 'Simmons' Revolt: AHHHHHHHHHHH.
[18:47:47]	[Y] Theban 'Simmons' Revolt: AHHHHHHHHHHH.
[18:47:48]	[Y] Theban 'Simmons' Revolt: AHHHHHHHHHHH.
[18:47:49]	[Y] Theban 'Simmons' Revolt: AHHHHHHHHHHH.
[18:47:55]	Klaus Ludwig has spawned 'models/Items/combine_rifle_cartridge01.mdl'.
[18:48:04]	[Y] Theban 'Simmons' Revolt: WOAH BROOOOO.
[18:48:06]	Janet 'Carolina' Fraiser has spawned 'models/props_c17/statue_horse.mdl'.
[18:48:11]	Klaus Ludwig has spawned 'models/Items/combine_rifle_ammo01.mdl'.
[18:48:21]	Theban 'Simmons' Revolt has taken 500 damage from Klaus Ludwig.
[18:48:21]	Klaus Ludwig has killed Theban 'Simmons' Revolt with weapon_physgun.
[18:48:26]	[OOC] Theban 'Simmons' Revolt: FUCK
[18:48:28]	Janet 'Carolina' Fraiser has spawned 'models/props_c17/playground_carousel01.mdl'.
[18:48:29]	Klaus Ludwig has taken 500 damage from Janet 'Carolina' Fraiser.
[18:48:29]	Janet 'Carolina' Fraiser has killed Klaus Ludwig with weapon_physgun.
[18:48:37]	Janet 'Carolina' Fraiser has spawned 'models/props_c17/playground_carousel01.mdl'.
[18:48:39]	[OOC] Theban 'Simmons' Revolt: STOP FUCKING AROUND WITH PROPS PLEASE ;-;-;-;-;
[18:48:47]	Janet 'Carolina' Fraiser has spawned 'models/props_c17/statue_horse.mdl'.
[18:48:54]	Klaus Ludwig has taken 10 damage from terminal_side_props.
[18:48:54]	Klaus Ludwig has taken 5 damage from terminal_side_props.
[18:49:10]	Klaus Ludwig has spawned 'models/Items/grenadeAmmo.mdl'.
[18:49:12]	Janet 'Carolina' Fraiser has spawned 'models/props_c17/clock01.mdl'.
[18:49:18]	Janet 'Carolina' Fraiser has spawned 'models/props_c17/Frame002a.mdl'.
[18:49:27]	Klaus Ludwig has spawned 'models/props_c17/fence03a.mdl'.
[18:49:51]	Chicken has connected.
[18:50:16]	Janet 'Carolina' Fraiser has spawned 'models/props_interiors/BathTub01a.mdl'.
[18:50:20]	Klaus Ludwig has spawned 'models/props_phx/misc/potato.mdl'.
[18:50:24]	Janet 'Carolina' Fraiser has spawned 'models/props_junk/PopCan01a.mdl'.
[18:51:02]	Theban 'Simmons' Revolt ran 'Equip' on item 'Combine Hazmat Worker Suit' (#35445)
[18:51:03]	Theban 'Simmons' Revolt ran 'Equip' on item 'Combat Knife' (#31497)
[18:51:11]	Klaus Ludwig has spawned 'models/props_phx/misc/soccerball.mdl'.
[18:51:15]	Theban 'Simmons' Revolt ran 'EquipUn' on item 'Combine Hazmat Worker Suit' (#35445)
[18:51:30]	Klaus Ludwig has spawned 'models/props_phx/misc/soccerball.mdl'.
[18:51:43]	Chicken loaded the character 'Achille 'Tucker' Tristram'
[18:51:44]	Janet 'Carolina' Fraiser has taken 5 damage from prop_physics.
[18:51:53]	Janet 'Carolina' Fraiser has spawned 'models/props_junk/garbage_plasticbottle001a.mdl'.
[18:52:03]	Janet 'Carolina' Fraiser has spawned 'models/props_junk/MetalBucket01a.mdl'.
[18:52:05]	Klaus Ludwig has spawned 'models/props_phx/misc/smallcannon.mdl'.
[18:52:18]	Klaus Ludwig has spawned 'models/props_phx/misc/fender.mdl'.
[18:52:31]	Klaus Ludwig has spawned 'models/xqm/hydcontrolbox.mdl'.
[18:52:36]	Klaus Ludwig has spawned 'models/mechanics/various/211.mdl'.
[18:52:40]	Madeline Wuntch (STEAM_0:0:193599766) has disconnected.
