[03:18:23]	Bonkusgoosus has connected.
[20:57:58]	CCA.C17-HELIX.i3.08874 ran 'View' on item 'Paper' (#33897)
[20:58:10]	CCA.C17-HELIX.i3.08874 ran 'Edit' on item 'Paper' (#38890)
[20:58:33]	Jefferson Jackson has gained a 'Resin' #38892.
[20:59:46]	[OOC] Jefferson Jackson: you guys are so mean :(
[20:59:54]	[OOC] Ava Carter: dnc
[21:01:00]	CCA.C17-HELIX.i3.08874 ran 'View' on item 'Paper' (#38890)
[21:01:04]	CCA.C17-HELIX.i3.08874 ran 'drop' on item 'Paper' (#38890)
[21:01:04]	CCA.C17-HELIX.i3.08874 has lost a 'Paper' #38890.
[21:01:06]	[LOOC] Kiff Sankase: almost whole server down here lmao
[21:01:16]	[OOC] CCA.C17-HELIX.i3.08874: you are a insane person
[21:01:21]	[OOC] Ava Carter: says u
[21:01:22]	Jacob Desmone has gained a 'Sewing Kit' #38893.
[21:01:25]	[OOC] Kiff Sankase: we all are
[21:01:25]	Jacob Desmone ran 'drop' on item 'Sewing Kit' (#38893)
[21:01:25]	Jacob Desmone has lost a 'Sewing Kit' #38893.
[21:01:29]	CCA.C17-HELIX.i3.08874 ran 'Attach' on item 'Pin' (#38891)
[21:01:32]	CCA.C17-HELIX.i3.08874 ran 'View' on item 'Paper' (#38890)
[21:01:42]	Kiff Sankase ran 'take' on item 'Sewing Kit' (#38893)
[21:01:42]	Kiff Sankase has gained a 'Sewing Kit' #38893.
[21:01:46]	Kiff Sankase ran 'drop' on item 'Sewing Kit' (#38893)
[21:01:46]	Kiff Sankase has lost a 'Sewing Kit' #38893.
[21:01:48]	Jacob Desmone has gained a 'Zip Tie' #38894.
[21:01:57]	[Y] Jacob Desmone: Who wants a ziptie.
[21:02:06]	Jacob Desmone ran 'Use' on item 'Zip Tie' (#38894)
[21:02:07]	Jacob Desmone ran 'drop' on item 'Zip Tie' (#38894)
[21:02:07]	Jacob Desmone has lost a 'Zip Tie' #38894.
[21:02:17]	CCA.C17-HELIX.i3.08874 destroyed a 'Capacitors' #38795.
[21:03:30]	Jacob Desmone rolled 103 (86 + 17) out of 100 on Engineering.
[21:03:30]	Jacob Desmone used command '/RollSkill engineering'.
[21:03:30]	[Y] Kiff Sankase: Same for you two.
[21:03:38]	[Y] Kiff Sankase: Also good luck finding this Jefferson dude.
[21:03:43]	CCA.C17-HELIX.i3.08874 used command '/RemoveTenant 1'.
[21:03:51]	CCA.C17-HELIX.i3.08874 destroyed a 'Empty Flavored Consulate Water Can' #37140.
[21:03:52]	CCA.C17-HELIX.i3.08874 destroyed a 'Empty Consulate Water Can' #35914.
[21:03:52]	Ava Carter has gained a 'Minimum Grade Food Product (No Flavor)' #38895.
[21:03:52]	CCA.C17-HELIX.i3.08874 destroyed a 'Empty Consulate Water Can' #37168.
[21:03:53]	CCA.C17-HELIX.i3.08874 destroyed a 'Empty Flavored Consulate Water Can' #37135.
[21:03:54]	CCA.C17-HELIX.i3.08874 destroyed a 'Empty Consulate Water Can' #37177.
[21:03:55]	CCA.C17-HELIX.i3.08874 destroyed a 'Empty Flavored Consulate Water Can' #37472.
[21:03:56]	CCA.C17-HELIX.i3.08874 destroyed a 'Empty Consulate Water Can' #36831.
[21:03:57]	Ava Carter ran 'Consume' on item 'Minimum Grade Food Product (No Flavor)' (#38895)
[21:04:02]	CCA.C17-HELIX.i3.08874 destroyed a 'Instant Cold Pack' #36880.
[21:04:04]	CCA.C17-HELIX.i3.08874 destroyed a 'Instant Cold Pack' #36945.
[21:04:09]	CCA.C17-HELIX.i3.08874 destroyed a 'Pliers' #37977.
[21:04:09]	Jefferson Jackson has gained a 'Broken LCD Monitor' #38895.
[21:04:10]	CCA.C17-HELIX.i3.08874 destroyed a 'Pin' #37453.
[21:04:11]	CCA.C17-HELIX.i3.08874 destroyed a 'Fingerless Gloves' #37982.
[21:04:13]	CCA.C17-HELIX.i3.08874 destroyed a 'A Roll of Toilet Paper' #38238.
[21:04:17]	Ava Carter has gained a 'Reinforced Padlock' #38896.
[21:04:20]	CCA.C17-HELIX.i3.08874 destroyed a 'Pipe' #37666.
[21:04:22]	CCA.C17-HELIX.i3.08874 destroyed a 'Pipe' #29155.
[21:04:24]	Ava Carter has gained a 'AA Battery' #38897.
[21:04:28]	Ava Carter ran 'drop' on item 'AA Battery' (#38897)
[21:04:28]	Ava Carter has lost a 'AA Battery' #38897.
[21:04:36]	CCA.C17-HELIX.i3.08874 destroyed a 'Padlock' #38008.
[21:04:36]	Jefferson Jackson has gained a 'Blood Collecting Syringe' #38898.
[21:04:36]	CCA.C17-HELIX.i3.08874 destroyed a 'Padlock' #33508.
[21:04:37]	CCA.C17-HELIX.i3.08874 destroyed a 'Padlock' #33339.
[21:04:44]	Jefferson Jackson ran 'drop' on item 'Broken LCD Monitor' (#38895)
[21:04:44]	Jefferson Jackson has lost a 'Broken LCD Monitor' #38895.
[21:04:51]	Jacob Desmone has gained a 'Empty Milk Gallon' #38899.
[21:04:58]	Jacob Desmone ran 'drop' on item 'Empty Milk Gallon' (#38899)
[21:04:58]	Jacob Desmone has lost a 'Empty Milk Gallon' #38899.
[21:04:59]	Ava Carter has gained a 'Cables' #38900.
[21:05:03]	Jefferson Jackson has gained a 'Graphics Card' #38901.
[21:05:05]	Jefferson Jackson ran 'drop' on item 'Graphics Card' (#38901)
[21:05:05]	Jefferson Jackson has lost a 'Graphics Card' #38901.
[21:05:11]	[OOC] Kiff Sankase: did they remove the ladder on the ship
[21:05:11]	Jefferson Jackson has gained a 'Empty Paint Can' #38902.
[21:05:12]	Jefferson Jackson ran 'drop' on item 'Empty Paint Can' (#38902)
[21:05:12]	Jefferson Jackson has lost a 'Empty Paint Can' #38902.
[21:05:14]	[OOC] Kiff Sankase: or am i just dumb
[21:05:20]	[OOC] Jacob Desmone: ye
[21:05:23]	Jefferson Jackson ran 'take' on item 'Empty Consulate Water Can' (#38884)
[21:05:23]	Jefferson Jackson has gained a 'Empty Consulate Water Can' #38884.
[21:05:24]	[OOC] Jacob Desmone: for whatever reason
[21:05:26]	[OOC] Ava Carter: no the ship just got fucked up by drd
[21:05:31]	Ava Carter has gained a 'Broken LCD Monitor' #38903.
[21:05:36]	Ava Carter ran 'drop' on item 'Broken LCD Monitor' (#38903)
[21:05:36]	Ava Carter has lost a 'Broken LCD Monitor' #38903.
[21:05:41]	Jefferson Jackson has gained a 'Gunpowder' #38904.
[21:05:44]	[OOC] CCA.C17-HELIX.i3.08874: They did not
[21:05:49]	Jacob Desmone has gained a 'Scrap Electronics' #38905.
[21:05:49]	[OOC] CCA.C17-HELIX.i3.08874: DRD just fucked up
[21:05:54]	[OOC] Kiff Sankase: ah
[21:06:01]	Jacob Desmone opened the 'Locker' #2911 container.
[21:06:03]	Jacob Desmone closed the 'Locker' #2911 container.
[21:06:04]	Jacob Desmone opened the 'Locker' #2912 container.
[21:06:05]	Kiff Sankase ran 'EquipUn' on item 'CCA JUDGE i5 Armor' (#34263)
[21:06:06]	Jacob Desmone closed the 'Locker' #2912 container.
[21:06:09]	fuckus (STEAM_0:1:54861900) has disconnected.
[21:06:12]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[21:06:23]	Jefferson Jackson has gained a 'Pin' #38906.
[21:06:25]	Jefferson Jackson ran 'drop' on item 'Pin' (#38906)
[21:06:25]	Jefferson Jackson has lost a 'Pin' #38906.
[21:07:21]	CCA.C17-HELIX.i3.08874 has spawned 'models/props_junk/wood_crate001a_damaged.mdl'.
[21:07:23]	Ava Carter has gained a 'Empty Pill Bottle' #38907.
[21:07:25]	Jefferson Jackson has gained a 'Minimum Grade Supplements (Beet Flavor)' #38908.
[21:07:29]	Jefferson Jackson ran 'Consume' on item 'Minimum Grade Supplements (Beet Flavor)' (#38908)
[21:07:31]	Ava Carter ran 'drop' on item 'Empty Pill Bottle' (#38907)
[21:07:31]	Ava Carter has lost a 'Empty Pill Bottle' #38907.
[21:07:44]	Ava Carter has gained a 'Scrap Glass' #38908.
[21:07:48]	Ava Carter ran 'drop' on item 'Scrap Glass' (#38908)
[21:07:48]	Ava Carter has lost a 'Scrap Glass' #38908.
[21:07:49]	Ava Carter ran 'drop' on item 'Scrap Glass' (#38886)
[21:07:49]	Ava Carter has lost a 'Scrap Glass' #38886.
[21:07:56]	Ava Carter has gained a 'AA Battery' #38909.
[21:08:00]	Ava Carter ran 'drop' on item 'AA Battery' (#38909)
[21:08:00]	Ava Carter has lost a 'AA Battery' #38909.
[21:08:13]	Ava Carter has gained a 'AA Battery' #38910.
[21:08:14]	[OOC] CCA.C17-HELIX.i3.08874: work cycle time
[21:08:18]	[OOC] Jacob Desmone: does that include me
[21:08:18]	Ava Carter ran 'drop' on item 'AA Battery' (#38910)
[21:08:18]	Ava Carter has lost a 'AA Battery' #38910.
[21:08:18]	[OOC] Jefferson Jackson: fuck u
[21:08:29]	[OOC] CCA.C17-HELIX.i3.08874: It includes all working class citizens yes
[21:08:46]	[OOC] Ava Carter: i'll find jefferson for u jacob
[21:08:52]	[OOC] Jefferson Jackson: i am a ghost
[21:08:56]	[OOC] Jacob Desmone: its gonna be anakin vs kenobiu
[21:08:58]	[OOC] Jacob Desmone: type beta
[21:09:00]	Ava Carter has gained a 'Human Science Eye Poster' #38911.
[21:09:00]	[OOC] Jacob Desmone: beat
[21:09:06]	Ava Carter ran 'drop' on item 'Human Science Eye Poster' (#38911)
[21:09:06]	Ava Carter has lost a 'Human Science Eye Poster' #38911.
[21:09:11]	Ava Carter has gained a 'LCD Monitor' #38912.
[21:09:32]	[OOC] Ava Carter: jefferson are u at the boat
[21:09:35]	[OOC] Jefferson Jackson: no
[21:09:45]	[OOC] Ava Carter: jeffersonnn
[21:09:46]	[OOC] CCA.C17-HELIX.i3.08874: Don't meta
[21:09:51]	[OOC] Jefferson Jackson: tortuga passed me really recently
[21:09:54]	[OOC] Jefferson Jackson: scared the fuck outa me 
[21:09:55]	[OOC] Ava Carter: imagine not metagaming
[21:10:02]	[OOC] Jefferson Jackson: helix you metagamed smh
[21:10:03]	Jacob Desmone ran 'EquipUn' on item 'CWU Worker Suit' (#34125)
[21:10:09]	[OOC] Jefferson Jackson: no complaining
[21:10:19]	Ava Carter has gained a 'Boot' #38913.
[21:10:38]	[ME] CCA.C17-HELIX.i3.08874: motions to the wall on the right
[21:10:42]	Ava Carter has gained a 'Adjustable Wrench' #38914.
[21:10:47]	[ME] CCA.C17-HELIX.i3.08874: pats the man down.
[21:10:52]	CCA.C17-HELIX.i3.08874 used command '/CharSearch'.
[21:10:58]	Ava Carter has gained a 'Horse Statue' #38915.
[21:11:07]	Jefferson Jackson ran 'take' on item 'Empty Consulate Water Can' (#37925)
[21:11:07]	Jefferson Jackson has gained a 'Empty Consulate Water Can' #37925.
[21:11:11]	Ava Carter ran 'take' on item 'Military Circuit Board' (#31355)
[21:11:11]	Ava Carter has gained a 'Military Circuit Board' #31355.
[21:11:12]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[21:11:14]	Ava Carter ran 'take' on item 'Military Circuit Board' (#37882)
[21:11:14]	Ava Carter has gained a 'Military Circuit Board' #37882.
[21:11:24]	[ME] Jacob Desmone: Zips on work suit
[21:11:25]	Jacob Desmone ran 'Equip' on item 'CWU Worker Suit' (#34125)
[21:11:31]	[ME] Jacob Desmone: A heavy exhale comes out of his suit
[21:11:39]	Jefferson Jackson has taken 10 damage from frontierradio.
[21:11:39]	Jefferson Jackson has taken 10 damage from frontierradio.
[21:11:45]	[LOOC] CCA.C17-HELIX.i3.08874: idk if sona is gonna come
[21:11:51]	[LOOC] CCA.C17-HELIX.i3.08874: maybe not
[21:11:52]	[LOOC] Jacob Desmone: prolly not
[21:11:57]	Ava Carter has gained a 'Empty Flavored Consulate Water Can' #38916.
[21:11:58]	[LOOC] CCA.C17-HELIX.i3.08874: i'll give it 2 mins
[21:12:13]	Ava Carter ran 'take' on item 'Bleach' (#38678)
[21:12:13]	Ava Carter has gained a 'Bleach' #38678.
[21:12:17]	Ava Carter ran 'take' on item 'Cables' (#38480)
[21:12:17]	Ava Carter has gained a 'Cables' #38480.
[21:12:17]	Jefferson Jackson has gained a 'Rubber Tire' #38917.
[21:12:26]	Jefferson Jackson ran 'drop' on item 'Rubber Tire' (#38917)
[21:12:26]	Jefferson Jackson has lost a 'Rubber Tire' #38917.
[21:14:06]	Ava Carter ran 'take' on item 'Blue Pre-War Shirt' (#38762)
[21:14:06]	Ava Carter has gained a 'Blue Pre-War Shirt' #38762.
[21:14:15]	Weaponized Turtles (STEAM_0:0:69165544) has disconnected (timed out).
[21:14:39]	Ava Carter ran 'take' on item 'Scrap Electronics' (#38870)
[21:14:39]	Ava Carter has gained a 'Scrap Electronics' #38870.
[21:14:44]	[OOC] CCA.C17-HELIX.i3.08874: He'll brb
[21:14:52]	[OOC] CCA.C17-HELIX.i3.08874: Just lost connection
[21:15:00]	[OOC] Ava Carter: jefferson where the fuck are u
[21:15:14]	Weaponized Turtles has connected.
[21:15:28]	[OOC] Jefferson Jackson: nowheres and everywheres
[21:15:32]	[OOC] Jefferson Jackson: i am one with the city now
[21:15:40]	Ava Carter ran 'drop' on item 'Blue Pre-War Shirt' (#38762)
[21:15:40]	Ava Carter has lost a 'Blue Pre-War Shirt' #38762.
[21:15:44]	Weaponized Turtles loaded the character 'Jacob Desmone'
[21:15:44]	Ava Carter ran 'take' on item 'Zip Tie' (#38894)
[21:15:44]	Ava Carter has gained a 'Zip Tie' #38894.
[21:15:45]	Jefferson Jackson has gained a 'Empty Tin Can' #38919.
[21:15:59]	Jefferson Jackson has gained a 'Cinderblock' #38920.
[21:16:02]	Jefferson Jackson ran 'drop' on item 'Cinderblock' (#38920)
[21:16:02]	Jefferson Jackson has lost a 'Cinderblock' #38920.
[21:16:12]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[21:16:27]	[OOC] Jefferson Jackson: shit you almost found me
[21:16:31]	[OOC] Jefferson Jackson: i am one with the sewers
[21:16:34]	[LOOC] Jacob Desmone: I can't hear you from that distance
[21:16:39]	Ava Carter ran 'take' on item 'Teflon' (#38840)
[21:16:44]	Ava Carter ran 'drop' on item 'Bleach' (#38678)
[21:16:44]	Ava Carter has lost a 'Bleach' #38678.
[21:16:45]	Jacob Desmone ran 'equip' on item 'Handmade Filter' (#38722)
[21:16:46]	Ava Carter ran 'take' on item 'Teflon' (#38840)
[21:16:46]	Ava Carter has gained a 'Teflon' #38840.
[21:16:48]	Jacob Desmone ran 'drop' on item 'Screwdriver' (#35499)
[21:16:48]	Jacob Desmone has lost a 'Screwdriver' #35499.
[21:16:48]	Jacob Desmone ran 'drop' on item 'Pliers' (#31609)
[21:16:48]	Jacob Desmone has lost a 'Pliers' #31609.
[21:16:49]	Jacob Desmone ran 'drop' on item 'Refined Metal' (#38796)
[21:16:49]	Jacob Desmone has lost a 'Refined Metal' #38796.
[21:16:51]	Jacob Desmone ran 'drop' on item 'Cables' (#38744)
[21:16:51]	Jacob Desmone has lost a 'Cables' #38744.
[21:16:54]	Jacob Desmone ran 'drop' on item 'Scrap Electronics' (#38905)
[21:16:54]	Jacob Desmone has lost a 'Scrap Electronics' #38905.
[21:16:57]	Jacob Desmone ran 'drop' on item 'Sewing Kit' (#34036)
[21:16:57]	Jacob Desmone has lost a 'Sewing Kit' #34036.
[21:16:58]	Jacob Desmone ran 'drop' on item 'Flashlight' (#34097)
[21:16:58]	Jacob Desmone has lost a 'Flashlight' #34097.
[21:16:59]	CCA.C17-HELIX.i3.08874 used the 'Work Cycle Supply' vendor.
[21:16:59]	Jacob Desmone ran 'drop' on item 'Request Device' (#38705)
[21:16:59]	Jacob Desmone has lost a 'Request Device' #38705.
[21:16:59]	Jefferson Jackson has gained a 'Empty Soda Bottle' #38921.
[21:17:01]	Jefferson Jackson ran 'drop' on item 'Empty Soda Bottle' (#38921)
[21:17:01]	Jefferson Jackson has lost a 'Empty Soda Bottle' #38921.
[21:17:03]	[Y] Jacob Desmone: Including ID?
[21:17:08]	Jefferson Jackson has gained a 'Broken Clock' #38922.
[21:17:10]	Jefferson Jackson ran 'drop' on item 'Broken Clock' (#38922)
[21:17:10]	Jefferson Jackson has lost a 'Broken Clock' #38922.
[21:17:14]	Jacob Desmone ran 'drop' on item 'Medical Case' (#34257)
[21:17:14]	Jacob Desmone has lost a 'Medical Case' #34257.
[21:17:24]	Jacob Desmone ran 'drop' on item 'Pipe' (#38514)
[21:17:24]	Jacob Desmone has lost a 'Pipe' #38514.
[21:17:26]	Jefferson Jackson has gained a 'Armor Scraps' #38923.
[21:17:50]	Jefferson Jackson used command '/kickdoor'.
[21:18:19]	Jefferson Jackson has gained a 'Piece of Plexiglass' #38924.
[21:18:21]	Jefferson Jackson ran 'drop' on item 'Piece of Plexiglass' (#38924)
[21:18:21]	Jefferson Jackson has lost a 'Piece of Plexiglass' #38924.
[21:18:26]	Jefferson Jackson ran 'drop' on item 'Pipe' (#38246)
[21:18:26]	Jefferson Jackson has lost a 'Pipe' #38246.
[21:19:21]	[Y] Jefferson Jackson: YOUR NOT GETTING ME.
[21:20:12]	[Y] Ava Carter: I HAVE A CAN.
[21:20:40]	Jefferson Jackson has taken 12 damage from Ava Carter.
[21:20:40]	Jefferson Jackson has taken 12 damage from Ava Carter.
[21:20:40]	Jefferson Jackson has taken 12 damage from Ava Carter.
[21:20:45]	Jefferson Jackson has gained a 'Nylon Cord' #38926.
[21:21:12]	CCA.C17-HELIX.i3.08874 has gained 10 tokens.
[21:21:23]	Ava Carter has taken 9 damage from Jefferson Jackson.
[21:21:37]	CCA.C17-HELIX.i3.08874 used the 'Output Return' vendor.
[21:22:19]	[LOOC] CCA.C17-HELIX.i3.08874: make sure to do the /mes
[21:22:19]	[ME] Jacob Desmone: Would take tongs and a batch of metal out of the cabinet
[21:22:20]	Jacob Desmone used the 'Work Cycle Supply' vendor.
[21:22:22]	[LOOC] CCA.C17-HELIX.i3.08874: i will be watching
[21:22:23]	Jacob Desmone has gained 0 tokens.
[21:22:23]	Jacob Desmone has gained a 'Blacksmith Tongs' #38927.
[21:22:24]	Jefferson Jackson has gained a 'Broken Keyboard' #38928.
[21:22:25]	Jacob Desmone has gained 0 tokens.
[21:22:25]	Jacob Desmone has gained a 'Scrap Metal' #38929.
[21:22:25]	Jacob Desmone has gained 0 tokens.
[21:22:25]	Jacob Desmone has gained a 'Scrap Metal' #38930.
[21:22:26]	Jacob Desmone has gained 0 tokens.
[21:22:26]	Jacob Desmone has gained a 'Scrap Metal' #38931.
[21:22:27]	Jacob Desmone has gained 0 tokens.
[21:22:27]	Jacob Desmone has gained a 'Scrap Metal' #38932.
[21:22:27]	Jacob Desmone has gained 0 tokens.
[21:22:27]	Jacob Desmone has gained a 'Scrap Metal' #38933.
[21:22:27]	Jefferson Jackson ran 'drop' on item 'Broken Keyboard' (#38928)
[21:22:27]	Jefferson Jackson has lost a 'Broken Keyboard' #38928.
[21:22:28]	Jacob Desmone has gained 0 tokens.
[21:22:28]	Jacob Desmone has gained a 'Scrap Metal' #38934.
[21:22:28]	Jacob Desmone has gained 0 tokens.
[21:22:28]	Jacob Desmone has gained a 'Scrap Metal' #38935.
[21:22:28]	Jacob Desmone has gained 0 tokens.
[21:22:28]	Jacob Desmone has gained a 'Scrap Metal' #38936.
[21:22:29]	Jefferson Jackson ran 'drop' on item 'Nylon Cord' (#38926)
[21:22:29]	Jefferson Jackson has lost a 'Nylon Cord' #38926.
[21:22:29]	Jacob Desmone has gained 0 tokens.
[21:22:29]	Jacob Desmone has gained a 'Scrap Metal' #38937.
[21:22:30]	Jacob Desmone has gained 0 tokens.
[21:22:30]	Jacob Desmone has gained a 'Scrap Metal' #38938.
[21:22:35]	[Y] Ava Carter: PLEASE.
[21:22:38]	[Y] Jefferson Jackson: No!
[21:22:39]	[ME] Jacob Desmone: Would bring his load of metal over to the forge
[21:22:41]	[Y] Ava Carter: IM TRYING TO HELP.
[21:22:57]	[Y] Ava Carter: I PROMISE ALL OF THE CANS YOU WANT IF YOU LET ME HELP YOU.
[21:23:01]	[Y] Jefferson Jackson: YOU SHOT ME 3 TIMES.
[21:23:05]	[ME] Jacob Desmone: Would insert the metal into the machine heating it up to a high degree
[21:23:06]	[Y] Ava Carter: TO SLOW YOU DOWN.
[21:23:09]	Jacob Desmone rolled 61 (48 + 13) out of 100 on Fabrication.
[21:23:09]	Jacob Desmone used command '/RollSkill Fabrication'.
[21:23:11]	[Y] Jefferson Jackson: THAT DOESNT WORK.
[21:23:15]	Jacob Desmone has gained a 'Refined Metal' #38939.
[21:23:15]	Jacob Desmone has gained a 'Refined Metal' #38940.
[21:23:16]	Jacob Desmone has gained a 'Refined Metal' #38941.
[21:23:16]	Jacob Desmone has gained a 'Refined Metal' #38942.
[21:23:16]	Jacob Desmone has gained a 'Refined Metal' #38943.
[21:23:17]	[Y] Ava Carter: IT USUALLY DOWS.
[21:23:21]	[LOOC] Ava Carter: does
[21:23:23]	[Y] Jefferson Jackson: IT'D TAKE AT LEAST 10.
[21:23:25]	[ME] Jacob Desmone: Would load up each bar into a tray
[21:23:30]	Jefferson Jackson has gained a 'Scrap Metal' #38944.
[21:23:31]	Jefferson Jackson ran 'drop' on item 'Scrap Metal' (#38944)
[21:23:31]	Jefferson Jackson has lost a 'Scrap Metal' #38944.
[21:23:36]	[Y] Ava Carter: WELL I DIDN'T KNOW THAT WITH YOU.
[21:23:36]	Jefferson Jackson ran 'take' on item 'Empty Tin Can' (#38918)
[21:23:36]	Jefferson Jackson has gained a 'Empty Tin Can' #38918.
[21:23:48]	[ME] Jacob Desmone: Would be careful not to drop it picking up the tray with fire resistant gloves bringing it over to the coolant area
[21:23:58]	[Y] Ava Carter: I guess i'll wait here until jacob comes.
[21:24:04]	[ME] Jacob Desmone: Would set the tray down loading the bars in one by one
[21:24:08]	Jacob Desmone rolled 51 (38 + 13) out of 100 on Fabrication.
[21:24:08]	Jacob Desmone used command '/RollSkill Fabrication'.
[21:24:13]	Jacob Desmone ran 'drop' on item 'Refined Metal' (#38942)
[21:24:13]	Jacob Desmone has lost a 'Refined Metal' #38942.
[21:24:15]	[Y] Ava Carter: I'll throw you a can.
[21:24:17]	Jacob Desmone ran 'drop' on item 'Refined Metal' (#38939)
[21:24:17]	Jacob Desmone has lost a 'Refined Metal' #38939.
[21:24:19]	Jacob Desmone ran 'drop' on item 'Refined Metal' (#38943)
[21:24:19]	Jacob Desmone has lost a 'Refined Metal' #38943.
[21:24:20]	[Y] Jefferson Jackson: I don't want it.
[21:24:21]	Ava Carter ran 'drop' on item 'Empty Flavored Consulate Water Can' (#38916)
[21:24:21]	Ava Carter has lost a 'Empty Flavored Consulate Water Can' #38916.
[21:24:23]	Jacob Desmone ran 'drop' on item 'Refined Metal' (#38940)
[21:24:23]	Jacob Desmone has lost a 'Refined Metal' #38940.
[21:24:30]	Jacob Desmone ran 'drop' on item 'Refined Metal' (#38941)
[21:24:30]	Jacob Desmone has lost a 'Refined Metal' #38941.
[21:24:36]	[IT] CCA.C17-HELIX.i3.08874: The metal tube lowers quicking, startling you steam rises from a vent somewhere above the machine.
[21:24:41]	[LOOC] Jefferson Jackson: nah how did you get ahead of me
[21:24:44]	[LOOC] Jefferson Jackson: speedhacks ong
[21:24:49]	[ME] Jacob Desmone: Would wait till it finishes
[21:24:53]	Jacob Desmone rolled 19 (6 + 13) out of 100 on Fabrication.
[21:24:53]	Jacob Desmone used command '/RollSkill Fabrication'.
[21:25:02]	Jefferson Jackson ran 'drop' on item 'Empty Tin Can' (#38918)
[21:25:02]	Jefferson Jackson has lost a 'Empty Tin Can' #38918.
[21:25:02]	[Y] Ava Carter: I just want to tell you.
[21:25:05]	[Y] Ava Carter: Jacob is sorry.
[21:25:27]	Jefferson Jackson has gained a 'Citizen Filter' #38945.
[21:25:29]	Jefferson Jackson ran 'equip' on item 'Citizen Filter' (#38945)
[21:25:33]	Jefferson Jackson ran 'take' on item 'Empty Flavored Consulate Water Can' (#38916)
[21:25:33]	Jefferson Jackson has gained a 'Empty Flavored Consulate Water Can' #38916.
[21:25:39]	[ME] Jacob Desmone: Would finish the cooling process and bring them over to the table
[21:25:39]	[IT] CCA.C17-HELIX.i3.08874: The tube rises, revealing a metal bar fully solidified.
[21:25:51]	[OOC] Ava Carter: jefferson really hard to get to ngl
[21:25:52]	Jacob Desmone ran 'take' on item 'Refined Metal' (#38941)
