[00:00:03]	[LOOC] Amahle Osthuizen: SAME
[19:13:54]	CCA.C08-JUDGE.i4.33637 used command '/Radio 10-4'.
[19:13:59]	OTA.C08-KING.EOT.51052 used command '/ToggleRaise'.
[19:14:03]	[Y] OTA.C08-KING.EOT.51052: <:: Move back, right now! ::>
[19:14:10]	James Jacob entered observer.
[19:14:19]	James Jacob exited observer at their location.
[19:15:01]	OTA.C08-KING.EOT.51052 used command '/Radio Units on standby report to central science.'.
[19:15:10]	CCA.C08-UNION.i3.98240 [X] used command '/Radio Copy that, Inroute'.
[19:15:10]	OTA.C08-KING.EOT.51052 used command '/Radio One unit needed.'.
[19:15:28]	OTA.C08-KING.EOT.51052 entered observer.
[19:15:28]	OTA.C08-KING.EOT.51052 exited observer at their location.
[19:15:28]	OTA.C08-KING.EOT.51052 entered observer.
[19:15:33]	OTA.C08-KING.EOT.51052 exited observer at their location.
[19:15:33]	OTA.C08-KING.EOT.51052 entered observer.
[19:15:33]	OTA.C08-KING.EOT.51052 exited observer at their location.
[19:15:36]	OTA.C08-KING.EOT.51052 entered observer.
[19:15:37]	OTA.C08-KING.EOT.51052 exited observer at their location.
[19:15:44]	[ME] CCA.C08-JUDGE.i4.33637: Starts whistling and starts to twirl his stunstick
[19:15:55]	James Jacob has lost 5 tokens.
[19:15:57]	[OOC] Joe Exotic: thanks for the explanation
[19:15:58]	James Jacob ran 'take' on item 'Breen's Water' (#17662)
[19:15:58]	James Jacob has gained a 'Breen's Water' #17662.
[19:16:01]	James Jacob has lost 5 tokens.
[19:16:03]	James Jacob ran 'take' on item 'Breen's Water' (#17663)
[19:16:03]	James Jacob has gained a 'Breen's Water' #17663.
[19:16:04]	James Jacob has lost 7 tokens.
[19:16:06]	James Jacob has lost 7 tokens.
[19:16:09]	Abraham Right ran 'Drink' on item 'Flavored Breen's Water' (#17665)
[19:16:11]	James Jacob ran 'take' on item 'Flavored Breen's Water' (#17664)
[19:16:11]	James Jacob has gained a 'Flavored Breen's Water' #17664.
[19:16:15]	CCA.C08-UNION.i3.98240 [X] used command '/Radio I'm at CS.'.
[19:16:20]	OTA.C08-KING.EOT.51052 used command '/Radio Units are advised not to harrass citizens.'.
[19:16:30]	CCA.C08-UNION.i3.98240 [X] used command '/Radio Copy that'.
[19:16:34]	OTA.C08-KING.EOT.51052 used command '/Radio Man checkpoint and note for any 10-66.'.
[19:16:37]	James Jacob has lost 7 tokens.
[19:16:42]	James Jacob ran 'take' on item 'Flavored Breen's Water' (#17666)
[19:16:42]	James Jacob has gained a 'Flavored Breen's Water' #17666.
[19:16:44]	James Jacob has lost 10 tokens.
[19:16:47]	James Jacob ran 'take' on item 'Sparkling Breen's Water' (#17667)
[19:16:47]	James Jacob has gained a 'Sparkling Breen's Water' #17667.
[19:16:47]	OTA.C08-KING.EOT.51052 entered observer.
[19:16:50]	CCA.C08-JUDGE.i4.33637 has gained 10 tokens.
[19:16:50]	James Jacob has lost 10 tokens.
[19:16:52]	James Jacob ran 'take' on item 'Sparkling Breen's Water' (#17668)
[19:16:52]	James Jacob has gained a 'Sparkling Breen's Water' #17668.
[19:16:53]	Mrchicken loaded the character 'Khillari Klinton'
[19:17:07]	OTA.C08-KING.EOT.51052 used command '/Radio Entrance into Central Science is restricted, punish with mild relocation.'.
[19:17:10]	OTA.C08-KING.EOT.51052 exited observer at their location.
[19:17:39]	OTA.C08-KING.EOT.51052 entered observer.
[19:17:42]	OTA.C08-KING.EOT.51052 exited observer at their location.
[19:17:42]	James Jacob entered observer.
[19:17:45]	CCA.C08-JUDGE.i4.33637 used command '/Radio Be advised a CWU worker just dashed outside of their headqaurters'.
[19:17:50]	OTA.C08-KING.EOT.51052 entered observer.
[19:17:50]	OTA.C08-KING.EOT.51052 exited observer at their location.
[19:17:52]	OTA.C08-KING.EOT.51052 has gained 40 tokens.
[19:17:58]	OTA.C08-KING.EOT.51052 used command '/Radio Second story clear.'.
[19:18:02]	CCA.C08-JUDGE.i4.33637 opened the '' #876 container.
[19:18:04]	CCA.C08-JUDGE.i4.33637 closed the '' #876 container.
[19:18:05]	CCA.C08-JUDGE.i4.33637 opened the '' #856 container.
[19:18:06]	CCA.C08-JUDGE.i4.33637 closed the '' #856 container.
[19:18:07]	CCA.C08-JUDGE.i4.33637 opened the '' #857 container.
[19:18:09]	CCA.C08-JUDGE.i4.33637 closed the '' #857 container.
[19:18:14]	James Jacob exited observer at their location.
[19:18:25]	Zapper loaded the character 'Hans Emmerich'
[19:18:27]	Hans Emmerich entered observer.
[19:18:27]	CCA.C08-UNION.i3.98240 [X] has gained 10 tokens.
[19:18:27]	Hans Emmerich exited observer at their location.
[19:18:29]	[OOC] Joe Exotic: why is there a king
[19:18:35]	[OOC] OTA.C08-KING.EOT.51052: i have reasons
[19:18:40]	[OOC] Hans Emmerich: this is a temp flag up
[19:18:42]	Hans Emmerich entered observer.
[19:18:45]	[OOC] Khillari Klinton: o god
[19:18:47]	[OOC] Joe Exotic: can you explain it to me in the least retarded way
[19:18:47]	Hans Emmerich exited observer at their location.
[19:18:52]	[OOC] Hans Emmerich: Flagging down
[19:18:56]	[OOC] Joe Exotic: or else by default i'm assuming it's retarded
[19:18:58]	[OOC] Khillari Klinton: q can you tp to me
[19:18:59]	Zapper loaded the character 'James Jacob'
[19:19:06]	OTA.C08-KING.EOT.51052 used command '/PM exotic combine noticed scientific sample obtained from the outlands portal has gone missing'.
[19:19:08]	[OOC] OTA.C08-KING.EOT.51052: LITTLE BUSY
[19:19:15]	[OOC] Khillari Klinton: anyone other admin
[19:19:46]	Joe Exotic used command '/PM king ah yes, the sample has gone missing, better send out the most elite units we have to offer'.
[19:19:48]	matt saton loaded the character 'Joseph Kimsler'
[19:19:49]	Joseph Kimsler entered observer.
[19:20:02]	Joseph Kimsler used command '/PM joe this sample is genuinely super important'.
[19:20:13]	James Jacob entered observer.
[19:20:33]	[LOOC] CCA.C08-UNION.i3.98240 [X]: 10-66
[19:20:49]	James Jacob exited observer at their location.
[19:20:56]	matt saton loaded the character 'UU-SeC.08'
[19:21:03]	UU-SeC.08 used command '/Radio All units are to be on high alert.'.
[19:21:04]	UU-SeC.08 entered observer.
[19:21:09]	CCA.C08-UNION.i3.98240 [X] used command '/Radio 10-4'.
[19:21:15]	James Jacob entered observer.
[19:21:21]	UU-SeC.08 used command '/Radio Leave central science alone, we'll be locking it down.'.
[19:21:26]	Joe Exotic used command '/PM sec idk, seems like an OWS matter unless the sample is literally the end of the combine'.
[19:21:26]	CCA.C08-UNION.i3.98240 [X] used command '/Radio Copy that'.
[19:21:33]	UU-SeC.08 used command '/PM joe fair'.
[19:21:48]	James Jacob exited observer at their location.
[19:21:50]	CCA.C08-JUDGE.i4.33637 has gained 10 tokens.
[19:21:53]	Joe Exotic used command '/PM sec for future reference, here's an easy guide'.
[19:22:03]	[OOC] Khillari Klinton: q how do i get into cs
[19:22:11]	[OOC] UU-SeC.08: have a death wish
[19:22:17]	[OOC] CCA.C08-UNION.i3.98240 [X]: Lmao
[19:22:20]	[OOC] Khillari Klinton: no central science
[19:22:24]	UU-SeC.08 used command '/Radio Also, don't give the citizens too hard of a time.'.
[19:22:25]	[OOC] UU-SeC.08: yeah
[19:22:27]	[OOC] UU-SeC.08: have a death wish
[19:22:30]	[OOC] Khillari Klinton: well i have one
[19:22:34]	[OOC] UU-SeC.08: i know
[19:22:38]	Joe Exotic used command '/PM sec things that could result in complete city destruction/anarchy/death of the CA/death of the SeC/CmD is better suited'.
[19:22:40]	[OOC] Khillari Klinton: so i can i go in
[19:22:46]	[OOC] UU-SeC.08: you can try
[19:22:47]	[OOC] Khillari Klinton: get a job]
[19:22:57]	UU-SeC.08 used command '/Radio I hear you have been too.'.
[19:23:02]	matt saton loaded the character 'Joseph Kimsler'
[19:23:03]	Joseph Kimsler entered observer.
[19:23:27]	CCA.C08-UNION.i3.98240 [X] has gained 10 tokens.
[19:23:27]	CCA.C08-UNION.i3.98240 [X] used command '/Radio Sir, We only give the idiots a hard time. But I'll try too cut back.'.
[19:24:40]	matt saton loaded the character 'James Albright'
[19:24:41]	James Albright entered observer.
[19:24:57]	[OOC] Khillari Klinton: wdym
[19:25:02]	[OOC] Khillari Klinton: i am q
[19:25:09]	[OOC] Khillari Klinton: im staying in character
[19:25:13]	Mrchicken (STEAM_0:0:143523274) has disconnected.
[19:25:23]	[OOC] CCA.C08-UNION.i3.98240 [X]: Brb
[19:25:27]	FB|| light ROOM loaded the character 'Ethan King'
[19:25:38]	Mr. Chief loaded the character 'CCA.C08-JUDGE.i1.91412'
[19:25:39]	James Albright exited observer at their location.
[19:25:46]	James Albright opened the '' #916 container.
[19:25:49]	James Albright closed the '' #916 container.
[19:25:52]	[ME] CCA.C08-JUDGE.i4.33637: Starts twirling his stunstick
[19:25:53]	James Albright entered observer.
[19:25:54]	CCA.C08-JUDGE.i1.91412 used command '/Radio JUDGE.i1.91412, flagging 10-8. Status of ground protection teams?'.
[19:25:55]	James Albright exited observer at their location.
[19:25:58]	CCA.C08-JUDGE.i1.91412 ran 'drop' on item 'Civil Protection Mask' (#17590)
[19:25:58]	CCA.C08-JUDGE.i1.91412 has lost a 'Civil Protection Mask' #17590.
[19:26:02]	CCA.C08-JUDGE.i1.91412 destroyed a 'Civil Protection Mask' #17590.
[19:26:05]	Mrchicken has connected.
[19:26:06]	CCA.C08-JUDGE.i4.33637 used command '/Radio Green moving to Nexus'.
[19:26:07]	CCA.C08-JUDGE.i1.91412 ran 'Equip' on item '.9mm Pistol' (#12758)
[19:26:07]	CCA.C08-JUDGE.i1.91412 ran 'Equip' on item 'Shotgun' (#9586)
[19:26:10]	James Albright ran 'drop' on item 'Padlock' (#17393)
[19:26:10]	James Albright has lost a 'Padlock' #17393.
[19:26:15]	CCA.C08-JUDGE.i1.91412 used command '/Radio 10-4. Sociostatus?'.
[19:26:17]	James Jacob entered observer.
[19:26:18]	CCA.C08-JUDGE.i1.91412 ran 'use' on item 'Shotgun Shells' (#15141)
[19:26:18]	CCA.C08-JUDGE.i1.91412 ran 'use' on item 'Shotgun Shells' (#13847)
[19:26:19]	CCA.C08-JUDGE.i1.91412 ran 'use' on item 'Shotgun Shells' (#13848)
[19:26:23]	CCA.C08-JUDGE.i1.91412 used the 'Armory Operator' vendor.
[19:26:27]	CCA.C08-JUDGE.i1.91412 has gained 0 tokens.
[19:26:27]	CCA.C08-JUDGE.i1.91412 has gained a '9mm Pistol Bullets' #17669.
[19:26:28]	CCA.C08-JUDGE.i1.91412 has gained 0 tokens.
[19:26:28]	CCA.C08-JUDGE.i1.91412 has gained a '9mm Pistol Bullets' #17670.
[19:26:28]	CCA.C08-JUDGE.i1.91412 has gained 0 tokens.
[19:26:28]	CCA.C08-JUDGE.i1.91412 has gained a '9mm Pistol Bullets' #17671.
[19:26:31]	CCA.C08-JUDGE.i1.91412 ran 'use' on item '9mm Pistol Bullets' (#17671)
[19:26:31]	CCA.C08-JUDGE.i1.91412 ran 'use' on item '9mm Pistol Bullets' (#17669)
[19:26:32]	CCA.C08-JUDGE.i1.91412 ran 'use' on item '9mm Pistol Bullets' (#17670)
[19:26:33]	James Albright entered observer.
[19:26:33]	CCA.C08-JUDGE.i1.91412 used the 'Armory Operator' vendor.
[19:26:34]	Mrchicken loaded the character 'Khillari Klinton'
[19:26:36]	CCA.C08-JUDGE.i1.91412 has gained 0 tokens.
[19:26:36]	CCA.C08-JUDGE.i1.91412 has gained a 'Shotgun Shells' #17669.
[19:26:36]	CCA.C08-JUDGE.i1.91412 has gained 0 tokens.
[19:26:36]	CCA.C08-JUDGE.i1.91412 has gained a 'Shotgun Shells' #17670.
[19:26:37]	CCA.C08-JUDGE.i1.91412 has gained 0 tokens.
[19:26:37]	CCA.C08-JUDGE.i1.91412 has gained a 'Shotgun Shells' #17671.
[19:26:38]	CCA.C08-JUDGE.i1.91412 has gained 0 tokens.
[19:26:38]	CCA.C08-JUDGE.i1.91412 has gained a '9mm Pistol Bullets' #17672.
[19:26:39]	CCA.C08-JUDGE.i1.91412 has gained 0 tokens.
[19:26:39]	CCA.C08-JUDGE.i1.91412 has gained a '9mm Pistol Bullets' #17673.
[19:26:39]	CCA.C08-JUDGE.i1.91412 has gained 0 tokens.
[19:26:39]	CCA.C08-JUDGE.i1.91412 has gained a '9mm Pistol Bullets' #17674.
[19:26:41]	[OOC] Khillari Klinton: you CAN NOT KILL WHAT IS DEAD
[19:26:47]	[OOC] James Albright: no but i can gag it
[19:26:49]	CCA.C08-JUDGE.i1.91412 ran 'use' on item 'Shotgun Shells' (#17671)
[19:26:50]	James Albright exited observer at their location.
[19:26:50]	CCA.C08-JUDGE.i1.91412 ran 'use' on item 'Shotgun Shells' (#17669)
[19:26:50]	CCA.C08-JUDGE.i4.33637 has gained 10 tokens.
[19:26:50]	James Albright entered observer.
[19:26:50]	CCA.C08-JUDGE.i1.91412 ran 'use' on item 'Shotgun Shells' (#17670)
[19:26:51]	James Albright exited observer at their location.
[19:26:51]	[OOC] Khillari Klinton: no
[19:26:51]	[OOC] Ethan King: F, I was gonna flag up once I got back.
[19:26:52]	James Jacob exited observer at their location.
[19:26:53]	Karl Von Habsburg rolled 26 out of 100.
[19:26:53]	Karl Von Habsburg used command '/Roll'.
[19:26:55]	CCA.C08-JUDGE.i1.91412 used the 'Armory Operator' vendor.
[19:26:55]	[OOC] CCA.C08-JUDGE.i4.33637: Quick question what is that Chief
[19:26:56]	[OOC] Khillari Klinton: bad dog q
[19:26:56]	James Jacob entered observer.
[19:26:57]	CCA.C08-JUDGE.i1.91412 has gained 0 tokens.
[19:26:57]	CCA.C08-JUDGE.i1.91412 has gained a 'Shotgun Shells' #17675.
[19:26:58]	CCA.C08-JUDGE.i1.91412 has gained 0 tokens.
[19:26:58]	CCA.C08-JUDGE.i1.91412 has gained a 'Shotgun Shells' #17676.
[19:26:58]	CCA.C08-JUDGE.i1.91412 has gained 0 tokens.
[19:26:58]	CCA.C08-JUDGE.i1.91412 has gained a 'Shotgun Shells' #17677.
[19:26:59]	James Albright used command '/adminspawnmenu'.
[19:27:03]	[OOC] CCA.C08-JUDGE.i1.91412: what is what
[19:27:07]	James Jacob exited observer at their location.
[19:27:07]	[OOC] CCA.C08-JUDGE.i1.91412: sociostatus?
[19:27:09]	James Albright has spawned "UU Brand Cigarette"
[19:27:12]	James Albright entered observer.
[19:27:14]	[OOC] CCA.C08-JUDGE.i4.33637: Ye
[19:27:19]	[OOC] CCA.C08-JUDGE.i1.91412: it's kind of like
[19:27:28]	[OOC] Ethan King: The status of the city pretty much
[19:27:32]	[OOC] CCA.C08-JUDGE.i1.91412: the overlying status of the city
[19:27:32]	Karl Von Habsburg ran 'take' on item 'UU Brand Cigarette' (#17678)
[19:27:32]	Karl Von Habsburg has gained a 'UU Brand Cigarette' #17678.
[19:27:33]	[OOC] CCA.C08-JUDGE.i1.91412: yeah
[19:27:39]	[OOC] James Albright: mainly involving citizesn
[19:27:40]	CCA.C08-JUDGE.i4.33637 used command '/Radio Green'.
[19:27:43]	James Albright exited observer at their location.
[19:27:44]	James Albright entered observer.
[19:28:00]	[OOC] Ethan King: Imagine being a rebel (this post was made by Ethan King gang)
[19:28:12]	James Albright has gained a 'Traffic Cone' #17679.
[19:28:12]	James Albright used command '/CreateCustomItem Traffic Cone models/props_junk/TrafficCone001a.mdl An orange and white traffic cone.'.
[19:28:14]	James Albright has gained a 'Traffic Cone' #17680.
[19:28:14]	James Albright used command '/CreateCustomItem Traffic Cone models/props_junk/TrafficCone001a.mdl An orange and white traffic cone.'.
[19:28:16]	James Albright has gained a 'Traffic Cone' #17681.
[19:28:16]	James Albright used command '/CreateCustomItem Traffic Cone models/props_junk/TrafficCone001a.mdl An orange and white traffic cone.'.
[19:28:16]	James Albright has gained a 'Traffic Cone' #17682.
[19:28:16]	James Albright used command '/CreateCustomItem Traffic Cone models/props_junk/TrafficCone001a.mdl An orange and white traffic cone.'.
[19:28:17]	James Albright has gained a 'Traffic Cone' #17683.
[19:28:17]	James Albright used command '/CreateCustomItem Traffic Cone models/props_junk/TrafficCone001a.mdl An orange and white traffic cone.'.
[19:28:17]	James Albright has gained a 'Traffic Cone' #17684.
[19:28:17]	James Albright used command '/CreateCustomItem Traffic Cone models/props_junk/TrafficCone001a.mdl An orange and white traffic cone.'.
[19:28:24]	CCA.C08-JUDGE.i1.91412 used command '/Radio 10-4. Moving for 10-50 through all districts.'.
[19:28:30]	James Albright ran 'drop' on item 'Traffic Cone' (#17682)
[19:28:30]	James Albright has lost a 'Traffic Cone' #17682.
[19:28:31]	CCA.C08-JUDGE.i4.33637 used command '/Radio Got a runner'.
[19:28:33]	James Albright ran 'drop' on item 'Traffic Cone' (#17683)
[19:28:33]	James Albright has lost a 'Traffic Cone' #17683.
[19:28:36]	James Albright ran 'drop' on item 'Traffic Cone' (#17681)
[19:28:36]	James Albright has lost a 'Traffic Cone' #17681.
[19:28:38]	CCA.C08-JUDGE.i1.91412 used command '/Radio Then catch him.'.
[19:28:39]	James Albright ran 'drop' on item 'Traffic Cone' (#17679)
[19:28:39]	James Albright has lost a 'Traffic Cone' #17679.
[19:28:42]	James Albright ran 'drop' on item 'Traffic Cone' (#17680)
[19:28:42]	James Albright has lost a 'Traffic Cone' #17680.
[19:28:45]	James Albright ran 'drop' on item 'Traffic Cone' (#17684)
[19:28:45]	James Albright has lost a 'Traffic Cone' #17684.
[19:28:49]	James Albright has gained a 'Traffic Cone' #17685.
[19:28:49]	James Albright used command '/CreateCustomItem Traffic Cone models/props_junk/TrafficCone001a.mdl An orange and white traffic cone.'.
[19:28:53]	James Albright ran 'drop' on item 'Traffic Cone' (#17685)
[19:28:53]	James Albright has lost a 'Traffic Cone' #17685.
[19:29:00]	CCA.C08-JUDGE.i1.91412 opened the '' #1164 container.
[19:29:02]	CCA.C08-JUDGE.i1.91412 closed the '' #1164 container.
[19:29:03]	[ME] Khillari Klinton: sits on ledge
[19:29:04]	CCA.C08-JUDGE.i4.33637 used command '/Radio Watchout for a bald CWU worker he has been throwing cinderblocks everywhere'.
[19:29:12]	Vantablack has connected.
[19:29:13]	CCA.C08-JUDGE.i1.91412 used command '/Radio He's at the Nexus pillars.'.
[19:29:16]	James Albright ran 'take' on item 'Traffic Cone' (#17679)
[19:29:16]	James Albright has gained a 'Traffic Cone' #17679.
[19:29:17]	James Albright ran 'take' on item 'Traffic Cone' (#17680)
[19:29:17]	James Albright has gained a 'Traffic Cone' #17680.
[19:29:18]	James Albright ran 'take' on item 'Traffic Cone' (#17684)
[19:29:18]	James Albright has gained a 'Traffic Cone' #17684.
[19:29:20]	James Albright ran 'take' on item 'Traffic Cone' (#17685)
[19:29:20]	James Albright has gained a 'Traffic Cone' #17685.
[19:29:21]	James Albright ran 'take' on item 'Traffic Cone' (#17681)
[19:29:21]	James Albright has gained a 'Traffic Cone' #17681.
[19:29:24]	James Albright ran 'take' on item 'Traffic Cone' (#17683)
[19:29:24]	James Albright has gained a 'Traffic Cone' #17683.
[19:29:26]	CCA.C08-JUDGE.i4.33637 used command '/Radio He litearlly just ran from me'.
[19:29:30]	James Albright ran 'take' on item 'Traffic Cone' (#17682)
[19:29:30]	James Albright has gained a 'Traffic Cone' #17682.
[19:29:34]	CCA.C08-JUDGE.i1.91412 used command '/Radio Then come back.'.
[19:29:59]	James Albright opened the 'Evidence Locker' #1512 container.
[19:30:00]	[OOC] Ethan King: Imagine being able too faintly hear Q
[19:30:01]	James Albright closed the 'Evidence Locker' #1512 container.
[19:30:11]	James Jacob entered observer.
[19:30:17]	Vantablack (STEAM_0:0:43352430) has disconnected.
[19:30:17]	CCA.C08-JUDGE.i1.91412 used command '/ToggleRaise'.
[19:30:20]	[OOC] CCA.C08-JUDGE.i4.33637: He ran from me
[19:30:38]	CCA.C08-JUDGE.i1.91412 has gained 10 tokens.
[19:30:46]	Khillari Klinton has taken 5 damage from CCA.C08-JUDGE.i4.33637.
[19:31:33]	[ME] CCA.C08-JUDGE.i4.33637: Attempts to tie (Resist?)
[19:31:36]	CCA.C08-JUDGE.i4.33637 ran 'Use' on item 'Zip Tie' (#17577)
[19:31:36]	[ME] Khillari Klinton: no
[19:31:39]	CCA.C08-JUDGE.i4.33637 ran 'Use' on item 'Zip Tie' (#17577)
[19:31:39]	CCA.C08-JUDGE.i1.91412 opened the '' #1093 container.
[19:31:43]	CCA.C08-JUDGE.i1.91412 closed the '' #1093 container.
[19:31:48]	CCA.C08-JUDGE.i4.33637 used command '/CharSearch'.
[19:31:50]	CCA.C08-JUDGE.i4.33637 has gained 10 tokens.
[19:31:52]	James Albright opened the '' #1093 container.
[19:31:54]	CCA.C08-JUDGE.i4.33637 has gained a 'UU Brand Chocolate' #13746.
[19:32:01]	James Albright closed the '' #1093 container.
[19:32:26]	CCA.C08-JUDGE.i1.91412 used command '/Radio 10-19 reached; Assuming guard position.'.
[19:32:41]	[LOOC] Khillari Klinton: stop
[19:33:05]	Khillari Klinton used command '/CharFallOver 2'.
[19:33:05]	James Albright exited observer at their location.
[19:33:07]	James Albright entered observer.
[19:34:17]	[ME] CCA.C08-JUDGE.i4.33637: Unwraps the citizens chocclate
[19:34:20]	CCA.C08-JUDGE.i4.33637 ran 'Eat' on item 'UU Brand Chocolate' (#13746)
[19:34:36]	James Albright has spawned 'models/props_urban/plastic_chair001.mdl'.
